Model,Split,Metric,n_samples,point_estimate,mean,std,ci_lower,ci_upper,Code
last,Test,MAPE,3520,34.01386813227766,34.0586299895814,0.5856982216216099,32.984320752960556,35.22748801453272,33
last,Test,R2,3520,0.2647503508919298,0.26445699190120653,0.030636257950641312,0.21048264929221042,0.33012591613454306,33
last,Test,MSE,3520,4081.1765625,4082.6092166193184,158.9629118689275,3804.849117542614,4419.309071377841,33
last,Train,MAE,71923,2.6993785067175975,2.698755820274697,0.011245312292614967,2.679280295305943,2.723759861796166,0
last,Train,MAPE,71923,7.782776634403691,7.777378415163331,0.02925296724295209,7.718272059001947,7.839703465744401,0
last,Train,R2,71923,0.6536812873555322,0.6542486432036069,0.003103682283169433,0.6479910656293375,0.6602211964034279,0
last,Train,MSE,71923,15.419354950663992,15.433867364789274,0.14839863387612856,15.196562481890014,15.696714572850519,0
last,Train,MAE,69714,0.8533874086153522,0.85310894946023,0.004042270028885865,0.8454434890269577,0.859765592423412,1
last,Train,MAPE,69714,7.635322361983171,7.639874718098469,0.03338823506373454,7.580058899135608,7.7109059107488855,1
last,Train,R2,69714,0.696604062483362,0.6965098158047199,0.003388181996261666,0.689110980447561,0.7022721694419438,1
last,Train,MSE,69714,1.5867587808203383,1.586436815803228,0.017398939262261975,1.5522949713461498,1.6170074536344698,1
last,Train,MAE,69214,0.6717860506005766,0.6717811600494451,0.0032930099506511693,0.6659152907355456,0.6783126937074381,2
last,Train,MAPE,69214,2.3068702679899795,2.307071801843219,0.011263800211774623,2.2826514245265206,2.324878537865986,2
last,Train,R2,69214,0.8435602076674875,0.8432789802174274,0.0021215298512365947,0.8395130003113459,0.847614715897574,2
last,Train,MSE,69214,1.1188338946739607,1.1179602600625613,0.018779045659575753,1.0816664174130186,1.1577407657702001,2
last,Train,MAE,69304,0.7485354358682342,0.7487047831676137,0.002577205806238059,0.7431836162519746,0.7529432569483913,3
last,Train,MAPE,69304,2.3191319829022374,2.3198264638278006,0.007545109330410581,2.3063070414727003,2.334278902889415,3
last,Train,R2,69304,0.5571024599712058,0.5569075417637943,0.004635198703656211,0.5474169735292908,0.564230889372171,3
last,Train,MSE,69304,1.0069490202329257,1.0066986042052968,0.007086842750970882,0.9940367750588404,1.0191873658949973,3
last,Train,MAE,129,0.5193798708361249,0.5256279356165451,0.056795178366391835,0.4394186476404355,0.6417635754097339,4
last,Train,MAPE,129,5.325174415765715,5.309373361651819,0.6758106445230733,3.968870396970719,6.779228568759681,4
last,Train,R2,129,0.676178621830855,0.6639942935258492,0.1093353905111777,0.45284526685695237,0.8211422386514264,4
last,Train,MSE,129,0.7533333291934868,0.7660170503795115,0.20451985080282703,0.4000445233427693,1.2197150948473927,4
last,Train,MAE,69640,38.30852814476631,38.32957383689464,0.17433706984423986,38.01722968121769,38.66623833285468,5
last,Train,MAPE,69640,17.94629586304432,17.937427699669094,0.2097683972865027,17.598554651907534,18.367070589932176,5
last,Train,R2,69640,0.6808182663591192,0.6806892960704036,0.0038968872684650596,0.6743857682560119,0.6884268250580022,5
last,Train,MSE,69640,3702.7829338035035,3706.4607282249226,46.05415628162286,3623.978332743913,3780.657614627398,5
last,Train,MAE,69319,0.2923927058895884,0.2923633343702417,0.0011614048704825049,0.29011517244526075,0.29437057492616714,6
last,Train,MAPE,69319,7.68721273899141,7.6887254336749296,0.028706451147488335,7.637698874145682,7.744783311589755,6
