method,analyte,decile,z_median,mortality_pct,ci_lo,ci_hi,n
NORMA_q_set,GLU,3,1.02,7.1,6.8,7.4,31127
NORMA_q_set,GLU,2,0.59,7.7,7.4,8.0,31128
NORMA_q_set,GLU,1,0.17,9.2,8.9,9.5,31126
NORMA_q_set,CRE,10,1.89,15.3,14.8,15.8,19292
NORMA_q_set,GLU,9,4.22,10.1,9.7,10.4,31121
NORMA_q_set,NA,5,0.51,7.9,7.5,8.3,19959
NORMA_q_set,HGB,1,0.25,2.3,2.0,2.5,17321
NORMA_q_set,HGB,3,1.06,4.9,4.6,5.3,17321
NORMA_q_set,NA,3,0.26,5.6,5.3,6.0,19959
NORMA_q_set,NA,2,0.15,5.7,5.4,6.0,19959
NORMA_q_set,NA,1,0.05,5.1,4.8,5.4,19960
NORMA_q_set,K,10,1.6,19.3,18.8,19.8,21318
NORMA_q_set,K,9,1.18,13.4,12.9,13.9,21318
NORMA_q_set,K,8,0.96,11.8,11.4,12.2,21319
NORMA_q_set,K,7,0.76,10.2,9.8,10.7,21318
NORMA_q_set,K,6,0.6,8.4,8.0,8.8,21310
NORMA_q_set,K,5,0.47,8.1,7.7,8.5,21323
NORMA_q_set,HGB,2,0.71,3.3,3.1,3.6,17321
NORMA_q_set,K,4,0.35,7.8,7.5,8.2,21323
NORMA_q_set,K,2,0.15,6.4,6.1,6.8,21318
NORMA_q_set,K,1,0.05,7.3,6.9,7.6,21319
NORMA_q_set,HGB,10,2.86,15.4,14.9,16.0,17319
NORMA_q_set,HGB,9,2.3,14.3,13.8,14.8,17320
NORMA_q_set,HGB,8,2.05,13.6,13.1,14.1,17324
NORMA_q_set,HGB,7,1.86,11.6,11.2,12.1,17318
NORMA_q_set,HGB,6,1.69,9.7,9.3,10.1,17323
NORMA_q_set,HGB,5,1.52,8.2,7.8,8.6,17321
NORMA_q_set,HGB,4,1.31,6.5,6.2,6.9,17320
NORMA_q_set,K,3,0.24,7.3,7.0,7.7,21319
NORMA_q_set,A1C,7,1.87,6.6,2.8,14.5,76
PerRI,WBC,10,4.5,9.4,8.9,9.9,15261
PerRI,CRE,8,0.85,5.8,5.5,6.1,19236
PerRI,CL,2,0.17,8.4,8.0,8.9,14859
PerRI,CL,1,0.04,10.5,10.0,11.0,14853
PerRI,CA,10,3.83,7.6,7.2,8.1,13389
PerRI,CA,9,1.67,9.8,9.3,10.4,13387
PerRI,CA,8,1.1,10.9,10.4,11.5,13394
PerRI,CA,7,0.83,10.4,9.9,10.9,13394
PerRI,CA,6,0.64,10.2,9.7,10.8,13391
PerRI,CA,5,0.5,10.4,9.9,11.0,13390
PerRI,CA,4,0.38,10.8,10.3,11.3,13392
PerRI,CA,3,0.27,9.8,9.3,10.3,13391
PerRI,CA,2,0.16,9.5,9.0,10.0,13389
PerRI,CA,1,0.05,9.8,9.3,10.3,13393
PerRI,BUN,10,31.62,7.8,7.4,8.3,12495
PerRI,BUN,9,3.06,8.7,8.2,9.2,12496
PerRI,BUN,8,1.74,9.9,9.4,10.4,12495
PerRI,BUN,7,1.12,8.2,7.8,8.7,12495
PerRI,BUN,6,0.8,7.1,6.6,7.5,12496
PerRI,BUN,5,0.61,8.6,8.1,9.1,12497
PerRI,BUN,4,0.47,8.2,7.7,8.7,12494
PerRI,CL,3,0.29,9.1,8.7,9.6,14847
PerRI,BUN,3,0.32,6.0,5.6,6.5,12497
PerRI,CL,4,0.42,10.8,10.3,11.3,14854
PerRI,CL,6,0.71,9.5,9.1,10.0,14850
PerRI,CRE,5,0.41,4.9,4.6,5.3,19237
PerRI,CRE,4,0.31,3.8,3.5,4.0,19235
PerRI,CRE,3,0.22,5.0,4.7,5.3,19235
PerRI,CRE,2,0.12,3.9,3.7,4.2,19232
PerRI,CRE,1,0.03,4.1,3.9,4.4,19238
PerRI,CO2,10,5.55,12.1,11.4,12.9,7297
PerRI,CO2,9,2.03,19.4,18.5,20.3,7295
PerRI,CO2,8,1.36,19.2,18.3,20.1,7299
PerRI,CO2,7,1.0,20.2,19.3,21.1,7295
PerRI,CO2,6,0.76,19.3,18.5,20.3,7290
PerRI,CO2,5,0.58,21.0,20.1,22.0,7305
PerRI,CO2,4,0.44,22.0,21.1,23.0,7295
PerRI,CO2,3,0.3,20.4,19.5,21.3,7298
PerRI,CO2,2,0.16,20.9,19.9,21.8,7297
PerRI,CO2,1,0.04,20.8,19.9,21.8,7297
PerRI,CL,10,6.03,7.0,6.6,7.5,14853
PerRI,CL,9,2.27,10.8,10.3,11.3,14852
PerRI,CL,8,1.41,10.7,10.2,11.2,14854
PerRI,CL,7,0.95,11.0,10.6,11.6,14853
PerRI,CL,5,0.56,12.1,11.6,12.6,14854
PerRI,BUN,2,0.18,7.8,7.3,8.3,12496
PerRI,BUN,1,0.03,8.5,8.0,9.0,12496
PerRI,AST,10,9.12,5.1,4.7,5.6,9910
PerRI,ALP,4,0.55,7.9,7.4,8.4,10668
PerRI,ALP,3,0.37,6.2,5.7,6.7,10666
PerRI,ALP,2,0.21,7.1,6.7,7.6,10665
PerRI,ALP,1,0.05,6.3,5.9,6.8,10667
PerRI,ALB,10,4.34,6.2,5.8,6.6,12943
PerRI,ALB,9,2.13,6.9,6.5,7.4,12942
PerRI,ALB,8,1.3,9.0,8.5,9.5,12940
PerRI,ALB,7,0.9,8.2,7.7,8.7,12943
PerRI,ALB,6,0.68,9.3,8.8,9.8,12944
PerRI,ALB,5,0.54,8.3,7.8,8.7,12943
PerRI,ALB,4,0.41,7.9,7.4,8.4,12941
PerRI,ALB,3,0.29,8.0,7.6,8.5,12937
PerRI,ALB,2,0.17,6.6,6.1,7.0,12948
PerRI,ALB,1,0.05,9.4,8.9,9.9,12944
PerRI,A1C,10,12.65,7.9,3.7,16.2,76
PerRI,A1C,9,3.16,8.0,3.7,16.4,75
PerRI,A1C,8,1.77,8.0,3.7,16.4,75
PerRI,A1C,7,1.17,5.3,2.1,12.8,76
PerRI,A1C,6,0.82,6.7,2.9,14.7,75
PerRI,ALP,5,0.75,6.7,6.3,7.2,10664
PerRI,ALP,6,1.08,8.1,7.6,8.7,10665
PerRI,ALP,7,1.57,8.3,7.8,8.9,10666
PerRI,ALP,8,2.33,8.6,8.1,9.1,10691
PerRI,AST,9,2.78,7.4,6.9,7.9,9911
PerRI,AST,7,1.1,7.6,7.1,8.1,9910
PerRI,AST,6,0.8,6.8,6.3,7.3,9910
PerRI,AST,5,0.62,7.0,6.5,7.5,9911
PerRI,AST,4,0.48,6.5,6.0,7.0,9911
PerRI,AST,3,0.34,6.5,6.0,7.0,9906
PerRI,AST,2,0.19,6.6,6.2,7.1,9914
PerRI,AST,1,0.05,7.1,6.6,7.6,9911
PerRI,ALT,10,17.68,4.7,4.3,5.1,9960
PerRI,CRE,6,0.52,5.7,5.4,6.1,19231
PerRI,ALT,9,3.53,7.9,7.4,8.5,9960
PerRI,ALT,7,1.25,7.9,7.4,8.5,9958
PerRI,ALT,6,0.87,7.2,6.7,7.8,9962
PerRI,ALT,5,0.67,7.7,7.1,8.2,9958
PerRI,ALT,4,0.5,8.2,7.7,8.8,9962
PerRI,ALT,3,0.36,8.5,8.0,9.1,9959
PerRI,ALT,2,0.21,7.6,7.1,8.1,9960
PerRI,ALT,1,0.06,7.4,6.9,8.0,9960
PerRI,ALP,10,94.87,3.0,2.7,3.3,10665
PerRI,ALP,9,4.14,6.8,6.4,7.3,10642
PerRI,ALT,8,1.96,7.1,6.6,7.6,9958
PerRI,A1C,5,0.67,0.0,0.0,5.0,73
PerRI,CRE,7,0.66,5.2,4.9,5.6,19234
PerRI,CRE,10,2.15,11.7,11.2,12.1,19228
PerRI,TBIL,6,0.64,5.5,5.1,5.9,11138
PerRI,TBIL,5,0.5,5.3,4.9,5.8,11137
PerRI,TBIL,4,0.4,5.2,4.8,5.6,11130
PerRI,TBIL,3,0.29,6.1,5.6,6.5,11143
PerRI,TBIL,2,0.17,5.2,4.8,5.7,11138
PerRI,TBIL,1,0.04,5.8,5.3,6.2,11138
PerRI,PLT,10,474.34,5.6,5.2,5.9,14958
PerRI,PLT,9,4.38,3.8,3.5,4.1,14957
PerRI,PLT,8,2.3,6.3,6.0,6.7,14957
PerRI,PLT,7,1.5,8.1,7.7,8.6,14958
PerRI,PLT,6,1.04,9.8,9.3,10.3,14942
PerRI,PLT,5,0.73,10.4,9.9,10.9,14971
PerRI,PLT,4,0.54,10.8,10.3,11.3,14959
PerRI,PLT,3,0.36,11.9,11.4,12.5,14957
PerRI,PLT,2,0.2,9.1,8.7,9.6,14952
PerRI,PLT,1,0.04,9.9,9.4,10.3,14963
PerRI,NA,10,15.81,4.4,4.1,4.6,19953
PerRI,NA,9,2.48,8.6,8.2,9.0,19953
PerRI,NA,8,1.55,12.9,12.5,13.4,19952
PerRI,TBIL,7,0.83,4.8,4.5,5.3,11137
PerRI,NA,7,0.99,12.0,11.5,12.4,19953
PerRI,TBIL,8,1.26,6.7,6.2,7.1,11147
PerRI,TBIL,10,4.69,10.7,10.1,11.2,11136
PerRI,WBC,9,1.85,9.0,8.5,9.5,15261
PerRI,WBC,8,1.19,9.1,8.7,9.6,15261
PerRI,WBC,7,0.86,7.5,7.0,7.9,15261
PerRI,WBC,6,0.67,6.5,6.1,6.9,15261
PerRI,WBC,5,0.53,8.0,7.6,8.4,15259
PerRI,WBC,4,0.41,7.3,6.9,7.7,15263
PerRI,WBC,3,0.29,7.5,7.1,7.9,15261
PerRI,WBC,2,0.17,7.8,7.3,8.2,15260
PerRI,WBC,1,0.05,10.3,9.9,10.8,15262
PerRI,TP,10,4.87,5.0,4.6,5.4,11956
PerRI,TP,9,2.06,8.3,7.8,8.8,11955
PerRI,TP,8,1.23,9.2,8.7,9.7,11955
PerRI,TP,7,0.88,8.8,8.3,9.3,11955
PerRI,TP,6,0.68,9.4,8.9,9.9,11955
PerRI,TP,5,0.53,8.0,7.5,8.5,11955
PerRI,TP,4,0.41,9.8,9.3,10.3,11955
PerRI,TP,3,0.29,7.5,7.0,8.0,11954
PerRI,TP,2,0.17,7.6,7.1,8.1,11956
PerRI,TP,1,0.05,9.0,8.5,9.6,11956
PerRI,TBIL,9,2.16,10.4,9.9,11.0,11128
PerRI,NA,6,0.72,10.8,10.4,11.3,19949
PerRI,NA,5,0.55,9.2,8.8,9.6,19936
PerRI,NA,4,0.4,9.2,8.8,9.6,19971
PerRI,HCT,9,1.83,7.1,6.7,7.4,22178
PerRI,HCT,8,1.2,9.1,8.7,9.4,22175
PerRI,HCT,7,0.86,10.0,9.7,10.5,22171
PerRI,HCT,6,0.67,10.3,10.0,10.8,22177
PerRI,HCT,5,0.51,10.8,10.4,11.2,22178
PerRI,HCT,4,0.38,10.9,10.5,11.3,22174
PerRI,HCT,3,0.27,11.0,10.6,11.4,22177
PerRI,HCT,2,0.16,9.9,9.5,10.3,22172
PerRI,HCT,1,0.05,9.8,9.5,10.2,22179
PerRI,GLU,10,3.0,7.0,6.8,7.3,31122
PerRI,GLU,9,1.5,8.7,8.4,9.1,31117
PerRI,GLU,8,1.02,9.2,8.9,9.6,31126
PerRI,GLU,7,0.78,9.8,9.5,10.1,31121
PerRI,GLU,6,0.63,8.4,8.1,8.7,31120
PerRI,GLU,5,0.5,8.8,8.4,9.1,31123
PerRI,GLU,4,0.39,8.2,7.9,8.6,31123
PerRI,GLU,3,0.28,8.4,8.1,8.8,31119
PerRI,GLU,2,0.16,8.9,8.6,9.2,31124
PerRI,GLU,1,0.05,8.9,8.6,9.2,31122
PerRI,HCT,10,4.46,2.4,2.2,2.6,22173
PerRI,HGB,1,0.05,8.0,7.6,8.5,17311
PerRI,HGB,2,0.16,9.1,8.6,9.5,17314
PerRI,HGB,3,0.28,9.4,9.0,9.9,17306
PerRI,NA,3,0.28,8.5,8.1,8.9,19955
PerRI,NA,2,0.15,8.7,8.3,9.1,19947
PerRI,NA,1,0.03,7.1,6.8,7.5,19959
PerRI,K,10,3.08,7.7,7.4,8.1,21308
PerRI,K,9,1.41,10.4,10.0,10.8,21323
PerRI,K,8,0.97,11.0,10.6,11.5,21318
PerRI,K,7,0.75,11.1,10.7,11.5,21315
PerRI,K,6,0.59,10.2,9.8,10.7,21316
PerRI,K,5,0.46,10.6,10.2,11.1,21317
PerRI,CRE,9,1.16,7.6,7.3,8.0,19240
PerRI,K,4,0.34,9.8,9.4,10.2,21313
PerRI,K,2,0.14,9.8,9.4,10.2,21313
PerRI,K,1,0.04,9.1,8.7,9.5,21320
PerRI,HGB,10,4.59,3.5,3.3,3.8,17310
PerRI,HGB,9,1.84,8.9,8.4,9.3,17310
PerRI,HGB,8,1.19,10.1,9.7,10.6,17309
PerRI,HGB,7,0.87,10.3,9.9,10.8,17310
PerRI,HGB,6,0.67,10.5,10.1,11.0,17311
PerRI,HGB,5,0.52,10.6,10.1,11.0,17310
PerRI,HGB,4,0.4,9.5,9.0,9.9,17310
PerRI,K,3,0.24,10.2,9.8,10.6,21319
PerRI,A1C,4,0.47,1.3,0.2,6.9,78
PerRI,AST,8,1.65,7.9,7.4,8.4,9910
PerRI,A1C,2,0.16,4.0,1.4,11.1,75
PerRI,A1C,1,0.02,7.9,3.7,16.2,76
PerRI,A1C,3,0.31,5.3,2.1,12.9,75
PopRI,CA,4,0.75,6.3,5.9,6.7,15099
PopRI,CA,3,0.5,7.2,6.7,7.7,12291
PopRI,CA,2,0.37,6.5,6.1,6.9,13246
PopRI,CA,1,0.12,5.8,5.4,6.2,16130
PopRI,BUN,9,3.67,31.2,30.1,32.2,7842
PopRI,BUN,8,2.5,18.3,17.7,19.0,14605
PopRI,BUN,7,1.33,3.2,2.8,3.6,6116
PopRI,BUN,6,1.17,7.2,6.8,7.5,18516
PopRI,BUN,4,0.83,2.9,2.5,3.3,7217
PopRI,CA,5,0.87,11.4,10.8,11.9,11591
PopRI,BUN,3,0.67,5.2,4.9,5.5,17427
PopRI,BUN,2,0.5,5.1,4.6,5.7,5796
PopRI,BUN,1,0.33,4.0,3.8,4.2,36982
PopRI,AST,10,1.6,22.2,21.1,23.3,5264
PopRI,AST,9,1.0,10.9,10.3,11.5,9992
PopRI,AST,8,0.8,3.6,3.1,4.1,5900
PopRI,AST,7,0.73,3.0,2.7,3.4,8783
PopRI,BUN,5,1.0,5.3,4.9,5.8,10627
PopRI,CA,6,1.0,7.9,7.4,8.3,14750
PopRI,CA,7,1.25,9.5,9.0,10.0,13364
PopRI,CA,8,1.62,11.7,11.3,12.3,16341
PopRI,CO2,10,2.8,50.1,48.9,51.3,6630
PopRI,CO2,9,2.52,18.2,17.2,19.3,5302
PopRI,CO2,8,1.64,21.9,21.0,22.8,8690
PopRI,CO2,7,1.6,23.5,22.6,24.5,7841
PopRI,CO2,6,1.2,15.6,14.8,16.4,7224
PopRI,CO2,5,0.92,14.7,13.9,15.5,7401
PopRI,CO2,4,0.68,13.9,13.1,14.8,6484
PopRI,CO2,3,0.44,13.9,13.1,14.7,7076
PopRI,CO2,2,0.36,14.1,13.2,15.0,6170
PopRI,CO2,1,0.12,12.3,11.7,12.9,10181
PopRI,CL,7,2.5,26.2,25.4,27.0,12895
PopRI,CL,6,1.75,13.0,12.6,13.5,23783
PopRI,CL,5,1.25,10.3,9.9,10.7,19611
PopRI,CL,4,1.0,5.6,5.2,6.1,9728
PopRI,CL,3,0.75,10.7,10.1,11.4,8365
PopRI,CL,2,0.5,7.5,7.2,7.8,33833
PopRI,CL,1,0.25,5.9,5.7,6.2,40367
PopRI,CA,10,2.37,22.9,22.1,23.7,10371
PopRI,CA,9,2.0,15.2,14.5,15.9,10787
PopRI,AST,6,0.67,6.0,5.7,6.4,15715
PopRI,AST,5,0.47,3.6,3.1,4.2,5364
PopRI,AST,4,0.4,6.1,5.7,6.4,17631
PopRI,AST,3,0.27,4.2,3.6,4.8,4741
PopRI,ALB,9,1.8,18.6,18.0,19.3,13122
PopRI,ALB,8,1.5,11.8,11.2,12.3,12610
PopRI,ALB,7,1.3,7.1,6.7,7.6,14226
PopRI,ALB,6,1.2,4.5,4.0,4.9,7321
PopRI,ALB,5,1.0,3.9,3.6,4.3,14550
PopRI,ALB,4,0.8,2.5,2.3,2.8,14040
PopRI,ALB,3,0.6,1.4,1.2,1.6,13587
PopRI,ALB,2,0.4,1.0,0.8,1.2,11981
PopRI,ALB,10,2.0,35.0,34.1,36.0,10594
PopRI,ALB,1,0.2,0.6,0.5,0.7,17423
PopRI,A1C,8,3.25,3.6,1.2,10.0,84
PopRI,A1C,7,2.88,13.8,7.2,24.9,58
PopRI,A1C,6,2.5,1.8,0.3,9.3,57
PopRI,A1C,5,2.25,1.6,0.3,8.3,64
PopRI,A1C,4,2.0,7.1,3.6,13.4,113
PopRI,A1C,3,1.63,6.5,3.0,13.5,92
PopRI,A1C,2,1.13,5.3,2.1,12.9,75
PopRI,A1C,1,0.63,2.5,0.7,8.8,79
PopRI,A1C,9,4.75,5.7,2.9,10.9,140
PopRI,CRE,1,0.07,4.1,3.9,4.4,19987
PopRI,ALP,1,0.09,4.5,4.1,4.8,12060
PopRI,ALP,3,0.24,5.3,4.9,5.7,11882
PopRI,AST,2,0.2,6.6,6.1,7.1,9064
PopRI,ALT,10,1.87,14.9,14.0,15.9,5280
PopRI,ALT,9,1.2,8.1,7.6,8.7,11404
PopRI,ALT,8,1.13,12.2,11.4,13.1,5829
PopRI,ALT,7,0.93,5.6,5.3,6.0,16831
PopRI,ALT,6,0.8,5.5,5.0,6.0,9025
PopRI,ALT,5,0.73,5.1,4.5,5.8,4223
PopRI,ALT,4,0.67,7.3,6.9,7.7,16273
PopRI,ALP,2,0.11,4.7,4.4,5.1,13012
PopRI,ALT,3,0.47,5.5,4.7,6.3,3249
PopRI,ALT,1,0.13,6.8,6.4,7.2,15089
PopRI,ALP,10,1.56,20.0,19.2,20.8,9652
PopRI,ALP,9,0.96,11.7,11.1,12.4,9840
PopRI,ALP,8,0.73,3.1,2.8,3.5,10804
PopRI,ALP,7,0.62,10.4,9.7,11.0,9105
PopRI,ALP,6,0.51,2.8,2.5,3.1,13211
PopRI,ALP,5,0.4,7.4,6.8,8.0,7363
PopRI,ALP,4,0.31,3.4,3.1,3.8,10034
PopRI,ALT,2,0.33,7.4,6.9,7.8,12558
PopRI,CRE,2,0.2,4.3,4.1,4.6,24358
PopRI,AST,1,0.07,6.2,5.8,6.6,16726
PopRI,CRE,4,0.53,5.0,4.7,5.3,15739
PopRI,TBIL,3,0.75,4.8,4.5,5.1,21054
PopRI,TBIL,2,0.5,4.0,3.7,4.2,32730
PopRI,TBIL,1,0.25,5.7,5.4,5.9,28420
PopRI,PLT,10,1.58,44.0,43.1,44.9,11830
PopRI,PLT,9,1.38,19.6,19.0,20.2,14824
PopRI,PLT,8,1.09,8.3,7.9,8.8,14349
PopRI,PLT,7,0.89,5.6,5.2,6.0,14040
PopRI,PLT,6,0.71,3.0,2.7,3.2,18632
PopRI,TBIL,4,1.0,6.0,5.6,6.4,15799
PopRI,PLT,5,0.67,3.4,3.1,3.8,13251
PopRI,PLT,3,0.31,2.7,2.5,2.9,16755
PopRI,PLT,2,0.18,2.8,2.6,3.1,14896
PopRI,PLT,1,0.09,2.5,2.3,2.7,17386
PopRI,NA,6,2.33,19.3,18.5,20.1,9324
PopRI,NA,5,1.89,14.7,14.3,15.2,22510
PopRI,NA,4,1.22,10.7,10.2,11.3,12406
PopRI,NA,3,1.0,11.4,11.1,11.7,40524
PopRI,NA,2,0.78,7.6,7.3,7.9,26793
PopRI,PLT,4,0.45,3.1,2.8,3.4,13830
PopRI,NA,1,0.33,5.9,5.7,6.0,88034
PopRI,TBIL,6,1.75,21.6,20.8,22.5,8473
PopRI,TP,2,0.2,3.0,2.7,3.3,12544
PopRI,CRE,3,0.4,3.3,3.0,3.5,22524
PopRI,WBC,10,1.86,23.7,22.9,24.6,10645
PopRI,WBC,9,1.37,22.9,22.1,23.7,10786
PopRI,WBC,8,1.33,7.1,6.7,7.5,19723
PopRI,WBC,7,0.92,6.8,6.5,7.3,15430
PopRI,WBC,6,0.78,6.5,6.1,6.9,15980
PopRI,WBC,5,0.56,3.7,3.5,4.0,16537
PopRI,WBC,4,0.45,5.8,5.4,6.2,15566
PopRI,TP,1,0.1,2.7,2.5,3.0,13692
PopRI,WBC,3,0.33,5.6,5.3,6.0,15769
PopRI,WBC,1,0.09,5.1,4.8,5.5,16049
PopRI,TP,9,2.4,34.1,33.0,35.1,7676
PopRI,TP,8,1.7,17.7,17.1,18.4,13082
PopRI,TP,7,1.5,10.1,9.6,10.7,10260
PopRI,TP,6,1.2,7.3,6.9,7.8,12702
PopRI,TP,5,0.9,6.3,5.9,6.7,12248
PopRI,TP,4,0.7,4.5,4.2,4.9,14057
PopRI,TP,3,0.5,3.5,3.3,3.7,23304
PopRI,WBC,2,0.22,5.2,4.9,5.6,16147
PopRI,K,7,1.4,19.8,19.2,20.3,19202
PopRI,TBIL,5,1.25,12.1,11.2,13.0,5197
PopRI,GLU,5,2.86,6.9,6.5,7.3,17306
PopRI,HCT,3,1.7,3.5,3.2,3.7,18267
PopRI,HCT,1,0.58,2.8,2.6,3.0,33152
PopRI,GLU,10,9.69,13.8,13.4,14.2,30643
PopRI,GLU,9,7.0,11.3,10.9,11.6,30733
PopRI,GLU,8,5.34,9.9,9.6,10.2,29589
PopRI,GLU,7,4.72,8.5,8.2,8.9,30795
PopRI,GLU,6,3.69,7.4,7.1,7.7,32638
PopRI,GLU,4,2.1,6.8,6.6,7.1,34512
PopRI,HCT,4,2.0,5.4,5.1,5.7,24637
PopRI,GLU,3,1.76,6.4,6.2,6.7,30809
PopRI,GLU,1,0.45,9.1,8.9,9.4,43751
PopRI,CRE,10,1.57,16.3,15.8,16.8,18428
PopRI,CRE,9,1.2,7.9,7.3,8.5,8647
PopRI,CRE,8,1.1,7.4,7.1,7.7,27302
PopRI,CRE,7,0.87,4.3,4.0,4.5,21925
PopRI,CRE,6,0.73,2.8,2.6,3.1,16718
PopRI,K,6,1.13,13.9,13.4,14.5,13834
PopRI,CRE,5,0.6,3.8,3.5,4.0,17290
PopRI,GLU,2,1.14,5.6,5.4,5.9,30480
PopRI,HCT,5,2.4,6.5,6.2,6.8,24034
PopRI,HCT,2,1.36,3.4,3.2,3.7,16461
PopRI,HGB,8,2.95,12.4,11.8,12.9,15333
PopRI,K,3,0.6,8.9,8.7,9.2,52152
PopRI,K,2,0.33,7.9,7.6,8.1,46215
PopRI,K,1,0.07,7.1,6.8,7.3,46219
PopRI,HGB,10,3.95,28.2,27.5,28.9,14624
PopRI,HGB,9,3.25,17.3,16.7,17.9,18042
PopRI,HCT,6,2.8,6.3,6.0,6.7,18796
PopRI,HGB,7,2.5,9.7,9.3,10.1,20199
PopRI,HGB,6,2.25,7.0,6.6,7.5,14181
PopRI,K,5,1.0,11.8,11.4,12.2,23500
PopRI,HGB,5,2.05,6.3,5.9,6.6,18248
PopRI,HGB,3,1.4,3.8,3.6,4.1,17998
PopRI,HGB,2,1.05,2.1,1.9,2.3,16757
PopRI,HGB,1,0.5,2.3,2.1,2.6,18930
PopRI,HCT,10,5.05,26.8,26.2,27.4,21084
PopRI,HCT,9,4.25,16.0,15.5,16.5,22313
PopRI,HCT,8,3.62,13.4,12.9,13.9,18378
PopRI,HCT,7,3.12,9.7,9.3,10.0,24779
PopRI,HGB,4,1.75,4.4,4.1,4.7,18896
PopRI,K,4,0.87,10.6,10.1,11.2,12063
baseline_z,HCT,8,1.34,9.6,9.2,10.0,22175
baseline_z,HCT,9,1.72,9.3,8.9,9.7,22176
baseline_z,HGB,5,0.72,8.9,8.5,9.4,17308
baseline_z,CRP,5,0.71,6.8,6.2,7.4,7133
baseline_z,HGB,6,0.91,10.0,9.5,10.4,17307
baseline_z,CRE,10,2.71,9.5,9.1,9.9,19218
baseline_z,K,5,0.7,9.8,9.4,10.2,21309
baseline_z,K,7,1.1,10.7,10.3,11.1,21327
baseline_z,HGB,1,0.08,8.6,8.2,9.1,17309
baseline_z,HGB,4,0.55,8.9,8.5,9.3,17309
baseline_z,CRP,3,0.47,8.9,8.3,9.6,7133
baseline_z,HGB,8,1.38,10.7,10.2,11.2,17308
baseline_z,HGB,9,1.77,8.8,8.4,9.2,17308
baseline_z,HGB,10,2.7,6.5,6.1,6.8,17308
baseline_z,K,1,0.07,9.9,9.5,10.3,21326
baseline_z,K,2,0.22,8.5,8.2,8.9,21314
baseline_z,K,3,0.38,10.1,9.7,10.6,21309
baseline_z,K,4,0.53,9.3,8.9,9.7,21324
baseline_z,K,6,0.89,10.4,10.0,10.8,21316
baseline_z,HCT,4,0.53,9.1,8.8,9.5,22175
baseline_z,HCT,7,1.09,10.6,10.2,11.0,22174
baseline_z,HGB,3,0.39,8.6,8.2,9.0,17307
baseline_z,K,8,1.35,11.3,10.9,11.7,21311
baseline_z,CRP,6,0.84,6.4,5.8,7.0,7132
baseline_z,K,9,1.71,10.6,10.2,11.0,21310
baseline_z,HGB,7,1.12,10.4,10.0,10.9,17307
baseline_z,GLU,4,0.55,7.6,7.4,7.9,31122
baseline_z,CRP,4,0.6,7.3,6.7,7.9,7134
baseline_z,CRP,7,0.97,7.8,7.2,8.4,7133
baseline_z,CRP,8,1.15,7.4,6.8,8.1,7133
baseline_z,CRP,9,1.45,11.0,10.3,11.7,7134
baseline_z,CRP,10,2.39,15.9,15.1,16.8,7132
baseline_z,GLU,1,0.08,8.5,8.2,8.9,31126
baseline_z,HCT,5,0.69,9.1,8.8,9.5,22176
baseline_z,GLU,2,0.24,8.5,8.2,8.8,31118
baseline_z,GLU,5,0.72,8.0,7.7,8.3,31122
baseline_z,NA,1,0.07,7.6,7.2,8.0,19953
baseline_z,GLU,6,0.88,8.5,8.2,8.8,31121
baseline_z,GLU,7,1.06,7.9,7.6,8.2,31123
baseline_z,GLU,8,1.26,8.0,7.7,8.3,31120
baseline_z,GLU,9,1.54,10.6,10.3,10.9,31122
baseline_z,GLU,10,2.16,10.1,9.8,10.5,31122
baseline_z,HCT,1,0.07,9.1,8.7,9.5,22176
baseline_z,HCT,2,0.22,8.9,8.5,9.3,22176
baseline_z,HCT,3,0.37,8.9,8.5,9.2,22174
baseline_z,GLU,3,0.4,8.6,8.3,8.9,31121
baseline_z,CRP,2,0.3,11.0,10.3,11.7,7133
baseline_z,HCT,6,0.87,9.7,9.3,10.1,22175
baseline_z,WBC,6,0.86,6.5,6.1,6.9,15255
baseline_z,HCT,10,2.58,7.0,6.7,7.4,22174
baseline_z,TP,9,1.75,8.1,7.6,8.6,11958
baseline_z,TBIL,10,2.63,10.8,10.3,11.4,11129
baseline_z,TBIL,6,0.91,6.2,5.7,6.6,11134
baseline_z,TP,1,0.08,8.7,8.2,9.2,11955
baseline_z,TP,2,0.24,7.6,7.1,8.1,11954
baseline_z,TP,3,0.4,8.2,7.7,8.7,11954
baseline_z,TP,4,0.57,8.3,7.9,8.8,11954
baseline_z,TP,5,0.74,8.9,8.4,9.4,11956
baseline_z,TP,6,0.92,8.3,7.8,8.8,11953
baseline_z,TP,7,1.14,8.2,7.8,8.7,11955
baseline_z,TP,8,1.39,8.6,8.1,9.1,11956
baseline_z,WBC,2,0.25,8.6,8.2,9.0,15255
baseline_z,WBC,3,0.41,8.6,8.2,9.0,15257
baseline_z,TBIL,7,1.09,5.2,4.8,5.6,11126
baseline_z,WBC,7,1.03,7.3,6.9,7.7,15255
baseline_z,WBC,8,1.24,8.2,7.8,8.7,15255
baseline_z,CRP,1,0.1,10.8,10.1,11.6,7134
baseline_z,WBC,5,0.71,7.6,7.2,8.0,15252
baseline_z,TP,10,2.54,7.5,7.0,8.0,11948
baseline_z,BUN,7,1.14,9.8,9.3,10.4,12487
baseline_z,TBIL,3,0.43,6.7,6.3,7.2,11139
baseline_z,TBIL,5,0.75,5.1,4.7,5.6,11106
