method,analyte,decile,z_median,mortality_pct,ci_lo,ci_hi,n
baseline_z,TBIL,1,0.09,7.0,6.5,7.5,11130
baseline_z,NA,2,0.22,8.1,7.7,8.5,19956
baseline_z,TBIL,9,1.65,5.6,5.2,6.0,11126
baseline_z,TBIL,8,1.31,6.6,6.2,7.1,11128
baseline_z,TBIL,4,0.6,6.9,6.4,7.3,11142
baseline_z,NA,3,0.37,8.5,8.1,8.9,19950
baseline_z,NA,4,0.52,8.1,7.8,8.5,19952
baseline_z,NA,5,0.69,7.7,7.3,8.0,19955
baseline_z,NA,6,0.87,8.7,8.3,9.1,19951
baseline_z,NA,7,1.08,9.7,9.3,10.1,19952
baseline_z,NA,8,1.34,9.6,9.2,10.0,19964
baseline_z,NA,9,1.69,11.6,11.2,12.1,19946
baseline_z,NA,10,2.44,11.9,11.5,12.4,19949
baseline_z,WBC,1,0.08,7.7,7.3,8.1,15255
baseline_z,PLT,1,0.09,8.0,7.6,8.5,14959
baseline_z,PLT,2,0.27,8.0,7.6,8.5,14956
baseline_z,PLT,4,0.65,10.3,9.9,10.8,14942
baseline_z,PLT,5,0.86,10.9,10.4,11.4,14955
baseline_z,PLT,6,1.1,11.5,11.0,12.0,14957
baseline_z,PLT,7,1.39,9.9,9.4,10.4,14959
baseline_z,PLT,8,1.79,8.4,8.0,8.9,14956
baseline_z,PLT,9,2.47,5.7,5.4,6.1,14957
baseline_z,PLT,10,4.19,2.6,2.4,2.9,14958
baseline_z,TBIL,2,0.27,5.6,5.1,6.0,11128
baseline_z,PLT,3,0.46,10.3,9.8,10.8,14975
baseline_z,K,10,2.47,9.4,9.0,9.8,21316
baseline_z,CA,5,0.75,9.5,9.0,10.0,13390
baseline_z,A1C,8,1.64,8.0,3.7,16.4,75
baseline_z,CL,5,0.73,9.5,9.1,10.0,14853
baseline_z,ALP,3,0.43,6.7,6.3,7.2,10666
baseline_z,AST,6,0.88,6.2,5.8,6.7,9910
baseline_z,ALP,6,1.04,7.9,7.4,8.4,10666
baseline_z,ALP,7,1.32,7.3,6.8,7.8,10680
baseline_z,ALP,8,1.7,8.7,8.2,9.3,10653
baseline_z,ALP,9,2.34,7.7,7.2,8.2,10664
baseline_z,ALP,10,4.07,7.5,7.0,8.0,10666
baseline_z,ALT,1,0.09,7.3,6.8,7.8,9960
baseline_z,ALT,2,0.27,7.4,6.9,8.0,9961
baseline_z,ALT,3,0.44,7.4,6.9,7.9,9960
baseline_z,ALT,4,0.61,6.8,6.4,7.4,9958
baseline_z,ALT,5,0.77,8.0,7.5,8.6,9960
baseline_z,ALT,6,0.95,7.2,6.7,7.7,9959
baseline_z,ALT,7,1.15,7.7,7.2,8.2,9960
baseline_z,ALT,8,1.43,7.2,6.8,7.8,9959
baseline_z,ALT,9,1.91,7.8,7.3,8.3,9965
baseline_z,ALT,10,3.48,7.4,6.9,7.9,9955
baseline_z,AST,1,0.08,6.6,6.2,7.1,9913
baseline_z,AST,2,0.25,6.1,5.7,6.6,9908
baseline_z,AST,3,0.4,6.4,5.9,6.9,9910
baseline_z,AST,4,0.56,6.0,5.5,6.4,9911
baseline_z,ALP,1,0.09,5.9,5.5,6.4,10666
baseline_z,AST,5,0.72,6.0,5.5,6.5,9910
baseline_z,WBC,9,1.54,8.1,7.7,8.6,15256
baseline_z,ALP,2,0.25,6.1,5.7,6.6,10666
baseline_z,A1C,7,1.34,3.9,1.4,11.0,76
baseline_z,A1C,6,1.04,0.0,0.0,4.9,75
baseline_z,A1C,5,0.8,4.0,1.4,11.1,75
baseline_z,A1C,4,0.6,2.6,0.7,9.1,76
baseline_z,A1C,3,0.43,1.3,0.2,7.2,75
baseline_z,A1C,2,0.27,5.3,2.1,12.9,75
baseline_z,A1C,1,0.11,9.2,4.5,17.8,76
baseline_z,ALB,1,0.08,8.7,8.2,9.2,12941
baseline_z,HGB,2,0.23,8.6,8.2,9.0,17308
baseline_z,A1C,9,2.08,6.7,2.9,14.7,75
baseline_z,A1C,10,3.15,13.2,7.3,22.6,76
baseline_z,ALB,2,0.24,7.2,6.7,7.6,12940
baseline_z,CRE,8,1.37,6.0,5.6,6.3,19215
baseline_z,ALB,3,0.41,7.7,7.2,8.1,12940
baseline_z,ALB,4,0.58,8.4,7.9,8.9,12940
baseline_z,ALB,5,0.75,8.7,8.2,9.2,12941
baseline_z,ALB,6,0.94,8.6,8.1,9.0,12940
baseline_z,ALB,7,1.16,8.6,8.1,9.1,12941
baseline_z,ALB,8,1.42,8.4,8.0,8.9,12939
baseline_z,ALB,9,1.82,7.4,7.0,7.9,12944
baseline_z,ALB,10,2.81,6.1,5.7,6.5,12937
baseline_z,AST,7,1.07,6.8,6.4,7.4,9911
baseline_z,ALP,4,0.61,5.1,4.7,5.6,10666
baseline_z,AST,8,1.31,7.0,6.5,7.5,9910
baseline_z,AST,9,1.7,8.2,7.7,8.8,9910
baseline_z,CL,4,0.56,9.4,8.9,9.9,14853
baseline_z,CL,9,1.75,11.1,10.6,11.6,14853
baseline_z,CL,10,2.55,11.1,10.6,11.6,14853
baseline_z,CO2,1,0.08,20.0,19.1,20.9,7299
baseline_z,CO2,2,0.26,19.3,18.4,20.2,7287
baseline_z,CO2,3,0.43,19.5,18.6,20.4,7292
baseline_z,CO2,4,0.62,19.5,18.6,20.4,7308
baseline_z,CO2,5,0.8,21.4,20.5,22.4,7281
baseline_z,CO2,6,1.02,19.5,18.6,20.4,7296
baseline_z,CO2,7,1.26,20.0,19.1,20.9,7287
baseline_z,CO2,8,1.56,20.9,20.0,21.9,7292
baseline_z,CO2,9,2.0,19.0,18.1,19.9,7298
baseline_z,CO2,10,2.94,16.2,15.3,17.0,7287
baseline_z,CRE,1,0.08,3.4,3.1,3.6,19220
baseline_z,CRE,2,0.23,4.5,4.2,4.8,19217
baseline_z,CRE,3,0.39,4.6,4.3,4.9,19215
baseline_z,CRE,4,0.55,5.1,4.8,5.4,19219
baseline_z,CRE,5,0.71,4.8,4.5,5.1,19217
baseline_z,CRE,6,0.89,6.3,6.0,6.7,19217
baseline_z,CRE,7,1.1,6.3,6.0,6.7,19219
baseline_z,CL,6,0.92,9.8,9.3,10.2,14854
baseline_z,CL,8,1.39,11.6,11.1,12.1,14853
baseline_z,CL,3,0.4,9.6,9.1,10.1,14853
baseline_z,BUN,1,0.08,6.4,6.0,6.8,12502
baseline_z,CA,6,0.94,10.9,10.4,11.4,13392
baseline_z,CL,7,1.13,11.7,11.2,12.3,14851
baseline_z,AST,10,2.78,8.9,8.4,9.5,9911
baseline_z,BUN,2,0.25,7.0,6.6,7.5,12492
baseline_z,BUN,3,0.42,7.2,6.7,7.7,12495
baseline_z,BUN,4,0.59,5.9,5.5,6.3,12495
baseline_z,BUN,5,0.76,8.0,7.6,8.5,12495
baseline_z,BUN,6,0.94,7.2,6.7,7.7,12504
baseline_z,BUN,8,1.39,7.2,6.8,7.7,12498
baseline_z,BUN,9,1.79,9.8,9.3,10.3,12496
baseline_z,BUN,10,2.76,12.2,11.7,12.8,12493
baseline_z,ALP,5,0.82,6.0,5.6,6.5,10666
baseline_z,CRE,9,1.77,7.4,7.1,7.8,19217
baseline_z,CA,3,0.4,10.1,9.6,10.6,13392
baseline_z,CA,4,0.57,9.7,9.2,10.2,13390
baseline_z,WBC,10,2.28,12.4,11.9,12.9,15254
baseline_z,CA,2,0.24,9.4,8.9,9.9,13391
baseline_z,CL,2,0.24,8.7,8.2,9.1,14851
baseline_z,CL,1,0.08,7.6,7.2,8.0,14855
baseline_z,CA,10,2.66,9.3,8.8,9.8,13391
baseline_z,CA,9,1.81,10.2,9.7,10.7,13391
baseline_z,CA,8,1.43,10.2,9.7,10.7,13390
baseline_z,CA,7,1.16,10.2,9.7,10.7,13389
baseline_z,CA,1,0.08,9.9,9.4,10.4,13391
baseline_z,WBC,4,0.56,7.2,6.8,7.7,15256
