analyte,method,outcome,subset,n_patients,n_events,anchor,sensitivity,specificity,ppv,n_flagged
GLU,NORMA_q_age_set,unplanned_icu,pop_normal,15536.0,5148.0,rate_of:PerRI,0.4786324786324786,0.5958798613785137,0.3698589012308616,6662.0
HCT,PerRI,unplanned_icu,pop_normal,13327.0,4024.0,native,0.5817594433399602,0.4587767386864452,0.317380694143167,7376.0
HCT,PerRI,unplanned_icu,pop_normal,13327.0,4024.0,rate_of:PerRI,0.5817594433399602,0.4587767386864452,0.317380694143167,7376.0
HCT,NORMA_q_age_set,unplanned_icu,pop_normal,13327.0,4024.0,native,0.0675944333996023,0.9160485864774804,0.258309591642925,1053.0
HCT,NORMA_q_age_set,unplanned_icu,pop_normal,13327.0,4024.0,rate_of:PerRI,0.5638667992047713,0.4510372997957648,0.3076193058568329,7376.0
HGB,PerRI,unplanned_icu,pop_normal,11072.0,3312.0,native,0.5452898550724637,0.5050257731958763,0.3198158314149105,5647.0
HGB,PerRI,unplanned_icu,pop_normal,11072.0,3312.0,rate_of:PerRI,0.5452898550724637,0.5050257731958763,0.3198158314149105,5647.0
HGB,NORMA_q_age_set,unplanned_icu,pop_normal,11072.0,3312.0,native,0.107487922705314,0.8860824742268041,0.2870967741935484,1240.0
HGB,NORMA_q_age_set,unplanned_icu,pop_normal,11072.0,3312.0,rate_of:PerRI,0.517512077294686,0.4931701030927835,0.303523995041615,5647.0
K,PerRI,unplanned_icu,pop_normal,33649.0,10025.0,native,0.5083291770573566,0.5400016931933627,0.3192382384263609,15963.0
K,PerRI,unplanned_icu,pop_normal,33649.0,10025.0,rate_of:PerRI,0.5083291770573566,0.5400016931933627,0.3192382384263609,15963.0
K,NORMA_q_age_set,unplanned_icu,pop_normal,33649.0,10025.0,native,0.370573566084788,0.7719691838807992,0.4081520544935179,9102.0
K,NORMA_q_age_set,unplanned_icu,pop_normal,33649.0,10025.0,rate_of:PerRI,0.5989027431421446,0.5784371825262445,0.3761197769842761,15963.0
NA,PerRI,unplanned_icu,pop_normal,32291.0,9659.0,native,0.5590640853090382,0.4373895369388476,0.297799591904263,18133.0
NA,PerRI,unplanned_icu,pop_normal,32291.0,9659.0,rate_of:PerRI,0.5590640853090382,0.4373895369388476,0.297799591904263,18133.0
NA,NORMA_q_age_set,unplanned_icu,pop_normal,32291.0,9659.0,native,0.2410187389998964,0.8470307529162248,0.4020725388601036,5790.0
NA,NORMA_q_age_set,unplanned_icu,pop_normal,32291.0,9659.0,rate_of:PerRI,0.6695310073506574,0.4845351714386709,0.3566425853416423,18133.0
PLT,PerRI,unplanned_icu,pop_normal,27231.0,8325.0,native,0.7565165165165165,0.2333121760287739,0.3028903958062809,20793.0
PLT,PerRI,unplanned_icu,pop_normal,27231.0,8325.0,rate_of:PerRI,0.7565165165165165,0.2333121760287739,0.3028903958062809,20793.0
PLT,NORMA_q_age_set,unplanned_icu,pop_normal,27231.0,8325.0,native,0.5473873873873873,0.5053951126626468,0.3276531492666091,13908.0
PLT,NORMA_q_age_set,unplanned_icu,pop_normal,27231.0,8325.0,rate_of:PerRI,0.7942342342342342,0.2499206601079022,0.3179916317991632,20793.0
TBIL,PerRI,unplanned_icu,pop_normal,22942.0,7423.0,native,0.4630203421797117,0.5870223596881242,0.3490757668088564,9846.0
TBIL,PerRI,unplanned_icu,pop_normal,22942.0,7423.0,rate_of:PerRI,0.4630203421797117,0.5869579225465559,0.3490403168477708,9847.0
TBIL,NORMA_q_age_set,unplanned_icu,pop_normal,22942.0,7423.0,native,0.2736090529435538,0.7729235131129583,0.3656165616561656,5555.0
TBIL,NORMA_q_age_set,unplanned_icu,pop_normal,22942.0,7423.0,rate_of:PerRI,0.4711033274956217,0.5908885881822282,0.3551696120251879,9846.0
TP,PerRI,unplanned_icu,pop_normal,21697.0,7360.0,native,0.490625,0.534909674269373,0.3512987644712521,10279.0
TP,PerRI,unplanned_icu,pop_normal,21697.0,7360.0,rate_of:PerRI,0.490625,0.534909674269373,0.3512987644712521,10279.0
TP,NORMA_q_age_set,unplanned_icu,pop_normal,21697.0,7360.0,native,0.2668478260869565,0.7824510009067448,0.3863859925240999,5083.0
TP,NORMA_q_age_set,unplanned_icu,pop_normal,21697.0,7360.0,rate_of:PerRI,0.5070652173913044,0.5433493757410894,0.3630703375814768,10279.0
WBC,PerRI,unplanned_icu,pop_normal,27304.0,8335.0,native,0.412117576484703,0.5558015709842374,0.2896045864598263,11861.0
WBC,PerRI,unplanned_icu,pop_normal,27304.0,8335.0,rate_of:PerRI,0.412117576484703,0.5558015709842374,0.2896045864598263,11861.0
WBC,NORMA_q_age_set,unplanned_icu,pop_normal,27304.0,8335.0,native,0.2406718656268746,0.8223417154304391,0.3731398809523809,5376.0
WBC,NORMA_q_age_set,unplanned_icu,pop_normal,27304.0,8335.0,rate_of:PerRI,0.4946610677864427,0.5920712741841953,0.3476098136750695,11861.0
A1C,PerRI,periop_infection,pop_normal,58.0,11.0,native,0.2727272727272727,0.4042553191489361,0.0967741935483871,31.0
A1C,PerRI,periop_infection,pop_normal,58.0,11.0,rate_of:PerRI,0.2727272727272727,0.4042553191489361,0.0967741935483871,31.0
A1C,NORMA_q_age_set,periop_infection,pop_normal,58.0,11.0,native,0.0,0.9361702127659576,0.0,3.0
A1C,NORMA_q_age_set,periop_infection,pop_normal,58.0,11.0,rate_of:PerRI,0.5454545454545454,0.4680851063829787,0.1935483870967742,31.0
ALB,PerRI,periop_infection,pop_normal,21527.0,1085.0,native,0.5179723502304148,0.5519518638098033,0.057812982203477,9721.0
ALB,PerRI,periop_infection,pop_normal,21527.0,1085.0,rate_of:PerRI,0.5179723502304148,0.5519518638098033,0.057812982203477,9721.0
ALB,NORMA_q_age_set,periop_infection,pop_normal,21527.0,1085.0,native,0.2129032258064516,0.832208198806379,0.0630975143403441,3661.0
ALB,NORMA_q_age_set,periop_infection,pop_normal,21527.0,1085.0,rate_of:PerRI,0.5023041474654378,0.5511202426377066,0.0560641909268593,9721.0
ALP,PerRI,periop_infection,pop_normal,22953.0,1474.0,native,0.6614654002713705,0.2870245355929047,0.0598563447725458,16289.0
ALP,PerRI,periop_infection,pop_normal,22953.0,1474.0,rate_of:PerRI,0.6614654002713705,0.2870245355929047,0.0598563447725458,16289.0
ALP,NORMA_q_age_set,periop_infection,pop_normal,22953.0,1474.0,native,0.5515603799185889,0.6241445132454956,0.0914922349763673,8886.0
ALP,NORMA_q_age_set,periop_infection,pop_normal,22953.0,1474.0,rate_of:PerRI,0.8242876526458616,0.2981982401415335,0.0745902142550187,16289.0
ALT,PerRI,periop_infection,pop_normal,19333.0,1413.0,native,0.5711252653927813,0.4079241071428571,0.0706840676184637,11417.0
ALT,PerRI,periop_infection,pop_normal,19333.0,1413.0,rate_of:PerRI,0.5711252653927813,0.4079241071428571,0.0706840676184637,11417.0
ALT,NORMA_q_age_set,periop_infection,pop_normal,19333.0,1413.0,native,0.494692144373673,0.6965401785714286,0.1138992993319211,6137.0
ALT,NORMA_q_age_set,periop_infection,pop_normal,19333.0,1413.0,rate_of:PerRI,0.7232837933474876,0.419921875,0.0895156345800122,11417.0
AST,PerRI,periop_infection,pop_normal,21577.0,1515.0,native,0.6376237623762376,0.3664639617186721,0.0706346885054109,13676.0
AST,PerRI,periop_infection,pop_normal,21577.0,1515.0,rate_of:PerRI,0.6376237623762376,0.3664639617186721,0.0706346885054109,13676.0
AST,NORMA_q_age_set,periop_infection,pop_normal,21577.0,1515.0,native,0.4455445544554455,0.735519888346127,0.1128573817087443,5981.0
AST,NORMA_q_age_set,periop_infection,pop_normal,21577.0,1515.0,rate_of:PerRI,0.7828382838283828,0.3774299671019838,0.0867212635273471,13676.0
BUN,PerRI,periop_infection,pop_normal,22198.0,1313.0,native,0.4744859101294745,0.4505626047402442,0.0514961150603405,12098.0
BUN,PerRI,periop_infection,pop_normal,22198.0,1313.0,rate_of:PerRI,0.4752475247524752,0.4502274359588221,0.0515446885841731,12106.0
BUN,NORMA_q_age_set,periop_infection,pop_normal,22198.0,1313.0,native,0.3495811119573496,0.7797941106056979,0.090747330960854,5058.0
BUN,NORMA_q_age_set,periop_infection,pop_normal,22198.0,1313.0,rate_of:PerRI,0.6626047220106626,0.4623892745989945,0.0719127128450983,12098.0
CA,PerRI,periop_infection,pop_normal,20856.0,1292.0,native,0.5123839009287926,0.5525454917194847,0.0703058623619371,9416.0
CA,PerRI,periop_infection,pop_normal,20856.0,1292.0,rate_of:PerRI,0.5123839009287926,0.5525454917194847,0.0703058623619371,9416.0
CA,NORMA_q_age_set,periop_infection,pop_normal,20856.0,1292.0,native,0.2871517027863777,0.8135861786955633,0.0923344947735191,4018.0
CA,NORMA_q_age_set,periop_infection,pop_normal,20856.0,1292.0,rate_of:PerRI,0.5634674922600619,0.5559190349621754,0.0773152081563296,9416.0
CL,PerRI,periop_infection,pop_normal,24134.0,1452.0,native,0.4111570247933884,0.5353143461775858,0.053605100116728,11137.0
CL,PerRI,periop_infection,pop_normal,24134.0,1452.0,rate_of:PerRI,0.4111570247933884,0.5353143461775858,0.053605100116728,11137.0
CL,NORMA_q_age_set,periop_infection,pop_normal,24134.0,1452.0,native,0.2837465564738292,0.8288069835111542,0.0959254947613504,4295.0
CL,NORMA_q_age_set,periop_infection,pop_normal,24134.0,1452.0,rate_of:PerRI,0.5840220385674931,0.5463803897363548,0.0761425877704947,11137.0
CO2,PerRI,periop_infection,pop_normal,9282.0,966.0,native,0.3892339544513457,0.5429292929292929,0.0900167584390711,4177.0
CO2,PerRI,periop_infection,pop_normal,9282.0,966.0,rate_of:PerRI,0.3892339544513457,0.5429292929292929,0.0900167584390711,4177.0
CO2,NORMA_q_age_set,periop_infection,pop_normal,9282.0,966.0,native,0.2484472049689441,0.8375420875420876,0.1508485229415462,1591.0
CO2,NORMA_q_age_set,periop_infection,pop_normal,9282.0,966.0,rate_of:PerRI,0.5165631469979296,0.5577200577200577,0.1194637299497246,4177.0
CRE,PerRI,periop_infection,pop_normal,33350.0,1450.0,native,0.4103448275862069,0.698307210031348,0.0582248752324102,10219.0
CRE,PerRI,periop_infection,pop_normal,33350.0,1450.0,rate_of:PerRI,0.4103448275862069,0.698307210031348,0.0582248752324102,10219.0
CRE,NORMA_q_age_set,periop_infection,pop_normal,33350.0,1450.0,native,0.3524137931034483,0.8142006269592477,0.0793724759242,6438.0
CRE,NORMA_q_age_set,periop_infection,pop_normal,33350.0,1450.0,rate_of:PerRI,0.4682758620689655,0.7009404388714734,0.0664448576181622,10219.0
GLU,PerRI,periop_infection,pop_normal,15536.0,1114.0,native,0.3761220825852783,0.5671196782693108,0.0628940258180726,6662.0
GLU,PerRI,periop_infection,pop_normal,15536.0,1114.0,rate_of:PerRI,0.3761220825852783,0.5671196782693108,0.0628940258180726,6662.0
GLU,NORMA_q_age_set,periop_infection,pop_normal,15536.0,1114.0,native,0.1561938958707361,0.8867702121758425,0.0962921970116214,1807.0
GLU,NORMA_q_age_set,periop_infection,pop_normal,15536.0,1114.0,rate_of:PerRI,0.5233393177737882,0.5784911940091527,0.0875112578805163,6662.0
HCT,PerRI,periop_infection,pop_normal,13327.0,515.0,native,0.6310679611650486,0.4496565719637839,0.0440618221258134,7376.0
HCT,PerRI,periop_infection,pop_normal,13327.0,515.0,rate_of:PerRI,0.6310679611650486,0.4496565719637839,0.0440618221258134,7376.0
HCT,NORMA_q_age_set,periop_infection,pop_normal,13327.0,515.0,native,0.087378640776699,0.92132375897596,0.0427350427350427,1053.0
HCT,NORMA_q_age_set,periop_infection,pop_normal,13327.0,515.0,rate_of:PerRI,0.5650485436893203,0.4470028098657508,0.0394522776572668,7376.0
HGB,PerRI,periop_infection,pop_normal,11072.0,432.0,native,0.5532407407407407,0.4917293233082707,0.0423233575349743,5647.0
HGB,PerRI,periop_infection,pop_normal,11072.0,432.0,rate_of:PerRI,0.5532407407407407,0.4917293233082707,0.0423233575349743,5647.0
HGB,NORMA_q_age_set,periop_infection,pop_normal,11072.0,432.0,native,0.1273148148148148,0.8886278195488722,0.0443548387096774,1240.0
HGB,NORMA_q_age_set,periop_infection,pop_normal,11072.0,432.0,rate_of:PerRI,0.5208333333333334,0.4904135338345864,0.0398441650433858,5647.0
K,PerRI,periop_infection,pop_normal,33649.0,1679.0,native,0.5044669446098868,0.5271817328745699,0.0530602017164693,15963.0
K,PerRI,periop_infection,pop_normal,33649.0,1679.0,rate_of:PerRI,0.5044669446098868,0.5271817328745699,0.0530602017164693,15963.0
K,NORMA_q_age_set,periop_infection,pop_normal,33649.0,1679.0,native,0.4806432400238237,0.7405380043791054,0.0886618325642715,9102.0
K,NORMA_q_age_set,periop_infection,pop_normal,33649.0,1679.0,rate_of:PerRI,0.7111375818939845,0.538035658429778,0.0747979703063334,15963.0
NA,PerRI,periop_infection,pop_normal,32291.0,1606.0,native,0.6052303860523038,0.4407365162131335,0.0536039265427673,18133.0
NA,PerRI,periop_infection,pop_normal,32291.0,1606.0,rate_of:PerRI,0.6052303860523038,0.4407365162131335,0.0536039265427673,18133.0
NA,NORMA_q_age_set,periop_infection,pop_normal,32291.0,1606.0,native,0.3206724782067248,0.8280919015805769,0.0889464594127806,5790.0
NA,NORMA_q_age_set,periop_infection,pop_normal,32291.0,1606.0,rate_of:PerRI,0.7297633872976339,0.4472543588072348,0.06463354105774,18133.0
PLT,PerRI,periop_infection,pop_normal,27231.0,1462.0,native,0.6874145006839946,0.2321005859753968,0.0483335737988746,20793.0
PLT,PerRI,periop_infection,pop_normal,27231.0,1462.0,rate_of:PerRI,0.6874145006839946,0.2321005859753968,0.0483335737988746,20793.0
PLT,NORMA_q_age_set,periop_infection,pop_normal,27231.0,1462.0,native,0.6354309165526676,0.4963328029803251,0.066796088582111,13908.0
PLT,NORMA_q_age_set,periop_infection,pop_normal,27231.0,1462.0,rate_of:PerRI,0.8467852257181943,0.2411424579921611,0.0595392680228923,20793.0
TBIL,PerRI,periop_infection,pop_normal,22942.0,1490.0,native,0.5442953020134228,0.5788271489837777,0.0823684745074141,9846.0
TBIL,PerRI,periop_infection,pop_normal,22942.0,1490.0,rate_of:PerRI,0.5442953020134228,0.5787805332836099,0.0823601096780745,9847.0
TBIL,NORMA_q_age_set,periop_infection,pop_normal,22942.0,1490.0,native,0.3724832214765101,0.7669214991609173,0.0999099909990999,5555.0
TBIL,NORMA_q_age_set,periop_infection,pop_normal,22942.0,1490.0,rate_of:PerRI,0.5865771812080537,0.5817639380943502,0.0887670119845622,9846.0
TP,PerRI,periop_infection,pop_normal,21697.0,1312.0,native,0.46875,0.5259259259259259,0.0598307228329604,10279.0
TP,PerRI,periop_infection,pop_normal,21697.0,1312.0,rate_of:PerRI,0.46875,0.5259259259259259,0.0598307228329604,10279.0
TP,NORMA_q_age_set,periop_infection,pop_normal,21697.0,1312.0,native,0.3376524390243902,0.7723816531763552,0.0871532559512099,5083.0
TP,NORMA_q_age_set,periop_infection,pop_normal,21697.0,1312.0,rate_of:PerRI,0.6082317073170732,0.5349031150355653,0.077634011090573,10279.0
WBC,PerRI,periop_infection,pop_normal,27304.0,1525.0,native,0.4360655737704918,0.5656930059350634,0.0560660989798499,11861.0
WBC,PerRI,periop_infection,pop_normal,27304.0,1525.0,rate_of:PerRI,0.4360655737704918,0.5656930059350634,0.0560660989798499,11861.0
WBC,NORMA_q_age_set,periop_infection,pop_normal,27304.0,1525.0,native,0.3645901639344262,0.8130261065208115,0.103422619047619,5376.0
WBC,NORMA_q_age_set,periop_infection,pop_normal,27304.0,1525.0,rate_of:PerRI,0.6111475409836066,0.5760502734784126,0.0785768484950678,11861.0
