subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,ALP,Gaussian_eb,unplanned_icu,first,z,7358,60,z,1.215,1.017,1.45,0.03169,0.0744014370724372
all,PLT,Cohen_m4,periop_infection,window_worst,binary,12276,488,abnormal,1.49,1.24,1.791,2e-05,0.0001942377285043
all,PLT,Cohen_m3,periop_infection,window_worst,category,12276,488,high,1.257,0.96,1.647,0.09665,0.1497137892930587
all,PLT,Cohen_m3,periop_infection,window_worst,category,12276,488,low,1.455,1.187,1.782,0.0003,0.0017642140291975
all,PLT,Cohen_m3,periop_infection,window_worst,z,12276,488,z,1.507,1.282,1.77,0.0,3.104573249652307e-06
all,PLT,Cohen_m3,periop_infection,window_worst,binary,12276,488,abnormal,1.387,1.156,1.663,0.00043,0.0014381725453587
all,PLT,Cohen_m2,periop_infection,window_worst,category,12276,488,high,1.207,0.946,1.54,0.13023,0.192657172892574
all,PLT,Cohen_m2,periop_infection,window_worst,category,12276,488,low,1.553,1.263,1.91,3e-05,0.0003149533289809
all,PLT,Cohen_m2,periop_infection,window_worst,z,12276,488,z,1.372,1.179,1.597,4e-05,0.0001397217514286
all,PLT,Cohen_m2,periop_infection,window_worst,binary,12276,488,abnormal,1.4,1.169,1.677,0.00025,0.0010249640642058
all,PLT,PerRI,periop_infection,window_worst,category,12257,488,high,1.225,0.986,1.523,0.06745,0.116459560201159
all,PLT,PerRI,periop_infection,window_worst,category,12257,488,low,1.635,1.315,2.033,1e-05,0.0001567364098401
all,PLT,Cohen_m4,periop_infection,window_worst,z,12276,488,z,1.504,1.29,1.754,0.0,1.0108228131173977e-06
all,PLT,PerRI,periop_infection,window_worst,z,12257,488,z,1.018,0.985,1.052,0.27699,0.3234062166648402
all,PLT,PopRI,periop_infection,window_worst,category,12276,488,low,1.438,1.177,1.757,0.00038,0.0021515493310785
all,PLT,PopRI,periop_infection,window_worst,z,12276,488,z,1.542,1.253,1.9,5e-05,0.0001412150326763
all,PLT,PopRI,periop_infection,window_worst,binary,12276,488,abnormal,1.438,1.177,1.757,0.00038,0.0013820902755171
all,NA,NORMA_q_age_set_co,periop_infection,window_worst,category,19969,541,high,1.949,1.283,2.961,0.00176,0.0067313319324833
all,NA,NORMA_q_age_set_co,periop_infection,window_worst,category,19969,541,low,1.29,1.082,1.538,0.00452,0.0141608594688608
all,NA,NORMA_q_age_set_co,periop_infection,window_worst,z,19969,541,z,1.242,1.132,1.364,1e-05,2.09215251684468e-05
all,NA,NORMA_q_age_set_co,periop_infection,window_worst,binary,19969,541,abnormal,1.333,1.123,1.582,0.00101,0.0028202710891523
all,NA,Cohen_m4,periop_infection,window_worst,category,19969,541,low,1.3,1.086,1.556,0.00417,0.0135020058434128
all,NA,Cohen_m4,periop_infection,window_worst,binary,19969,541,abnormal,1.298,1.091,1.544,0.00327,0.007281188722815
all,K,Cohen_m3,periop_infection,window_worst,category,20602,549,high,1.089,0.806,1.469,0.57931,0.667131828529203
all,K,NORMA_334f7e21,periop_infection,window_worst,category,20602,549,low,1.494,1.238,1.802,3e-05,0.000297685314539
all,PLT,PerRI,periop_infection,window_worst,binary,12257,488,abnormal,1.4,1.162,1.687,0.0004,0.0013999292358389
all,NA,NORMA_q_age,periop_infection,window_worst,category,19969,541,high,2.094,1.342,3.269,0.00113,0.005139929016199
all,NA,Cohen_m4,periop_infection,window_worst,z,19969,541,z,1.238,1.116,1.374,6e-05,0.0001751726456529
all,NA,NORMA_q_age,periop_infection,window_worst,category,19969,541,low,1.259,1.056,1.5,0.01024,0.0271579639080685
all,K,Cohen_m3,periop_infection,window_worst,z,20602,549,z,1.492,1.257,1.771,0.0,1.944052057078621e-05
all,K,Cohen_m3,periop_infection,window_worst,category,20602,549,low,1.469,1.213,1.779,8e-05,0.000607089094427
all,NA,NORMA_q_age,periop_infection,window_worst,z,19969,541,z,1.293,1.16,1.442,0.0,1.4849225520376904e-05
all,NA,NORMA_334f7e21,periop_infection,window_worst,category,19969,541,high,2.114,1.34,3.334,0.00128,0.0054467407810366
all,NA,NORMA_334f7e21,periop_infection,window_worst,category,19969,541,low,1.296,1.088,1.545,0.00374,0.0126428592054459
all,NA,NORMA_334f7e21,periop_infection,window_worst,z,19969,541,z,1.291,1.161,1.437,0.0,1.1863832948799091e-05
all,NA,NORMA_334f7e21,periop_infection,window_worst,binary,19969,541,abnormal,1.339,1.128,1.589,0.00085,0.0024564959123595
all,NA,NORMA_q_age_set,periop_infection,window_worst,category,19969,541,high,1.926,1.247,2.975,0.00314,0.0108850662445338
all,NA,NORMA_q_age_set,periop_infection,window_worst,category,19969,541,low,1.277,1.07,1.523,0.0066,0.0188955311499454
all,NA,NORMA_q_age_set,periop_infection,window_worst,z,19969,541,z,1.305,1.165,1.462,0.0,1.7626623327490542e-05
all,NA,NORMA_q_age_set,periop_infection,window_worst,binary,19969,541,abnormal,1.318,1.11,1.564,0.00163,0.0042493091990037
all,NA,Gaussian_eb,periop_infection,window_worst,category,19969,541,high,1.222,0.911,1.64,0.18129,0.2530410704759362
all,NA,Gaussian_eb,periop_infection,window_worst,category,19969,541,low,1.233,1.027,1.48,0.02443,0.0530228049879743
all,NA,Gaussian_eb,periop_infection,window_worst,z,19969,541,z,1.102,1.008,1.205,0.03347,0.0531542655049972
all,NA,Gaussian_eb,periop_infection,window_worst,binary,19969,541,abnormal,1.231,1.037,1.461,0.01769,0.0274914528127995
all,NA,Gaussian_trunc,periop_infection,window_worst,category,19969,541,high,1.193,0.977,1.459,0.08395,0.1342462956413733
all,NA,Gaussian_trunc,periop_infection,window_worst,category,19969,541,low,1.191,0.926,1.532,0.174,0.2454708229144291
all,NA,Gaussian_trunc,periop_infection,window_worst,z,19969,541,z,1.046,0.969,1.129,0.2499,0.2949596381443176
all,NA,Gaussian_trunc,periop_infection,window_worst,binary,19969,541,abnormal,1.193,0.985,1.444,0.07101,0.0932353363158077
all,NA,Gaussian_mle,periop_infection,window_worst,category,19969,541,high,1.077,0.762,1.521,0.6745,0.7504970638373452
all,NA,Gaussian_mle,periop_infection,window_worst,category,19969,541,low,1.262,1.054,1.51,0.01113,0.0291184820120166
all,NA,Gaussian_mle,periop_infection,window_worst,z,19969,541,z,1.185,1.081,1.298,0.00028,0.0006980184785074
all,NA,Gaussian_mle,periop_infection,window_worst,binary,19969,541,abnormal,1.231,1.036,1.461,0.01789,0.0276050927081591
all,NA,Cohen_m4,periop_infection,window_worst,category,19969,541,high,1.282,0.919,1.789,0.14414,0.2096211282114913
all,NA,NORMA_q_age,periop_infection,window_worst,binary,19969,541,abnormal,1.303,1.098,1.547,0.00245,0.0057212416607014
all,K,NORMA_334f7e21,periop_infection,window_worst,binary,20602,549,abnormal,1.384,1.163,1.645,0.00024,0.0010111931961384
all,K,Cohen_m3,periop_infection,window_worst,binary,20602,549,abnormal,1.354,1.137,1.612,0.00066,0.0020771851924408
all,K,NORMA_q_age_set,periop_infection,window_worst,category,20602,549,high,1.141,0.83,1.567,0.41599,0.5040582549239517
all,K,NORMA_q_age_set,periop_infection,window_worst,z,20602,549,z,1.336,1.159,1.54,7e-05,0.0001938674885933
all,NA,PerRI,periop_infection,window_worst,category,19967,541,low,1.34,1.111,1.616,0.0022,0.0080620909667194
all,NA,PerRI,periop_infection,window_worst,z,19967,541,z,1.033,0.997,1.069,0.06917,0.0970122914740002
all,NA,PerRI,periop_infection,window_worst,binary,19967,541,abnormal,1.309,1.099,1.558,0.00248,0.0057212416607014
all,NA,PopRI,periop_infection,window_worst,category,19969,541,low,1.3,1.09,1.55,0.00351,0.0119586398082825
all,NA,PopRI,periop_infection,window_worst,z,19969,541,z,1.306,1.148,1.487,5e-05,0.0001630213976874
all,NA,PopRI,periop_infection,window_worst,binary,19969,541,abnormal,1.3,1.09,1.55,0.00351,0.0076258332121505
all,K,NORMA_q_age_set_co,periop_infection,window_worst,category,20602,549,high,1.01,0.718,1.419,0.95607,0.9683242349770608
all,K,NORMA_q_age_set_co,periop_infection,window_worst,category,20602,549,low,1.474,1.225,1.773,4e-05,0.0003351913220523
all,K,NORMA_q_age_set_co,periop_infection,window_worst,z,20602,549,z,1.294,1.135,1.475,0.00012,0.0003332585975011
all,K,NORMA_q_age_set_co,periop_infection,window_worst,binary,20602,549,abnormal,1.362,1.146,1.619,0.00047,0.0014859595885427
all,K,NORMA_q_age,periop_infection,window_worst,category,20602,549,high,1.168,0.838,1.629,0.35853,0.4467468625456976
all,NA,PerRI,periop_infection,window_worst,category,19967,541,high,1.236,0.967,1.579,0.09005,0.1405987063430619
all,K,NORMA_q_age,periop_infection,window_worst,category,20602,549,low,1.504,1.246,1.814,2e-05,0.0002705263958629
all,WBC,NORMA_q_age_set_co,mortality,window_any,category,12607,737,high,3.428,2.883,4.076,0.0,8.539711070844205e-43
all,ALB,PopRI,unplanned_icu,window_any,z,6099,30,z,1.365,0.668,2.789,0.39282,0.6824823319740558
all,ALP,Gaussian_eb,unplanned_icu,first,category,7358,60,high,1.777,1.019,3.097,0.04273,0.1095299454025584
all,CL,Cohen_m2,periop_infection,window_any,category,13338,494,high,1.105,0.881,1.387,0.3858,0.4708831310393795
all,CL,Gaussian_mle,periop_infection,window_any,z,13338,494,z,1.054,0.986,1.127,0.12252,0.152096210073095
all,CL,Gaussian_mle,periop_infection,window_any,binary,13338,494,abnormal,1.202,1.004,1.439,0.04541,0.0616864097102572
all,CL,Cohen_m4,periop_infection,window_any,category,13338,494,high,1.143,0.912,1.432,0.24591,0.3236142414169991
all,CL,Cohen_m4,periop_infection,window_any,category,13338,494,low,1.245,1.004,1.545,0.04615,0.0822111016703959
all,CL,Cohen_m4,periop_infection,window_any,z,13338,494,z,1.108,1.019,1.206,0.01673,0.0261885593157048
all,CL,Cohen_m4,periop_infection,window_any,binary,13338,494,abnormal,1.197,0.988,1.45,0.06698,0.0851060228549334
all,CL,Cohen_m3,periop_infection,window_any,category,13338,494,high,1.116,0.888,1.403,0.34503,0.4302274400021886
all,K,NORMA_q_age,periop_infection,window_worst,z,20602,549,z,1.302,1.145,1.481,6e-05,0.0001775675406126
all,NA,Cohen_m2,periop_infection,window_worst,binary,19969,541,abnormal,1.324,1.111,1.576,0.00167,0.0042854385579595
all,NA,Cohen_m2,periop_infection,window_worst,z,19969,541,z,1.16,1.053,1.277,0.0027,0.005390733618597
all,NA,Cohen_m2,periop_infection,window_worst,category,19969,541,low,1.353,1.126,1.625,0.00126,0.0053889772535586
all,K,NORMA_q_age_set,periop_infection,window_worst,binary,20602,549,abnormal,1.435,1.204,1.711,6e-05,0.0003343336083634
all,K,Gaussian_eb,periop_infection,window_worst,category,20602,549,high,1.07,0.807,1.418,0.63924,0.7152986708341207
all,K,Gaussian_eb,periop_infection,window_worst,category,20602,549,low,1.476,1.214,1.796,0.0001,0.0006698858023843
all,K,Gaussian_eb,periop_infection,window_worst,z,20602,549,z,1.128,1.022,1.245,0.0168,0.0290237002672847
all,K,Gaussian_eb,periop_infection,window_worst,binary,20602,549,abnormal,1.334,1.119,1.589,0.00129,0.0034573519315957
all,K,Gaussian_trunc,periop_infection,window_worst,category,20602,549,high,1.017,0.827,1.251,0.87219,0.910906021182986
all,K,Gaussian_trunc,periop_infection,window_worst,category,20602,549,low,1.264,1.025,1.558,0.02814,0.0593788994549292
all,K,Gaussian_trunc,periop_infection,window_worst,z,20602,549,z,1.004,0.934,1.08,0.90965,0.913881030216663
all,K,Gaussian_trunc,periop_infection,window_worst,binary,20602,549,abnormal,1.125,0.95,1.332,0.17122,0.1977491639145452
all,K,Gaussian_mle,periop_infection,window_worst,category,20602,549,high,1.01,0.732,1.393,0.95157,0.9662488271771976
all,K,Gaussian_mle,periop_infection,window_worst,category,20602,549,low,1.443,1.188,1.752,0.00021,0.0013327828129508
all,K,Gaussian_mle,periop_infection,window_worst,z,20602,549,z,1.223,1.063,1.407,0.00499,0.0096186698196134
all,K,Gaussian_mle,periop_infection,window_worst,binary,20602,549,abnormal,1.317,1.103,1.573,0.00238,0.0056682673417765
all,K,Cohen_m4,periop_infection,window_worst,category,20602,549,high,1.064,0.832,1.359,0.62231,0.700321393714003
all,K,Cohen_m4,periop_infection,window_worst,category,20602,549,low,1.457,1.207,1.76,9e-05,0.0006461387997474
all,K,Cohen_m4,periop_infection,window_worst,z,20602,549,z,1.265,1.118,1.432,0.0002,0.0005342572925565
all,K,Cohen_m4,periop_infection,window_worst,binary,20602,549,abnormal,1.306,1.102,1.549,0.00212,0.0053007779757972
all,K,NORMA_334f7e21,periop_infection,window_worst,z,20602,549,z,1.293,1.135,1.472,0.00011,0.0002968296625665
all,K,NORMA_334f7e21,periop_infection,window_worst,category,20602,549,high,1.076,0.78,1.484,0.65672,0.7327862084163972
all,NA,Cohen_m3,periop_infection,window_worst,category,19969,541,high,1.402,0.998,1.97,0.05141,0.0940084681297357
all,K,NORMA_q_age,periop_infection,window_worst,binary,20602,549,abnormal,1.424,1.196,1.695,7e-05,0.0003947366341338
all,NA,Cohen_m3,periop_infection,window_worst,category,19969,541,low,1.276,1.06,1.536,0.01009,0.0269327360382213
all,NA,Cohen_m3,periop_infection,window_worst,z,19969,541,z,1.19,1.086,1.303,0.00018,0.0004794132763715
all,NA,Cohen_m3,periop_infection,window_worst,binary,19969,541,abnormal,1.29,1.076,1.547,0.00597,0.0112204320392054
all,NA,Cohen_m2,periop_infection,window_worst,category,19969,541,high,1.216,0.911,1.623,0.18448,0.2556796646986398
all,K,NORMA_q_age_set,periop_infection,window_worst,category,20602,549,low,1.55,1.279,1.878,1e-05,0.0001284029847195
all,HCT,Gaussian_mle,periop_infection,window_worst,z,18695,526,z,1.164,1.109,1.221,0.0,6.537214695689661e-09
all,HCT,Gaussian_mle,periop_infection,window_worst,category,18695,526,low,2.491,1.624,3.82,3e-05,0.0003053567236354
all,HCT,Gaussian_trunc,periop_infection,window_worst,binary,18695,526,abnormal,2.38,1.307,4.333,0.00457,0.0094049246236716
all,HGB,Cohen_m3,periop_infection,window_worst,category,12074,458,low,2.149,1.402,3.292,0.00044,0.0023310823728555
all,HGB,Cohen_m3,periop_infection,window_worst,z,12074,458,z,1.534,1.326,1.775,0.0,6.979815189022348e-08
all,HGB,Cohen_m3,periop_infection,window_worst,binary,12074,458,abnormal,2.343,1.503,3.652,0.00017,0.0007808682181921
all,HGB,Cohen_m2,periop_infection,window_worst,category,12074,458,low,2.145,1.4,3.287,0.00046,0.0023456188667355
all,HGB,Cohen_m2,periop_infection,window_worst,z,12074,458,z,1.49,1.301,1.705,0.0,6.957577720911315e-08
all,HGB,Cohen_m2,periop_infection,window_worst,binary,12074,458,abnormal,2.329,1.494,3.631,0.00019,0.0008431055710472
all,HGB,PerRI,periop_infection,window_worst,category,12073,458,high,1.279,0.726,2.254,0.39425,0.4836289850339572
all,HGB,PerRI,periop_infection,window_worst,category,12073,458,low,1.936,1.214,3.085,0.00549,0.0165603701474403
all,HGB,PerRI,periop_infection,window_worst,z,12073,458,z,0.984,0.927,1.045,0.60111,0.6427725448997197
all,HGB,PerRI,periop_infection,window_worst,binary,12073,458,abnormal,1.847,1.16,2.941,0.00973,0.0168049605258786
all,HGB,Gaussian_eb,periop_infection,window_worst,category,12074,458,low,2.29,1.469,3.568,0.00025,0.0015339543899354
all,PLT,Cohen_m4,periop_infection,window_worst,category,12276,488,low,1.486,1.222,1.807,7e-05,0.0005217836097529
all,HGB,NORMA_q_age_set,periop_infection,window_worst,binary,12074,458,abnormal,2.191,1.418,3.384,0.00041,0.0013999292358389
all,HGB,NORMA_q_age_set,periop_infection,window_worst,category,12074,458,low,2.198,1.423,3.395,0.00039,0.0021515493310785
all,K,Cohen_m2,periop_infection,window_worst,category,20602,549,high,1.169,0.905,1.511,0.23074,0.3069846425584927
all,K,Cohen_m2,periop_infection,window_worst,category,20602,549,low,1.643,1.359,1.986,0.0,6.921886840267138e-06
all,K,Cohen_m2,periop_infection,window_worst,z,20602,549,z,1.3,1.13,1.495,0.00025,0.0006142763719785
all,K,Cohen_m2,periop_infection,window_worst,binary,20602,549,abnormal,1.466,1.236,1.739,1e-05,0.0001124750142
all,K,PerRI,periop_infection,window_worst,category,20599,549,high,0.794,0.61,1.034,0.08748,0.1382118509929949
all,K,PerRI,periop_infection,window_worst,category,20599,549,low,1.376,1.135,1.67,0.00118,0.0051595542046564
all,K,PerRI,periop_infection,window_worst,z,20599,549,z,0.943,0.873,1.019,0.13668,0.1706477934781594
all,K,PerRI,periop_infection,window_worst,binary,20599,549,abnormal,1.127,0.949,1.338,0.17202,0.1977491639145452
all,K,PopRI,periop_infection,window_worst,category,20602,549,high,1.016,0.615,1.679,0.94969,0.9662488271771976
all,K,PopRI,periop_infection,window_worst,category,20602,549,low,1.497,1.232,1.819,5e-05,0.0003833354468554
all,HGB,NORMA_q_age_set,periop_infection,window_worst,z,12074,458,z,1.398,1.248,1.566,0.0,6.852017148884257e-08
all,HGB,Cohen_m4,periop_infection,window_worst,binary,12074,458,abnormal,2.238,1.448,3.458,0.00029,0.0011402862461311
all,HGB,Cohen_m4,periop_infection,window_worst,category,12074,458,low,2.149,1.402,3.292,0.00044,0.0023310823728555
all,HGB,Gaussian_mle,periop_infection,window_worst,binary,12074,458,abnormal,2.301,1.462,3.621,0.00031,0.0011910698497086
all,WBC,Gaussian_mle,periop_infection,window_worst,binary,12152,491,abnormal,1.259,1.053,1.505,0.01135,0.0191454775916139
all,WBC,Cohen_m4,periop_infection,window_worst,category,12152,491,high,1.437,1.171,1.764,0.00052,0.0026180113938331
all,WBC,Cohen_m4,periop_infection,window_worst,category,12152,491,low,1.044,0.826,1.321,0.71728,0.7806226729438558
all,WBC,Cohen_m4,periop_infection,window_worst,z,12152,491,z,1.221,1.09,1.368,0.00058,0.0013394028048548
all,WBC,Cohen_m4,periop_infection,window_worst,binary,12152,491,abnormal,1.251,1.047,1.494,0.01378,0.0218507554253255
all,WBC,Cohen_m3,periop_infection,window_worst,category,12152,491,high,1.4,1.135,1.727,0.00168,0.0065229713526185
all,WBC,Cohen_m3,periop_infection,window_worst,category,12152,491,low,0.99,0.792,1.238,0.93202,0.951289550805289
all,WBC,Cohen_m3,periop_infection,window_worst,z,12152,491,z,1.195,1.054,1.354,0.00529,0.0100214854617783
all,WBC,Cohen_m3,periop_infection,window_worst,binary,12152,491,abnormal,1.18,0.987,1.411,0.06866,0.0909801386811643
all,WBC,Cohen_m2,periop_infection,window_worst,category,12152,491,high,1.406,1.131,1.747,0.00211,0.0078108779491372
all,WBC,Cohen_m2,periop_infection,window_worst,category,12152,491,low,1.016,0.821,1.258,0.88104,0.9158179473006222
all,WBC,Cohen_m2,periop_infection,window_worst,z,12152,491,z,1.031,0.931,1.143,0.55458,0.6080655497068785
all,WBC,Cohen_m2,periop_infection,window_worst,binary,12152,491,abnormal,1.174,0.978,1.41,0.08459,0.1074751794712841
all,PLT,Gaussian_mle,periop_infection,window_worst,z,12276,488,z,1.147,1.051,1.252,0.0022,0.0044365149713689
all,PLT,Cohen_m4,periop_infection,window_worst,category,12276,488,high,1.508,1.071,2.123,0.01862,0.0430055936283577
all,GLU,NORMA_334f7e21,periop_infection,window_worst,z,14323,482,z,1.074,1.032,1.118,0.00044,0.0010404840802112
all,HGB,Cohen_m4,periop_infection,window_worst,z,12074,458,z,1.635,1.398,1.913,0.0,8.816215077108088e-09
all,HGB,Gaussian_eb,periop_infection,window_worst,z,12074,458,z,1.136,1.078,1.196,0.0,6.312626051275463e-06
all,HGB,Gaussian_eb,periop_infection,window_worst,binary,12074,458,abnormal,2.307,1.466,3.629,0.0003,0.0011588788321474
all,HGB,Gaussian_trunc,periop_infection,window_worst,category,12074,458,high,1.308,0.591,2.895,0.50839,0.5941220976038838
all,HGB,Gaussian_trunc,periop_infection,window_worst,category,12074,458,low,2.21,1.389,3.517,0.00082,0.0038795427180863
all,HGB,Gaussian_trunc,periop_infection,window_worst,z,12074,458,z,1.116,1.063,1.173,1e-05,4.152300030546218e-05
all,HGB,Gaussian_trunc,periop_infection,window_worst,binary,12074,458,abnormal,2.154,1.355,3.425,0.00118,0.0032677398368252
all,HGB,Gaussian_mle,periop_infection,window_worst,category,12074,458,low,2.29,1.47,3.569,0.00025,0.0015339543899354
all,HGB,Gaussian_mle,periop_infection,window_worst,z,12074,458,z,1.139,1.083,1.199,0.0,2.7666901262465748e-06
all,K,PopRI,periop_infection,window_worst,z,20602,549,z,1.494,1.233,1.809,4e-05,0.000133433294795
all,K,PopRI,periop_infection,window_worst,binary,20602,549,abnormal,1.427,1.184,1.72,0.00019,0.0008431055710472
all,HGB,NORMA_q_age_set_co,periop_infection,window_worst,category,12074,458,low,2.037,1.298,3.196,0.00196,0.0073744351406377
all,HGB,NORMA_q_age_set_co,periop_infection,window_worst,z,12074,458,z,1.346,1.211,1.495,0.0,2.1269084341600665e-07
all,GLU,NORMA_q_age,periop_infection,window_worst,z,14323,482,z,1.07,1.033,1.11,0.00022,0.0005617266180417
all,GLU,NORMA_q_age,periop_infection,window_worst,binary,14323,482,abnormal,1.537,1.136,2.079,0.00536,0.0106286808292335
all,GLU,NORMA_334f7e21,periop_infection,window_worst,category,14323,482,high,1.496,1.115,2.008,0.00727,0.0202356745301683
all,HCT,Cohen_m4,periop_infection,window_worst,z,18695,526,z,1.367,1.25,1.495,0.0,1.4089980736000464e-10
all,HCT,Cohen_m4,periop_infection,window_worst,category,18695,526,high,1.953,0.576,6.618,0.28236,0.3644898024292587
all,HCT,NORMA_q_age_set_co,periop_infection,window_worst,category,18695,526,low,2.364,1.517,3.683,0.00014,0.0009460414734241
all,HCT,Gaussian_mle,periop_infection,window_worst,binary,18695,526,abnormal,2.193,1.423,3.38,0.00037,0.0013712982610367
all,HCT,NORMA_q_age_set_co,periop_infection,window_worst,z,18695,526,z,1.377,1.254,1.512,0.0,3.645735274545663e-10
all,HCT,NORMA_q_age_set_co,periop_infection,window_worst,binary,18695,526,abnormal,2.345,1.505,3.654,0.00017,0.0007808682181921
all,HCT,NORMA_q_age,periop_infection,window_worst,category,18695,526,low,2.397,1.577,3.644,4e-05,0.0003558949101925
all,HCT,NORMA_q_age,periop_infection,window_worst,z,18695,526,z,1.454,1.309,1.616,0.0,8.692569992130355e-11
all,HCT,NORMA_q_age,periop_infection,window_worst,binary,18695,526,abnormal,2.484,1.62,3.809,3e-05,0.0002245395910955
all,HCT,NORMA_334f7e21,periop_infection,window_worst,category,18695,526,low,2.468,1.609,3.784,3e-05,0.0003207401829217
all,HCT,NORMA_334f7e21,periop_infection,window_worst,z,18695,526,z,1.434,1.286,1.599,0.0,1.362059353365251e-09
all,HCT,NORMA_334f7e21,periop_infection,window_worst,binary,18695,526,abnormal,2.462,1.606,3.776,4e-05,0.0002448041036945
all,HCT,NORMA_q_age_set,periop_infection,window_worst,category,18695,526,low,2.512,1.638,3.851,2e-05,0.0002797450589807
all,HCT,NORMA_q_age_set,periop_infection,window_worst,z,18695,526,z,1.449,1.304,1.61,0.0,1.4089980736000464e-10
all,HCT,NORMA_q_age_set,periop_infection,window_worst,binary,18695,526,abnormal,2.493,1.626,3.823,3e-05,0.0002173758370644
all,HCT,Gaussian_eb,periop_infection,window_worst,category,18695,526,high,0.766,0.26,2.261,0.62991,0.7068609062949327
all,HCT,Gaussian_eb,periop_infection,window_worst,category,18695,526,low,2.328,1.495,3.625,0.00018,0.0011889532289677
all,HCT,Gaussian_eb,periop_infection,window_worst,z,18695,526,z,1.158,1.1,1.219,0.0,1.43464977193605e-07
all,HCT,Gaussian_eb,periop_infection,window_worst,binary,18695,526,abnormal,2.264,1.455,3.523,0.00029,0.001146234647858
all,HCT,Gaussian_trunc,periop_infection,window_worst,category,18695,526,high,1.762,0.938,3.313,0.07845,0.1286605619132718
all,HCT,Gaussian_trunc,periop_infection,window_worst,category,18695,526,low,2.59,1.42,4.726,0.00192,0.0072933539521849
all,HCT,Gaussian_trunc,periop_infection,window_worst,z,18695,526,z,1.075,1.021,1.13,0.00548,0.0102113790316263
all,GLU,NORMA_q_age,periop_infection,window_worst,category,14323,482,high,1.548,1.145,2.095,0.00458,0.0142462432450214
all,CL,Cohen_m3,periop_infection,window_any,category,13338,494,low,1.134,0.902,1.426,0.28044,0.3654708761778786
all,GLU,NORMA_q_age_set_co,periop_infection,window_worst,binary,14323,482,abnormal,1.422,1.054,1.919,0.02103,0.0315468905007743
all,GLU,NORMA_q_age_set_co,periop_infection,window_worst,category,14323,482,high,1.498,1.116,2.01,0.0071,0.0198950529426171
all,HGB,NORMA_q_age_set_co,periop_infection,window_worst,binary,12074,458,abnormal,2.017,1.285,3.164,0.00227,0.0055832506019891
all,HGB,NORMA_q_age,periop_infection,window_worst,category,12074,458,low,2.203,1.426,3.403,0.00037,0.0021454915963619
all,HGB,NORMA_q_age,periop_infection,window_worst,z,12074,458,z,1.42,1.266,1.593,0.0,2.3033159304137218e-08
all,HGB,NORMA_q_age,periop_infection,window_worst,binary,12074,458,abnormal,2.192,1.419,3.387,0.00041,0.0013999292358389
all,HGB,NORMA_334f7e21,periop_infection,window_worst,category,12074,458,low,2.18,1.411,3.368,0.00044,0.0023310823728555
all,HGB,NORMA_334f7e21,periop_infection,window_worst,z,12074,458,z,1.347,1.199,1.512,0.0,2.618188999869466e-06
all,HGB,NORMA_334f7e21,periop_infection,window_worst,binary,12074,458,abnormal,2.174,1.407,3.358,0.00047,0.0014859595885427
all,HGB,PopRI,periop_infection,window_worst,category,12074,458,low,2.149,1.402,3.292,0.00044,0.0023310823728555
all,HGB,PopRI,periop_infection,window_worst,z,12074,458,z,1.437,1.281,1.612,0.0,8.172340927826245e-09
all,HGB,PopRI,periop_infection,window_worst,binary,12074,458,abnormal,2.149,1.402,3.292,0.00044,0.0014544122918675
all,HCT,Cohen_m4,periop_infection,window_worst,category,18695,526,low,2.574,1.647,4.023,3e-05,0.0003207401829217
all,HCT,Cohen_m4,periop_infection,window_worst,binary,18695,526,abnormal,2.568,1.643,4.014,3e-05,0.0002448041036945
all,HCT,Cohen_m3,periop_infection,window_worst,category,18695,526,low,2.497,1.615,3.863,4e-05,0.0003351913220523
all,HCT,Cohen_m3,periop_infection,window_worst,z,18695,526,z,1.34,1.227,1.465,0.0,1.362059353365251e-09
all,HCT,Cohen_m3,periop_infection,window_worst,binary,18695,526,abnormal,2.378,1.537,3.678,0.0001,0.0005254757550347
all,HCT,Cohen_m2,periop_infection,window_worst,category,18695,526,low,2.42,1.591,3.679,4e-05,0.0003207401829217
all,HCT,Cohen_m2,periop_infection,window_worst,z,18695,526,z,1.392,1.26,1.539,0.0,1.362059353365251e-09
all,HCT,Cohen_m2,periop_infection,window_worst,binary,18695,526,abnormal,2.38,1.566,3.62,5e-05,0.0003167434509801
all,HCT,PerRI,periop_infection,window_worst,category,18694,526,high,2.167,1.178,3.985,0.01287,0.0331105034648555
all,HCT,PerRI,periop_infection,window_worst,category,18694,526,low,3.056,1.806,5.17,3e-05,0.0003169588826965
all,HCT,PerRI,periop_infection,window_worst,z,18694,526,z,1.046,0.999,1.096,0.05701,0.0832000082897562
all,HCT,PerRI,periop_infection,window_worst,binary,18694,526,abnormal,2.96,1.75,5.004,5e-05,0.0003167434509801
all,HCT,PopRI,periop_infection,window_worst,category,18695,526,low,2.421,1.592,3.681,4e-05,0.0003207401829217
all,HCT,PopRI,periop_infection,window_worst,z,18695,526,z,1.278,1.185,1.378,0.0,2.7511010130190007e-09
all,HCT,PopRI,periop_infection,window_worst,binary,18695,526,abnormal,2.421,1.592,3.681,4e-05,0.0002448041036945
all,GLU,NORMA_q_age_set_co,periop_infection,window_worst,z,14323,482,z,1.062,1.025,1.1,0.00092,0.0020377901562178
all,WBC,Gaussian_mle,periop_infection,window_worst,z,12152,491,z,1.156,1.075,1.243,9e-05,0.0002684213224062
