subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,CL,Cohen_m3,periop_infection,window_any,z,13338,494,z,1.07,0.998,1.146,0.05718,0.0767129731918199
all,CL,Cohen_m2,periop_infection,window_any,category,13338,494,low,1.052,0.852,1.299,0.63809,0.7005160998795303
all,CO2,Gaussian_mle,periop_infection,window_any,binary,7063,382,abnormal,1.36,1.07,1.729,0.01187,0.019420500281627
all,CO2,Cohen_m4,periop_infection,window_any,category,7063,382,high,1.228,0.925,1.63,0.15573,0.2192127986943164
all,CO2,Cohen_m4,periop_infection,window_any,category,7063,382,low,0.964,0.747,1.245,0.78017,0.820801609260002
all,CO2,Cohen_m4,periop_infection,window_any,z,7063,382,z,1.119,1.024,1.223,0.01304,0.0208577183129614
all,CO2,Cohen_m4,periop_infection,window_any,binary,7063,382,abnormal,1.047,0.824,1.331,0.70619,0.7127911259806128
all,CO2,Cohen_m3,periop_infection,window_any,category,7063,382,high,1.192,0.89,1.596,0.23854,0.315959000309739
all,CO2,Cohen_m3,periop_infection,window_any,category,7063,382,low,0.937,0.719,1.22,0.62898,0.6923958613495846
all,CO2,Cohen_m3,periop_infection,window_any,z,7063,382,z,1.101,1.012,1.197,0.02478,0.0366540820682423
all,CO2,Cohen_m3,periop_infection,window_any,binary,7063,382,abnormal,1.015,0.791,1.304,0.90521,0.905205823555757
all,CO2,Cohen_m2,periop_infection,window_any,category,7063,382,high,1.25,0.955,1.636,0.10495,0.1564640691574484
all,CO2,Cohen_m2,periop_infection,window_any,category,7063,382,low,1.226,0.933,1.61,0.14304,0.2049188154545218
all,CO2,Gaussian_mle,periop_infection,window_any,z,7063,382,z,1.03,0.966,1.099,0.36483,0.4125876618766089
all,CO2,Cohen_m2,periop_infection,window_any,z,7063,382,z,1.166,1.059,1.284,0.00177,0.0034103050427186
all,CO2,PerRI,periop_infection,window_any,category,7052,382,high,1.428,1.092,1.868,0.00927,0.0229725127362212
all,CO2,PerRI,periop_infection,window_any,category,7052,382,low,1.262,0.961,1.656,0.09435,0.1443809952029387
all,CO2,PerRI,periop_infection,window_any,z,7052,382,z,0.986,0.947,1.026,0.48744,0.5427196930678008
all,CO2,PerRI,periop_infection,window_any,binary,7052,382,abnormal,1.343,1.051,1.716,0.01837,0.0279371136698516
all,CO2,PopRI,periop_infection,window_any,category,7063,382,high,1.488,1.146,1.932,0.00285,0.0097101900022208
all,CO2,Gaussian_trunc,periop_infection,window_any,binary,7063,382,abnormal,1.282,1.007,1.631,0.04351,0.0594804979472596
all,CO2,Gaussian_trunc,periop_infection,window_any,category,7063,382,low,1.239,0.956,1.606,0.10534,0.1564640691574484
all,CRE,PopRI,periop_infection,window_any,z,9388,392,z,1.184,0.965,1.454,0.10573,0.1335570040239924
all,CO2,Gaussian_trunc,periop_infection,window_any,category,7063,382,high,1.347,1.021,1.777,0.0349,0.0665108946836316
all,CRE,PopRI,periop_infection,window_any,binary,9388,392,abnormal,1.101,0.898,1.351,0.35585,0.376787341497333
all,CO2,NORMA_q_age_set_co,periop_infection,window_any,category,7063,382,high,1.364,1.041,1.788,0.02442,0.0506896425846263
all,CO2,Cohen_m2,periop_infection,window_any,binary,7063,382,abnormal,1.238,0.968,1.583,0.08838,0.1090842223902732
all,CO2,Gaussian_mle,periop_infection,window_any,category,7063,382,low,1.277,0.984,1.656,0.06571,0.1087385616070438
all,CO2,Gaussian_mle,periop_infection,window_any,category,7063,382,high,1.488,1.132,1.956,0.00443,0.0131832335273457
all,CO2,Gaussian_trunc,periop_infection,window_any,z,7063,382,z,1.01,0.953,1.071,0.7322,0.7603616732395488
all,CRE,Gaussian_eb,periop_infection,window_any,category,9388,392,low,1.265,0.997,1.605,0.05287,0.0920690778593796
all,GLU,PerRI,periop_infection,window_any,binary,14322,482,abnormal,1.244,0.974,1.588,0.07974,0.1007220494780583
all,GLU,PopRI,periop_infection,window_any,category,14323,482,high,1.502,1.119,2.016,0.00673,0.0177825821970584
all,GLU,PopRI,periop_infection,window_any,z,14323,482,z,1.08,1.049,1.111,0.0,7.443004207019071e-07
all,GLU,PopRI,periop_infection,window_any,binary,14323,482,abnormal,1.502,1.119,2.016,0.00673,0.0124121475207509
all,CRE,NORMA_q_age_set_co,periop_infection,window_any,category,9388,392,high,1.055,0.776,1.436,0.73249,0.7828751900939405
all,CRE,NORMA_q_age_set_co,periop_infection,window_any,category,9388,392,low,1.219,0.977,1.521,0.07911,0.1263319222208457
all,CRE,NORMA_q_age_set_co,periop_infection,window_any,z,9388,392,z,1.117,0.991,1.26,0.06935,0.0924695763291946
all,CRE,NORMA_q_age_set_co,periop_infection,window_any,binary,9388,392,abnormal,1.167,0.956,1.425,0.12943,0.1536083681724666
all,CRE,NORMA_q_age,periop_infection,window_any,category,9388,392,high,1.109,0.822,1.497,0.49719,0.5766424340688023
all,CRE,NORMA_q_age,periop_infection,window_any,category,9388,392,low,1.264,1.006,1.588,0.0442,0.0797097083053769
all,CRE,NORMA_q_age,periop_infection,window_any,z,9388,392,z,1.097,0.969,1.242,0.14426,0.1731176310066973
all,CRE,NORMA_q_age,periop_infection,window_any,binary,9388,392,abnormal,1.209,0.989,1.479,0.0641,0.0824078766983081
all,CRE,NORMA_334f7e21,periop_infection,window_any,category,9388,392,high,1.078,0.795,1.462,0.62759,0.6923958613495846
all,CRE,NORMA_334f7e21,periop_infection,window_any,category,9388,392,low,1.282,1.021,1.608,0.03206,0.0619775349474299
all,CRE,NORMA_334f7e21,periop_infection,window_any,z,9388,392,z,1.11,0.983,1.254,0.09293,0.1194796094778949
all,CRE,NORMA_334f7e21,periop_infection,window_any,binary,9388,392,abnormal,1.211,0.99,1.48,0.06285,0.0817418155219983
all,CRE,NORMA_q_age_set,periop_infection,window_any,category,9388,392,high,1.117,0.826,1.51,0.47357,0.5577945323798471
all,CRE,NORMA_q_age_set,periop_infection,window_any,category,9388,392,low,1.293,1.029,1.625,0.02736,0.0549104455755279
all,CRE,NORMA_q_age_set,periop_infection,window_any,z,9388,392,z,1.203,1.063,1.362,0.00346,0.0062270718670544
all,CRE,NORMA_q_age_set,periop_infection,window_any,binary,9388,392,abnormal,1.231,1.006,1.505,0.04338,0.0594804979472596
all,CRE,Gaussian_eb,periop_infection,window_any,category,9388,392,high,1.059,0.815,1.376,0.6679,0.727308883904375
all,CRE,PerRI,periop_infection,window_any,binary,9334,389,abnormal,1.092,0.893,1.336,0.39158,0.410584881084401
all,CRE,PopRI,periop_infection,window_any,category,9388,392,high,0.906,0.653,1.257,0.55426,0.6312765248780913
all,CRE,PopRI,periop_infection,window_any,category,9388,392,low,1.206,0.958,1.518,0.1105,0.1623408459741362
all,CO2,NORMA_q_age_set_co,periop_infection,window_any,category,7063,382,low,1.233,0.96,1.582,0.10061,0.1511056799723813
all,CRE,Gaussian_eb,periop_infection,window_any,z,9388,392,z,1.011,0.94,1.086,0.77269,0.7985649409565436
all,CO2,NORMA_q_age_set_co,periop_infection,window_any,z,7063,382,z,1.081,1.005,1.164,0.03719,0.0521611759223519
all,CO2,NORMA_q_age,periop_infection,window_any,category,7063,382,high,1.38,1.06,1.798,0.01679,0.0374685283586782
all,ALP,NORMA_q_age_set_co,periop_infection,window_any,category,9052,459,high,1.221,0.982,1.518,0.07259,0.117771527810376
all,BUN,NORMA_q_age,periop_infection,window_any,z,10460,453,z,1.015,0.946,1.088,0.68381,0.7170010810464921
all,ALP,NORMA_q_age_set_co,periop_infection,window_any,category,9052,459,low,1.456,0.951,2.229,0.08398,0.13100908980363
all,ALP,NORMA_q_age_set_co,periop_infection,window_any,z,9052,459,z,1.138,1.017,1.273,0.02457,0.0365941782483363
all,ALP,NORMA_q_age_set_co,periop_infection,window_any,binary,9052,459,abnormal,1.256,1.025,1.539,0.02801,0.0406016875130168
all,ALP,NORMA_q_age,periop_infection,window_any,category,9052,459,high,1.302,1.045,1.622,0.01884,0.0409309584059569
all,ALP,NORMA_q_age,periop_infection,window_any,category,9052,459,low,1.851,1.21,2.832,0.00451,0.0131832335273457
all,ALP,NORMA_q_age,periop_infection,window_any,z,9052,459,z,1.102,0.983,1.234,0.09455,0.1208410493647425
all,ALP,NORMA_q_age,periop_infection,window_any,binary,9052,459,abnormal,1.374,1.119,1.686,0.00241,0.0052630666801885
all,ALP,NORMA_334f7e21,periop_infection,window_any,category,9052,459,high,1.264,1.012,1.578,0.03859,0.0720724091677306
all,ALP,NORMA_334f7e21,periop_infection,window_any,category,9052,459,low,1.25,0.794,1.967,0.33613,0.4243649351625346
all,ALT,PopRI,periop_infection,window_any,z,7835,435,z,1.275,1.035,1.572,0.02246,0.0339281862742758
all,ALP,NORMA_334f7e21,periop_infection,window_any,z,9052,459,z,1.087,0.969,1.218,0.15423,0.183040935301747
all,ALT,Cohen_m3,periop_infection,window_any,binary,7835,435,abnormal,1.282,1.054,1.56,0.01294,0.0210132672993288
all,ALT,Cohen_m3,periop_infection,window_any,z,7835,435,z,1.22,1.045,1.424,0.01182,0.0192549372512561
all,ALT,Cohen_m3,periop_infection,window_any,category,7835,435,low,1.223,0.992,1.506,0.05887,0.0999266344537443
all,ALT,NORMA_q_age_set,periop_infection,window_any,category,7835,435,high,1.63,1.285,2.066,6e-05,0.0004830126619393
all,ALT,NORMA_q_age_set,periop_infection,window_any,category,7835,435,low,1.42,1.125,1.792,0.00315,0.0104476561895159
all,ALT,NORMA_q_age_set,periop_infection,window_any,z,7835,435,z,1.217,1.111,1.332,2e-05,6.675521375887294e-05
all,ALT,NORMA_q_age_set,periop_infection,window_any,binary,7835,435,abnormal,1.515,1.251,1.834,2e-05,0.0001645323753268
all,ALT,Gaussian_eb,periop_infection,window_any,category,7835,435,high,1.473,1.165,1.864,0.00124,0.0049659910104273
all,ALT,Gaussian_eb,periop_infection,window_any,category,7835,435,low,1.261,0.993,1.601,0.05718,0.097878988797249
all,ALT,Gaussian_eb,periop_infection,window_any,z,7835,435,z,1.075,0.984,1.174,0.10932,0.136493121549226
all,ALT,Gaussian_eb,periop_infection,window_any,binary,7835,435,abnormal,1.361,1.124,1.649,0.00161,0.0040042583127521
all,ALT,Cohen_m2,periop_infection,window_any,category,7835,435,high,1.324,1.031,1.7,0.02796,0.0551044081548566
all,ALT,PopRI,periop_infection,window_any,category,7835,435,low,1.214,0.954,1.546,0.11492,0.168212337622981
all,ALT,PopRI,periop_infection,window_any,category,7835,435,high,1.481,1.14,1.924,0.00327,0.0107338949237956
all,ALT,PerRI,periop_infection,window_any,binary,7803,434,abnormal,1.486,1.218,1.812,9e-05,0.0004320541223469
all,CO2,NORMA_q_age,periop_infection,window_any,category,7063,382,low,1.248,0.974,1.599,0.08029,0.127341740546699
all,CO2,NORMA_q_age,periop_infection,window_any,z,7063,382,z,1.121,1.024,1.227,0.01347,0.021391818997159
all,CO2,NORMA_q_age,periop_infection,window_any,binary,7063,382,abnormal,1.301,1.038,1.631,0.02226,0.0324833968047209
all,CO2,NORMA_334f7e21,periop_infection,window_any,category,7063,382,high,1.445,1.109,1.884,0.00642,0.0171767418031018
all,CO2,NORMA_334f7e21,periop_infection,window_any,category,7063,382,low,1.294,1.005,1.666,0.04529,0.0813196907943556
all,CO2,NORMA_334f7e21,periop_infection,window_any,z,7063,382,z,1.112,1.026,1.206,0.00989,0.016561903753636
all,CO2,NORMA_334f7e21,periop_infection,window_any,binary,7063,382,abnormal,1.357,1.078,1.707,0.00923,0.0160735025178124
all,CO2,NORMA_q_age_set,periop_infection,window_any,category,7063,382,high,1.372,1.056,1.782,0.01773,0.0389254678007796
all,CO2,NORMA_q_age_set,periop_infection,window_any,category,7063,382,low,1.288,1.004,1.652,0.04633,0.0822111016703959
all,CO2,NORMA_q_age_set,periop_infection,window_any,z,7063,382,z,1.201,1.068,1.351,0.00228,0.0043599123383275
all,CO2,NORMA_q_age_set,periop_infection,window_any,binary,7063,382,abnormal,1.324,1.057,1.658,0.01448,0.0229794494706031
all,CO2,Gaussian_eb,periop_infection,window_any,category,7063,382,high,1.532,1.167,2.011,0.00213,0.0077469746006313
all,CO2,Gaussian_eb,periop_infection,window_any,category,7063,382,low,1.28,0.986,1.661,0.06383,0.1065604226015269
all,CO2,Gaussian_eb,periop_infection,window_any,z,7063,382,z,1.044,0.985,1.107,0.14412,0.1731176310066973
all,CO2,Gaussian_eb,periop_infection,window_any,binary,7063,382,abnormal,1.381,1.087,1.755,0.00829,0.0146841261105266
all,BUN,NORMA_q_age_set_co,periop_infection,window_any,binary,10460,453,abnormal,1.11,0.921,1.338,0.27189,0.3011669080338389
all,BUN,NORMA_q_age,periop_infection,window_any,category,10460,453,high,1.093,0.89,1.341,0.3955,0.4783951074913261
all,BUN,NORMA_q_age,periop_infection,window_any,category,10460,453,low,1.097,0.84,1.432,0.49652,0.5766424340688023
all,ALT,PopRI,periop_infection,window_any,binary,7835,435,abnormal,1.321,1.085,1.609,0.00552,0.0109415862241854
all,ALT,Cohen_m2,periop_infection,window_any,category,7835,435,low,1.255,1.0,1.575,0.05035,0.0880566605750415
all,ALT,Cohen_m2,periop_infection,window_any,z,7835,435,z,1.303,1.122,1.513,0.00052,0.0011084037759843
all,ALT,Cohen_m2,periop_infection,window_any,binary,7835,435,abnormal,1.284,1.059,1.557,0.01103,0.0183304315218086
all,ALT,PerRI,periop_infection,window_any,category,7803,434,high,1.633,1.308,2.039,1e-05,0.0002070419161124
all,ALT,PerRI,periop_infection,window_any,category,7803,434,low,1.314,1.028,1.679,0.02917,0.0569244357478563
all,ALT,PerRI,periop_infection,window_any,z,7803,434,z,1.048,1.013,1.086,0.00775,0.0133664441969233
all,CO2,NORMA_q_age_set_co,periop_infection,window_any,binary,7063,382,abnormal,1.283,1.019,1.614,0.0339,0.0475433565630277
all,CRE,Gaussian_eb,periop_infection,window_any,binary,9388,392,abnormal,1.167,0.955,1.427,0.13082,0.154414159713243
all,CRE,Gaussian_trunc,periop_infection,window_any,category,9388,392,high,1.064,0.844,1.343,0.59867,0.6700053415054769
all,CRE,PerRI,periop_infection,window_any,z,9334,389,z,1.157,1.042,1.283,0.0061,0.0106221935984584
all,CL,NORMA_q_age_set,periop_infection,window_any,binary,13338,494,abnormal,1.326,1.108,1.588,0.00211,0.0047926899212922
all,CL,Gaussian_eb,periop_infection,window_any,category,13338,494,high,1.183,0.949,1.473,0.1346,0.1949030160320529
all,CL,Gaussian_eb,periop_infection,window_any,category,13338,494,low,1.252,1.015,1.543,0.03542,0.0671809954370206
all,CL,Gaussian_eb,periop_infection,window_any,z,13338,494,z,1.057,0.99,1.129,0.09709,0.1233651206561897
all,CL,Gaussian_eb,periop_infection,window_any,binary,13338,494,abnormal,1.219,1.019,1.459,0.03063,0.0432774471575793
all,CL,Gaussian_trunc,periop_infection,window_any,category,13338,494,high,1.078,0.853,1.363,0.52788,0.6093204455569743
all,CL,Gaussian_trunc,periop_infection,window_any,category,13338,494,low,1.143,0.935,1.398,0.19269,0.2630002652167724
all,CA,NORMA_q_age_set_co,periop_infection,window_any,category,9870,455,high,2.24,1.094,4.589,0.02746,0.0549104455755279
all,CA,NORMA_q_age_set_co,periop_infection,window_any,category,9870,455,low,1.718,1.392,2.121,0.0,1.0925933406056989e-05
all,CA,NORMA_q_age_set_co,periop_infection,window_any,z,9870,455,z,1.341,1.218,1.477,0.0,2.1971030385628146e-08
all,CA,Gaussian_mle,periop_infection,window_any,binary,9870,455,abnormal,1.577,1.282,1.941,2e-05,0.0001330140352785
all,CL,NORMA_q_age_set,periop_infection,window_any,z,13338,494,z,1.203,1.064,1.361,0.00331,0.006053422467202
all,CA,Cohen_m4,periop_infection,window_any,category,9870,455,low,1.84,1.478,2.292,0.0,1.4836729670852852e-06
all,CA,Cohen_m4,periop_infection,window_any,binary,9870,455,abnormal,1.835,1.482,2.271,0.0,4.4308400457251533e-07
all,CA,Cohen_m3,periop_infection,window_any,category,9870,455,high,1.614,1.07,2.434,0.02254,0.0479220017948455
all,CA,Cohen_m3,periop_infection,window_any,category,9870,455,low,1.789,1.444,2.218,0.0,2.9188115272416885e-06
all,CA,Cohen_m3,periop_infection,window_any,z,9870,455,z,1.536,1.333,1.77,0.0,2.6987108499445625e-08
all,CA,Cohen_m3,periop_infection,window_any,binary,9870,455,abnormal,1.766,1.433,2.176,0.0,1.4343196472786736e-06
all,CA,Cohen_m2,periop_infection,window_any,category,9870,455,high,1.172,0.826,1.662,0.37396,0.4592058933179778
all,CA,Cohen_m2,periop_infection,window_any,category,9870,455,low,1.61,1.296,1.999,2e-05,0.0002190270569979
all,CA,Cohen_m2,periop_infection,window_any,z,9870,455,z,1.409,1.225,1.621,0.0,6.754226083252535e-06
all,CA,Cohen_m2,periop_infection,window_any,binary,9870,455,abnormal,1.52,1.233,1.875,9e-05,0.0004223310671748
all,CA,PerRI,periop_infection,window_any,category,9867,455,high,1.608,1.205,2.144,0.00123,0.0049659910104273
all,CA,PerRI,periop_infection,window_any,category,9867,455,low,1.513,1.218,1.88,0.00018,0.0011354085124484
all,CA,Cohen_m4,periop_infection,window_any,z,9870,455,z,1.385,1.244,1.54,0.0,2.1971030385628146e-08
all,CL,NORMA_q_age_set,periop_infection,window_any,category,13338,494,low,1.362,1.101,1.686,0.00447,0.0131832335273457
all,CL,NORMA_q_age_set,periop_infection,window_any,category,13338,494,high,1.29,1.038,1.603,0.02187,0.0467545371332086
all,CL,NORMA_334f7e21,periop_infection,window_any,binary,13338,494,abnormal,1.32,1.102,1.581,0.00256,0.0055341093294482
all,CO2,PopRI,periop_infection,window_any,binary,7063,382,abnormal,1.333,1.072,1.658,0.00989,0.0168151540203536
all,CL,Cohen_m2,periop_infection,window_any,z,13338,494,z,1.095,1.008,1.19,0.03187,0.0465137005304487
all,CL,Cohen_m2,periop_infection,window_any,binary,13338,494,abnormal,1.074,0.889,1.298,0.45783,0.4754372185256881
all,CL,PerRI,periop_infection,window_any,category,13334,493,high,1.259,1.01,1.57,0.04066,0.0746475763718042
all,CL,PerRI,periop_infection,window_any,category,13334,493,low,1.148,0.929,1.418,0.20093,0.2714953795824182
all,CL,PerRI,periop_infection,window_any,z,13334,493,z,1.033,0.993,1.075,0.1092,0.136493121549226
all,CL,PerRI,periop_infection,window_any,binary,13334,493,abnormal,1.197,0.995,1.439,0.05669,0.0746627111260101
all,CL,PopRI,periop_infection,window_any,category,13338,494,high,1.453,1.159,1.821,0.00119,0.0049001769770082
all,CL,PopRI,periop_infection,window_any,category,13338,494,low,1.363,1.104,1.682,0.00392,0.0122810946372596
all,CL,PopRI,periop_infection,window_any,z,13338,494,z,1.238,1.096,1.398,0.0006,0.0012315279430196
all,CL,PopRI,periop_infection,window_any,binary,13338,494,abnormal,1.402,1.171,1.677,0.00023,0.0008589651988634
all,CL,Gaussian_mle,periop_infection,window_any,category,13338,494,low,1.247,1.012,1.536,0.03861,0.0720724091677306
all,CL,Gaussian_mle,periop_infection,window_any,category,13338,494,high,1.152,0.924,1.436,0.20777,0.2797981078820773
all,CL,Gaussian_trunc,periop_infection,window_any,binary,13338,494,abnormal,1.118,0.933,1.339,0.22609,0.2556788471023692
all,CL,Gaussian_trunc,periop_infection,window_any,z,13338,494,z,1.016,0.948,1.088,0.65815,0.696864787546195
all,CL,NORMA_q_age_set_co,periop_infection,window_any,category,13338,494,low,1.414,1.146,1.745,0.00124,0.0049659910104273
all,CL,NORMA_q_age_set_co,periop_infection,window_any,z,13338,494,z,1.16,1.04,1.295,0.0078,0.0133664441969233
all,CL,NORMA_q_age_set_co,periop_infection,window_any,binary,13338,494,abnormal,1.377,1.149,1.65,0.00052,0.0014663564991915
all,CL,NORMA_q_age,periop_infection,window_any,category,13338,494,high,1.289,1.035,1.606,0.0231,0.0488686337208168
all,CL,NORMA_q_age,periop_infection,window_any,category,13338,494,low,1.352,1.095,1.669,0.00504,0.0143266283139673
all,CL,NORMA_q_age,periop_infection,window_any,z,13338,494,z,1.193,1.06,1.342,0.00335,0.0060767826119565
all,CL,NORMA_q_age,periop_infection,window_any,binary,13338,494,abnormal,1.322,1.104,1.583,0.00235,0.0051693529863269
all,CL,NORMA_334f7e21,periop_infection,window_any,category,13338,494,high,1.279,1.029,1.592,0.02692,0.0543823743625485
all,CL,NORMA_334f7e21,periop_infection,window_any,category,13338,494,low,1.359,1.1,1.679,0.0045,0.0131832335273457
