method,state,analyte,n,coverage95,width_rel,inside_pop,n_analytes
Gaussian_trunc,all,CRE,189703,0.6108,0.6621,0.8819,
Gaussian_trunc,all,GLU,299782,0.2162,1.0,1.0,
Gaussian_trunc,all,HCT,207198,0.1898,1.0,1.0,
Gaussian_trunc,all,HGB,163521,0.1963,1.0,1.0,
Gaussian_trunc,all,K,212608,0.6503,1.4235,0.466,
Gaussian_trunc,all,NA,197596,0.4443,2.2587,0.0291,
Gaussian_trunc,all,PLT,148098,0.5779,0.791,0.7846,
Gaussian_trunc,all,TBIL,110474,0.5643,1.3002,0.5254,
Gaussian_trunc,all,TP,118553,0.5079,1.2152,0.5538,
Gaussian_trunc,all,WBC,151713,0.6741,1.0575,0.7917,
Gaussian_eb,high,A1C,648,0.0216,1.0,1.0,
Gaussian_eb,high,ALP,9519,0.0294,0.904,0.9114,
Gaussian_eb,high,ALT,10982,0.0253,0.8867,0.9368,
Gaussian_eb,high,AST,5199,0.0135,0.9349,0.9008,
Gaussian_eb,high,BUN,31191,0.098,1.0,0.915,
Gaussian_eb,high,CL,26846,0.09,1.0005,0.9258,
Gaussian_eb,high,CO2,13786,0.0791,1.0069,0.9141,
Gaussian_eb,high,CRE,14630,0.0709,0.7479,1.0,
Gaussian_eb,high,GLU,244965,0.0257,0.9658,1.0,
Gaussian_eb,high,K,4836,0.0703,1.0052,0.9019,
Gaussian_eb,high,TBIL,13358,0.0946,0.9996,0.9024,
Gaussian_eb,high,WBC,22773,0.098,0.9347,0.9512,
Gaussian_eb,low,ALB,56437,0.19,0.6542,0.7931,
Gaussian_eb,low,ALT,18925,0.5513,0.8553,0.8579,
Gaussian_eb,low,BUN,15111,0.4692,0.9908,0.8508,
Gaussian_eb,low,CA,57160,0.193,0.8852,0.8279,
Gaussian_eb,low,CL,28764,0.0366,0.9754,0.9424,
Gaussian_eb,low,CO2,21619,0.0786,1.0,0.9349,
Gaussian_eb,low,CRE,33298,0.3398,0.7108,0.8213,
Gaussian_eb,low,HCT,176113,0.0513,1.0,1.0,
Gaussian_eb,low,HGB,138000,0.0523,1.0,1.0,
Gaussian_eb,low,K,28049,0.3562,0.9973,0.8707,
Gaussian_eb,low,NA,43343,0.2588,0.9309,0.7845,
Gaussian_eb,low,PLT,33282,0.2905,0.7953,0.8302,
Gaussian_eb,low,TP,38707,0.1631,0.9119,0.8477,
Gaussian_eb,low,WBC,24402,0.3748,0.965,0.8806,
Gaussian_eb,normal,A1C,104,0.9038,1.0,1.0,
Gaussian_eb,normal,ALB,70958,0.8338,0.6239,0.8171,
Gaussian_eb,normal,ALP,96930,0.8109,0.6391,0.988,
Gaussian_eb,normal,ALT,69062,0.8614,0.8475,0.8989,
Gaussian_eb,normal,AST,93762,0.8881,0.8849,0.9239,
Gaussian_eb,normal,BUN,77473,0.8819,0.9912,0.9004,
Gaussian_eb,normal,CA,75102,0.8466,0.8974,0.8447,
Gaussian_eb,normal,CL,91483,0.9036,0.9883,0.9354,
Gaussian_eb,normal,CO2,37116,0.8779,1.0,0.9258,
Gaussian_eb,normal,CRE,141775,0.8107,0.6277,0.9435,
Gaussian_eb,normal,GLU,54817,0.9259,0.89,0.97,
Gaussian_eb,normal,HCT,31085,0.8792,0.87,0.8263,
Gaussian_eb,normal,HGB,25521,0.8967,0.7006,0.9587,
Gaussian_eb,normal,K,179723,0.8719,0.9813,0.8964,
Gaussian_eb,normal,NA,154253,0.8796,0.9361,0.8282,
Gaussian_eb,normal,PLT,114816,0.7764,0.6867,0.8975,
Gaussian_eb,normal,TBIL,97116,0.8671,0.9201,0.8725,
Gaussian_eb,normal,TP,79846,0.8631,0.9501,0.8665,
Gaussian_eb,normal,WBC,104538,0.9019,0.9397,0.9303,
Gaussian_eb,all,A1C,752,0.1436,1.0,1.0,
Gaussian_eb,all,ALB,127395,0.5486,0.6371,0.8072,
Gaussian_eb,all,ALP,106449,0.7411,0.6695,0.977,
Gaussian_eb,all,ALT,98969,0.7093,0.8529,0.8956,
Gaussian_eb,all,AST,98961,0.8421,0.8877,0.9225,
Gaussian_eb,all,BUN,123775,0.634,0.9984,0.899,
Gaussian_eb,all,CA,132262,0.5642,0.8922,0.8375,
Gaussian_eb,all,CL,147093,0.5856,0.9921,0.9354,
Gaussian_eb,all,CO2,72521,0.4878,1.0,0.9258,
Gaussian_eb,all,CRE,189703,0.671,0.6472,0.9258,
Gaussian_eb,all,GLU,299782,0.1903,0.9481,1.0,
Gaussian_eb,all,HCT,207198,0.1755,1.0,1.0,
Gaussian_eb,all,HGB,163521,0.1841,1.0,1.0,
Gaussian_eb,all,K,212608,0.7856,0.9859,0.8934,
Gaussian_eb,all,NA,197596,0.7434,0.9347,0.8192,
Gaussian_eb,all,PLT,148098,0.6672,0.7054,0.8886,
Gaussian_eb,all,TBIL,110474,0.7737,0.9296,0.8782,
Gaussian_eb,all,TP,118553,0.6345,0.9401,0.8629,
Gaussian_eb,all,WBC,151713,0.6964,0.9442,0.9258,
NORMA_q_age_set,high,A1C,648,0.2485,1.105,0.5357,
NORMA_q_age_set,high,ALP,9519,0.082,0.4979,0.9035,
NORMA_q_age_set,high,ALT,10982,0.107,0.627,1.0,
NORMA_q_age_set,high,AST,5199,0.0825,0.7269,0.8987,
NORMA_q_age_set,high,BUN,31191,0.1143,0.8711,0.886,
NORMA_q_age_set,high,CL,26846,0.0781,0.9555,0.8766,
NORMA_q_age_set,high,CO2,13786,0.1264,1.0179,0.8692,
NORMA_q_age_set,high,CRE,14630,0.0602,0.5603,1.0,
NORMA_q_age_set,high,GLU,244965,0.0333,1.3592,0.6895,
NORMA_q_age_set,high,K,4836,0.1282,0.8444,0.9033,
NORMA_q_age_set,high,TBIL,13358,0.1371,0.8958,0.857,
NORMA_q_age_set,high,WBC,22773,0.1247,0.8352,0.9513,
NORMA_q_age_set,low,ALB,56437,0.1146,0.526,0.7649,
NORMA_q_age_set,low,ALT,18925,0.2202,0.4513,0.9112,
NORMA_q_age_set,low,BUN,15111,0.2905,0.7087,0.8552,
NORMA_q_age_set,low,CA,57160,0.1473,0.7511,0.8407,
NORMA_q_age_set,low,CL,28764,0.1463,0.8616,0.8817,
NORMA_q_age_set,low,CO2,21619,0.1636,1.0088,0.8437,
NORMA_q_age_set,low,CRE,33298,0.2144,0.5451,0.876,
NORMA_q_age_set,low,HCT,176113,0.1228,1.3671,0.5825,
NORMA_q_age_set,low,HGB,138000,0.1201,0.9393,0.6894,
NORMA_q_age_set,low,K,28049,0.1702,0.7849,0.9186,
NORMA_q_age_set,low,NA,43343,0.1903,0.8018,0.8118,
NORMA_q_age_set,low,PLT,33282,0.1159,0.2901,0.8093,
NORMA_q_age_set,low,TP,38707,0.1816,0.7218,0.7892,
NORMA_q_age_set,low,WBC,24402,0.2509,0.6849,0.8895,
NORMA_q_age_set,normal,A1C,104,0.9712,0.7241,0.7985,
NORMA_q_age_set,normal,ALB,70958,0.9096,0.5328,0.8999,
NORMA_q_age_set,normal,ALP,96930,0.7783,0.4423,1.0,
NORMA_q_age_set,normal,ALT,69062,0.799,0.5686,0.9847,
NORMA_q_age_set,normal,AST,93762,0.8659,0.683,0.9758,
NORMA_q_age_set,normal,BUN,77473,0.8729,0.8532,0.9,
NORMA_q_age_set,normal,CA,75102,0.8927,0.7709,0.8949,
NORMA_q_age_set,normal,CL,91483,0.913,0.9343,0.898,
NORMA_q_age_set,normal,CO2,37116,0.9182,0.9782,0.8886,
NORMA_q_age_set,normal,CRE,141775,0.903,0.5544,1.0,
NORMA_q_age_set,normal,GLU,54817,0.9439,1.0754,0.8572,
NORMA_q_age_set,normal,HCT,31085,0.947,0.9576,0.7806,
NORMA_q_age_set,normal,HGB,25521,0.9262,0.67,0.896,
NORMA_q_age_set,normal,K,179723,0.8827,0.8503,0.9322,
NORMA_q_age_set,normal,NA,154253,0.9126,0.8796,0.8416,
NORMA_q_age_set,normal,PLT,114816,0.6878,0.3702,1.0,
NORMA_q_age_set,normal,TBIL,97116,0.8833,0.7823,0.8787,
NORMA_q_age_set,normal,TP,79846,0.878,0.7935,0.8716,
NORMA_q_age_set,normal,WBC,104538,0.9001,0.788,0.9482,
NORMA_q_age_set,all,A1C,752,0.3484,1.0752,0.5731,
NORMA_q_age_set,all,ALB,127395,0.5574,0.5295,0.8314,
NORMA_q_age_set,all,ALP,106449,0.7161,0.4494,1.0,
NORMA_q_age_set,all,ALT,98969,0.6115,0.5515,0.9676,
NORMA_q_age_set,all,AST,98961,0.8247,0.6861,0.9724,
NORMA_q_age_set,all,BUN,123775,0.6106,0.8425,0.8896,
NORMA_q_age_set,all,CA,132262,0.5706,0.7624,0.8686,
NORMA_q_age_set,all,CL,147093,0.6107,0.9231,0.8901,
NORMA_q_age_set,all,CO2,72521,0.5428,0.9957,0.8706,
NORMA_q_age_set,all,CRE,189703,0.7172,0.5534,0.9877,
NORMA_q_age_set,all,GLU,299782,0.1998,1.3006,0.7221,
NORMA_q_age_set,all,HCT,207198,0.2465,1.2895,0.6149,
NORMA_q_age_set,all,HGB,163521,0.2459,0.887,0.725,
NORMA_q_age_set,all,K,212608,0.7716,0.84,0.9292,
NORMA_q_age_set,all,NA,197596,0.7541,0.8605,0.8335,
NORMA_q_age_set,all,PLT,148098,0.5592,0.3498,1.0,
NORMA_q_age_set,all,TBIL,110474,0.793,0.7964,0.8759,
NORMA_q_age_set,all,TP,118553,0.6506,0.7698,0.8439,
NORMA_q_age_set,all,WBC,151713,0.6793,0.7772,0.9374,
NORMA_334f7e21,high,A1C,648,0.2191,1.0263,0.5374,
NORMA_334f7e21,high,ALP,9519,0.0947,0.5199,0.8469,
NORMA_334f7e21,high,ALT,10982,0.1054,0.627,1.0,
NORMA_334f7e21,high,AST,5199,0.0929,0.6995,0.9055,
NORMA_334f7e21,high,BUN,31191,0.083,0.7809,0.9332,
NORMA_334f7e21,high,CL,26846,0.051,0.838,0.9153,
NORMA_334f7e21,high,CO2,13786,0.0884,0.8755,0.9081,
NORMA_334f7e21,high,CRE,14630,0.0733,0.545,1.0,
NORMA_334f7e21,high,GLU,244965,0.0578,1.7237,0.5707,
NORMA_334f7e21,high,K,4836,0.1344,0.8188,0.913,
NORMA_334f7e21,high,TBIL,13358,0.1032,0.7942,0.8883,
NORMA_334f7e21,high,WBC,22773,0.0851,0.7079,1.0,
NORMA_334f7e21,low,ALB,56437,0.1014,0.5417,0.7825,
NORMA_334f7e21,low,ALT,18925,0.1743,0.46,0.9309,
NORMA_334f7e21,low,BUN,15111,0.2098,0.6617,0.8766,
NORMA_334f7e21,low,CA,57160,0.1023,0.7798,0.8821,
NORMA_334f7e21,low,CL,28764,0.1131,0.8051,0.9079,
NORMA_334f7e21,low,CO2,21619,0.1053,0.874,0.9151,
NORMA_334f7e21,low,CRE,33298,0.1681,0.5553,0.8972,
NORMA_334f7e21,low,HCT,176113,0.0923,1.365,0.5976,
NORMA_334f7e21,low,HGB,138000,0.0969,0.9571,0.711,
NORMA_334f7e21,low,K,28049,0.107,0.7686,0.946,
NORMA_334f7e21,low,NA,43343,0.1364,0.796,0.8513,
NORMA_334f7e21,low,PLT,33282,0.1193,0.3172,0.8214,
NORMA_334f7e21,low,TP,38707,0.129,0.7742,0.8352,
NORMA_334f7e21,low,WBC,24402,0.1438,0.6276,0.9512,
NORMA_334f7e21,normal,A1C,104,0.9712,0.652,0.8216,
NORMA_334f7e21,normal,ALB,70958,0.9166,0.5644,0.897,
NORMA_334f7e21,normal,ALP,96930,0.8017,0.4817,1.0,
NORMA_334f7e21,normal,ALT,69062,0.7992,0.584,1.0,
NORMA_334f7e21,normal,AST,93762,0.8621,0.6911,0.9816,
NORMA_334f7e21,normal,BUN,77473,0.8488,0.7991,0.9287,
NORMA_334f7e21,normal,CA,75102,0.8958,0.7999,0.9215,
NORMA_334f7e21,normal,CL,91483,0.8857,0.8606,0.9342,
NORMA_334f7e21,normal,CO2,37116,0.8807,0.874,0.9407,
NORMA_334f7e21,normal,CRE,141775,0.8987,0.5618,1.0,
NORMA_334f7e21,normal,GLU,54817,0.9708,1.1245,0.827,
NORMA_334f7e21,normal,HCT,31085,0.9306,0.9153,0.8031,
NORMA_334f7e21,normal,HGB,25521,0.9151,0.6599,0.9271,
NORMA_334f7e21,normal,K,179723,0.8664,0.8306,0.953,
NORMA_334f7e21,normal,NA,154253,0.9021,0.8708,0.8683,
NORMA_334f7e21,normal,PLT,114816,0.7185,0.4122,1.0,
NORMA_334f7e21,normal,TBIL,97116,0.8604,0.7427,0.912,
NORMA_334f7e21,normal,TP,79846,0.8956,0.8412,0.8915,
NORMA_334f7e21,normal,WBC,104538,0.8533,0.6994,1.0,
NORMA_334f7e21,all,A1C,752,0.3231,0.9961,0.5903,
NORMA_334f7e21,all,ALB,127395,0.5554,0.5556,0.8408,
NORMA_334f7e21,all,ALP,106449,0.7385,0.4857,1.0,
NORMA_334f7e21,all,ALT,98969,0.6027,0.5662,0.9854,
NORMA_334f7e21,all,AST,98961,0.8217,0.6917,0.9785,
NORMA_334f7e21,all,BUN,123775,0.5778,0.7781,0.922,
NORMA_334f7e21,all,CA,132262,0.5529,0.7914,0.9031,
NORMA_334f7e21,all,CL,147093,0.5823,0.8445,0.924,
NORMA_334f7e21,all,CO2,72521,0.4989,0.8745,0.9269,
NORMA_334f7e21,all,CRE,189703,0.7068,0.5591,0.9983,
NORMA_334f7e21,all,GLU,299782,0.2247,1.6031,0.611,
NORMA_334f7e21,all,HCT,207198,0.2181,1.2767,0.6317,
NORMA_334f7e21,all,HGB,163521,0.2246,0.8948,0.7504,
NORMA_334f7e21,all,K,212608,0.7496,0.8224,0.9512,
NORMA_334f7e21,all,NA,197596,0.7341,0.8544,0.863,
NORMA_334f7e21,all,PLT,148098,0.5838,0.3879,1.0,
NORMA_334f7e21,all,TBIL,110474,0.7689,0.7485,0.9089,
NORMA_334f7e21,all,TP,118553,0.6453,0.8166,0.8719,
NORMA_334f7e21,all,WBC,151713,0.6239,0.6878,0.9968,
NORMA_q_age,high,A1C,648,0.2022,1.0274,0.5491,
NORMA_q_age,high,ALP,9519,0.1035,0.5277,0.8183,
NORMA_q_age,high,ALT,10982,0.1192,0.6486,1.0,
NORMA_q_age,high,AST,5199,0.0773,0.7095,0.8967,
NORMA_q_age,high,BUN,31191,0.0829,0.7825,0.9361,
NORMA_q_age,high,CL,26846,0.0536,0.8681,0.9154,
NORMA_q_age,high,CO2,13786,0.1006,0.9043,0.9132,
NORMA_q_age,high,CRE,14630,0.0472,0.5615,1.0,
NORMA_q_age,high,GLU,244965,0.0246,1.4843,0.6274,
NORMA_q_age,high,K,4836,0.1481,0.8468,0.9298,
NORMA_q_age,high,TBIL,13358,0.099,0.7833,0.8942,
NORMA_q_age,high,WBC,22773,0.1021,0.7499,0.9885,
NORMA_q_age,low,ALB,56437,0.1581,0.5431,0.7322,
NORMA_q_age,low,ALT,18925,0.171,0.4675,0.9373,
NORMA_q_age,low,BUN,15111,0.2417,0.6795,0.8696,
NORMA_q_age,low,CA,57160,0.1419,0.7927,0.8466,
NORMA_q_age,low,CL,28764,0.1295,0.859,0.883,
NORMA_q_age,low,CO2,21619,0.1242,0.9591,0.881,
NORMA_q_age,low,CRE,33298,0.139,0.52,0.9081,
NORMA_q_age,low,HCT,176113,0.1228,1.3833,0.5746,
NORMA_q_age,low,HGB,138000,0.1246,0.9911,0.6798,
NORMA_q_age,low,K,28049,0.0757,0.7982,0.9595,
NORMA_q_age,low,NA,43343,0.1285,0.807,0.8469,
NORMA_q_age,low,PLT,33282,0.1244,0.3243,0.8026,
NORMA_q_age,low,TP,38707,0.204,0.7946,0.7815,
NORMA_q_age,low,WBC,24402,0.1733,0.6985,0.9392,
NORMA_q_age,normal,A1C,104,0.9712,0.6641,0.8442,
NORMA_q_age,normal,ALB,70958,0.9105,0.551,0.8739,
NORMA_q_age,normal,ALP,96930,0.7863,0.4568,1.0,
NORMA_q_age,normal,ALT,69062,0.7945,0.5769,1.0,
NORMA_q_age,normal,AST,93762,0.8547,0.6744,0.9883,
NORMA_q_age,normal,BUN,77473,0.8507,0.8117,0.9221,
NORMA_q_age,normal,CA,75102,0.9063,0.8124,0.897,
NORMA_q_age,normal,CL,91483,0.896,0.8839,0.9299,
NORMA_q_age,normal,CO2,37116,0.8957,0.9085,0.9293,
NORMA_q_age,normal,CRE,141775,0.8958,0.5458,1.0,
NORMA_q_age,normal,GLU,54817,0.9274,1.0336,0.8709,
NORMA_q_age,normal,HCT,31085,0.9351,0.9386,0.7773,
NORMA_q_age,normal,HGB,25521,0.9271,0.6849,0.8907,
NORMA_q_age,normal,K,179723,0.877,0.8517,0.961,
NORMA_q_age,normal,NA,154253,0.9025,0.8702,0.8726,
NORMA_q_age,normal,PLT,114816,0.7101,0.4004,1.0,
NORMA_q_age,normal,TBIL,97116,0.8521,0.7256,0.9138,
NORMA_q_age,normal,TP,79846,0.8974,0.8498,0.8573,
NORMA_q_age,normal,WBC,104538,0.8758,0.7485,0.9878,
NORMA_q_age,all,A1C,752,0.3085,0.9722,0.5959,
NORMA_q_age,all,ALB,127395,0.5772,0.547,0.8062,
NORMA_q_age,all,ALP,106449,0.7252,0.4644,1.0,
NORMA_q_age,all,ALT,98969,0.6004,0.5646,0.9837,
NORMA_q_age,all,AST,98961,0.8138,0.6761,0.9844,
NORMA_q_age,all,BUN,123775,0.5829,0.7891,0.9166,
NORMA_q_age,all,CA,132262,0.5759,0.8045,0.8731,
NORMA_q_age,all,CL,147093,0.5924,0.8766,0.9173,
NORMA_q_age,all,CO2,72521,0.5145,0.9209,0.9117,
NORMA_q_age,all,CRE,189703,0.6975,0.5422,1.0,
NORMA_q_age,all,GLU,299782,0.1897,1.3915,0.6635,
NORMA_q_age,all,HCT,207198,0.2446,1.2976,0.6047,
NORMA_q_age,all,HGB,163521,0.2499,0.932,0.7146,
NORMA_q_age,all,K,212608,0.7547,0.8442,0.96,
NORMA_q_age,all,NA,197596,0.7328,0.8557,0.865,
NORMA_q_age,all,PLT,148098,0.5785,0.3799,1.0,
NORMA_q_age,all,TBIL,110474,0.7611,0.7319,0.911,
NORMA_q_age,all,TP,118553,0.671,0.8302,0.8326,
NORMA_q_age,all,WBC,151713,0.6466,0.7399,0.9776,
NORMA_q_set,high,A1C,648,0.1944,0.9641,0.5697,
NORMA_q_set,high,ALP,9519,0.0908,0.5189,0.8065,
NORMA_q_set,high,ALT,10982,0.1123,0.6334,1.0,
NORMA_q_set,high,AST,5199,0.086,0.72,0.8916,
NORMA_q_set,high,BUN,31191,0.1197,0.8194,0.8938,
NORMA_q_set,high,CL,26846,0.1049,0.8748,0.8633,
NORMA_q_set,high,CO2,13786,0.1372,0.8964,0.863,
NORMA_q_set,high,CRE,14630,0.0676,0.5404,1.0,
NORMA_q_set,high,GLU,244965,0.0819,1.691,0.585,
NORMA_q_set,high,K,4836,0.1851,0.8725,0.8896,
NORMA_q_set,high,TBIL,13358,0.1062,0.7783,0.8889,
NORMA_q_set,high,WBC,22773,0.115,0.7294,0.9786,
NORMA_q_set,low,ALB,56437,0.121,0.5712,0.7819,
NORMA_q_set,low,ALT,18925,0.1136,0.4601,0.9626,
NORMA_q_set,low,BUN,15111,0.1818,0.6995,0.8835,
NORMA_q_set,low,CA,57160,0.1373,0.8156,0.8578,
NORMA_q_set,low,CL,28764,0.0936,0.8772,0.9124,
NORMA_q_set,low,CO2,21619,0.1034,0.9137,0.8921,
NORMA_q_set,low,CRE,33298,0.1419,0.5677,0.9103,
NORMA_q_set,low,HCT,176113,0.0959,1.4785,0.5723,
NORMA_q_set,low,HGB,138000,0.1003,1.0608,0.6894,
NORMA_q_set,low,K,28049,0.1039,0.8089,0.938,
NORMA_q_set,low,NA,43343,0.1514,0.8279,0.8374,
NORMA_q_set,low,PLT,33282,0.0876,0.3754,0.8786,
NORMA_q_set,low,TP,38707,0.1716,0.8583,0.8087,
NORMA_q_set,low,WBC,24402,0.1465,0.679,0.9505,
NORMA_q_set,normal,A1C,104,0.9712,0.6785,0.8664,
NORMA_q_set,normal,ALB,70958,0.9185,0.546,0.903,
NORMA_q_set,normal,ALP,96930,0.7865,0.4577,1.0,
NORMA_q_set,normal,ALT,69062,0.7911,0.5767,1.0,
NORMA_q_set,normal,AST,93762,0.8621,0.6893,0.9929,
NORMA_q_set,normal,BUN,77473,0.8628,0.8355,0.917,
NORMA_q_set,normal,CA,75102,0.9119,0.8147,0.899,
NORMA_q_set,normal,CL,91483,0.9042,0.8974,0.9217,
NORMA_q_set,normal,CO2,37116,0.8919,0.8971,0.9213,
NORMA_q_set,normal,CRE,141775,0.9066,0.5695,1.0,
NORMA_q_set,normal,GLU,54817,0.9722,1.1559,0.808,
NORMA_q_set,normal,HCT,31085,0.9439,0.9481,0.7917,
NORMA_q_set,normal,HGB,25521,0.9331,0.6926,0.9106,
NORMA_q_set,normal,K,179723,0.8899,0.8723,0.944,
NORMA_q_set,normal,NA,154253,0.9143,0.8952,0.8573,
NORMA_q_set,normal,PLT,114816,0.7401,0.4378,1.0,
NORMA_q_set,normal,TBIL,97116,0.8598,0.7429,0.9155,
NORMA_q_set,normal,TP,79846,0.9079,0.8554,0.8784,
NORMA_q_set,normal,WBC,104538,0.8709,0.7532,0.9911,
NORMA_q_set,all,A1C,752,0.3019,0.9208,0.6006,
NORMA_q_set,all,ALB,127395,0.5652,0.5572,0.8389,
NORMA_q_set,all,ALP,106449,0.7243,0.4639,1.0,
NORMA_q_set,all,ALT,98969,0.5862,0.5594,1.0,
NORMA_q_set,all,AST,98961,0.8213,0.6914,0.989,
NORMA_q_set,all,BUN,123775,0.5924,0.8169,0.9062,
NORMA_q_set,all,CA,132262,0.5771,0.8147,0.8795,
NORMA_q_set,all,CL,147093,0.5998,0.8893,0.9095,
NORMA_q_set,all,CO2,72521,0.5133,0.901,0.9002,
NORMA_q_set,all,CRE,189703,0.7077,0.5675,1.0,
NORMA_q_set,all,GLU,299782,0.2447,1.5921,0.6185,
NORMA_q_set,all,HCT,207198,0.2232,1.3799,0.6061,
NORMA_q_set,all,HGB,163521,0.2303,0.988,0.7282,
NORMA_q_set,all,K,212608,0.7702,0.8617,0.9418,
NORMA_q_set,all,NA,197596,0.7469,0.8807,0.8525,
NORMA_q_set,all,PLT,148098,0.5934,0.4219,1.0,
NORMA_q_set,all,TBIL,110474,0.7687,0.7471,0.9117,
NORMA_q_set,all,TP,118553,0.6675,0.8563,0.8541,
NORMA_q_set,all,WBC,151713,0.6409,0.7369,0.9812,
NORMA_q_co,high,A1C,648,0.1559,1.0469,0.5722,
NORMA_q_co,high,ALP,9519,0.0973,0.5348,0.8482,
NORMA_q_co,high,ALT,10982,0.0992,0.619,1.0,
NORMA_q_co,high,AST,5199,0.0816,0.7398,0.9128,
NORMA_q_co,high,BUN,31191,0.0855,0.7764,0.9298,
NORMA_q_co,high,CL,26846,0.0774,0.859,0.891,
NORMA_q_co,high,CO2,13786,0.0728,0.7904,0.9358,
NORMA_q_co,high,CRE,14630,0.0863,0.574,1.0,
NORMA_q_co,high,GLU,244965,0.1044,1.2925,0.6684,
NORMA_q_co,high,K,4836,0.1478,0.8396,0.9173,
NORMA_q_co,high,TBIL,13358,0.1205,0.8586,0.8724,
NORMA_q_co,high,WBC,22773,0.0876,0.7312,1.0,
NORMA_q_co,low,ALB,56437,0.0948,0.4869,0.7856,
NORMA_q_co,low,ALT,18925,0.1999,0.4245,0.9294,
NORMA_q_co,low,BUN,15111,0.2402,0.6727,0.8773,
NORMA_q_co,low,CA,57160,0.1252,0.7469,0.8675,
NORMA_q_co,low,CL,28764,0.1075,0.838,0.924,
NORMA_q_co,low,CO2,21619,0.0707,0.836,0.9545,
NORMA_q_co,low,CRE,33298,0.1143,0.5106,0.9376,
NORMA_q_co,low,HCT,176113,0.0744,1.3258,0.6257,
NORMA_q_co,low,HGB,138000,0.0737,0.9604,0.7452,
NORMA_q_co,low,K,28049,0.0632,0.7748,0.9795,
NORMA_q_co,low,NA,43343,0.0838,0.7694,0.892,
NORMA_q_co,low,PLT,33282,0.0929,0.2957,0.8506,
NORMA_q_co,low,TP,38707,0.131,0.8042,0.836,
NORMA_q_co,low,WBC,24402,0.1424,0.673,0.9729,
NORMA_q_co,normal,A1C,104,0.9904,0.7004,0.8552,
NORMA_q_co,normal,ALB,70958,0.8814,0.5024,0.9037,
NORMA_q_co,normal,ALP,96930,0.7843,0.4656,1.0,
NORMA_q_co,normal,ALT,69062,0.7786,0.553,0.999,
NORMA_q_co,normal,AST,93762,0.8787,0.7262,0.9646,
NORMA_q_co,normal,BUN,77473,0.8489,0.8261,0.9174,
NORMA_q_co,normal,CA,75102,0.8891,0.7526,0.9099,
NORMA_q_co,normal,CL,91483,0.8999,0.8983,0.9154,
NORMA_q_co,normal,CO2,37116,0.8554,0.8101,0.9745,
NORMA_q_co,normal,CRE,141775,0.9031,0.5673,1.0,
NORMA_q_co,normal,GLU,54817,0.9141,0.9065,0.8739,
NORMA_q_co,normal,HCT,31085,0.9046,0.863,0.8432,
NORMA_q_co,normal,HGB,25521,0.8989,0.6325,0.9687,
NORMA_q_co,normal,K,179723,0.8683,0.8359,0.9696,
NORMA_q_co,normal,NA,154253,0.8952,0.8482,0.8927,
NORMA_q_co,normal,PLT,114816,0.6911,0.3943,1.0,
NORMA_q_co,normal,TBIL,97116,0.885,0.8066,0.8789,
NORMA_q_co,normal,TP,79846,0.8938,0.8426,0.8867,
NORMA_q_co,normal,WBC,104538,0.8758,0.7613,0.9905,
NORMA_q_co,all,A1C,752,0.2713,1.0157,0.6186,
NORMA_q_co,all,ALB,127395,0.5329,0.4942,0.8478,
NORMA_q_co,all,ALP,106449,0.7229,0.4736,1.0,
NORMA_q_co,all,ALT,98969,0.5925,0.5334,0.9801,
NORMA_q_co,all,AST,98961,0.8368,0.7269,0.9615,
NORMA_q_co,all,BUN,123775,0.5822,0.7973,0.9129,
NORMA_q_co,all,CA,132262,0.559,0.7502,0.8907,
NORMA_q_co,all,CL,147093,0.5948,0.8783,0.9121,
NORMA_q_co,all,CO2,72521,0.4727,0.812,0.9612,
NORMA_q_co,all,CRE,189703,0.7016,0.5593,0.9998,
NORMA_q_co,all,GLU,299782,0.2525,1.2126,0.7057,
NORMA_q_co,all,HCT,207198,0.1989,1.2559,0.6629,
NORMA_q_co,all,HGB,163521,0.2025,0.9037,0.7842,
NORMA_q_co,all,K,212608,0.7457,0.827,0.9703,
NORMA_q_co,all,NA,197596,0.7172,0.8303,0.8926,
NORMA_q_co,all,PLT,148098,0.5567,0.3689,1.0,
NORMA_q_co,all,TBIL,110474,0.7925,0.8138,0.8779,
NORMA_q_co,all,TP,118553,0.6447,0.8292,0.8692,
NORMA_q_co,all,WBC,151713,0.6395,0.7421,0.9869,
NORMA_q_age_set_co,high,A1C,648,0.1991,1.0986,0.5377,
NORMA_q_age_set_co,high,ALP,9519,0.1374,0.5582,0.7765,
NORMA_q_age_set_co,high,ALT,10982,0.1414,0.6437,0.9967,
NORMA_q_age_set_co,high,AST,5199,0.081,0.7132,0.8924,
NORMA_q_age_set_co,high,BUN,31191,0.1522,0.8333,0.8545,
NORMA_q_age_set_co,high,CL,26846,0.1304,0.849,0.8595,
NORMA_q_age_set_co,high,CO2,13786,0.1542,0.8745,0.8632,
NORMA_q_age_set_co,high,CRE,14630,0.0838,0.532,1.0,
NORMA_q_age_set_co,high,GLU,244965,0.1043,1.4164,0.6602,
NORMA_q_age_set_co,high,K,4836,0.2239,0.8477,0.8909,
NORMA_q_age_set_co,high,TBIL,13358,0.1708,0.855,0.8366,
NORMA_q_age_set_co,high,WBC,22773,0.1694,0.7475,0.9437,
NORMA_q_age_set_co,low,ALB,56437,0.0618,0.455,0.8131,
NORMA_q_age_set_co,low,ALT,18925,0.0952,0.4512,0.9903,
