subset,outcome,analyte,method,n,n_events,auc,auc_lo,auc_hi,auc_base,auc_adj,auc_gain,prevalence,ap,ap_lift,delta_vs_norma,p_vs_norma
all,prolonged_los,K,NORMA_q_age,34278,25327,0.5616,0.5547,0.5685,0.5119,0.5627,0.0507,0.7389,0.7728,1.046,-0.0081,0.0
all,prolonged_los,K,NORMA_q_age_set,34278,25327,0.5697,0.5628,0.5766,0.5119,0.572,0.0601,0.7389,0.7785,1.054,,
all,prolonged_los,K,NORMA_q_age_set_co,34278,25327,0.558,0.5511,0.5649,0.5119,0.5585,0.0466,0.7389,0.7715,1.044,-0.0117,0.0
all,prolonged_los,K,PerRI,34267,25319,0.5307,0.5235,0.5379,0.5138,0.4972,-0.0166,0.7389,0.7408,1.003,-0.039,0.0
all,prolonged_los,K,PopRI,34278,25327,0.5628,0.5561,0.5696,0.5119,0.5607,0.0488,0.7389,0.7734,1.047,-0.0068,0.006799
all,prolonged_los,NA,Cohen_m2,33857,25093,0.5781,0.5712,0.5849,0.509,0.5833,0.0742,0.7411,0.79,1.066,-0.004,0.145643
all,prolonged_los,NA,Cohen_m3,33857,25093,0.5895,0.5828,0.5963,0.509,0.594,0.085,0.7411,0.799,1.078,0.0075,0.001852
all,prolonged_los,NA,Cohen_m4,33857,25093,0.5797,0.5729,0.5865,0.509,0.5808,0.0718,0.7411,0.7952,1.073,-0.0023,0.386918
all,prolonged_los,NA,Gaussian_eb,33857,25093,0.5765,0.5696,0.5833,0.509,0.5817,0.0726,0.7411,0.7866,1.061,-0.0055,0.006031
all,prolonged_los,NA,Gaussian_mle,33286,24689,0.5568,0.5497,0.5639,0.5107,0.5619,0.0513,0.7417,0.7724,1.041,-0.0253,0.0
all,prolonged_los,NA,Gaussian_trunc,33286,24689,0.5437,0.5367,0.5508,0.5107,0.5494,0.0387,0.7417,0.7684,1.036,-0.0384,0.0
all,prolonged_los,NA,NORMA_334f7e21,33857,25093,0.5796,0.5727,0.5864,0.509,0.5825,0.0735,0.7411,0.7874,1.062,-0.0025,4.8e-05
all,prolonged_los,NA,NORMA_q_age,33857,25093,0.5761,0.5692,0.583,0.509,0.5784,0.0694,0.7411,0.7842,1.058,-0.0059,0.0
all,prolonged_los,NA,NORMA_q_age_set,33857,25093,0.582,0.5752,0.5889,0.509,0.5849,0.0758,0.7411,0.7886,1.064,,
all,prolonged_los,NA,NORMA_q_age_set_co,33857,25093,0.5748,0.5679,0.5817,0.509,0.5774,0.0683,0.7411,0.7849,1.059,-0.0072,0.0
all,prolonged_los,NA,PerRI,33831,25080,0.4925,0.4852,0.4998,0.5208,0.5208,-0.0,0.7413,0.7269,0.981,-0.0899,0.0
all,prolonged_los,NA,PopRI,33857,25093,0.5828,0.5761,0.5896,0.509,0.5884,0.0793,0.7411,0.7871,1.062,0.0008,0.732923
all,prolonged_los,Overall,Cohen_m2,49990,31565,0.5722,0.5669,0.5775,0.5202,0.5715,0.0513,0.6314,0.669,1.059,-0.0177,0.0
all,prolonged_los,Overall,Cohen_m3,49990,31565,0.5661,0.5607,0.5714,0.5202,0.5659,0.0456,0.6314,0.6603,1.046,-0.0239,0.0
all,prolonged_los,Overall,Cohen_m4,49990,31565,0.5649,0.5595,0.5703,0.5202,0.5607,0.0405,0.6314,0.6537,1.035,-0.025,0.0
all,prolonged_los,Overall,Gaussian_eb,49990,31565,0.5754,0.5701,0.5806,0.5202,0.5744,0.0541,0.6314,0.682,1.08,-0.0146,0.0
all,prolonged_los,Overall,Gaussian_mle,49651,31473,0.5838,0.5786,0.5891,0.5231,0.5858,0.0627,0.6339,0.6882,1.086,-0.0067,2.8e-05
all,prolonged_los,Overall,Gaussian_trunc,49651,31473,0.5908,0.5855,0.596,0.5231,0.5938,0.0707,0.6339,0.6897,1.088,0.0002,0.92652
all,prolonged_los,Overall,NORMA_334f7e21,49990,31565,0.5867,0.5815,0.5919,0.5202,0.5868,0.0665,0.6314,0.6894,1.092,-0.0032,0.0
all,prolonged_los,Overall,NORMA_q_age,49990,31565,0.5822,0.5771,0.5874,0.5202,0.5821,0.0619,0.6314,0.6886,1.09,-0.0077,0.0
all,prolonged_los,Overall,NORMA_q_age_set,49990,31565,0.5899,0.5848,0.5951,0.5202,0.591,0.0708,0.6314,0.6977,1.105,,
all,prolonged_los,Overall,NORMA_q_age_set_co,49990,31565,0.5766,0.5714,0.5819,0.5202,0.5762,0.056,0.6314,0.6798,1.077,-0.0133,0.0
all,prolonged_los,Overall,PerRI,49965,31558,0.627,0.6218,0.6322,0.5144,0.6295,0.1152,0.6316,0.7153,1.132,0.0372,0.0
all,prolonged_los,Overall,PopRI,49990,31565,0.5701,0.5648,0.5754,0.5202,0.5705,0.0503,0.6314,0.6686,1.059,-0.0198,0.0
all,prolonged_los,PLT,Cohen_m2,29222,22443,0.606,0.5982,0.6138,0.528,0.5979,0.0699,0.768,0.8219,1.07,0.0874,0.0
all,prolonged_los,PLT,Cohen_m3,29222,22443,0.5939,0.5861,0.6017,0.528,0.5842,0.0562,0.768,0.8111,1.056,0.0752,0.0
all,prolonged_los,PLT,Cohen_m4,29222,22443,0.5897,0.5818,0.5975,0.528,0.579,0.051,0.768,0.8113,1.056,0.071,0.0
all,prolonged_los,PLT,Gaussian_eb,29222,22443,0.5619,0.5539,0.5698,0.528,0.5553,0.0273,0.768,0.7931,1.033,0.0432,0.0
all,prolonged_los,PLT,Gaussian_mle,28848,22145,0.5308,0.5227,0.5388,0.5216,0.5234,0.0018,0.7676,0.7772,1.012,0.012,0.002262
all,prolonged_los,PLT,Gaussian_trunc,28848,22145,0.5242,0.5162,0.5322,0.5216,0.5231,0.0015,0.7676,0.7765,1.011,0.0054,0.201509
all,prolonged_los,PLT,NORMA_334f7e21,29222,22443,0.5312,0.5232,0.5392,0.528,0.5281,0.0001,0.768,0.7748,1.009,0.0125,0.0
all,prolonged_los,PLT,NORMA_q_age,29222,22443,0.5207,0.5127,0.5288,0.528,0.5284,0.0004,0.768,0.7677,1.0,0.0021,0.136886
all,prolonged_los,PLT,NORMA_q_age_set,29222,22443,0.5186,0.5107,0.5266,0.528,0.5266,-0.0014,0.768,0.7698,1.002,,
all,prolonged_los,PLT,NORMA_q_age_set_co,29222,22443,0.527,0.519,0.535,0.528,0.527,-0.001,0.768,0.7714,1.004,0.0083,0.0
all,prolonged_los,PLT,PerRI,29139,22382,0.504,0.496,0.512,0.5296,0.5278,-0.0018,0.7681,0.7688,1.001,-0.0151,0.002964
all,prolonged_los,PLT,PopRI,29222,22443,0.5196,0.5118,0.5273,0.528,0.5366,0.0086,0.768,0.7841,1.021,0.0009,0.833234
all,prolonged_los,TBIL,Cohen_m2,24126,19088,0.5554,0.5466,0.5642,0.524,0.5498,0.0258,0.7912,0.8196,1.036,0.0217,0.0
all,prolonged_los,TBIL,Cohen_m3,24126,19088,0.5586,0.5496,0.5675,0.524,0.5505,0.0265,0.7912,0.8191,1.035,0.0249,0.0
all,prolonged_los,TBIL,Cohen_m4,24126,19088,0.5477,0.5388,0.5566,0.524,0.5449,0.0209,0.7912,0.8153,1.03,0.014,6.7e-05
all,prolonged_los,TBIL,Gaussian_eb,24126,19088,0.541,0.5321,0.55,0.524,0.5415,0.0176,0.7912,0.8128,1.027,0.0073,0.007956
all,prolonged_los,TBIL,Gaussian_mle,23750,18771,0.5294,0.5203,0.5384,0.5304,0.5389,0.0085,0.7904,0.8045,1.018,-0.0045,0.098919
all,prolonged_los,TBIL,Gaussian_trunc,23750,18771,0.5035,0.4943,0.5126,0.5304,0.5314,0.001,0.7904,0.7876,0.996,-0.0304,0.0
all,prolonged_los,TBIL,NORMA_334f7e21,24126,19088,0.5382,0.5293,0.547,0.524,0.5378,0.0138,0.7912,0.811,1.025,0.0045,0.000452
all,prolonged_los,TBIL,NORMA_q_age,24126,19088,0.5325,0.5236,0.5413,0.524,0.5356,0.0116,0.7912,0.8093,1.023,-0.0012,0.317548
all,prolonged_los,TBIL,NORMA_q_age_set,24126,19088,0.5337,0.5248,0.5426,0.524,0.5346,0.0106,0.7912,0.8091,1.023,,
all,prolonged_los,TBIL,NORMA_q_age_set_co,24126,19088,0.5342,0.5253,0.5431,0.524,0.5358,0.0119,0.7912,0.8096,1.023,0.0005,0.706718
all,prolonged_los,TBIL,PerRI,24023,19004,0.5248,0.5158,0.5338,0.5322,0.5421,0.0099,0.7911,0.8079,1.021,-0.0093,0.027207
all,prolonged_los,TBIL,PopRI,24126,19088,0.536,0.5273,0.5447,0.524,0.5443,0.0204,0.7912,0.8098,1.024,0.0024,0.566168
all,prolonged_los,TP,Cohen_m2,24293,19672,0.5551,0.5458,0.5643,0.5245,0.5637,0.0392,0.8098,0.8315,1.027,-0.0091,0.02577
all,prolonged_los,TP,Cohen_m3,24293,19672,0.5594,0.5502,0.5685,0.5245,0.5701,0.0455,0.8098,0.8356,1.032,-0.0048,0.200259
all,prolonged_los,TP,Cohen_m4,24293,19672,0.5562,0.547,0.5654,0.5245,0.5678,0.0433,0.8098,0.8331,1.029,-0.0079,0.040258
all,prolonged_los,TP,Gaussian_eb,24293,19672,0.5607,0.5515,0.5699,0.5245,0.5636,0.0391,0.8098,0.8337,1.03,-0.0035,0.270451
all,prolonged_los,TP,Gaussian_mle,24046,19453,0.5496,0.5404,0.5588,0.5278,0.548,0.0201,0.809,0.8307,1.027,-0.0137,8e-05
all,prolonged_los,TP,Gaussian_trunc,24046,19453,0.5765,0.5672,0.5859,0.5278,0.5634,0.0356,0.809,0.838,1.036,0.0133,0.006094
all,prolonged_los,TP,NORMA_334f7e21,24293,19672,0.5785,0.5692,0.5879,0.5245,0.5712,0.0466,0.8098,0.8387,1.036,0.0144,0.0
all,prolonged_los,TP,NORMA_q_age,24293,19672,0.565,0.5556,0.5744,0.5245,0.5572,0.0327,0.8098,0.8327,1.028,0.0009,0.553907
all,prolonged_los,TP,NORMA_q_age_set,24293,19672,0.5641,0.5548,0.5735,0.5245,0.5567,0.0321,0.8098,0.834,1.03,,
all,prolonged_los,TP,NORMA_q_age_set_co,24293,19672,0.5664,0.5571,0.5758,0.5245,0.5598,0.0352,0.8098,0.8348,1.031,0.0023,0.111475
all,prolonged_los,TP,PerRI,24287,19668,0.5344,0.5251,0.5437,0.5192,0.5266,0.0073,0.8098,0.8256,1.019,-0.0296,0.0
all,prolonged_los,TP,PopRI,24293,19672,0.5727,0.5635,0.5818,0.5245,0.574,0.0495,0.8098,0.8394,1.037,0.0086,0.008856
all,prolonged_los,WBC,Cohen_m2,29418,22598,0.5614,0.5535,0.5692,0.5265,0.5642,0.0377,0.7682,0.7964,1.037,0.0216,0.0
all,prolonged_los,WBC,Cohen_m3,29418,22598,0.5556,0.5477,0.5635,0.5265,0.5602,0.0338,0.7682,0.7926,1.032,0.0158,2.7e-05
all,prolonged_los,WBC,Cohen_m4,29418,22598,0.5403,0.5325,0.5481,0.5265,0.5475,0.021,0.7682,0.7884,1.026,0.0005,0.878867
all,prolonged_los,WBC,Gaussian_eb,29418,22598,0.554,0.5461,0.5619,0.5265,0.5626,0.0361,0.7682,0.7924,1.032,0.0142,0.0
all,prolonged_los,WBC,Gaussian_mle,29128,22381,0.5334,0.5253,0.5415,0.536,0.5406,0.0046,0.7684,0.7763,1.01,-0.0076,0.00346
all,prolonged_los,WBC,Gaussian_trunc,29128,22381,0.506,0.498,0.514,0.536,0.5341,-0.0019,0.7684,0.7665,0.998,-0.035,0.0
all,prolonged_los,WBC,NORMA_334f7e21,29418,22598,0.5464,0.5386,0.5542,0.5265,0.5561,0.0296,0.7682,0.7892,1.027,0.0066,0.0
all,prolonged_los,WBC,NORMA_q_age,29418,22598,0.5441,0.5362,0.5519,0.5265,0.5532,0.0268,0.7682,0.7875,1.025,0.0043,1.4e-05
all,prolonged_los,WBC,NORMA_q_age_set,29418,22598,0.5398,0.5319,0.5476,0.5265,0.5487,0.0222,0.7682,0.7848,1.022,,
all,prolonged_los,WBC,NORMA_q_age_set_co,29418,22598,0.5459,0.5381,0.5537,0.5265,0.5561,0.0297,0.7682,0.7889,1.027,0.0061,0.0
all,prolonged_los,WBC,PerRI,29410,22593,0.4877,0.4795,0.4959,0.5227,0.5389,0.0162,0.7682,0.7552,0.983,-0.0519,0.0
all,prolonged_los,WBC,PopRI,29418,22598,0.5485,0.5408,0.5563,0.5265,0.5609,0.0344,0.7682,0.7922,1.031,0.0087,0.000793
all,unplanned_icu,A1C,Cohen_m2,269,117,0.5218,0.4519,0.5916,0.5457,0.4559,-0.0898,0.4349,0.4562,1.049,0.016,0.63073
all,unplanned_icu,A1C,Cohen_m3,269,117,0.5264,0.4567,0.5962,0.5457,0.4583,-0.0874,0.4349,0.4669,1.073,0.0207,0.548832
all,unplanned_icu,A1C,Cohen_m4,269,117,0.5152,0.445,0.5855,0.5457,0.4381,-0.1076,0.4349,0.4602,1.058,0.0095,0.76709
all,unplanned_icu,A1C,Gaussian_eb,269,117,0.5128,0.4433,0.5824,0.5457,0.4316,-0.1141,0.4349,0.4514,1.038,0.0071,0.80513
all,unplanned_icu,A1C,Gaussian_mle,264,114,0.5168,0.4464,0.5873,0.5359,0.535,-0.0009,0.4318,0.4442,1.029,0.0077,0.795774
all,unplanned_icu,A1C,Gaussian_trunc,264,114,0.5057,0.4352,0.5763,0.5359,0.5306,-0.0053,0.4318,0.4398,1.018,-0.0035,0.912725
all,unplanned_icu,A1C,NORMA_334f7e21,269,117,0.5045,0.4344,0.5745,0.5457,0.548,0.0023,0.4349,0.4572,1.051,-0.0012,0.90869
all,unplanned_icu,A1C,NORMA_q_age,269,117,0.5082,0.4381,0.5782,0.5457,0.5696,0.0239,0.4349,0.4625,1.063,0.0024,0.829022
all,unplanned_icu,A1C,NORMA_q_age_set,269,117,0.5057,0.4359,0.5756,0.5457,0.4855,-0.0602,0.4349,0.4608,1.059,,
all,unplanned_icu,A1C,NORMA_q_age_set_co,269,117,0.4952,0.4254,0.565,0.5457,0.5309,-0.0148,0.4349,0.4475,1.029,-0.0106,0.337356
all,unplanned_icu,A1C,PerRI,266,116,0.5059,0.4356,0.5762,0.5348,0.4819,-0.0529,0.4361,0.4391,1.007,0.0034,0.940135
all,unplanned_icu,A1C,PopRI,269,117,0.5158,0.446,0.5856,0.5457,0.4466,-0.0991,0.4349,0.4505,1.036,0.0101,0.749837
all,unplanned_icu,ALB,Cohen_m2,26021,8151,0.5764,0.569,0.5838,0.565,0.5966,0.0316,0.3132,0.3676,1.174,0.043,0.0
all,unplanned_icu,ALB,Cohen_m3,26021,8151,0.5304,0.5229,0.538,0.565,0.5662,0.0011,0.3132,0.3396,1.084,-0.0029,0.216133
all,unplanned_icu,ALB,Cohen_m4,26021,8151,0.5355,0.5279,0.543,0.565,0.5679,0.0028,0.3132,0.344,1.098,0.0021,0.348824
all,unplanned_icu,ALB,Gaussian_eb,26021,8151,0.5301,0.5226,0.5377,0.565,0.5661,0.0011,0.3132,0.3369,1.076,-0.0032,0.148106
all,unplanned_icu,ALB,Gaussian_mle,25644,8023,0.5365,0.5289,0.5441,0.5646,0.5696,0.005,0.3129,0.3383,1.081,0.0029,0.270191
all,unplanned_icu,ALB,Gaussian_trunc,25644,8023,0.5293,0.5217,0.5369,0.5646,0.5672,0.0026,0.3129,0.3313,1.059,-0.0042,0.287236
all,unplanned_icu,ALB,NORMA_334f7e21,26021,8151,0.5345,0.5268,0.5421,0.565,0.5645,-0.0005,0.3132,0.3488,1.114,0.0011,0.284744
all,unplanned_icu,ALB,NORMA_q_age,26021,8151,0.5348,0.5271,0.5425,0.565,0.5661,0.001,0.3132,0.3478,1.11,0.0015,0.155007
all,unplanned_icu,ALB,NORMA_q_age_set,26021,8151,0.5334,0.5257,0.541,0.565,0.5658,0.0008,0.3132,0.3442,1.099,,
all,unplanned_icu,ALB,NORMA_q_age_set_co,26021,8151,0.5481,0.5405,0.5557,0.565,0.5714,0.0063,0.3132,0.3585,1.144,0.0148,0.0
all,unplanned_icu,ALB,PerRI,26013,8149,0.5384,0.531,0.5459,0.5653,0.5682,0.0029,0.3133,0.3335,1.065,0.0052,0.268694
all,unplanned_icu,ALB,PopRI,26021,8151,0.5313,0.5237,0.5389,0.565,0.5626,-0.0024,0.3132,0.3408,1.088,-0.0021,0.32651
all,unplanned_icu,ALP,Cohen_m2,23442,7907,0.5879,0.5802,0.5956,0.5591,0.5995,0.0404,0.3373,0.4111,1.219,0.0249,0.0
all,unplanned_icu,ALP,Cohen_m3,23442,7907,0.5799,0.5723,0.5876,0.5591,0.5924,0.0333,0.3373,0.3983,1.181,0.0169,1.2e-05
all,unplanned_icu,ALP,Cohen_m4,23442,7907,0.5749,0.5672,0.5826,0.5591,0.5932,0.034,0.3373,0.3959,1.174,0.0118,0.001839
all,unplanned_icu,ALP,Gaussian_eb,23442,7907,0.569,0.5613,0.5767,0.5591,0.5778,0.0186,0.3373,0.387,1.147,0.0059,0.090026
all,unplanned_icu,ALP,Gaussian_mle,23252,7848,0.5469,0.5392,0.5547,0.5651,0.5689,0.0038,0.3375,0.3654,1.083,-0.0167,3e-06
all,unplanned_icu,ALP,Gaussian_trunc,23252,7848,0.5414,0.5337,0.5492,0.5651,0.5672,0.0021,0.3375,0.3605,1.068,-0.0222,0.0
all,unplanned_icu,ALP,NORMA_334f7e21,23442,7907,0.5558,0.548,0.5636,0.5591,0.5764,0.0173,0.3373,0.3844,1.14,-0.0072,0.0
all,unplanned_icu,ALP,NORMA_q_age,23442,7907,0.5555,0.5477,0.5633,0.5591,0.5759,0.0168,0.3373,0.382,1.133,-0.0076,0.0
all,unplanned_icu,ALP,NORMA_q_age_set,23442,7907,0.5631,0.5553,0.5708,0.5591,0.5802,0.0211,0.3373,0.3874,1.149,,
all,unplanned_icu,ALP,NORMA_q_age_set_co,23442,7907,0.5661,0.5584,0.5738,0.5591,0.5795,0.0204,0.3373,0.3867,1.146,0.003,0.068364
all,unplanned_icu,ALP,PerRI,23326,7876,0.5144,0.5066,0.5221,0.5565,0.5568,0.0002,0.3376,0.3455,1.023,-0.0489,0.0
all,unplanned_icu,ALP,PopRI,23442,7907,0.5578,0.5501,0.5656,0.5591,0.585,0.0259,0.3373,0.3804,1.128,-0.0052,0.184049
all,unplanned_icu,ALT,Cohen_m2,21694,7768,0.5663,0.5583,0.5742,0.5548,0.5819,0.0272,0.3581,0.4049,1.131,0.0166,1.1e-05
all,unplanned_icu,ALT,Cohen_m3,21694,7768,0.5861,0.5782,0.594,0.5548,0.6041,0.0493,0.3581,0.436,1.218,0.0364,0.0
all,unplanned_icu,ALT,Cohen_m4,21694,7768,0.5835,0.5756,0.5914,0.5548,0.5979,0.0431,0.3581,0.4252,1.188,0.0338,0.0
all,unplanned_icu,ALT,Gaussian_eb,21694,7768,0.5544,0.5465,0.5624,0.5548,0.5752,0.0204,0.3581,0.3959,1.106,0.0048,0.1362
all,unplanned_icu,ALT,Gaussian_mle,21401,7680,0.5351,0.5271,0.5431,0.553,0.5597,0.0067,0.3589,0.3788,1.056,-0.0149,1.7e-05
all,unplanned_icu,ALT,Gaussian_trunc,21401,7680,0.5236,0.5156,0.5316,0.553,0.5568,0.0038,0.3589,0.3719,1.036,-0.0264,0.0
all,unplanned_icu,ALT,NORMA_334f7e21,21694,7768,0.5499,0.5419,0.5579,0.5548,0.5735,0.0188,0.3581,0.4016,1.122,0.0002,0.845107
all,unplanned_icu,ALT,NORMA_q_age,21694,7768,0.5456,0.5376,0.5536,0.5548,0.5698,0.015,0.3581,0.3982,1.112,-0.0041,0.000612
all,unplanned_icu,ALT,NORMA_q_age_set,21694,7768,0.5497,0.5417,0.5577,0.5548,0.5725,0.0177,0.3581,0.401,1.12,,
all,unplanned_icu,ALT,NORMA_q_age_set_co,21694,7768,0.5575,0.5495,0.5655,0.5548,0.5756,0.0208,0.3581,0.4052,1.132,0.0078,1e-06
all,unplanned_icu,ALT,PerRI,21635,7747,0.5083,0.5004,0.5162,0.5554,0.5527,-0.0027,0.3581,0.3605,1.007,-0.041,0.0
all,unplanned_icu,ALT,PopRI,21694,7768,0.5275,0.5195,0.5355,0.5548,0.5673,0.0125,0.3581,0.3835,1.071,-0.0222,0.0
all,unplanned_icu,AST,Cohen_m2,21748,7684,0.5715,0.5637,0.5793,0.5524,0.577,0.0246,0.3533,0.3942,1.116,0.0289,0.0
all,unplanned_icu,AST,Cohen_m3,21748,7684,0.5687,0.5609,0.5766,0.5524,0.5806,0.0282,0.3533,0.3957,1.12,0.0261,0.0
all,unplanned_icu,AST,Cohen_m4,21748,7684,0.5809,0.573,0.5887,0.5524,0.5873,0.035,0.3533,0.4021,1.138,0.0382,0.0
all,unplanned_icu,AST,Gaussian_eb,21748,7684,0.5426,0.5347,0.5505,0.5524,0.5565,0.0041,0.3533,0.3709,1.05,-0.0,0.990416
all,unplanned_icu,AST,Gaussian_mle,21668,7660,0.5121,0.5042,0.52,0.5603,0.5612,0.0009,0.3535,0.3501,0.99,-0.0308,0.0
all,unplanned_icu,AST,Gaussian_trunc,21668,7660,0.5084,0.5004,0.5163,0.5603,0.5603,-0.0,0.3535,0.3519,0.995,-0.0345,0.0
all,unplanned_icu,AST,NORMA_334f7e21,21748,7684,0.5345,0.5266,0.5425,0.5524,0.5569,0.0045,0.3533,0.3751,1.062,-0.0081,0.0
all,unplanned_icu,AST,NORMA_q_age,21748,7684,0.5312,0.5232,0.5391,0.5524,0.5545,0.0021,0.3533,0.3705,1.049,-0.0115,0.0
all,unplanned_icu,AST,NORMA_q_age_set,21748,7684,0.5426,0.5347,0.5506,0.5524,0.5579,0.0055,0.3533,0.3795,1.074,,
all,unplanned_icu,AST,NORMA_q_age_set_co,21748,7684,0.5453,0.5374,0.5533,0.5524,0.5611,0.0088,0.3533,0.3831,1.084,0.0027,0.068589
all,unplanned_icu,AST,PerRI,21716,7675,0.4754,0.4675,0.4833,0.5632,0.5731,0.0099,0.3534,0.3363,0.952,-0.0677,0.0
all,unplanned_icu,AST,PopRI,21748,7684,0.5497,0.5418,0.5577,0.5524,0.569,0.0166,0.3533,0.3883,1.099,0.0071,0.065345
all,unplanned_icu,BUN,Cohen_m2,25387,8366,0.5902,0.5828,0.5976,0.5536,0.5995,0.046,0.3295,0.4033,1.224,0.0121,0.00042
all,unplanned_icu,BUN,Cohen_m3,25387,8366,0.5853,0.5778,0.5927,0.5536,0.5951,0.0415,0.3295,0.4001,1.214,0.0071,0.023097
all,unplanned_icu,BUN,Cohen_m4,25387,8366,0.5919,0.5845,0.5993,0.5536,0.6012,0.0476,0.3295,0.4012,1.217,0.0137,1.6e-05
all,unplanned_icu,BUN,Gaussian_eb,25387,8366,0.5736,0.5661,0.5812,0.5536,0.5876,0.034,0.3295,0.3984,1.209,-0.0045,0.07439
all,unplanned_icu,BUN,Gaussian_mle,24998,8264,0.5693,0.5618,0.5769,0.5473,0.5804,0.033,0.3306,0.388,1.174,-0.0096,0.000288
all,unplanned_icu,BUN,Gaussian_trunc,24998,8264,0.5357,0.5282,0.5433,0.5473,0.5567,0.0094,0.3306,0.3589,1.086,-0.0431,0.0
all,unplanned_icu,BUN,NORMA_334f7e21,25387,8366,0.5821,0.5746,0.5896,0.5536,0.593,0.0394,0.3295,0.4022,1.22,0.0039,3e-06
all,unplanned_icu,BUN,NORMA_q_age,25387,8366,0.5826,0.5751,0.5901,0.5536,0.5933,0.0398,0.3295,0.4027,1.222,0.0045,0.0
all,unplanned_icu,BUN,NORMA_q_age_set,25387,8366,0.5782,0.5706,0.5857,0.5536,0.5913,0.0377,0.3295,0.4011,1.217,,
all,unplanned_icu,BUN,NORMA_q_age_set_co,25387,8366,0.581,0.5735,0.5885,0.5536,0.5924,0.0388,0.3295,0.4007,1.216,0.0029,0.01292
all,unplanned_icu,BUN,PerRI,25324,8352,0.5124,0.505,0.5199,0.548,0.548,-0.0,0.3298,0.3334,1.011,-0.066,0.0
all,unplanned_icu,BUN,PopRI,25387,8366,0.5583,0.5508,0.5658,0.5536,0.5818,0.0282,0.3295,0.3802,1.154,-0.0199,0.0
all,unplanned_icu,CA,Cohen_m2,25179,8219,0.5713,0.5639,0.5787,0.564,0.5927,0.0287,0.3264,0.3661,1.122,0.0304,0.0
all,unplanned_icu,CA,Cohen_m3,25179,8219,0.552,0.5446,0.5595,0.564,0.5823,0.0183,0.3264,0.3562,1.091,0.0112,2.4e-05
all,unplanned_icu,CA,Cohen_m4,25179,8219,0.5495,0.542,0.557,0.564,0.5799,0.0159,0.3264,0.3574,1.095,0.0086,0.000326
all,unplanned_icu,CA,Gaussian_eb,25179,8219,0.5269,0.5194,0.5344,0.564,0.5684,0.0044,0.3264,0.3392,1.039,-0.0139,0.0
all,unplanned_icu,CA,Gaussian_mle,24724,8106,0.5162,0.5086,0.5237,0.5633,0.5624,-0.001,0.3279,0.3327,1.015,-0.0243,0.0
all,unplanned_icu,CA,Gaussian_trunc,24724,8106,0.5111,0.5035,0.5187,0.5633,0.5626,-0.0007,0.3279,0.331,1.01,-0.0294,0.0
all,unplanned_icu,CA,NORMA_334f7e21,25179,8219,0.5404,0.5328,0.5479,0.564,0.5753,0.0113,0.3264,0.3551,1.088,-0.0005,0.556087
all,unplanned_icu,CA,NORMA_q_age,25179,8219,0.5376,0.53,0.5452,0.564,0.5743,0.0103,0.3264,0.3525,1.08,-0.0033,5.2e-05
all,unplanned_icu,CA,NORMA_q_age_set,25179,8219,0.5409,0.5333,0.5485,0.564,0.5753,0.0113,0.3264,0.3547,1.087,,
all,unplanned_icu,CA,NORMA_q_age_set_co,25179,8219,0.5479,0.5403,0.5554,0.564,0.5779,0.0138,0.3264,0.3574,1.095,0.007,0.0
all,unplanned_icu,CA,PerRI,25159,8218,0.5358,0.5284,0.5432,0.5678,0.5654,-0.0024,0.3266,0.3367,1.031,-0.0049,0.310908
all,unplanned_icu,CA,PopRI,25179,8219,0.5264,0.5189,0.534,0.564,0.5696,0.0056,0.3264,0.342,1.048,-0.0145,0.0
all,unplanned_icu,CL,Cohen_m2,26586,8694,0.6416,0.6346,0.6485,0.5349,0.651,0.1161,0.327,0.4428,1.354,0.0463,0.0
all,unplanned_icu,CL,Cohen_m3,26586,8694,0.6254,0.6183,0.6324,0.5349,0.6383,0.1034,0.327,0.4279,1.309,0.0301,0.0
all,unplanned_icu,CL,Cohen_m4,26586,8694,0.6242,0.6171,0.6313,0.5349,0.6363,0.1014,0.327,0.4265,1.304,0.029,0.0
all,unplanned_icu,CL,Gaussian_eb,26586,8694,0.6173,0.6103,0.6244,0.5349,0.63,0.0951,0.327,0.4194,1.282,0.0221,0.0
all,unplanned_icu,CL,Gaussian_mle,26083,8536,0.5932,0.586,0.6004,0.5378,0.5911,0.0533,0.3273,0.3843,1.174,-0.0045,0.073985
all,unplanned_icu,CL,Gaussian_trunc,26083,8536,0.5528,0.5455,0.5601,0.5378,0.5566,0.0188,0.3273,0.356,1.088,-0.0448,0.0
all,unplanned_icu,CL,NORMA_334f7e21,26586,8694,0.6008,0.5936,0.608,0.5349,0.6111,0.0762,0.327,0.4051,1.239,0.0055,0.0
all,unplanned_icu,CL,NORMA_q_age,26586,8694,0.5951,0.5879,0.6023,0.5349,0.6049,0.0701,0.327,0.3973,1.215,-0.0002,0.826197
all,unplanned_icu,CL,NORMA_q_age_set,26586,8694,0.5952,0.588,0.6024,0.5349,0.6049,0.07,0.327,0.4005,1.225,,
all,unplanned_icu,CL,NORMA_q_age_set_co,26586,8694,0.6013,0.5941,0.6085,0.5349,0.6125,0.0776,0.327,0.4021,1.23,0.0061,0.0
all,unplanned_icu,CL,PerRI,26568,8694,0.5032,0.496,0.5104,0.5336,0.5299,-0.0037,0.3272,0.319,0.975,-0.0922,0.0
all,unplanned_icu,CL,PopRI,26586,8694,0.6125,0.6055,0.6196,0.5349,0.6265,0.0916,0.327,0.4051,1.239,0.0173,0.0
