analyte,landmark_h,subset,outcome,method,score,n,n_events,prevalence,auc,auc_lo,auc_hi,auprc,auprc_lo,auprc_hi,auprc_norm,auprc_norm_lo,auprc_norm_hi,flag_rate_05,ppv_at_05,ppv_at_05_lo,ppv_at_05_hi,npv_at_05,lift_at_05,lift_at_05_lo,lift_at_05_hi,rr_at_05,rr_at_05_lo,rr_at_05_hi,sens_at_05,spec_at_05,npv_at_05_lo,npv_at_05_hi,sens_at_05_lo,sens_at_05_hi,spec_at_05_lo,spec_at_05_hi,flag_rate_10,ppv_at_10,ppv_at_10_lo,ppv_at_10_hi,npv_at_10,lift_at_10,lift_at_10_lo,lift_at_10_hi,rr_at_10,rr_at_10_lo,rr_at_10_hi,sens_at_10,spec_at_10,npv_at_10_lo,npv_at_10_hi,sens_at_10_lo,sens_at_10_hi,spec_at_10_lo,spec_at_10_hi,flag_rate_20,ppv_at_20,ppv_at_20_lo,ppv_at_20_hi,npv_at_20,lift_at_20,lift_at_20_lo,lift_at_20_hi,rr_at_20,rr_at_20_lo,rr_at_20_hi,sens_at_20,spec_at_20,npv_at_20_lo,npv_at_20_hi,sens_at_20_lo,sens_at_20_hi,spec_at_20_lo,spec_at_20_hi,flag_rate_native,ppv_at_native,npv_at_native,sens_at_native,spec_at_native,lift_at_native,rr_at_native,rr_at_native_lo,rr_at_native_hi,ppv_at_native_lo,ppv_at_native_hi,npv_at_native_lo,npv_at_native_hi,sens_at_native_lo,sens_at_native_hi,spec_at_native_lo,spec_at_native_hi,flag_rate_pop,ppv_at_pop,ppv_at_pop_lo,ppv_at_pop_hi,npv_at_pop,lift_at_pop,lift_at_pop_lo,lift_at_pop_hi,rr_at_pop,rr_at_pop_lo,rr_at_pop_hi,sens_at_pop,spec_at_pop,npv_at_pop_lo,npv_at_pop_hi,sens_at_pop_lo,sens_at_pop_hi,spec_at_pop_lo,spec_at_pop_hi
all,0.0,all,mortality,PopRI,any,49990,906,0.0181236247249449,0.7984381821998887,0.7865174770823464,0.810358887317431,0.0572682866429329,0.0518205540874269,0.0630509980229655,3.159869370066465,2.859282007539151,3.478939725351049,0.05,0.0712,0.0617635560942703,0.081952244457969,0.9846704569383028,3.928573951434879,3.407903056459795,4.521846247741582,4.644626373626374,3.9623428132132994,5.444393675036718,0.1964679911699779,0.9526933420259148,0.9835255961690152,0.9857369113304834,0.1718999113492146,0.2235992612540165,0.9507795317596324,0.954536296997442,0.1,0.0680136027205441,0.0613607313564004,0.0753299046213607,0.9874197061634548,3.752759381898455,3.385676556850393,4.156448048589208,5.406360424028269,4.741267373999787,6.164751052594916,0.3752759381898454,0.9050810854861054,0.986347407497071,0.9884087743315588,0.3443356920161171,0.4072694225444833,0.9024562695068252,0.9076424984129278,0.2,0.0497099419883976,0.0456198133744546,0.054145973758187,0.9897729545909182,2.7428256070640176,2.517146214778132,2.9875907595714897,4.860635696821515,4.272356561070849,5.529917514958974,0.5485651214128036,0.8064338684703773,0.9887387571702282,0.9907130666413752,0.5160235254087112,0.5806966069747718,0.802914635871172,0.8099051382213195,0.874874974994999,0.0205327540871155,0.9987210231814548,0.9911699779249448,0.1272716160052155,1.1329275682283753,16.054047101863496,8.007838968392548,32.18501637784402,0.0192451498799775,0.021904581895269,0.9974780478528452,0.9993517808490028,0.9826731628317538,0.995519085137563,0.1243523225859679,0.1302492486511752,,,,,,,,,,,,,,,,,,,
all,0.0,all,mortality,PopRI,toward,49990,906,0.0181236247249449,0.7984381821998887,0.7865174770823464,0.810358887317431,0.0572682866429329,0.0518205540874269,0.0630509980229655,3.159869370066465,2.859282007539151,3.478939725351049,0.05,0.0712,0.0617635560942703,0.081952244457969,0.9846704569383028,3.928573951434879,3.407903056459795,4.521846247741582,4.644626373626374,3.9623428132132994,5.444393675036718,0.1964679911699779,0.9526933420259148,0.9835255961690152,0.9857369113304834,0.1718999113492146,0.2235992612540165,0.9507795317596324,0.954536296997442,0.1,0.0680136027205441,0.0613607313564004,0.0753299046213607,0.9874197061634548,3.752759381898455,3.385676556850393,4.156448048589208,5.406360424028269,4.741267373999787,6.164751052594916,0.3752759381898454,0.9050810854861054,0.986347407497071,0.9884087743315588,0.3443356920161171,0.4072694225444833,0.9024562695068252,0.9076424984129278,0.2,0.0497099419883976,0.0456198133744546,0.054145973758187,0.9897729545909182,2.7428256070640176,2.517146214778132,2.9875907595714897,4.860635696821515,4.272356561070849,5.529917514958974,0.5485651214128036,0.8064338684703773,0.9887387571702282,0.9907130666413752,0.5160235254087112,0.5806966069747718,0.802914635871172,0.8099051382213195,0.874874974994999,0.0205327540871155,0.9987210231814548,0.9911699779249448,0.1272716160052155,1.1329275682283753,16.054047101863496,8.007838968392548,32.18501637784402,0.0192451498799775,0.021904581895269,0.9974780478528452,0.9993517808490028,0.9826731628317538,0.995519085137563,0.1243523225859679,0.1302492486511752,,,,,,,,,,,,,,,,,,,
all,0.0,pop_normal,mortality,PopRI,any,46298,901,0.0194608838394747,0.6539742477128098,0.6429881080399072,0.6649603873857123,0.0284419531965965,0.0261997827960406,0.0314148557477082,1.4614933952231175,1.3462791830089782,1.6142563722612593,0.05,0.0259179265658747,0.0201885844547242,0.0332180820463425,0.9808789759679876,1.3317959646469126,1.037392988995364,1.7069153857731023,1.355467496012923,1.0466525590651516,1.755398309433815,0.0665926748057713,0.950327114126484,0.9795564426737996,0.982117513930532,0.0520839108070972,0.0847815913979295,0.948290071749699,0.952287947491248,0.1,0.0282937365010799,0.0238946336656119,0.0334749579060982,0.981520591341077,1.453877261406213,1.227828800721978,1.720114984613247,1.531095340944153,1.2753843746551468,1.8380756340179865,0.1453940066592675,0.9008965350133268,0.980182350581251,0.9827700522710384,0.1238820849178096,0.1699169623408486,0.8981138388568747,0.90361138731162,0.2,0.0288336933045356,0.0256158138509259,0.0324423463835928,0.9828824450564284,1.4816230106696904,1.3162718642288207,1.6670541097309428,1.6844516287277458,1.4626807403363793,1.939847303158604,0.2963374028856825,0.8019032094631804,0.9815104814869156,0.9841542493940674,0.2674355192420644,0.3269686284010147,0.7982113101932419,0.805544017549405,0.0,,0.9805391161605252,0.0,1.0,,,,,,,0.9792403541481552,0.981758138836193,-4.336808689942019e-19,0.0042456049766058,0.9999153848284608,1.0,0.874874974994999,0.0218738427354647,0.0204940335941233,0.0233443367432797,0.9974106680476436,1.1239902008507738,1.0530885320096817,1.1995517231302602,8.447678064436488,5.074860642217362,14.062113171482206,0.9833518312985572,0.1272771328501883,0.9957318898288754,0.998430172491406,0.9727139063823396,0.9898855143339492,0.1242427533353219,0.1303745883837355
all,0.0,pop_normal,mortality,PopRI,toward,46298,901,0.0194608838394747,0.6539742477128098,0.6429881080399072,0.6649603873857123,0.0284419531965965,0.0261997827960406,0.0314148557477082,1.4614933952231175,1.3462791830089782,1.6142563722612593,0.05,0.0259179265658747,0.0201885844547242,0.0332180820463425,0.9808789759679876,1.3317959646469126,1.037392988995364,1.7069153857731023,1.355467496012923,1.0466525590651516,1.755398309433815,0.0665926748057713,0.950327114126484,0.9795564426737996,0.982117513930532,0.0520839108070972,0.0847815913979295,0.948290071749699,0.952287947491248,0.1,0.0282937365010799,0.0238946336656119,0.0334749579060982,0.981520591341077,1.453877261406213,1.227828800721978,1.720114984613247,1.531095340944153,1.2753843746551468,1.8380756340179865,0.1453940066592675,0.9008965350133268,0.980182350581251,0.9827700522710384,0.1238820849178096,0.1699169623408486,0.8981138388568747,0.90361138731162,0.2,0.0288336933045356,0.0256158138509259,0.0324423463835928,0.9828824450564284,1.4816230106696904,1.3162718642288207,1.6670541097309428,1.6844516287277458,1.4626807403363793,1.939847303158604,0.2963374028856825,0.8019032094631804,0.9815104814869156,0.9841542493940674,0.2674355192420644,0.3269686284010147,0.7982113101932419,0.805544017549405,0.0,,0.9805391161605252,0.0,1.0,,,,,,,0.9792403541481552,0.981758138836193,-4.336808689942019e-19,0.0042456049766058,0.9999153848284608,1.0,0.874874974994999,0.0218738427354647,0.0204940335941233,0.0233443367432797,0.9974106680476436,1.1239902008507738,1.0530885320096817,1.1995517231302602,8.447678064436488,5.074860642217362,14.062113171482206,0.9833518312985572,0.1272771328501883,0.9957318898288754,0.998430172491406,0.9727139063823396,0.9898855143339492,0.1242427533353219,0.1303745883837355
all,0.0,all,prolonged_los,PopRI,any,49990,31565,0.6314262852570514,0.5701171672848407,0.5648205560508818,0.5754137785187997,0.6685831582991613,0.661682803381987,0.6745453093017101,1.058845939596866,1.0479177361338676,1.0682882943764451,0.05,0.6764,0.6578017330715685,0.6944569721116985,0.3709412507896399,1.071225597972438,1.0417712224377542,1.099822716168662,1.0752572805784293,1.045589104841169,1.105767279023579,0.0535719942974813,0.9560922659430122,0.3666072194481614,0.3752961602944449,0.0511417954063076,0.056110844487834,0.9530374638404052,0.9589569178357606,0.1,0.6777355471094219,0.6646479225105113,0.6905502112860893,0.3737191882821009,1.07334072548709,1.0526136431585764,1.0936355159889626,1.0821592078645703,1.0603015429952345,1.1044674591889545,0.107334072548709,0.9125644504748982,0.3692597054533145,0.3782002344878897,0.1039669200549208,0.1107967917690822,0.9083992077802624,0.9165576902159742,0.2,0.6545309061812362,0.6451520104614912,0.663791094576285,0.3743498699739948,1.036591161096151,1.021737652557261,1.0512566709288291,1.04616122457136,1.0294187020105394,1.0631760484427673,0.2073182322192301,0.8125373134328359,0.3696189217866074,0.3791049555476802,0.2028817773927333,0.2118259197056612,0.8068368876860532,0.8181074387115432,0.874874974994999,0.6491825768835029,0.4927258193445243,0.8994772691271978,0.1672727272727272,1.0281209256583657,1.2797469329991524,1.2476787603219597,1.3126393304139603,0.644696995205859,0.6536419530300266,0.4803442247439375,0.5051163435503615,0.8961112356871486,0.9027460781016474,0.1619531010413201,0.1727310714028122,,,,,,,,,,,,,,,,,,,
all,0.0,all,prolonged_los,PopRI,toward,49990,31565,0.6314262852570514,0.5701171672848407,0.5648205560508818,0.5754137785187997,0.6685831582991613,0.661682803381987,0.6745453093017101,1.058845939596866,1.0479177361338676,1.0682882943764451,0.05,0.6764,0.6578017330715685,0.6944569721116985,0.3709412507896399,1.071225597972438,1.0417712224377542,1.099822716168662,1.0752572805784293,1.045589104841169,1.105767279023579,0.0535719942974813,0.9560922659430122,0.3666072194481614,0.3752961602944449,0.0511417954063076,0.056110844487834,0.9530374638404052,0.9589569178357606,0.1,0.6777355471094219,0.6646479225105113,0.6905502112860893,0.3737191882821009,1.07334072548709,1.0526136431585764,1.0936355159889626,1.0821592078645703,1.0603015429952345,1.1044674591889545,0.107334072548709,0.9125644504748982,0.3692597054533145,0.3782002344878897,0.1039669200549208,0.1107967917690822,0.9083992077802624,0.9165576902159742,0.2,0.6545309061812362,0.6451520104614912,0.663791094576285,0.3743498699739948,1.036591161096151,1.021737652557261,1.0512566709288291,1.04616122457136,1.0294187020105394,1.0631760484427673,0.2073182322192301,0.8125373134328359,0.3696189217866074,0.3791049555476802,0.2028817773927333,0.2118259197056612,0.8068368876860532,0.8181074387115432,0.874874974994999,0.6491825768835029,0.4927258193445243,0.8994772691271978,0.1672727272727272,1.0281209256583657,1.2797469329991524,1.2476787603219597,1.3126393304139603,0.644696995205859,0.6536419530300266,0.4803442247439375,0.5051163435503615,0.8961112356871486,0.9027460781016474,0.1619531010413201,0.1727310714028122,,,,,,,,,,,,,,,,,,,
all,0.0,pop_normal,prolonged_los,PopRI,any,46298,30921,0.6678690224199749,0.6380660954581076,0.6329698820243485,0.6431623088918667,0.7502797677286065,0.7449357348844976,0.7563280313246683,1.1233935735034126,1.1153919554245488,1.1324496359842662,0.05,0.7904967602591793,0.7734444796723268,0.8065865151140355,0.3385853625264307,1.183610459120969,1.1580780867329448,1.2077016421444848,1.1951606684706433,1.1691407510643352,1.221759674494994,0.0591830794605607,0.9684593873967614,0.3341769593308465,0.3430219600841814,0.0566072819625452,0.0618683968263802,0.9655777902090756,0.9711069748170462,0.1,0.7898488120950324,0.7778753720637146,0.8013416646170386,0.3456849380819813,1.1826402866134929,1.1647124600047172,1.1998485297512904,1.2071383620296292,1.187484375874532,1.227117640188253,0.1182691374793829,0.9367236782207192,0.3411328000023281,0.350265527831592,0.1147170444450123,0.1219160705973619,0.9327654321009952,0.940463767528757,0.2,0.7630669546436285,0.7542984377901933,0.7716172903025669,0.3559317457746098,1.142539822971143,1.1294107264580826,1.1553422368755293,1.1847610088489084,1.1687069904168523,1.201035554333451,0.2285178357750396,0.8573193730896794,0.3510707158281843,0.3608226582852668,0.2238716599940194,0.2332314606247132,0.851702020034518,0.8627582342080067,0.0,,0.3321309775800251,0.0,1.0,,,,,,,0.3278548829442421,0.3364349279387877,0.0,0.0001242237567354,0.999750234733579,1.0,0.874874974994999,0.7008517466979385,0.6963736584907455,0.7052917399095878,0.5627481443121009,1.0493850188745888,1.0426799793281116,1.0560330188006242,1.6028559686621229,1.555641334933117,1.6515035944234857,0.9180815626920216,0.212004942446511,0.549936718760112,0.575476402757647,0.9149726197306118,0.9210866343287524,0.2056169454762748,0.2185368017413025
all,0.0,pop_normal,prolonged_los,PopRI,toward,46298,30921,0.6678690224199749,0.6380660954581076,0.6329698820243485,0.6431623088918667,0.7502797677286065,0.7449357348844976,0.7563280313246683,1.1233935735034126,1.1153919554245488,1.1324496359842662,0.05,0.7904967602591793,0.7734444796723268,0.8065865151140355,0.3385853625264307,1.183610459120969,1.1580780867329448,1.2077016421444848,1.1951606684706433,1.1691407510643352,1.221759674494994,0.0591830794605607,0.9684593873967614,0.3341769593308465,0.3430219600841814,0.0566072819625452,0.0618683968263802,0.9655777902090756,0.9711069748170462,0.1,0.7898488120950324,0.7778753720637146,0.8013416646170386,0.3456849380819813,1.1826402866134929,1.1647124600047172,1.1998485297512904,1.2071383620296292,1.187484375874532,1.227117640188253,0.1182691374793829,0.9367236782207192,0.3411328000023281,0.350265527831592,0.1147170444450123,0.1219160705973619,0.9327654321009952,0.940463767528757,0.2,0.7630669546436285,0.7542984377901933,0.7716172903025669,0.3559317457746098,1.142539822971143,1.1294107264580826,1.1553422368755293,1.1847610088489084,1.1687069904168523,1.201035554333451,0.2285178357750396,0.8573193730896794,0.3510707158281843,0.3608226582852668,0.2238716599940194,0.2332314606247132,0.851702020034518,0.8627582342080067,0.0,,0.3321309775800251,0.0,1.0,,,,,,,0.3278548829442421,0.3364349279387877,0.0,0.0001242237567354,0.999750234733579,1.0,0.874874974994999,0.7008517466979385,0.6963736584907455,0.7052917399095878,0.5627481443121009,1.0493850188745888,1.0426799793281116,1.0560330188006242,1.6028559686621229,1.555641334933117,1.6515035944234857,0.9180815626920216,0.212004942446511,0.549936718760112,0.575476402757647,0.9149726197306118,0.9210866343287524,0.2056169454762748,0.2185368017413025
all,0.0,all,unplanned_icu,PopRI,any,49990,10243,0.2049009801960392,0.6989996127046083,0.6939960033636258,0.7040032220455908,0.3145971426427398,0.3092290034691986,0.3217968168628647,1.5353618237538385,1.509163124419139,1.570499157959056,0.05,0.3364,0.318142400072733,0.3551596171155746,0.802021478205938,1.6417686224738846,1.552664119851208,1.7333231728602536,1.6991742182514356,1.6034954044277836,1.800562082060153,0.082104852094113,0.9582610008302512,0.7984132010786507,0.8055808965476823,0.0769437408592784,0.0875793059300854,0.9562501590821816,0.960183268078264,0.1,0.3318663732746549,0.3189463297619699,0.3450446308952695,0.8092062857015848,1.6196426828077717,1.5565876232354658,1.683957932095531,1.739398881640261,1.6650318403701467,1.817087455083623,0.1619642682807771,0.9159685007673536,0.8055491235590309,0.8128106485976068,0.1549563861801521,0.1692256134713307,0.9132006334094982,0.9186559680869592,0.2,0.3205641128225645,0.3114864233929204,0.329779641048652,0.8240148029605922,1.564483061603046,1.5201802504551492,1.6094585820581973,1.8215402102870133,1.7579129344945912,1.887470461468788,0.3128966123206092,0.8290940196744409,0.8202514433730326,0.8277159193139925,0.3039886304930422,0.3219448864259663,0.8253615529752569,0.8327628777789338,0.874874974994999,0.2330398993940779,0.9918465227817744,0.9950209899443524,0.1560872518680655,1.1373293537742808,28.58165824921485,21.73455007919711,37.585833858912295,0.2291011906562787,0.2370255025572882,0.9892963369445074,0.9937929299255792,0.9934599737122076,0.9962108337295704,0.1525524110916777,0.1596885654616338,,,,,,,,,,,,,,,,,,,
all,0.0,all,unplanned_icu,PopRI,toward,49990,10243,0.2049009801960392,0.6989996127046083,0.6939960033636258,0.7040032220455908,0.3145971426427398,0.3092290034691986,0.3217968168628647,1.5353618237538385,1.509163124419139,1.570499157959056,0.05,0.3364,0.318142400072733,0.3551596171155746,0.802021478205938,1.6417686224738846,1.552664119851208,1.7333231728602536,1.6991742182514356,1.6034954044277836,1.800562082060153,0.082104852094113,0.9582610008302512,0.7984132010786507,0.8055808965476823,0.0769437408592784,0.0875793059300854,0.9562501590821816,0.960183268078264,0.1,0.3318663732746549,0.3189463297619699,0.3450446308952695,0.8092062857015848,1.6196426828077717,1.5565876232354658,1.683957932095531,1.739398881640261,1.6650318403701467,1.817087455083623,0.1619642682807771,0.9159685007673536,0.8055491235590309,0.8128106485976068,0.1549563861801521,0.1692256134713307,0.9132006334094982,0.9186559680869592,0.2,0.3205641128225645,0.3114864233929204,0.329779641048652,0.8240148029605922,1.564483061603046,1.5201802504551492,1.6094585820581973,1.8215402102870133,1.7579129344945912,1.887470461468788,0.3128966123206092,0.8290940196744409,0.8202514433730326,0.8277159193139925,0.3039886304930422,0.3219448864259663,0.8253615529752569,0.8327628777789338,0.874874974994999,0.2330398993940779,0.9918465227817744,0.9950209899443524,0.1560872518680655,1.1373293537742808,28.58165824921485,21.73455007919711,37.585833858912295,0.2291011906562787,0.2370255025572882,0.9892963369445074,0.9937929299255792,0.9934599737122076,0.9962108337295704,0.1525524110916777,0.1596885654616338,,,,,,,,,,,,,,,,,,,
