outcome,analyte,method,n,n_flagged,flag_rate,logrank_p,rr_24h,rr_72h,rr_168h,rr_720h,landmark_hours,anchor,target_sensitivity
mortality,CL,PerRI,12993,704,0.0541830216270299,0.013262742085736,3.981704642886637,2.5017493528297297,1.4979195022789495,0.7199138873846757,24.0,soc_rate,0.25
mortality,CL,Cohen_m2,12993,2619,0.2015700761948741,0.1228040357752678,1.4344383250008108,1.2492544933839296,1.5145351941826115,1.19068937476042,24.0,sensitivity,0.25
mortality,CL,Cohen_m3,9364,1659,0.1771678769756514,0.0402389318684683,1.9238038053448303,0.9746314833474102,1.080934140585639,1.1737371684998914,72.0,sensitivity,0.25
mortality,CL,Cohen_m3,9364,1484,0.1584792823579666,0.0749401952489071,2.193392257108264,0.8996092466568011,1.1332197805043314,1.3483334139580374,72.0,soc_rate,0.25
mortality,CL,Cohen_m4,9364,1823,0.1946817599316531,0.0204867652659377,1.712569048823428,1.2298688568550835,1.2513265546985732,1.5414272319043305,72.0,sensitivity,0.25
mortality,CL,Cohen_m4,9364,1484,0.1584792823579666,0.0481630528591371,1.7280311066217888,0.7093411261498632,1.1695344428004757,1.5625362037319106,72.0,soc_rate,0.25
mortality,CL,Gaussian_mle,9364,2184,0.2332336608287056,0.2108755441602973,1.3639880009901342,1.5327178629171945,1.006718671932277,0.9866768042531838,72.0,sensitivity,0.25
mortality,CL,Gaussian_mle,9364,1456,0.1554891072191371,0.2707449928004408,1.201318328666116,1.1383828967362448,0.99712202243206,1.021148496820179,72.0,soc_rate,0.25
mortality,CL,Gaussian_trunc,9364,3295,0.3518795386586928,0.5224072804812769,0.6706131667088768,0.7127861086054144,0.5449730771045216,0.9285483292238544,72.0,sensitivity,0.25
mortality,CL,Gaussian_trunc,9364,1456,0.1554891072191371,0.085268625165242,0.7827324719370956,0.5549012791583405,0.4936235818569158,0.7018465655717466,72.0,soc_rate,0.25
mortality,CL,Gaussian_eb,9364,2152,0.2298163178129004,0.2197394371369546,1.1423315367879463,1.0633025680642314,1.0169332492059628,1.1662679959350977,72.0,sensitivity,0.25
