method,state,analyte,n,coverage95,width_rel,inside_pop,n_analytes
Cohen_m4,low,NA,72940,0.09,0.7162,0.9276,
Cohen_m4,low,PLT,59891,0.2171,0.6989,0.9845,
Cohen_m4,low,RBC,206724,0.2112,0.8504,0.3068,
Cohen_m4,low,TBIL,4092,0.6505,0.673,0.7161,
Cohen_m4,low,TC,45,0.1778,0.9401,0.9912,
Cohen_m4,low,TP,31767,0.2413,0.5666,0.6425,
Cohen_m4,low,WBC,13297,0.4751,0.8736,0.7162,
Cohen_m4,normal,ALB,5734,0.88,0.4027,0.8012,
Cohen_m4,normal,ALP,33825,0.7578,0.7929,0.767,
Cohen_m4,normal,ALT,28557,0.7049,1.0449,0.7124,
Cohen_m4,normal,AST,31768,0.5433,0.7062,0.8494,
Cohen_m4,normal,BUN,101350,0.7726,0.8018,0.8379,
Cohen_m4,normal,CA,112686,0.8967,0.6672,0.8341,
Cohen_m4,normal,CL,149433,0.6597,0.6145,1.0,
Cohen_m4,normal,CO2,191242,0.7137,0.7881,0.9724,
Cohen_m4,normal,CRE,126540,0.7079,0.7265,0.9464,
Cohen_m4,normal,DBIL,1534,0.4185,0.3418,1.0,
Cohen_m4,normal,GLU,186941,0.3258,0.6288,0.2679,
Cohen_m4,normal,HCT,12875,0.8295,0.8871,0.6,
Cohen_m4,normal,HGB,14144,0.9547,1.1212,0.5951,
Cohen_m4,normal,K,270821,0.7727,0.627,1.0,
Cohen_m4,normal,MCH,144080,0.9126,0.8736,0.7417,
Cohen_m4,normal,MCHC,91786,0.9151,0.7731,0.6874,
Cohen_m4,normal,MCV,187982,0.9924,0.8597,0.8797,
Cohen_m4,normal,NA,195643,0.7669,0.7162,0.9979,
Cohen_m4,normal,PLT,156757,0.8631,0.6989,0.9952,
Cohen_m4,normal,RBC,18465,0.9462,0.9922,0.697,
Cohen_m4,normal,RDW,56134,0.698,0.4305,0.4706,
Cohen_m4,normal,TBIL,34309,0.7769,0.673,0.8916,
Cohen_m4,normal,TC,51,0.7451,0.9401,0.8944,
Cohen_m4,normal,TGL,508,0.6535,0.6524,0.886,
Cohen_m4,normal,TP,23552,0.7609,0.5666,0.7912,
Cohen_m4,normal,WBC,124946,0.8456,0.8736,0.843,
Cohen_m4,all,ALB,74764,0.0982,0.4027,0.7574,
Cohen_m4,all,ALP,48535,0.7205,0.7929,0.6583,
Cohen_m4,all,ALT,44795,0.6304,1.0449,0.6352,
Cohen_m4,all,AST,46065,0.4292,0.7062,0.8025,
Cohen_m4,all,BUN,247304,0.3721,0.8018,0.789,
Cohen_m4,all,CA,252551,0.505,0.6672,0.7989,
Cohen_m4,all,CL,261984,0.3893,0.6145,1.0,
Cohen_m4,all,CO2,383508,0.379,0.7881,0.9543,
Cohen_m4,all,CRE,233867,0.5379,0.7265,0.7335,
Cohen_m4,all,DBIL,3730,0.1721,0.3418,1.0,
Cohen_m4,all,GLU,1054644,0.1928,0.6288,0.234,
Cohen_m4,all,HCT,269390,0.2342,1.1089,0.1416,
Cohen_m4,all,HDL,31,0.4516,0.7754,0.6036,
Cohen_m4,all,HGB,275041,0.3613,1.1212,0.2355,
Cohen_m4,all,K,324223,0.6481,0.627,1.0,
Cohen_m4,all,MCH,203328,0.849,0.8736,0.6688,
Cohen_m4,all,MCHC,216234,0.6777,0.7731,0.5563,
Cohen_m4,all,MCV,213107,0.9861,0.8597,0.8467,
Cohen_m4,all,NA,290647,0.5444,0.7162,0.9792,
Cohen_m4,all,PLT,219693,0.6799,0.6989,0.9919,
Cohen_m4,all,RBC,225485,0.272,0.8504,0.3692,
Cohen_m4,all,RDW,199814,0.6162,0.4305,0.0,
Cohen_m4,all,TBIL,45074,0.664,0.673,0.8719,
Cohen_m4,all,TC,99,0.4949,0.9401,0.9152,
Cohen_m4,all,TGL,853,0.4842,0.6524,0.8142,
Cohen_m4,all,TP,56198,0.4554,0.5666,0.6914,
Cohen_m4,all,WBC,214523,0.6065,0.8736,0.8105,
Gaussian_mle,high,ALP,14524,0.0571,0.7268,1.0,
Gaussian_mle,high,ALT,13268,0.033,0.8583,1.0,
Gaussian_mle,high,AST,13031,0.0371,0.9554,1.0,
Gaussian_mle,high,BUN,126256,0.0306,1.0,1.0,
Gaussian_mle,high,CA,1045,0.2335,0.9203,0.874,
Gaussian_mle,high,CL,68884,0.1249,1.0,0.8493,
Gaussian_mle,high,CO2,116368,0.0804,1.1087,0.7954,
Gaussian_mle,high,CRE,62706,0.0302,1.0,1.0,
Gaussian_mle,high,DBIL,1815,0.005,1.0,1.0,
Gaussian_mle,high,GLU,847762,0.0375,1.0,0.8885,
Gaussian_mle,high,HCT,154,0.2338,0.8246,0.9007,
Gaussian_mle,high,HGB,60,0.2833,0.6887,0.9729,
Gaussian_mle,high,K,10722,0.1372,0.932,0.8897,
Gaussian_mle,high,MCH,21229,0.0647,1.0,1.0,
Gaussian_mle,high,MCHC,378,0.3122,0.7796,0.9082,
Gaussian_mle,high,MCV,19266,0.0948,0.529,1.0,
Gaussian_mle,high,NA,22064,0.1662,1.0121,0.8293,
Gaussian_mle,high,PLT,3045,0.2079,0.7421,0.9343,
Gaussian_mle,high,RBC,296,0.2162,0.7302,0.9055,
Gaussian_mle,high,RDW,143680,0.0194,1.0,1.0,
Gaussian_mle,high,TBIL,6673,0.0565,0.951,0.936,
Gaussian_mle,high,TGL,339,0.0678,1.0,1.0,
Gaussian_mle,high,TP,879,0.1559,0.9125,0.885,
Gaussian_mle,high,WBC,76280,0.0725,0.9382,1.0,
Gaussian_mle,low,ALB,69030,0.0241,1.0,1.0,
Gaussian_mle,low,ALP,186,0.4086,0.4536,0.9078,
Gaussian_mle,low,ALT,2970,0.4731,0.6701,0.8265,
Gaussian_mle,low,AST,1266,0.6746,0.7858,0.8006,
Gaussian_mle,low,BUN,19698,0.2708,1.0,0.8292,
Gaussian_mle,low,CA,138820,0.1183,1.0,1.0,
Gaussian_mle,low,CL,43667,0.13,1.0,0.8228,
Gaussian_mle,low,CO2,75898,0.1037,1.0,0.8204,
Gaussian_mle,low,CRE,44621,0.2728,0.879,0.8479,
Gaussian_mle,low,DBIL,381,0.0551,1.0,1.0,
Gaussian_mle,low,GLU,19941,0.0804,1.0492,0.8632,
Gaussian_mle,low,HCT,256361,0.0127,1.0,1.0,
Gaussian_mle,low,HDL,29,0.0,1.0,1.0,
Gaussian_mle,low,HGB,260837,0.0152,1.0,1.0,
Gaussian_mle,low,K,42680,0.3474,0.863,0.845,
Gaussian_mle,low,MCH,38019,0.0645,1.0,1.0,
Gaussian_mle,low,MCHC,124070,0.0837,0.8414,0.978,
Gaussian_mle,low,MCV,5859,0.1101,0.7887,1.0,
Gaussian_mle,low,NA,72940,0.1553,0.9017,0.838,
Gaussian_mle,low,PLT,59891,0.1269,0.9437,1.0,
Gaussian_mle,low,RBC,206724,0.0222,1.0,1.0,
Gaussian_mle,low,TBIL,4092,0.4211,0.5842,0.743,
Gaussian_mle,low,TC,45,0.1556,1.0,1.0,
Gaussian_mle,low,TP,31767,0.128,1.0,1.0,
Gaussian_mle,low,WBC,13297,0.2949,0.9886,0.887,
Gaussian_mle,normal,ALB,5734,0.8898,0.547,0.8881,
Gaussian_mle,normal,ALP,33825,0.825,0.5208,1.0,
Gaussian_mle,normal,ALT,28557,0.8118,0.6723,0.9475,
Gaussian_mle,normal,AST,31768,0.849,0.7514,0.9482,
Gaussian_mle,normal,BUN,101350,0.8242,0.9102,0.8827,
Gaussian_mle,normal,CA,112686,0.8514,0.7268,0.8608,
Gaussian_mle,normal,CL,149433,0.8528,1.0,0.8315,
Gaussian_mle,normal,CO2,191242,0.8552,1.0874,0.7992,
Gaussian_mle,normal,CRE,126540,0.8608,0.7157,0.9327,
Gaussian_mle,normal,DBIL,1534,0.8709,1.0,0.742,
Gaussian_mle,normal,GLU,186941,0.8893,1.0,0.8696,
Gaussian_mle,normal,HCT,12875,0.8629,0.8387,0.938,
Gaussian_mle,normal,HGB,14144,0.8655,0.6844,0.9408,
Gaussian_mle,normal,K,270821,0.8884,0.853,0.8897,
Gaussian_mle,normal,MCH,144080,0.8529,0.4145,1.0,
Gaussian_mle,normal,MCHC,91786,0.8771,0.6533,0.9056,
Gaussian_mle,normal,MCV,187982,0.8378,0.313,1.0,
Gaussian_mle,normal,NA,195643,0.8654,0.8931,0.8643,
Gaussian_mle,normal,PLT,156757,0.7388,0.5311,0.9672,
Gaussian_mle,normal,RBC,18465,0.8582,0.7184,0.9422,
Gaussian_mle,normal,RDW,56134,0.8024,0.1817,1.0,
Gaussian_mle,normal,TBIL,34309,0.8578,0.7591,0.8635,
Gaussian_mle,normal,TC,51,0.8039,0.9593,0.8373,
Gaussian_mle,normal,TGL,508,0.8366,0.7094,0.9919,
Gaussian_mle,normal,TP,23552,0.8628,0.8224,0.875,
Gaussian_mle,normal,WBC,124946,0.8503,0.8251,0.9394,
Gaussian_mle,all,ALB,74764,0.0905,1.0,1.0,
Gaussian_mle,all,ALP,48535,0.5936,0.566,1.0,
Gaussian_mle,all,ALT,44795,0.5587,0.7194,0.9629,
Gaussian_mle,all,AST,46065,0.6145,0.7913,0.9661,
Gaussian_mle,all,BUN,247304,0.375,1.0,0.9378,
Gaussian_mle,all,CA,252551,0.4459,0.8537,0.9031,
Gaussian_mle,all,CL,261984,0.541,1.0,0.8331,
Gaussian_mle,all,CO2,383508,0.4714,1.0685,0.8015,
Gaussian_mle,all,CRE,233867,0.5259,0.8131,0.9543,
Gaussian_mle,all,DBIL,3730,0.3662,1.0,1.0,
Gaussian_mle,all,GLU,1054644,0.1893,1.0,0.8829,
Gaussian_mle,all,HCT,269390,0.0534,1.0,1.0,
Gaussian_mle,all,HDL,31,0.0323,1.0,1.0,
Gaussian_mle,all,HGB,275041,0.059,1.0,1.0,
Gaussian_mle,all,K,324223,0.7923,0.8561,0.8829,
Gaussian_mle,all,MCH,203328,0.6232,0.4576,1.0,
Gaussian_mle,all,MCHC,216234,0.4209,0.7146,0.931,
Gaussian_mle,all,MCV,213107,0.7506,0.3245,1.0,
Gaussian_mle,all,NA,290647,0.6341,0.9032,0.8563,
Gaussian_mle,all,PLT,219693,0.5647,0.5711,0.9895,
Gaussian_mle,all,RBC,225485,0.0909,1.0,1.0,
Gaussian_mle,all,RDW,199814,0.2394,0.6077,1.0,
Gaussian_mle,all,TBIL,45074,0.6995,0.7711,0.8608,
Gaussian_mle,all,TC,99,0.5051,1.0,0.9276,
Gaussian_mle,all,TGL,853,0.5264,0.836,1.0,
Gaussian_mle,all,TP,56198,0.4364,1.0,0.9453,
Gaussian_mle,all,WBC,214523,0.5393,0.8629,0.95,
Gaussian_trunc,high,ALP,14524,0.1358,0.82,1.0,
Gaussian_trunc,high,ALT,13268,0.1013,1.0,1.0,
Gaussian_trunc,high,AST,13031,0.1095,1.0,1.0,
Gaussian_trunc,high,BUN,126256,0.1322,1.0,1.0,
Gaussian_trunc,high,CA,1045,0.3014,1.2684,0.5929,
Gaussian_trunc,high,CL,68884,0.2616,1.2612,0.5586,
Gaussian_trunc,high,CO2,116368,0.3459,3.0151,0.0909,
Gaussian_trunc,high,CRE,62706,0.0849,1.0,1.0,
Gaussian_trunc,high,DBIL,1815,0.0882,1.0,1.0,
Gaussian_trunc,high,GLU,847762,0.2745,1.0355,0.6913,
Gaussian_trunc,high,HCT,154,0.3247,0.9414,0.7829,
Gaussian_trunc,high,HGB,60,0.35,0.7396,0.9255,
Gaussian_trunc,high,K,10722,0.3161,1.2716,0.6225,
Gaussian_trunc,high,MCH,21229,0.1116,1.0,1.0,
Gaussian_trunc,high,MCHC,378,0.4286,0.9534,0.7936,
Gaussian_trunc,high,MCV,19266,0.2001,0.8351,1.0,
Gaussian_trunc,high,NA,22064,0.3752,2.0156,0.2767,
Gaussian_trunc,high,PLT,3045,0.2644,0.8611,0.8347,
Gaussian_trunc,high,RBC,296,0.3108,0.8518,0.846,
Gaussian_trunc,high,RDW,143680,0.0438,1.0,1.0,
Gaussian_trunc,high,TBIL,6673,0.1503,1.0,0.8363,
Gaussian_trunc,high,TGL,339,0.1357,1.0,1.0,
Gaussian_trunc,high,TP,879,0.3129,1.1516,0.6958,
Gaussian_trunc,high,WBC,76280,0.1772,1.0,1.0,
Gaussian_trunc,low,ALB,69030,0.0359,1.0,1.0,
Gaussian_trunc,low,ALP,186,0.3172,0.6895,0.812,
Gaussian_trunc,low,ALT,2970,0.3623,1.0,0.5135,
Gaussian_trunc,low,AST,1266,0.4368,1.2353,0.3026,
Gaussian_trunc,low,BUN,19698,0.3219,1.2445,0.4748,
Gaussian_trunc,low,CA,138820,0.1348,1.0,1.0,
Gaussian_trunc,low,CL,43667,0.2959,1.5738,0.284,
Gaussian_trunc,low,CO2,75898,0.2946,1.4944,0.1745,
Gaussian_trunc,low,CRE,44621,0.2625,1.0,0.5564,
Gaussian_trunc,low,DBIL,381,0.0551,1.0,1.0,
Gaussian_trunc,low,GLU,19941,0.2774,1.8232,0.4287,
Gaussian_trunc,low,HCT,256361,0.0418,1.0,1.0,
Gaussian_trunc,low,HDL,29,0.1034,1.0,1.0,
Gaussian_trunc,low,HGB,260837,0.0408,1.0,1.0,
Gaussian_trunc,low,K,42680,0.4399,1.2989,0.4655,
Gaussian_trunc,low,MCH,38019,0.1062,1.0,1.0,
Gaussian_trunc,low,MCHC,124070,0.1767,1.0,0.9622,
Gaussian_trunc,low,MCV,5859,0.1444,1.0,1.0,
Gaussian_trunc,low,NA,72940,0.2988,1.132,0.4982,
Gaussian_trunc,low,PLT,59891,0.1837,1.0,1.0,
Gaussian_trunc,low,RBC,206724,0.0506,1.0,1.0,
Gaussian_trunc,low,TBIL,4092,0.1767,1.1396,0.0,
Gaussian_trunc,low,TC,45,0.1333,1.0,1.0,
Gaussian_trunc,low,TP,31767,0.144,1.0,1.0,
Gaussian_trunc,low,WBC,13297,0.348,1.0,0.7032,
Gaussian_trunc,normal,ALB,5734,0.6203,0.8193,0.7658,
Gaussian_trunc,normal,ALP,33825,0.7709,0.5233,1.0,
Gaussian_trunc,normal,ALT,28557,0.6617,0.7739,0.8816,
Gaussian_trunc,normal,AST,31768,0.715,0.8697,0.8743,
Gaussian_trunc,normal,BUN,101350,0.6353,1.0508,0.6883,
Gaussian_trunc,normal,CA,112686,0.5842,1.0,0.6095,
Gaussian_trunc,normal,CL,149433,0.5849,1.6648,0.3844,
Gaussian_trunc,normal,CO2,191242,0.5377,2.8213,0.0944,
Gaussian_trunc,normal,CRE,126540,0.6605,0.8833,0.8085,
Gaussian_trunc,normal,DBIL,1534,0.4785,1.6648,0.0181,
Gaussian_trunc,normal,GLU,186941,0.6966,1.3311,0.5818,
Gaussian_trunc,normal,HCT,12875,0.7144,1.0,0.8877,
Gaussian_trunc,normal,HGB,14144,0.7178,0.8392,0.9001,
Gaussian_trunc,normal,K,270821,0.693,1.1271,0.6562,
Gaussian_trunc,normal,MCH,144080,0.7754,0.4367,1.0,
Gaussian_trunc,normal,MCHC,91786,0.6859,0.8049,0.78,
Gaussian_trunc,normal,MCV,187982,0.7968,0.3157,1.0,
Gaussian_trunc,normal,NA,195643,0.6496,1.2661,0.5702,
Gaussian_trunc,normal,PLT,156757,0.6542,0.6077,0.9101,
Gaussian_trunc,normal,RBC,18465,0.683,0.8712,0.8886,
Gaussian_trunc,normal,RDW,56134,0.7339,0.1893,1.0,
Gaussian_trunc,normal,TBIL,34309,0.555,1.038,0.5563,
Gaussian_trunc,normal,TC,51,0.6471,1.0,0.6445,
Gaussian_trunc,normal,TGL,508,0.75,0.7501,0.9781,
Gaussian_trunc,normal,TP,23552,0.6188,1.0,0.6848,
Gaussian_trunc,normal,WBC,124946,0.739,0.9631,0.8522,
Gaussian_trunc,all,ALB,74764,0.0807,1.0,1.0,
Gaussian_trunc,all,ALP,48535,0.5791,0.5834,1.0,
Gaussian_trunc,all,ALT,44795,0.4759,0.8492,0.9144,
Gaussian_trunc,all,AST,46065,0.5361,0.9516,0.9146,
Gaussian_trunc,all,BUN,247304,0.3535,1.0,0.862,
Gaussian_trunc,all,CA,252551,0.336,1.0,0.7814,
Gaussian_trunc,all,CL,261984,0.4517,1.5387,0.4165,
Gaussian_trunc,all,CO2,383508,0.4314,2.617,0.0987,
Gaussian_trunc,all,CRE,233867,0.4302,1.0,0.8729,
Gaussian_trunc,all,DBIL,3730,0.2453,1.0,1.0,
Gaussian_trunc,all,GLU,1054644,0.3494,1.1147,0.6636,
Gaussian_trunc,all,HCT,269390,0.0741,1.0,1.0,
Gaussian_trunc,all,HDL,31,0.0968,1.0,1.0,
Gaussian_trunc,all,HGB,275041,0.0757,1.0,1.0,
Gaussian_trunc,all,K,324223,0.6472,1.1508,0.6319,
Gaussian_trunc,all,MCH,203328,0.581,0.5113,1.0,
Gaussian_trunc,all,MCHC,216234,0.3933,1.0,0.8546,
Gaussian_trunc,all,MCV,213107,0.7249,0.334,1.0,
Gaussian_trunc,all,NA,290647,0.5407,1.2664,0.5379,
Gaussian_trunc,all,PLT,219693,0.5205,0.6771,0.9568,
Gaussian_trunc,all,RBC,225485,0.1027,1.0,1.0,
Gaussian_trunc,all,RDW,199814,0.2377,1.0,1.0,
Gaussian_trunc,all,TBIL,45074,0.4608,1.0132,0.5535,
Gaussian_trunc,all,TC,99,0.4141,1.0,0.8861,
Gaussian_trunc,all,TGL,853,0.5018,0.8628,1.0,
Gaussian_trunc,all,TP,56198,0.3456,1.0,0.8937,
Gaussian_trunc,all,WBC,214523,0.515,1.0,0.8865,
Gaussian_eb,high,ALP,14524,0.0593,0.6142,1.0,
Gaussian_eb,high,ALT,13268,0.0383,0.8013,0.9796,
Gaussian_eb,high,AST,13031,0.0341,0.7861,1.0,
Gaussian_eb,high,BUN,126256,0.024,0.9707,0.9662,
Gaussian_eb,high,CA,1045,0.1694,0.8561,0.9103,
Gaussian_eb,high,CL,68884,0.0051,1.0,0.9637,
Gaussian_eb,high,CO2,116368,0.0099,1.175,0.8507,
Gaussian_eb,high,CRE,62706,0.048,0.9395,1.0,
Gaussian_eb,high,DBIL,1815,0.0006,1.0,1.0,
Gaussian_eb,high,GLU,847762,0.0264,0.9719,0.9291,
Gaussian_eb,high,HCT,154,0.1818,0.7598,0.9452,
Gaussian_eb,high,HGB,60,0.15,0.6443,0.9823,
Gaussian_eb,high,K,10722,0.083,0.8965,0.9341,
Gaussian_eb,high,MCH,21229,0.195,0.8456,1.0,
Gaussian_eb,high,MCHC,378,0.3254,0.7963,0.9268,
Gaussian_eb,high,MCV,19266,0.2347,0.5027,0.9289,
Gaussian_eb,high,NA,22064,0.0744,0.9381,0.919,
Gaussian_eb,high,PLT,3045,0.176,0.7016,0.9588,
Gaussian_eb,high,RBC,296,0.1892,0.7209,0.9243,
Gaussian_eb,high,RDW,143680,0.0583,1.0,1.0,
Gaussian_eb,high,TBIL,6673,0.0478,0.8151,0.9234,
Gaussian_eb,high,TGL,339,0.0649,0.8692,0.9777,
Gaussian_eb,high,TP,879,0.0887,0.8167,0.9216,
Gaussian_eb,high,WBC,76280,0.0816,0.8858,0.9354,
Gaussian_eb,low,ALB,69030,0.0374,1.0,1.0,
Gaussian_eb,low,ALP,186,0.6075,0.5104,0.8279,
Gaussian_eb,low,ALT,2970,0.6828,0.7389,0.805,
Gaussian_eb,low,AST,1266,0.7133,0.7313,0.8268,
Gaussian_eb,low,BUN,19698,0.1726,0.9497,0.9031,
Gaussian_eb,low,CA,138820,0.1549,0.8618,0.8735,
Gaussian_eb,low,CL,43667,0.0072,1.001,0.9537,
Gaussian_eb,low,CO2,75898,0.0233,1.1754,0.8501,
Gaussian_eb,low,CRE,44621,0.2807,0.7655,0.8513,
Gaussian_eb,low,DBIL,381,0.0,1.0,1.0,
Gaussian_eb,low,GLU,19941,0.0197,0.9755,0.9351,
Gaussian_eb,low,HCT,256361,0.0113,1.0,1.0,
Gaussian_eb,low,HDL,29,0.0,1.0,1.0,
Gaussian_eb,low,HGB,260837,0.0141,1.0,1.0,
Gaussian_eb,low,K,42680,0.2975,0.8817,0.8828,
Gaussian_eb,low,MCH,38019,0.1738,1.0,1.0,
Gaussian_eb,low,MCHC,124070,0.149,0.8302,0.8603,
Gaussian_eb,low,MCV,5859,0.319,0.5318,0.9664,
Gaussian_eb,low,NA,72940,0.1416,0.9151,0.8794,
Gaussian_eb,low,PLT,59891,0.2286,0.6019,0.931,
Gaussian_eb,low,RBC,206724,0.0224,1.0,1.0,
Gaussian_eb,low,TBIL,4092,0.6246,0.6566,0.7487,
Gaussian_eb,low,TC,45,0.3111,1.0,1.0,
Gaussian_eb,low,TP,31767,0.1108,0.7889,0.9265,
Gaussian_eb,low,WBC,13297,0.2649,0.9049,0.9094,
Gaussian_eb,normal,ALB,5734,0.9323,0.5278,0.8552,
Gaussian_eb,normal,ALP,33825,0.8696,0.524,1.0,
Gaussian_eb,normal,ALT,28557,0.8909,0.7241,0.9302,
Gaussian_eb,normal,AST,31768,0.8898,0.7178,0.9636,
Gaussian_eb,normal,BUN,101350,0.9161,0.9213,0.9197,
Gaussian_eb,normal,CA,112686,0.9332,0.7842,0.8601,
Gaussian_eb,normal,CL,149433,0.9553,0.9985,0.9534,
Gaussian_eb,normal,CO2,191242,0.9937,1.174,0.8513,
Gaussian_eb,normal,CRE,126540,0.9036,0.7036,0.9455,
Gaussian_eb,normal,DBIL,1534,0.8774,0.9603,0.8372,
Gaussian_eb,normal,GLU,186941,0.9522,0.9534,0.9191,
Gaussian_eb,normal,HCT,12875,0.9226,0.8076,0.9316,
Gaussian_eb,normal,HGB,14144,0.907,0.6416,0.9305,
Gaussian_eb,normal,K,270821,0.9384,0.8729,0.9202,
Gaussian_eb,normal,MCH,144080,0.9179,0.4723,1.0,
Gaussian_eb,normal,MCHC,91786,0.9499,0.7587,0.8859,
Gaussian_eb,normal,MCV,187982,0.9116,0.3581,1.0,
Gaussian_eb,normal,NA,195643,0.9248,0.9016,0.913,
Gaussian_eb,normal,PLT,156757,0.7909,0.5313,0.9426,
Gaussian_eb,normal,RBC,18465,0.91,0.6882,0.9351,
Gaussian_eb,normal,RDW,56134,0.9078,0.2329,1.0,
Gaussian_eb,normal,TBIL,34309,0.8943,0.7437,0.8941,
Gaussian_eb,normal,TC,51,0.9608,0.805,0.8757,
Gaussian_eb,normal,TGL,508,0.9331,0.7945,0.972,
Gaussian_eb,normal,TP,23552,0.8981,0.7679,0.8972,
Gaussian_eb,normal,WBC,124946,0.93,0.8505,0.944,
Gaussian_eb,all,ALB,74764,0.106,1.0,1.0,
Gaussian_eb,all,ALP,48535,0.6261,0.554,1.0,
Gaussian_eb,all,ALT,44795,0.6246,0.7546,0.9339,
Gaussian_eb,all,AST,46065,0.6429,0.7348,0.9693,
Gaussian_eb,all,BUN,247304,0.4014,0.9552,0.9346,
Gaussian_eb,all,CA,252551,0.5022,0.8284,0.8679,
Gaussian_eb,all,CL,261984,0.5474,1.0,0.9559,
Gaussian_eb,all,CO2,383508,0.5031,1.1746,0.8509,
Gaussian_eb,all,CRE,233867,0.5553,0.7385,0.9422,
Gaussian_eb,all,DBIL,3730,0.3611,1.0,0.9295,
Gaussian_eb,all,GLU,1054644,0.1904,0.9719,0.9268,
Gaussian_eb,all,HCT,269390,0.055,1.0,1.0,
Gaussian_eb,all,HDL,31,0.0645,1.0,1.0,
Gaussian_eb,all,HGB,275041,0.0601,1.0,1.0,
Gaussian_eb,all,K,324223,0.8258,0.8747,0.9155,
Gaussian_eb,all,MCH,203328,0.7033,0.5063,1.0,
Gaussian_eb,all,MCHC,216234,0.4893,0.7963,0.8729,
Gaussian_eb,all,MCV,213107,0.8341,0.3686,1.0,
Gaussian_eb,all,NA,290647,0.6637,0.9073,0.9067,
Gaussian_eb,all,PLT,219693,0.6291,0.5557,0.9412,
Gaussian_eb,all,RBC,225485,0.0953,1.0,1.0,
Gaussian_eb,all,RDW,199814,0.297,0.3603,1.0,
Gaussian_eb,all,TBIL,45074,0.7445,0.7456,0.8862,
Gaussian_eb,all,TC,99,0.6364,0.8074,0.9342,
Gaussian_eb,all,TGL,853,0.5862,0.807,0.9724,
Gaussian_eb,all,TP,56198,0.4404,0.7889,0.908,
Gaussian_eb,all,WBC,214523,0.5871,0.8627,0.9392,
NORMA_q_age_set,high,ALP,14524,0.1212,0.6471,0.869,
NORMA_q_age_set,high,ALT,13268,0.1769,0.9409,0.6914,
NORMA_q_age_set,high,AST,13031,0.119,1.0159,0.7711,
NORMA_q_age_set,high,BUN,126256,0.1353,1.6271,0.5137,
NORMA_q_age_set,high,CA,1045,0.4115,0.9403,0.8711,
NORMA_q_age_set,high,CL,68884,0.1602,1.2952,0.7245,
NORMA_q_age_set,high,CO2,116368,0.1505,1.393,0.6964,
NORMA_q_age_set,high,CRE,62706,0.1428,1.2269,0.6096,
NORMA_q_age_set,high,DBIL,1815,0.2457,2.6079,0.2966,
NORMA_q_age_set,high,GLU,847762,0.0401,1.1791,0.7755,
NORMA_q_age_set,high,HCT,154,0.4026,1.0123,0.8593,
NORMA_q_age_set,high,HGB,60,0.4,0.8403,0.8287,
NORMA_q_age_set,high,K,10722,0.1532,0.9078,0.9239,
NORMA_q_age_set,high,MCH,21229,0.2134,0.6435,0.7988,
NORMA_q_age_set,high,MCHC,378,0.328,0.8973,0.9146,
NORMA_q_age_set,high,MCV,19266,0.1791,0.4012,0.8607,
NORMA_q_age_set,high,NA,22064,0.1518,1.0174,0.855,
NORMA_q_age_set,high,PLT,3045,0.4686,0.6094,0.9285,
NORMA_q_age_set,high,RBC,296,0.2804,0.8272,0.8896,
NORMA_q_age_set,high,RDW,143680,0.131,0.449,0.6694,
NORMA_q_age_set,high,TBIL,6673,0.1591,1.0474,0.7452,
NORMA_q_age_set,high,TGL,339,0.1121,0.7634,0.8678,
NORMA_q_age_set,high,TP,879,0.1832,0.8608,0.9086,
NORMA_q_age_set,high,WBC,76280,0.1633,1.1905,0.7718,
NORMA_q_age_set,low,ALB,69030,0.1316,0.8611,0.622,
NORMA_q_age_set,low,ALP,186,0.3925,0.3758,0.8914,
NORMA_q_age_set,low,ALT,2970,0.4323,0.5447,0.8394,
NORMA_q_age_set,low,AST,1266,0.4787,0.6601,0.8579,
NORMA_q_age_set,low,BUN,19698,0.3996,0.9271,0.7612,
NORMA_q_age_set,low,CA,138820,0.1989,0.9225,0.7871,
NORMA_q_age_set,low,CL,43667,0.251,1.1232,0.7606,
NORMA_q_age_set,low,CO2,75898,0.2142,1.3408,0.6958,
NORMA_q_age_set,low,CRE,44621,0.2951,0.834,0.803,
NORMA_q_age_set,low,DBIL,381,0.9239,0.3119,0.0,
NORMA_q_age_set,low,GLU,19941,0.3511,1.1796,0.7591,
NORMA_q_age_set,low,HCT,256361,0.1061,1.7625,0.4176,
NORMA_q_age_set,low,HDL,29,0.2414,0.4656,0.4479,
NORMA_q_age_set,low,HGB,260837,0.0996,1.3231,0.5143,
NORMA_q_age_set,low,K,42680,0.2184,0.8778,0.8944,
NORMA_q_age_set,low,MCH,38019,0.2115,0.6474,0.7496,
NORMA_q_age_set,low,MCHC,124070,0.1411,0.8645,0.8097,
NORMA_q_age_set,low,MCV,5859,0.2285,0.3217,0.8339,
NORMA_q_age_set,low,NA,72940,0.1856,0.9475,0.8238,
NORMA_q_age_set,low,PLT,59891,0.1616,0.4109,0.8448,
NORMA_q_age_set,low,RBC,206724,0.1016,1.2942,0.5496,
NORMA_q_age_set,low,TBIL,4092,0.3605,0.6074,0.7759,
NORMA_q_age_set,low,TC,45,0.1778,0.4525,0.8158,
NORMA_q_age_set,low,TP,31767,0.2021,0.8562,0.7533,
NORMA_q_age_set,low,WBC,13297,0.342,0.8971,0.8239,
NORMA_q_age_set,normal,ALB,5734,0.9486,0.5998,0.8527,
NORMA_q_age_set,normal,ALP,33825,0.8704,0.4948,1.0,
