analyte,outcome,method,anchor,n_patients,n_events,n_nonevents,meas_flag_rate,alerts_per_100_patient_days,nonevents_flagged_frac,events_flagged_frac,events_flagged_before_frac,median_lead_h,iqr25_lead_h,iqr75_lead_h,median_lead_h_early,iqr25_lead_h_early,iqr75_lead_h_early,median_lead_tests_early,median_lead_tests,median_tests_per_day,detected_0h_before,detected_6h_before,detected_12h_before,detected_24h_before,detected_48h_before,detected_72h_before,median_lead_h_low_intensity,detected_24h_low_intensity,median_lead_h_mid_intensity,detected_24h_mid_intensity,median_lead_h_high_intensity,detected_24h_high_intensity,lm_n,lm_events,lm_tp,lm_fp,rr_landmark,direction,window_hours,age_band,n_early,n_24h,n_nonevents_flagged,target_rate
ALB,pop_abnormal,Gaussian_trunc,native,2014.0,1107,907,0.2374816983894582,23.075140223405075,0.1510474090407938,0.5302619692863595,0.037940379403794,0.0,0.0,0.0,24.375,23.09166666666664,43.38750000000002,0.0,0.0,1.0082621679307395,0.5302619692863595,0.037940379403794,0.035230352303523,0.023486901535682,0.008130081300813,0.002710027100271,0.0,0.029126213592233,0.0,0.033434650455927,0.0,0.0127931769722814,1191.0,284.0,32.0,99.0,1.024405977851844,toward_bound,168.0,all,,,,all
ALB,pop_abnormal,Gaussian_eb,soc_rate,2014.0,1107,907,0.330307467057101,32.09464632799128,0.1819184123484013,0.7588075880758808,0.033423667570009,0.0,0.0,0.0,24.083333333333343,19.23333333333334,51.66666666666666,0.0,0.0,1.0082621679307395,0.7588075880758808,0.033423667570009,0.029810298102981,0.018970189701897,0.009936766034327,0.004516711833785,0.0,0.0097087378640776,0.0,0.0273556231003039,0.0,0.0191897654584221,1191.0,284.0,24.0,94.0,0.8529481976605396,any,168.0,all,,,,all
ALB,pop_abnormal,Gaussian_eb,native,2014.0,1107,907,0.2960468521229868,28.765680352481542,0.1466372657111356,0.7055103884372177,0.030713640469738,0.0,0.0,0.0,24.20833333333333,19.05833333333338,55.37916666666667,0.0,0.0,1.0082621679307395,0.7055103884372177,0.030713640469738,0.02710027100271,0.01806684733514,0.009936766034327,0.004516711833785,0.0,0.0097087378640776,0.0,0.0273556231003039,0.0,0.0170575692963752,1191.0,284.0,23.0,75.0,0.9842267893072724,any,168.0,all,,,,all
ALB,pop_abnormal,Gaussian_eb,soc_rate,2014.0,1107,907,0.330307467057101,32.09464632799128,0.1631753031973539,0.7813911472448057,0.033423667570009,0.0,0.0,0.0,24.0,21.8,25.83333333333337,0.0,0.0,1.0082621679307395,0.7813911472448057,0.033423667570009,0.029810298102981,0.017163504968383,0.005420054200542,0.001806684733514,0.0,0.0097087378640776,0.0,0.0243161094224924,0.0,0.0170575692963752,1191.0,284.0,28.0,101.0,0.910252210940059,toward_bound,168.0,all,,,,all
ALB,pop_abnormal,Gaussian_eb,early_sens,2014.0,1107,907,0.3871156661786237,37.61447025319545,0.2127894156560088,0.8644986449864499,0.049683830171635,0.0,0.0,0.0,24.0,20.400000000000027,46.04999999999998,0.0,0.0,1.0082621679307395,0.8644986449864499,0.049683830171635,0.041553748870822,0.02710027100271,0.010840108401084,0.002710027100271,0.0,0.0226537216828478,0.0,0.0364741641337386,0.0,0.0234541577825159,1191.0,284.0,51.0,135.0,1.149875056792367,toward_bound,168.0,all,,,,all
ALB,pop_abnormal,Gaussian_eb,native,2014.0,1107,907,0.2740849194729136,26.631727804077865,0.1025358324145534,0.7009936766034327,0.022583559168925,0.0,0.0,0.0,24.0,19.000000000000057,26.700000000000045,0.0,0.0,1.0082621679307395,0.7009936766034327,0.022583559168925,0.019873532068654,0.012646793134598,0.004516711833785,0.001806684733514,0.0,0.0097087378640776,0.0,0.0182370820668693,0.0,0.0106609808102345,1191.0,284.0,17.0,59.0,0.9380559673832468,toward_bound,168.0,all,,,,all
ALB,pop_abnormal,NORMA_q_age_set,soc_rate,2014.0,1107,907,0.330307467057101,32.09464632799128,0.1433296582138919,0.8012646793134598,0.030713640469738,0.0,0.0,0.0,24.408333333333346,23.6,47.46250000000006,0.0,0.0,1.0082621679307395,0.8012646793134598,0.030713640469738,0.028003613369467,0.019873532068654,0.006323396567299,0.002710027100271,0.0,0.0258899676375404,0.0,0.0243161094224924,0.0,0.0127931769722814,1191.0,284.0,28.0,78.0,1.1077597661440342,any,168.0,all,,,,all
ALB,pop_abnormal,NORMA_q_age_set,native,2014.0,1107,907,0.2629575402635432,25.550525179553336,0.0981256890848952,0.6802168021680217,0.015356820234869,0.0,0.0,0.0,24.41666666666669,23.91666666666669,46.18333333333335,0.0,0.0,1.0082621679307395,0.6802168021680217,0.015356820234869,0.014453477868112,0.010840108401084,0.002710027100271,0.000903342366757,0.0,0.0161812297734627,0.0,0.0121580547112462,0.0,0.0063965884861407,1191.0,284.0,13.0,45.0,0.9399587178241866,any,168.0,all,,,,all
ALB,pop_abnormal,NORMA_q_age_set,soc_rate,2014.0,1107,907,0.330307467057101,32.09464632799128,0.1080485115766262,0.8328816621499548,0.040650406504065,0.0,0.0,0.0,24.83333333333333,23.91666666666669,48.08333333333337,0.0,0.0,1.0082621679307395,0.8328816621499548,0.040650406504065,0.037037037037037,0.028906955736224,0.012646793134598,0.005420054200542,0.0,0.0388349514563106,0.0,0.033434650455927,0.0,0.0191897654584221,1191.0,284.0,38.0,61.0,1.6096884336320956,toward_bound,168.0,all,,,,all
ALB,pop_abnormal,NORMA_q_age_set,early_sens,2014.0,1107,907,0.3475841874084919,33.77335566606883,0.1212789415656008,0.8563685636856369,0.050587172538392,0.0,0.0,0.0,24.78333333333334,23.54166666666668,48.12500000000001,0.0,0.0,1.0082621679307395,0.8563685636856369,0.049683830171635,0.046070460704607,0.034327009936766,0.016260162601626,0.007226738934056,0.0,0.0453074433656957,0.0,0.0425531914893617,0.0,0.021321961620469,1191.0,284.0,46.0,66.0,1.7223968812877264,toward_bound,168.0,all,,,,all
