analyte,direction,target_sensitivity,method,n_strata,n,n_events,prevalence,flag_rate,sensitivity,specificity,ppv,rr,tp,fp,tn,fn,n_population,n_events_population,auc,auc_lo,auc_hi,auprc,auprc_norm,auc_within_position,n_endpoints,age_band,sex,tp_norm,fp_norm,pop_pos,pop_neg,gap_hours,horizon_hours,min_normal_frac
ALT,high,0.2,Cohen_m2,14.0,3238,242,0.0747639034627492,0.0514970688504641,0.1983471074380165,0.9609479305740988,0.2796976337469141,3.7410785257657424,48.0,117.0,2879.0,194.0,3812.0,285.0,0.7117947897472111,0.6753052653436276,0.7482843141507947,0.1964631374704574,2.6287092526005837,0.5098852608073191,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,Cohen_m3,14.0,3238,242,0.0747639034627492,0.0638559229943498,0.1983471074380165,0.9465954606141522,0.2255641705100905,3.017019712226193,48.0,160.0,2836.0,194.0,3812.0,285.0,0.6533711615487316,0.6139151937791305,0.6928271293183328,0.1676839189952364,2.243638552506511,0.5258302532625363,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,Cohen_m4,14.0,3238,242,0.0747639034627492,0.0850116812467503,0.1983471074380165,0.9235647530040052,0.1694309310336964,2.2662130143875467,48.0,229.0,2767.0,194.0,3812.0,285.0,0.6620231934590473,0.6227365623704924,0.7013098245476022,0.1834535292793686,2.4546385446553542,0.5383939276116562,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,Gaussian_mle,14.0,3238,242,0.0747639034627492,0.0697350941772316,0.1983471074380165,0.9399198931909212,0.2065474847681424,2.762663199775997,48.0,180.0,2816.0,194.0,3812.0,285.0,0.70316896357678,0.6690899836868459,0.7372479434667142,0.1699613631958254,2.274111132347449,0.5243556406304276,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,Gaussian_trunc,14.0,3238,242,0.0747639034627492,0.1024196021722524,0.1983471074380165,0.9055407209612816,0.1406333162488983,1.8810322861080715,48.0,283.0,2713.0,194.0,3812.0,285.0,0.6453701353871277,0.6104915190498643,0.6802487517243911,0.1282542114442535,1.716062548167327,0.5354469859394932,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,Gaussian_eb,14.0,3238,242,0.0747639034627492,0.0703934779366022,0.1983471074380165,0.9395861148197596,0.2046156650385836,2.7368242636037925,48.0,181.0,2815.0,194.0,3812.0,285.0,0.6911625969612376,0.6567507997045546,0.7255743942179206,0.1570438533075777,2.1012727149170947,0.5152452774471231,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,NORMA_q_age_set,14.0,3238,242,0.0747639034627492,0.0767253117334852,0.2024793388429752,0.9312416555407208,0.193428006700733,2.5871844264673487,49.0,206.0,2790.0,193.0,3812.0,285.0,0.672781339306403,0.6349119519022469,0.7106507267105592,0.1600780943273871,2.141871361289585,0.5214233499648531,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,NORMA_334f7e21,14.0,3238,242,0.0747639034627492,0.0853583071825138,0.2024793388429752,0.9218958611481975,0.1738650238267686,2.3255209502724283,49.0,234.0,2762.0,193.0,3812.0,285.0,0.6727661675622593,0.6352240460430639,0.7103082890814546,0.1591064328238874,2.1288703697675526,0.5313049761736236,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,NORMA_q_age,14.0,3238,242,0.0747639034627492,0.080974337817893,0.2024793388429752,0.9259012016021362,0.183278116401231,2.4514251920052383,49.0,222.0,2774.0,193.0,3812.0,285.0,0.6739992165863024,0.6361033951928856,0.7118950379797191,0.1572511765126846,2.104046733669722,0.5251708341322769,,all,all,,,,,24.0,168.0,0.8
ALT,high,0.2,NORMA_q_set,14.0,3238,242,0.0747639034627492,0.084237013555906,0.2024793388429752,0.9232309746328438,0.1761793715805335,2.356476366543838,49.0,230.0,2766.0,193.0,3812.0,285.0,0.6806113385340232,0.6434373428571525,0.717785334210894,0.1619138565422362,2.1664341631560373,0.5277529368600851,,all,all,,,,,24.0,168.0,0.8
