subset,analyte,n,n_patients,PopRI_pct,PopRI_valid,PopRI_abn,PopRI_pct_lo,PopRI_pct_hi,PerRI_pct,PerRI_valid,PerRI_abn,PerRI_pct_lo,PerRI_pct_hi,PerRI_reclass_pct,PerRI_reclass_valid,PerRI_reclass_abn,PerRI_reclass_pct_lo,PerRI_reclass_pct_hi,Cohen_m2_pct,Cohen_m2_valid,Cohen_m2_abn,Cohen_m2_pct_lo,Cohen_m2_pct_hi,Cohen_m2_reclass_pct,Cohen_m2_reclass_valid,Cohen_m2_reclass_abn,Cohen_m2_reclass_pct_lo,Cohen_m2_reclass_pct_hi,Cohen_m3_pct,Cohen_m3_valid,Cohen_m3_abn,Cohen_m3_pct_lo,Cohen_m3_pct_hi,Cohen_m3_reclass_pct,Cohen_m3_reclass_valid,Cohen_m3_reclass_abn,Cohen_m3_reclass_pct_lo,Cohen_m3_reclass_pct_hi,Cohen_m4_pct,Cohen_m4_valid,Cohen_m4_abn,Cohen_m4_pct_lo,Cohen_m4_pct_hi,Cohen_m4_reclass_pct,Cohen_m4_reclass_valid,Cohen_m4_reclass_abn,Cohen_m4_reclass_pct_lo,Cohen_m4_reclass_pct_hi,Gaussian_mle_pct,Gaussian_mle_valid,Gaussian_mle_abn,Gaussian_mle_pct_lo,Gaussian_mle_pct_hi,Gaussian_mle_reclass_pct,Gaussian_mle_reclass_valid,Gaussian_mle_reclass_abn,Gaussian_mle_reclass_pct_lo,Gaussian_mle_reclass_pct_hi,Gaussian_trunc_pct,Gaussian_trunc_valid,Gaussian_trunc_abn,Gaussian_trunc_pct_lo,Gaussian_trunc_pct_hi,Gaussian_trunc_reclass_pct,Gaussian_trunc_reclass_valid,Gaussian_trunc_reclass_abn,Gaussian_trunc_reclass_pct_lo,Gaussian_trunc_reclass_pct_hi,Gaussian_eb_pct,Gaussian_eb_valid,Gaussian_eb_abn,Gaussian_eb_pct_lo,Gaussian_eb_pct_hi,Gaussian_eb_reclass_pct,Gaussian_eb_reclass_valid,Gaussian_eb_reclass_abn,Gaussian_eb_reclass_pct_lo,Gaussian_eb_reclass_pct_hi,NORMA_q_age_set_pct,NORMA_q_age_set_valid,NORMA_q_age_set_abn,NORMA_q_age_set_pct_lo,NORMA_q_age_set_pct_hi,NORMA_q_age_set_reclass_pct,NORMA_q_age_set_reclass_valid,NORMA_q_age_set_reclass_abn,NORMA_q_age_set_reclass_pct_lo,NORMA_q_age_set_reclass_pct_hi,NORMA_334f7e21_pct,NORMA_334f7e21_valid,NORMA_334f7e21_abn,NORMA_334f7e21_pct_lo,NORMA_334f7e21_pct_hi,NORMA_334f7e21_reclass_pct,NORMA_334f7e21_reclass_valid,NORMA_334f7e21_reclass_abn,NORMA_334f7e21_reclass_pct_lo,NORMA_334f7e21_reclass_pct_hi,NORMA_q_age_pct,NORMA_q_age_valid,NORMA_q_age_abn,NORMA_q_age_pct_lo,NORMA_q_age_pct_hi,NORMA_q_age_reclass_pct,NORMA_q_age_reclass_valid,NORMA_q_age_reclass_abn,NORMA_q_age_reclass_pct_lo,NORMA_q_age_reclass_pct_hi,NORMA_q_age_set_co_pct,NORMA_q_age_set_co_valid,NORMA_q_age_set_co_abn,NORMA_q_age_set_co_pct_lo,NORMA_q_age_set_co_pct_hi,NORMA_q_age_set_co_reclass_pct,NORMA_q_age_set_co_reclass_valid,NORMA_q_age_set_co_reclass_abn,NORMA_q_age_set_co_reclass_pct_lo,NORMA_q_age_set_co_reclass_pct_hi,n_popri_normal,PopRI_per_1000,PerRI_per_1000,Cohen_m2_per_1000,Cohen_m3_per_1000,Cohen_m4_per_1000,Gaussian_mle_per_1000,Gaussian_trunc_per_1000,Gaussian_eb_per_1000,NORMA_q_age_set_per_1000,NORMA_334f7e21_per_1000,NORMA_q_age_per_1000,NORMA_q_age_set_co_per_1000,PopRI_pct_median,PopRI_pct_q25,PopRI_pct_q75,PerRI_pct_median,PerRI_pct_q25,PerRI_pct_q75,PerRI_reclass_pct_median,PerRI_reclass_pct_q25,PerRI_reclass_pct_q75,Cohen_m2_pct_median,Cohen_m2_pct_q25,Cohen_m2_pct_q75,Cohen_m2_reclass_pct_median,Cohen_m2_reclass_pct_q25,Cohen_m2_reclass_pct_q75,Cohen_m3_pct_median,Cohen_m3_pct_q25,Cohen_m3_pct_q75,Cohen_m3_reclass_pct_median,Cohen_m3_reclass_pct_q25,Cohen_m3_reclass_pct_q75,Cohen_m4_pct_median,Cohen_m4_pct_q25,Cohen_m4_pct_q75,Cohen_m4_reclass_pct_median,Cohen_m4_reclass_pct_q25,Cohen_m4_reclass_pct_q75,Gaussian_mle_pct_median,Gaussian_mle_pct_q25,Gaussian_mle_pct_q75,Gaussian_mle_reclass_pct_median,Gaussian_mle_reclass_pct_q25,Gaussian_mle_reclass_pct_q75,Gaussian_trunc_pct_median,Gaussian_trunc_pct_q25,Gaussian_trunc_pct_q75,Gaussian_trunc_reclass_pct_median,Gaussian_trunc_reclass_pct_q25,Gaussian_trunc_reclass_pct_q75,Gaussian_eb_pct_median,Gaussian_eb_pct_q25,Gaussian_eb_pct_q75,Gaussian_eb_reclass_pct_median,Gaussian_eb_reclass_pct_q25,Gaussian_eb_reclass_pct_q75,NORMA_q_age_set_pct_median,NORMA_q_age_set_pct_q25,NORMA_q_age_set_pct_q75,NORMA_q_age_set_reclass_pct_median,NORMA_q_age_set_reclass_pct_q25,NORMA_q_age_set_reclass_pct_q75,NORMA_334f7e21_pct_median,NORMA_334f7e21_pct_q25,NORMA_334f7e21_pct_q75,NORMA_334f7e21_reclass_pct_median,NORMA_334f7e21_reclass_pct_q25,NORMA_334f7e21_reclass_pct_q75,NORMA_q_age_pct_median,NORMA_q_age_pct_q25,NORMA_q_age_pct_q75,NORMA_q_age_reclass_pct_median,NORMA_q_age_reclass_pct_q25,NORMA_q_age_reclass_pct_q75,NORMA_q_age_set_co_pct_median,NORMA_q_age_set_co_pct_q25,NORMA_q_age_set_co_pct_q75,NORMA_q_age_set_co_reclass_pct_median,NORMA_q_age_set_co_reclass_pct_q25,NORMA_q_age_set_co_reclass_pct_q75
all,GLU,1054644,90881,82.27,1054644,867703,82.11,82.48,86.74,1054644,914793,86.56,86.94,25.19,186941,47090,24.72,25.65,84.87,1054644,895065,84.72,85.04,14.64,186941.0,27362.0,14.38,14.9,89.56,1054644,944501,89.43,89.68,41.08,186941.0,76798.0,40.7,41.4,94.23,1054644,993746,94.15,94.32,67.42,186941.0,126043.0,67.13,67.83,84.24,1054644,888396,84.07,84.41,11.07,186941,20693,10.86,11.28,87.65,1054644,924424,87.51,87.81,30.34,186941,56721,29.83,30.89,83.12,1054644,876638,82.97,83.32,4.78,186941,8935,4.67,4.89,83.81,1054644,883910,83.66,84.0,8.67,186941,16207,8.49,8.9,83.37,1054644,879239,83.22,83.56,6.17,186941,11536,6.01,6.33,83.86,1054644,884419,83.71,84.05,8.94,186941,16716,8.78,9.1,83.97,1054644,885606,83.82,84.15,9.58,186941,17903,9.4,9.78,186941,823.0,867.0,849.0,896.0,942.0,842.0,877.0,831.0,838.0,834.0,839.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,HCT,269390,60048,95.22,269390,256515,95.08,95.35,97.34,269390,262216,97.25,97.45,44.28,12875,5701,42.97,45.53,95.45,269390,257133,95.32,95.59,4.8,12875.0,618.0,4.23,5.32,95.61,269390,257574,95.49,95.74,8.23,12875.0,1059.0,7.54,8.91,96.04,269390,258710,95.92,96.15,17.05,12875.0,2195.0,16.08,18.12,95.88,269390,258280,95.74,95.99,13.71,12875,1765,13.06,14.53,96.59,269390,260192,96.47,96.69,28.56,12875,3677,27.17,29.75,95.59,269390,257511,95.46,95.71,7.74,12875,996,7.23,8.27,95.45,269390,257138,95.32,95.58,4.84,12875,623,4.42,5.2,95.5,269390,257273,95.36,95.63,5.89,12875,758,5.45,6.3,95.5,269390,257269,95.37,95.63,5.86,12875,754,5.38,6.29,95.82,269390,258123,95.7,95.94,12.49,12875,1608,11.88,13.09,12875,952.0,973.0,955.0,956.0,960.0,959.0,966.0,956.0,955.0,955.0,955.0,958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,HDL,31,11,93.55,31,29,76.92,100.0,100.0,31,31,100.0,100.0,100.0,2,2,100.0,100.0,93.55,31,29,76.92,100.0,0.0,2.0,0.0,0.0,0.0,93.55,31,29,76.92,100.0,0.0,2.0,0.0,0.0,0.0,93.55,31,29,76.92,100.0,0.0,2.0,0.0,0.0,0.0,96.77,31,30,88.46,100.0,50.0,2,1,50.0,50.0,100.0,31,31,100.0,100.0,100.0,2,2,100.0,100.0,93.55,31,29,76.92,100.0,0.0,2,0,0.0,0.0,93.55,31,29,76.92,100.0,0.0,2,0,0.0,0.0,96.77,31,30,88.46,100.0,50.0,2,1,50.0,50.0,96.77,31,30,88.46,100.0,50.0,2,1,50.0,50.0,93.55,31,29,76.92,100.0,0.0,2,0,0.0,0.0,2,935.0,1000.0,935.0,935.0,935.0,968.0,1000.0,935.0,935.0,968.0,968.0,935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,HGB,275041,60378,94.86,275041,260897,94.72,95.0,96.8,275041,266237,96.69,96.9,37.75,14144,5340,36.58,38.85,95.2,275041,261839,95.07,95.33,6.66,14144.0,942.0,6.02,7.35,95.13,275041,261656,95.01,95.27,5.37,14144.0,759.0,4.86,5.96,95.09,275041,261538,94.96,95.23,4.53,14144.0,641.0,4.06,5.0,95.55,275041,262799,95.44,95.67,13.45,14144,1902,12.78,14.13,96.31,275041,264888,96.2,96.42,28.22,14144,3991,27.18,29.45,95.34,275041,262212,95.2,95.47,9.3,14144,1315,8.79,9.95,95.1,275041,261562,94.98,95.24,4.7,14144,665,4.32,5.14,95.15,275041,261690,95.02,95.28,5.61,14144,793,5.18,6.11,95.14,275041,261682,95.02,95.28,5.55,14144,785,5.15,6.06,95.5,275041,262653,95.37,95.62,12.42,14144,1756,11.78,13.17,14144,949.0,968.0,952.0,951.0,951.0,955.0,963.0,953.0,951.0,951.0,951.0,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,K,324223,66386,16.47,324223,53402,16.29,16.66,31.56,324223,102331,31.33,31.81,18.07,270821,48929,17.83,18.31,31.41,324223,101842,31.22,31.62,17.89,270821.0,48440.0,17.71,18.08,24.18,324223,78395,23.99,24.4,9.23,270821.0,24993.0,9.05,9.39,35.46,324223,114973,35.22,35.72,22.73,270821.0,61571.0,22.53,22.94,25.79,324223,83633,25.61,26.02,11.16,270821,30231,10.98,11.33,42.11,324223,136537,41.78,42.49,30.7,270821,83135,30.31,31.05,21.61,324223,70073,21.45,21.8,6.16,270821,16671,6.01,6.28,22.23,324223,72067,22.07,22.41,6.89,270821,18665,6.76,7.02,23.27,324223,75444,23.09,23.46,8.14,270821,22042,8.0,8.26,23.04,324223,74710,22.86,23.21,7.87,270821,21308,7.74,7.98,25.13,324223,81487,24.92,25.32,10.37,270821,28085,10.19,10.51,270821,165.0,316.0,314.0,242.0,355.0,258.0,421.0,216.0,222.0,233.0,230.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,LDL,9,3,22.22,9,2,0.0,50.0,88.89,9,8,66.67,100.0,85.71,7,6,66.67,100.0,22.22,9,2,0.0,50.0,0.0,7.0,0.0,0.0,0.0,33.33,9,3,0.0,50.0,14.29,7.0,1.0,0.0,33.33,33.33,9,3,0.0,50.0,14.29,7.0,1.0,0.0,33.33,33.33,9,3,0.0,50.0,14.29,7,1,0.0,33.33,44.44,9,4,0.0,66.67,28.57,7,2,0.0,66.67,33.33,9,3,0.0,50.0,14.29,7,1,0.0,33.33,33.33,9,3,0.0,50.0,14.29,7,1,0.0,33.33,22.22,9,2,0.0,50.0,0.0,7,0,0.0,0.0,33.33,9,3,0.0,50.0,14.29,7,1,0.0,33.33,55.56,9,5,33.33,100.0,42.86,7,3,0.0,100.0,7,222.0,889.0,222.0,333.0,333.0,333.0,444.0,333.0,333.0,222.0,333.0,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,MCH,203328,48405,29.14,203328,59248,28.73,29.54,48.39,203328,98398,48.0,48.81,27.17,144080,39150,26.76,27.51,30.6,203328,62228,30.13,30.98,2.07,144080.0,2980.0,1.9,2.2,38.93,203328,79158,38.54,39.29,13.82,144080.0,19910.0,13.43,14.2,35.33,203328,71840,34.94,35.72,8.74,144080.0,12592.0,8.41,9.08,39.56,203328,80446,39.12,39.94,14.71,144080,21198,14.4,14.98,45.05,203328,91605,44.61,45.46,22.46,144080,32357,22.09,22.85,34.96,203328,71079,34.51,35.35,8.21,144080,11831,8.0,8.43,32.39,203328,65853,31.96,32.75,4.58,144080,6605,4.43,4.72,32.5,203328,66081,32.09,32.87,4.74,144080,6833,4.57,4.9,33.0,203328,67098,32.59,33.36,5.45,144080,7850,5.28,5.6,36.54,203328,74288,36.17,36.9,10.44,144080,15040,10.23,10.65,144080,291.0,484.0,306.0,389.0,353.0,396.0,451.0,350.0,324.0,325.0,330.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,MCHC,216234,51680,57.55,216234,124448,57.18,58.04,68.88,216234,148939,68.54,69.28,26.68,91786,24491,26.29,27.13,69.92,216234,151190,69.6,70.33,29.14,91786.0,26742.0,28.73,29.61,60.89,216234,131657,60.54,61.33,7.85,91786.0,7209.0,7.58,8.11,61.15,216234,132237,60.8,61.61,8.49,91786.0,7789.0,8.24,8.74,62.77,216234,135728,62.35,63.17,12.29,91786,11280,12.01,12.58,70.88,216234,153277,70.47,71.29,31.41,91786,28829,30.84,31.96,59.68,216234,129042,59.32,60.12,5.01,91786,4594,4.82,5.19,59.29,216234,128210,58.93,59.77,4.1,91786,3762,3.94,4.32,59.34,216234,128320,58.99,59.81,4.22,91786,3872,4.06,4.41,59.69,216234,129069,59.33,60.13,5.03,91786,4621,4.87,5.23,61.65,216234,133317,61.34,62.06,9.66,91786,8869,9.43,9.89,91786,576.0,689.0,699.0,609.0,612.0,628.0,709.0,597.0,593.0,593.0,597.0,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,MCV,213107,50812,11.79,213107,25125,11.52,12.05,43.01,213107,91657,42.58,43.4,35.39,187982,66532,34.97,35.79,12.91,213107,27510,12.62,13.2,1.27,187982.0,2385.0,1.17,1.38,13.48,213107,28735,13.18,13.78,1.92,187982.0,3610.0,1.78,2.07,12.46,213107,26545,12.18,12.72,0.76,187982.0,1420.0,0.68,0.83,26.1,213107,55620,25.74,26.47,16.22,187982,30495,15.94,16.5,29.72,213107,63331,29.34,30.1,20.32,187982,38206,19.98,20.63,19.58,213107,41737,19.25,19.91,8.84,187982,16612,8.61,9.04,18.08,213107,38532,17.78,18.38,7.13,187982,13407,6.94,7.37,18.72,213107,39902,18.42,19.03,7.86,187982,14777,7.68,8.07,19.38,213107,41294,19.1,19.69,8.6,187982,16169,8.36,8.83,23.61,213107,50321,23.3,23.93,13.4,187982,25196,13.15,13.71,187982,118.0,430.0,129.0,135.0,125.0,261.0,297.0,196.0,181.0,187.0,194.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,MPV,153367,37059,7.75,153367,11886,7.47,8.02,34.97,153367,53636,34.55,35.43,29.51,141481,41750,29.1,29.93,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,24.56,153367,37670,24.19,24.89,18.22,141481,25784,17.91,18.51,28.16,153367,43189,27.76,28.55,22.13,141481,31303,21.79,22.45,19.23,153367,29485,18.86,19.52,12.44,141481,17599,12.14,12.66,38.31,153367,58756,37.85,38.64,33.13,141481,46870,32.68,33.46,44.3,153367,67937,43.88,44.64,39.62,141481,56051,39.18,40.03,55.26,153367,84758,54.87,55.69,51.51,141481,72872,51.09,51.91,67.53,153367,103562,67.17,67.89,64.8,141481,91676,64.39,65.16,141481,78.0,350.0,0.0,0.0,0.0,246.0,282.0,192.0,383.0,443.0,553.0,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,NA,290647,62253,32.69,290647,95004,32.35,33.02,51.86,290647,150717,51.51,52.18,28.48,195643,55713,28.15,28.84,52.27,290647,151933,52.0,52.6,29.1,195643.0,56929.0,28.81,29.44,50.57,290647,146976,50.28,50.93,26.56,195643.0,51972.0,26.29,26.87,48.38,290647,140617,48.06,48.75,23.31,195643.0,45613.0,23.06,23.65,41.75,290647,121337,41.43,42.08,13.46,195643,26333,13.23,13.7,56.28,290647,163565,55.9,56.71,35.04,195643,68561,34.62,35.51,37.75,290647,109724,37.43,38.08,7.52,195643,14720,7.37,7.67,37.48,290647,108921,37.15,37.81,7.11,195643,13917,6.96,7.27,38.78,290647,112701,38.46,39.09,9.05,195643,17697,8.88,9.24,38.4,290647,111608,38.08,38.74,8.49,195643,16604,8.31,8.68,41.3,290647,120039,40.96,41.69,12.8,195643,25035,12.6,13.03,195643,327.0,519.0,523.0,506.0,484.0,417.0,563.0,378.0,375.0,388.0,384.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,PLT,219693,53263,28.65,219693,62936,28.22,29.04,66.46,219693,146000,66.08,66.86,52.99,156757,83064,52.56,53.47,45.69,219693,100388,45.28,46.07,23.89,156757.0,37452.0,23.51,24.26,40.11,219693,88111,39.68,40.47,16.06,156757.0,25175.0,15.75,16.35,38.41,219693,84394,37.97,38.82,13.69,156757.0,21458.0,13.4,13.94,47.28,219693,103877,46.86,47.68,26.12,156757,40941,25.75,26.45,53.32,219693,117144,52.88,53.7,34.58,156757,54208,34.14,35.08,43.57,219693,95720,43.14,43.95,20.91,156757,32784,20.6,21.22,42.27,219693,92870,41.87,42.7,19.1,156757,29934,18.78,19.45,42.6,219693,93595,42.23,43.01,19.56,156757,30659,19.26,19.9,41.81,219693,91858,41.42,42.23,18.45,156757,28922,18.17,18.79,47.08,219693,103435,46.68,47.52,25.84,156757,40499,25.49,26.22,156757,286.0,665.0,457.0,401.0,384.0,473.0,533.0,436.0,423.0,426.0,418.0,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,RBC,225485,53548,91.81,225485,207020,91.65,92.01,94.21,225485,212439,94.08,94.38,29.35,18465,5419,28.39,30.32,92.51,225485,208605,92.37,92.7,8.58,18465.0,1585.0,8.02,9.28,92.07,225485,207597,91.92,92.24,3.12,18465.0,577.0,2.84,3.56,92.25,225485,208014,92.11,92.43,5.38,18465.0,994.0,4.96,5.88,92.97,225485,209638,92.83,93.14,14.18,18465,2618,13.54,15.01,94.41,225485,212874,94.27,94.54,31.7,18465,5854,30.71,32.78,92.55,225485,208682,92.4,92.73,9.0,18465,1662,8.49,9.56,92.23,225485,207963,92.07,92.42,5.11,18465,943,4.75,5.45,92.31,225485,208134,92.15,92.5,6.03,18465,1114,5.71,6.46,92.34,225485,208204,92.18,92.52,6.41,18465,1184,6.05,6.84,92.75,225485,209146,92.61,92.92,11.51,18465,2126,11.04,12.1,18465,918.0,942.0,925.0,921.0,923.0,930.0,944.0,925.0,922.0,923.0,923.0,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,RDW,199814,48688,71.91,199814,143680,71.51,72.31,80.2,199814,160241,79.84,80.51,29.5,56134,16561,28.89,30.0,72.57,199814,145002,72.16,72.94,2.36,56134.0,1322.0,2.1,2.57,78.46,199814,156777,78.08,78.8,23.33,56134.0,13097.0,22.75,23.93,80.39,199814,160635,80.06,80.71,30.2,56134.0,16955.0,29.53,30.96,77.46,199814,154772,77.11,77.78,19.76,56134,11092,19.34,20.22,79.38,199814,158619,79.05,79.68,26.61,56134,14939,26.14,27.1,74.5,199814,148858,74.12,74.87,9.22,56134,5178,8.85,9.56,74.18,199814,148232,73.8,74.6,8.11,56134,4552,7.76,8.44,74.56,199814,148975,74.18,74.97,9.43,56134,5295,9.06,9.75,74.37,199814,148595,73.98,74.75,8.76,56134,4915,8.41,9.09,76.15,199814,152168,75.8,76.56,15.12,56134,8488,14.68,15.56,56134,719.0,802.0,726.0,785.0,804.0,775.0,794.0,745.0,742.0,746.0,744.0,762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,TBIL,45074,12694,23.88,45074,10765,23.14,24.55,39.0,45074,17580,38.24,39.67,19.86,34309,6815,19.14,20.47,35.64,45074,16066,34.77,36.57,15.45,34309.0,5301.0,14.8,16.19,32.34,45074,14575,31.64,33.11,11.1,34309.0,3810.0,10.59,11.68,40.87,45074,18420,40.14,41.6,22.31,34309.0,7655.0,21.7,23.09,34.71,45074,15643,33.93,35.45,14.22,34309,4878,13.63,14.78,57.75,45074,26032,57.02,58.56,44.5,34309,15267,43.74,45.49,31.93,45074,14393,31.23,32.61,10.57,34309,3628,10.13,10.99,29.97,45074,13509,29.33,30.61,8.0,34309,2744,7.6,8.37,31.18,45074,14056,30.53,31.82,9.59,34309,3291,9.19,10.02,31.49,45074,14195,30.83,32.14,10.0,34309,3430,9.57,10.41,33.53,45074,15115,32.83,34.14,12.68,34309,4350,12.26,13.21,34309,239.0,390.0,356.0,323.0,409.0,347.0,578.0,319.0,300.0,312.0,315.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,TC,99,35,48.48,99,48,33.96,61.41,86.87,99,86,77.27,93.08,74.51,51,38,59.99,87.18,56.57,99,56,43.68,66.7,15.69,51.0,8.0,3.38,29.12,58.59,99,58,45.51,70.02,19.61,51.0,10.0,7.69,31.6,61.62,99,61,47.87,70.93,25.49,51.0,13.0,6.81,40.52,58.59,99,58,44.46,72.28,19.61,51,10,8.47,36.9,66.67,99,66,51.39,80.69,35.29,51,18,16.63,57.98,50.51,99,50,35.9,64.22,3.92,51,2,0.0,9.54,53.54,99,53,38.46,66.34,9.8,51,5,0.0,26.03,54.55,99,54,40.87,68.44,11.76,51,6,2.17,24.53,53.54,99,53,40.14,67.05,9.8,51,5,0.0,22.67,57.58,99,57,45.16,69.81,17.65,51,9,7.84,28.58,51,485.0,869.0,566.0,586.0,616.0,586.0,667.0,505.0,535.0,545.0,535.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,TGL,853,305,40.45,853,345,36.07,45.32,64.83,853,553,60.69,69.72,40.94,508,208,36.14,46.11,50.29,853,429,45.97,55.11,16.54,508.0,84.0,12.97,20.3,63.66,853,543,59.77,67.71,38.98,508.0,198.0,34.01,45.2,61.08,853,521,56.67,65.97,34.65,508.0,176.0,28.42,40.86,50.18,853,428,45.21,55.39,16.34,508,83,12.62,20.28,55.33,853,472,50.41,60.42,25.0,508,127,19.71,29.87,44.43,853,379,39.55,49.54,6.69,508,34,4.26,9.41,49.71,853,424,44.94,55.04,15.55,508,79,11.63,20.33,47.83,853,408,43.12,53.36,12.4,508,63,8.17,16.6,48.18,853,411,43.84,53.75,12.99,508,66,9.32,17.62,52.4,853,447,47.97,57.2,20.08,508,102,16.32,25.92,508,404.0,648.0,503.0,637.0,611.0,502.0,553.0,444.0,497.0,478.0,482.0,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,TP,56198,15062,58.09,56198,32646,57.34,58.93,71.95,56198,40436,71.29,72.66,33.08,23552,7790,31.96,34.05,65.07,56198,36568,64.44,65.68,16.65,23552.0,3922.0,15.84,17.26,65.11,56198,36593,64.51,65.77,16.76,23552.0,3947.0,15.92,17.42,68.11,56198,38278,67.47,68.73,23.91,23552.0,5632.0,23.0,24.67,63.84,56198,35877,63.14,64.47,13.72,23552,3231,12.97,14.29,74.07,56198,41624,73.37,74.7,38.12,23552,8978,36.91,39.18,62.36,56198,35046,61.7,63.04,10.19,23552,2400,9.54,10.68,61.34,56198,34471,60.68,62.06,7.75,23552,1825,7.18,8.22,61.26,56198,34429,60.57,62.0,7.57,23552,1783,7.05,7.99,61.03,56198,34295,60.36,61.74,7.0,23552,1649,6.46,7.45,61.9,56198,34785,61.22,62.68,9.08,23552,2139,8.63,9.54,23552,581.0,720.0,651.0,651.0,681.0,638.0,741.0,624.0,613.0,613.0,610.0,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,WBC,214523,52112,41.76,214523,89577,41.4,42.13,59.05,214523,126686,58.68,59.44,29.7,124946,37109,29.3,30.17,65.89,214523,141343,65.52,66.27,41.43,124946.0,51766.0,40.97,41.93,50.57,214523,108491,50.24,50.92,15.14,124946.0,18914.0,14.83,15.46,50.75,214523,108866,50.38,51.05,15.44,124946.0,19289.0,15.11,15.77,50.48,214523,108285,50.15,50.78,14.97,124946,18708,14.65,15.25,56.96,214523,122193,56.56,57.31,26.1,124946,32616,25.67,26.54,45.83,214523,98319,45.5,46.17,7.0,124946,8742,6.76,7.18,45.49,214523,97589,45.15,45.83,6.41,124946,8012,6.23,6.58,47.59,214523,102092,47.27,47.93,10.02,124946,12515,9.8,10.23,46.74,214523,100263,46.42,47.06,8.55,124946,10686,8.35,8.74,49.0,214523,105121,48.68,49.28,12.44,124946,15544,12.19,12.71,124946,418.0,591.0,659.0,506.0,507.0,505.0,570.0,458.0,455.0,476.0,467.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
