subset,analyte,n,n_patients,PopRI_pct,PopRI_valid,PopRI_abn,PopRI_pct_lo,PopRI_pct_hi,PerRI_pct,PerRI_valid,PerRI_abn,PerRI_pct_lo,PerRI_pct_hi,PerRI_reclass_pct,PerRI_reclass_valid,PerRI_reclass_abn,PerRI_reclass_pct_lo,PerRI_reclass_pct_hi,Cohen_m2_pct,Cohen_m2_valid,Cohen_m2_abn,Cohen_m2_pct_lo,Cohen_m2_pct_hi,Cohen_m2_reclass_pct,Cohen_m2_reclass_valid,Cohen_m2_reclass_abn,Cohen_m2_reclass_pct_lo,Cohen_m2_reclass_pct_hi,Cohen_m3_pct,Cohen_m3_valid,Cohen_m3_abn,Cohen_m3_pct_lo,Cohen_m3_pct_hi,Cohen_m3_reclass_pct,Cohen_m3_reclass_valid,Cohen_m3_reclass_abn,Cohen_m3_reclass_pct_lo,Cohen_m3_reclass_pct_hi,Cohen_m4_pct,Cohen_m4_valid,Cohen_m4_abn,Cohen_m4_pct_lo,Cohen_m4_pct_hi,Cohen_m4_reclass_pct,Cohen_m4_reclass_valid,Cohen_m4_reclass_abn,Cohen_m4_reclass_pct_lo,Cohen_m4_reclass_pct_hi,Gaussian_mle_pct,Gaussian_mle_valid,Gaussian_mle_abn,Gaussian_mle_pct_lo,Gaussian_mle_pct_hi,Gaussian_mle_reclass_pct,Gaussian_mle_reclass_valid,Gaussian_mle_reclass_abn,Gaussian_mle_reclass_pct_lo,Gaussian_mle_reclass_pct_hi,Gaussian_trunc_pct,Gaussian_trunc_valid,Gaussian_trunc_abn,Gaussian_trunc_pct_lo,Gaussian_trunc_pct_hi,Gaussian_trunc_reclass_pct,Gaussian_trunc_reclass_valid,Gaussian_trunc_reclass_abn,Gaussian_trunc_reclass_pct_lo,Gaussian_trunc_reclass_pct_hi,Gaussian_eb_pct,Gaussian_eb_valid,Gaussian_eb_abn,Gaussian_eb_pct_lo,Gaussian_eb_pct_hi,Gaussian_eb_reclass_pct,Gaussian_eb_reclass_valid,Gaussian_eb_reclass_abn,Gaussian_eb_reclass_pct_lo,Gaussian_eb_reclass_pct_hi,NORMA_q_age_set_pct,NORMA_q_age_set_valid,NORMA_q_age_set_abn,NORMA_q_age_set_pct_lo,NORMA_q_age_set_pct_hi,NORMA_q_age_set_reclass_pct,NORMA_q_age_set_reclass_valid,NORMA_q_age_set_reclass_abn,NORMA_q_age_set_reclass_pct_lo,NORMA_q_age_set_reclass_pct_hi,NORMA_334f7e21_pct,NORMA_334f7e21_valid,NORMA_334f7e21_abn,NORMA_334f7e21_pct_lo,NORMA_334f7e21_pct_hi,NORMA_334f7e21_reclass_pct,NORMA_334f7e21_reclass_valid,NORMA_334f7e21_reclass_abn,NORMA_334f7e21_reclass_pct_lo,NORMA_334f7e21_reclass_pct_hi,NORMA_q_age_pct,NORMA_q_age_valid,NORMA_q_age_abn,NORMA_q_age_pct_lo,NORMA_q_age_pct_hi,NORMA_q_age_reclass_pct,NORMA_q_age_reclass_valid,NORMA_q_age_reclass_abn,NORMA_q_age_reclass_pct_lo,NORMA_q_age_reclass_pct_hi,NORMA_q_age_set_co_pct,NORMA_q_age_set_co_valid,NORMA_q_age_set_co_abn,NORMA_q_age_set_co_pct_lo,NORMA_q_age_set_co_pct_hi,NORMA_q_age_set_co_reclass_pct,NORMA_q_age_set_co_reclass_valid,NORMA_q_age_set_co_reclass_abn,NORMA_q_age_set_co_reclass_pct_lo,NORMA_q_age_set_co_reclass_pct_hi,n_popri_normal,PopRI_per_1000,PerRI_per_1000,Cohen_m2_per_1000,Cohen_m3_per_1000,Cohen_m4_per_1000,Gaussian_mle_per_1000,Gaussian_trunc_per_1000,Gaussian_eb_per_1000,NORMA_q_age_set_per_1000,NORMA_334f7e21_per_1000,NORMA_q_age_per_1000,NORMA_q_age_set_co_per_1000,PopRI_pct_median,PopRI_pct_q25,PopRI_pct_q75,PerRI_pct_median,PerRI_pct_q25,PerRI_pct_q75,PerRI_reclass_pct_median,PerRI_reclass_pct_q25,PerRI_reclass_pct_q75,Cohen_m2_pct_median,Cohen_m2_pct_q25,Cohen_m2_pct_q75,Cohen_m2_reclass_pct_median,Cohen_m2_reclass_pct_q25,Cohen_m2_reclass_pct_q75,Cohen_m3_pct_median,Cohen_m3_pct_q25,Cohen_m3_pct_q75,Cohen_m3_reclass_pct_median,Cohen_m3_reclass_pct_q25,Cohen_m3_reclass_pct_q75,Cohen_m4_pct_median,Cohen_m4_pct_q25,Cohen_m4_pct_q75,Cohen_m4_reclass_pct_median,Cohen_m4_reclass_pct_q25,Cohen_m4_reclass_pct_q75,Gaussian_mle_pct_median,Gaussian_mle_pct_q25,Gaussian_mle_pct_q75,Gaussian_mle_reclass_pct_median,Gaussian_mle_reclass_pct_q25,Gaussian_mle_reclass_pct_q75,Gaussian_trunc_pct_median,Gaussian_trunc_pct_q25,Gaussian_trunc_pct_q75,Gaussian_trunc_reclass_pct_median,Gaussian_trunc_reclass_pct_q25,Gaussian_trunc_reclass_pct_q75,Gaussian_eb_pct_median,Gaussian_eb_pct_q25,Gaussian_eb_pct_q75,Gaussian_eb_reclass_pct_median,Gaussian_eb_reclass_pct_q25,Gaussian_eb_reclass_pct_q75,NORMA_q_age_set_pct_median,NORMA_q_age_set_pct_q25,NORMA_q_age_set_pct_q75,NORMA_q_age_set_reclass_pct_median,NORMA_q_age_set_reclass_pct_q25,NORMA_q_age_set_reclass_pct_q75,NORMA_334f7e21_pct_median,NORMA_334f7e21_pct_q25,NORMA_334f7e21_pct_q75,NORMA_334f7e21_reclass_pct_median,NORMA_334f7e21_reclass_pct_q25,NORMA_334f7e21_reclass_pct_q75,NORMA_q_age_pct_median,NORMA_q_age_pct_q25,NORMA_q_age_pct_q75,NORMA_q_age_reclass_pct_median,NORMA_q_age_reclass_pct_q25,NORMA_q_age_reclass_pct_q75,NORMA_q_age_set_co_pct_median,NORMA_q_age_set_co_pct_q25,NORMA_q_age_set_co_pct_q75,NORMA_q_age_set_co_reclass_pct_median,NORMA_q_age_set_co_reclass_pct_q25,NORMA_q_age_set_co_reclass_pct_q75
all,Overall,5558863,1118932,50.02,5558863,3115710,,,67.92,5558863,3839994,,,37.28,2443153,724284,,,60.49,5405496,3585460,,,17.35,2301672.0,481636.0,,,61.9,5405496,3586893,,,19.71,2301672.0,483069.0,,,62.72,5405496,3643831,,,22.6,2301672.0,540007.0,,,57.99,5558863,3485733,,,16.5,2443153,370023,,,66.12,5558863,3901160,,,34.99,2443153,785450,,,54.67,5558863,3311133,,,8.47,2443153,195423,,,55.4,5558863,3343057,,,9.09,2443153,227347,,,55.75,5558863,3379031,,,11.33,2443153,263321,,,56.34,5558863,3390907,,,11.95,2443153,275197,,,59.46,5558863,3506106,,,15.92,2443153,390396,,,2443153,500.0,679.0,584.0,598.0,606.0,580.0,661.0,547.0,554.0,557.0,563.0,595.0,45.89,30.31,59.02,65.76,55.38,86.74,31.79,27.89,39.34,63.98,49.04,70.58,16.59,8.07,24.52,61.95,50.57,72.48,16.41,8.13,28.75,61.66,48.08,80.99,22.74,11.58,29.28,53.42,41.75,66.22,14.71,13.71,17.5,66.64,53.32,79.38,31.7,28.22,37.97,50.45,38.64,63.91,8.39,6.68,10.57,50.02,38.31,63.65,7.62,5.88,10.41,51.06,38.85,64.16,9.31,6.17,11.76,53.54,38.4,63.67,8.6,7.0,11.45,55.84,47.08,67.53,12.68,11.43,16.23
per_normal,ALB,4088,1233,46.53,4088,1902,44.11,49.14,54.7,4088,2236,52.22,57.15,15.28,2186,334,13.19,17.53,57.36,4088,2345,55.52,59.61,20.27,2186.0,443.0,18.21,22.36,58.02,4088,2372,55.93,60.23,21.5,2186.0,470.0,19.1,24.12,54.53,4088,2229,52.41,56.78,14.96,2186.0,327.0,12.96,16.75,52.1,4088,2130,49.38,54.35,10.43,2186,228,8.74,12.06,65.0,4088,2657,62.24,67.72,34.54,2186,755,30.9,37.43,50.22,4088,2053,47.68,52.52,6.91,2186,151,5.59,8.22,50.15,4088,2050,47.79,52.59,6.77,2186,148,5.3,8.12,50.22,4088,2053,47.85,52.63,6.91,2186,151,5.65,8.31,50.54,4088,2066,48.04,53.01,7.5,2186,164,5.97,9.1,52.57,4088,2149,50.24,54.94,11.3,2186,247,9.36,12.96,2186,465.0,547.0,574.0,580.0,545.0,521.0,650.0,502.0,501.0,502.0,505.0,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,ALP,38077,10728,19.31,38077,7354,18.55,19.97,51.9,38077,19761,51.11,52.55,40.38,30723,12407,39.52,41.13,26.32,38077,10022,25.52,27.06,8.68,30723.0,2668.0,8.21,9.17,49.69,38077,18920,48.9,50.56,37.65,30723.0,11566.0,36.77,38.55,35.92,38077,13677,35.17,36.66,20.58,30723.0,6323.0,19.87,21.45,33.32,38077,12689,32.55,34.01,17.36,30723,5335,16.79,18.13,37.06,38077,14111,36.26,37.88,21.99,30723,6757,21.22,22.82,30.05,38077,11441,29.38,30.68,13.3,30723,4087,12.79,13.93,29.35,38077,11174,28.64,30.15,12.43,30723,3820,11.94,13.07,28.09,38077,10695,27.37,28.81,10.87,30723,3341,10.41,11.57,28.33,38077,10786,27.56,29.01,11.17,30723,3432,10.72,11.78,31.99,38077,12179,31.16,32.69,15.7,30723,4825,15.02,16.36,30723,193.0,519.0,263.0,497.0,359.0,333.0,371.0,300.0,293.0,281.0,283.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,ALT,30597,8373,25.21,30597,7712,24.28,25.89,52.96,30597,16205,51.98,53.89,37.11,22885,8493,36.07,38.08,38.36,30597,11737,37.3,39.26,17.59,22885.0,4025.0,16.7,18.5,56.41,30597,17259,55.47,57.32,41.72,22885.0,9547.0,40.65,42.7,43.79,30597,13399,42.65,44.76,24.85,22885.0,5687.0,23.87,25.99,38.93,30597,11911,37.91,39.65,18.35,22885,4199,17.65,18.98,49.34,30597,15097,48.25,50.33,32.27,22885,7385,31.15,33.29,33.34,30597,10200,32.38,34.08,10.87,22885,2488,10.19,11.48,34.82,30597,10653,33.93,35.59,12.85,22885,2941,12.16,13.59,34.95,30597,10693,34.03,35.73,13.03,22885,2981,12.26,13.75,34.85,30597,10664,33.85,35.65,12.9,22885,2952,12.16,13.66,39.12,30597,11969,38.1,39.92,18.6,22885,4257,17.71,19.46,22885,252.0,530.0,384.0,564.0,438.0,389.0,493.0,333.0,348.0,349.0,349.0,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,AST,31318,8595,18.63,31318,5833,17.93,19.39,43.98,31318,13773,43.18,44.94,31.16,25485,7940,30.28,32.19,40.78,31318,12773,40.0,41.66,27.23,25485.0,6940.0,26.51,28.03,57.48,31318,18001,56.6,58.32,47.75,25485.0,12168.0,46.64,48.66,56.8,31318,17789,55.9,57.73,46.91,25485.0,11956.0,45.87,48.03,30.28,31318,9482,29.46,31.09,14.32,25485,3649,13.83,14.95,40.7,31318,12747,39.84,41.75,27.13,25485,6914,26.1,28.11,27.46,31318,8599,26.66,28.36,10.85,25485,2766,10.37,11.44,26.94,31318,8437,26.25,27.67,10.22,25485,2604,9.67,10.72,27.56,31318,8630,26.7,28.36,10.98,25485,2797,10.36,11.47,27.13,31318,8498,26.33,27.9,10.46,25485,2665,9.88,10.99,29.29,31318,9172,28.45,30.05,13.1,25485,3339,12.55,13.73,25485,186.0,440.0,408.0,575.0,568.0,303.0,407.0,275.0,269.0,276.0,271.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,BUN,96349,23965,35.98,96349,34665,35.35,36.51,54.5,96349,52507,53.87,54.99,28.92,61684,17842,28.31,29.49,50.61,96349,48759,50.09,51.14,22.85,61684.0,14094.0,22.4,23.43,50.61,96349,48764,50.13,51.13,22.86,61684.0,14099.0,22.43,23.3,50.24,96349,48410,49.72,50.76,22.28,61684.0,13745.0,21.87,22.74,46.67,96349,44964,46.07,47.2,16.7,61684,10299,16.26,17.18,57.98,96349,55865,57.45,58.57,34.37,61684,21200,33.61,35.08,41.8,96349,40273,41.17,42.33,9.09,61684,5608,8.82,9.43,42.27,96349,40725,41.64,42.73,9.82,61684,6060,9.49,10.24,43.91,96349,42308,43.34,44.4,12.39,61684,7643,12.0,12.85,43.18,96349,41606,42.57,43.71,11.25,61684,6941,10.93,11.66,45.98,96349,44300,45.4,46.48,15.62,61684,9635,15.25,16.07,61684,360.0,545.0,506.0,506.0,502.0,467.0,580.0,418.0,423.0,439.0,432.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,CA,76098,17819,24.5,76098,18642,23.87,25.11,37.73,76098,28714,36.9,38.35,17.53,57456,10072,17.01,17.99,37.91,76098,28845,37.25,38.44,17.76,57456.0,10203.0,17.21,18.27,30.22,76098,22994,29.58,30.77,7.57,57456.0,4352.0,7.24,7.88,34.32,76098,26114,33.61,34.96,13.0,57456.0,7472.0,12.57,13.43,34.27,76098,26077,33.61,34.84,12.94,57456,7435,12.52,13.36,50.58,76098,38490,49.94,51.51,34.54,57456,19848,33.89,35.58,30.19,76098,22977,29.53,30.77,7.54,57456,4335,7.21,7.89,30.25,76098,23021,29.6,30.83,7.62,57456,4379,7.29,7.92,30.3,76098,23055,29.63,30.86,7.68,57456,4413,7.36,7.98,30.16,76098,22954,29.5,30.69,7.5,57456,4312,7.19,7.8,34.05,76098,25910,33.36,34.66,12.65,57456,7268,12.26,13.05,57456,245.0,377.0,379.0,302.0,343.0,343.0,506.0,302.0,303.0,303.0,302.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,CL,135615,29954,32.25,135615,43739,31.86,32.64,46.02,135615,62416,45.6,46.45,20.33,91876,18677,19.91,20.74,58.54,135615,79389,58.13,58.93,38.8,91876.0,35650.0,38.27,39.2,64.8,135615,87875,64.43,65.19,48.04,91876.0,44136.0,47.6,48.54,55.6,135615,75399,55.18,56.01,34.46,91876.0,31660.0,33.99,34.84,40.83,135615,55365,40.33,41.18,12.65,91876,11626,12.28,12.93,56.79,135615,77017,56.22,57.27,36.22,91876,33278,35.55,36.94,35.53,135615,48182,35.09,35.89,4.84,91876,4443,4.65,5.0,36.83,135615,49953,36.41,37.26,6.76,91876,6214,6.53,7.02,38.91,135615,52767,38.5,39.31,9.83,91876,9028,9.57,10.07,38.27,135615,51900,37.84,38.67,8.88,91876,8161,8.62,9.16,40.62,135615,55091,40.17,41.0,12.36,91876,11352,12.03,12.63,91876,323.0,460.0,585.0,648.0,556.0,408.0,568.0,355.0,368.0,389.0,383.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,CO2,194856,33681,42.82,194856,83436,42.46,43.2,51.47,194856,100300,51.09,51.84,15.14,111420,16864,14.77,15.49,63.18,194856,123114,62.81,63.54,35.61,111420.0,39678.0,35.24,36.05,61.99,194856,120782,61.64,62.33,33.52,111420.0,37346.0,33.13,33.87,58.91,194856,114783,58.56,59.3,28.13,111420.0,31347.0,27.76,28.47,49.53,194856,96515,49.15,49.91,11.74,111420,13079,11.46,12.02,65.85,194856,128311,65.42,66.33,40.28,111420,44875,39.6,40.96,43.15,194856,84088,42.79,43.54,0.59,111420,652,0.51,0.65,46.48,194856,90568,46.16,46.91,6.4,111420,7132,6.2,6.64,48.08,194856,93681,47.71,48.47,9.19,111420,10245,8.97,9.46,47.37,194856,92303,47.0,47.77,7.96,111420,8867,7.75,8.2,49.36,194856,96189,49.01,49.75,11.45,111420,12753,11.11,11.75,111420,428.0,515.0,632.0,620.0,589.0,495.0,658.0,432.0,465.0,481.0,474.0,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,CRE,123503,30378,23.17,123503,28612,22.73,23.57,33.38,123503,41220,32.93,33.81,13.29,94891,12608,13.04,13.63,30.13,123503,37217,29.63,30.6,9.07,94891.0,8605.0,8.72,9.45,31.49,123503,38887,30.92,31.94,10.83,94891.0,10275.0,10.45,11.27,38.38,123503,47396,37.87,38.88,19.8,94891.0,18784.0,19.35,20.22,32.53,123503,40175,32.04,32.94,12.19,94891,11563,11.91,12.47,47.52,123503,58684,47.01,48.03,31.69,94891,30072,31.15,32.25,30.31,123503,37437,29.89,30.75,9.3,94891,8825,9.05,9.56,29.17,123503,36031,28.76,29.59,7.82,94891,7419,7.63,8.06,30.37,123503,37505,29.95,30.82,9.37,94891,8893,9.14,9.66,29.76,123503,36759,29.36,30.2,8.59,94891,8147,8.4,8.83,32.99,123503,40744,32.56,33.41,12.79,94891,12132,12.51,13.08,94891,232.0,334.0,301.0,315.0,384.0,325.0,475.0,303.0,292.0,304.0,298.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,DBIL,926,305,13.61,926,126,10.68,17.27,21.6,926,200,18.47,24.9,9.25,800,74,6.8,11.78,30.02,926,278,25.95,34.72,19.0,800.0,152.0,14.84,23.54,17.39,926,161,13.85,21.35,4.38,800.0,35.0,2.52,6.04,59.72,926,553,54.98,63.27,53.37,800.0,427.0,48.46,56.99,23.76,926,220,20.24,27.48,11.75,800,94,9.47,14.95,64.15,926,594,59.04,69.15,58.5,800,468,52.95,64.09,24.3,926,225,20.51,28.26,12.38,800,99,9.45,15.32,24.73,926,229,21.31,28.76,12.88,800,103,10.37,15.91,23.54,926,218,19.87,27.9,11.5,800,92,9.29,14.35,23.65,926,219,19.97,27.73,11.62,800,93,9.11,14.81,23.87,926,221,20.19,27.9,11.88,800,95,9.42,14.83,800,136.0,216.0,300.0,174.0,597.0,238.0,641.0,243.0,247.0,235.0,237.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,GLU,80091,11258,54.22,80091,43426,53.54,54.95,58.69,80091,47009,58.06,59.35,9.77,36665,3583,9.38,10.19,64.37,80091,51555,63.81,65.15,22.17,36665.0,8129.0,21.49,22.91,74.84,80091,59937,74.29,75.36,45.03,36665.0,16511.0,44.27,45.84,82.35,80091,65954,81.87,82.82,61.44,36665.0,22528.0,60.35,62.4,58.33,80091,46714,57.7,59.07,8.97,36665,3288,8.55,9.39,64.01,80091,51263,63.28,64.69,21.37,36665,7837,20.42,22.32,56.37,80091,45151,55.76,57.1,4.7,36665,1725,4.46,4.96,56.95,80091,45608,56.32,57.7,5.95,36665,2182,5.61,6.3,58.31,80091,46698,57.68,59.0,8.92,36665,3272,8.49,9.39,58.13,80091,46554,57.53,58.88,8.53,36665,3128,8.09,8.86,58.28,80091,46681,57.65,59.01,8.88,36665,3255,8.49,9.25,36665,542.0,587.0,644.0,748.0,823.0,583.0,640.0,564.0,569.0,583.0,581.0,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,HCT,14392,4566,53.53,14392,7704,52.22,54.89,67.82,14392,9760,66.71,68.87,30.74,6688,2056,29.14,31.99,54.82,14392,7890,53.56,56.15,2.78,6688.0,186.0,2.38,3.18,56.28,14392,8100,55.02,57.57,5.92,6688.0,396.0,5.26,6.66,58.33,14392,8395,57.03,59.65,10.33,6688.0,691.0,9.13,11.44,60.16,14392,8658,58.9,61.3,14.26,6688,954,13.3,15.23,66.22,14392,9531,65.06,67.34,27.32,6688,1827,25.93,28.73,57.66,14392,8299,56.46,58.92,8.9,6688,595,8.23,9.72,56.36,14392,8112,55.13,57.63,6.1,6688,408,5.47,6.78,56.93,14392,8194,55.7,58.22,7.33,6688,490,6.56,8.1,57.14,14392,8224,55.96,58.39,7.78,6688,520,6.93,8.49,60.05,14392,8643,58.79,61.25,14.04,6688,939,13.06,14.83,6688,535.0,678.0,548.0,563.0,583.0,602.0,662.0,577.0,564.0,569.0,571.0,601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,HDL,2,1,0.0,2,0,0.0,65.76,100.0,2,2,34.24,100.0,100.0,2,2,34.24,100.0,0.0,2,0,0.0,65.76,0.0,2.0,0.0,0.0,65.76,0.0,2,0,0.0,65.76,0.0,2.0,0.0,0.0,65.76,0.0,2,0,0.0,65.76,0.0,2.0,0.0,0.0,65.76,50.0,2,1,9.45,90.55,50.0,2,1,9.45,90.55,100.0,2,2,34.24,100.0,100.0,2,2,34.24,100.0,0.0,2,0,0.0,65.76,0.0,2,0,0.0,65.76,0.0,2,0,0.0,65.76,0.0,2,0,0.0,65.76,50.0,2,1,9.45,90.55,50.0,2,1,9.45,90.55,50.0,2,1,9.45,90.55,50.0,2,1,9.45,90.55,0.0,2,0,0.0,65.76,0.0,2,0,0.0,65.76,2,0.0,1000.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,500.0,500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,HGB,16328,5131,51.83,16328,8463,50.73,52.93,64.39,16328,10514,63.25,65.4,26.08,7865,2051,24.77,27.48,53.61,16328,8753,52.44,54.77,3.69,7865.0,290.0,3.2,4.28,53.34,16328,8710,52.17,54.48,3.14,7865.0,247.0,2.66,3.68,52.77,16328,8617,51.7,53.89,1.96,7865.0,154.0,1.59,2.34,58.54,16328,9559,57.31,59.78,13.94,7865,1096,12.85,14.98,64.54,16328,10538,63.47,65.61,26.38,7865,2075,24.99,27.83,57.1,16328,9324,55.89,58.4,10.95,7865,861,10.07,11.88,54.75,16328,8939,53.59,55.92,6.05,7865,476,5.42,6.63,55.29,16328,9027,54.17,56.44,7.17,7865,564,6.5,7.81,55.49,16328,9061,54.41,56.6,7.6,7865,598,6.87,8.22,58.56,16328,9561,57.48,59.66,13.96,7865,1098,13.1,14.95,7865,518.0,644.0,536.0,533.0,528.0,585.0,645.0,571.0,547.0,553.0,555.0,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,K,292455,58785,14.81,292455,43317,14.62,14.99,28.01,292455,81916,27.75,28.3,15.49,249138,38599,15.26,15.74,30.45,292455,89040,30.13,30.68,18.35,249138.0,45723.0,18.05,18.56,22.94,292455,67096,22.69,23.2,9.54,249138.0,23779.0,9.35,9.74,34.51,292455,100928,34.25,34.75,23.12,249138.0,57611.0,22.91,23.35,23.72,292455,69381,23.46,23.94,10.46,249138,26064,10.26,10.61,38.72,292455,113224,38.32,39.18,28.06,249138,69907,27.65,28.52,20.14,292455,58887,19.93,20.33,6.25,249138,15570,6.11,6.38,20.72,292455,60605,20.48,20.92,6.94,249138,17288,6.8,7.08,21.76,292455,63639,21.53,21.96,8.16,249138,20322,7.98,8.29,21.57,292455,63094,21.37,21.79,7.94,249138,19777,7.78,8.08,23.56,292455,68910,23.34,23.78,10.27,249138,25593,10.11,10.43,249138,148.0,280.0,304.0,229.0,345.0,237.0,387.0,201.0,207.0,218.0,216.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,LDL,5,2,0.0,5,0,0.0,0.0,80.0,5,4,66.67,100.0,80.0,5,4,66.67,100.0,0.0,5,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,5,1,0.0,33.33,20.0,5.0,1.0,0.0,33.33,20.0,5,1,0.0,33.33,20.0,5.0,1.0,0.0,33.33,20.0,5,1,0.0,33.33,20.0,5,1,0.0,33.33,40.0,5,2,0.0,66.67,40.0,5,2,0.0,66.67,20.0,5,1,0.0,33.33,20.0,5,1,0.0,33.33,20.0,5,1,0.0,33.33,20.0,5,1,0.0,33.33,0.0,5,0,0.0,0.0,0.0,5,0,0.0,0.0,20.0,5,1,0.0,33.33,20.0,5,1,0.0,33.33,60.0,5,3,33.33,100.0,60.0,5,3,33.33,100.0,5,0.0,800.0,0.0,200.0,200.0,200.0,400.0,200.0,200.0,0.0,200.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,MCH,139254,32772,8.27,139254,11519,8.01,8.65,30.71,139254,42769,30.31,31.16,24.46,127735,31250,24.09,24.95,10.09,139254,14049,9.81,10.48,1.98,127735.0,2530.0,1.84,2.13,20.83,139254,29007,20.39,21.27,13.69,127735.0,17488.0,13.25,14.18,15.14,139254,21088,14.73,15.53,7.49,127735.0,9569.0,7.15,7.8,21.3,139254,29666,20.96,21.71,14.21,127735,18147,13.94,14.56,26.39,139254,36744,26.02,26.91,19.75,127735,25225,19.37,20.23,15.92,139254,22176,15.58,16.37,8.34,127735,10657,8.11,8.61,12.45,139254,17337,12.11,12.82,4.55,127735,5818,4.39,4.73,12.47,139254,17360,12.12,12.85,4.57,127735,5841,4.41,4.76,13.24,139254,18439,12.89,13.63,5.42,127735,6920,5.24,5.61,17.62,139254,24534,17.29,18.02,10.19,127735,13015,9.98,10.47,127735,83.0,307.0,101.0,208.0,151.0,213.0,264.0,159.0,124.0,125.0,132.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,MCHC,98599,25115,28.96,98599,28553,28.28,29.46,45.21,98599,44581,44.65,45.78,22.88,70046,16028,22.46,23.3,46.3,98599,45650,45.7,46.82,24.41,70046.0,17097.0,23.82,24.87,34.86,98599,34373,34.21,35.31,8.31,70046.0,5820.0,8.01,8.65,35.2,98599,34705,34.57,35.68,8.78,70046.0,6152.0,8.53,9.06,37.51,98599,36984,36.92,38.04,12.04,70046,8431,11.74,12.34,47.46,98599,46797,46.78,48.13,26.05,70046,18244,25.56,26.63,33.13,98599,32666,32.49,33.65,5.87,70046,4113,5.65,6.1,32.1,98599,31655,31.53,32.64,4.43,70046,3102,4.22,4.63,32.14,98599,31691,31.54,32.65,4.48,70046,3138,4.27,4.66,32.94,98599,32477,32.37,33.42,5.6,70046,3924,5.41,5.83,35.53,98599,35035,34.92,36.05,9.25,70046,6482,8.99,9.49,70046,290.0,452.0,463.0,349.0,352.0,375.0,475.0,331.0,321.0,321.0,329.0,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
