subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
pop_normal,AST,Gaussian_mle,sepsis,window_any,z,1487,39,z,1.152,0.796,1.666,0.45401,0.8401390814475653
pop_normal,AST,Gaussian_mle,sepsis,window_any,category,1487,39,high,1.497,0.627,3.576,0.36382,0.9378521298979466
pop_normal,AST,Gaussian_trunc,sepsis,window_any,binary,1487,39,abnormal,0.896,0.446,1.801,0.75831,0.9790585619851832
pop_normal,AST,Gaussian_trunc,sepsis,window_any,z,1487,39,z,0.982,0.707,1.363,0.91218,0.9815838196348804
pop_normal,AST,Gaussian_trunc,sepsis,window_any,category,1487,39,high,1.252,0.594,2.641,0.55476,0.9578646457474188
pop_normal,AST,Gaussian_eb,sepsis,window_any,binary,1492,39,abnormal,1.08,0.452,2.581,0.86182,0.9790585619851832
pop_normal,AST,Gaussian_eb,sepsis,window_any,z,1492,39,z,0.807,0.357,1.825,0.6063,0.902613547189702
pop_normal,AST,Gaussian_eb,sepsis,window_any,category,1492,39,high,1.207,0.429,3.397,0.72218,0.9578646457474188
pop_normal,AST,NORMA_q_age_set,sepsis,window_any,binary,1492,39,abnormal,1.094,0.428,2.802,0.85077,0.9790585619851832
pop_normal,AST,NORMA_q_age_set,sepsis,window_any,z,1492,39,z,1.01,0.5,2.04,0.9779,0.9843850563980816
pop_normal,AST,NORMA_q_age_set,sepsis,window_any,category,1492,39,high,0.946,0.291,3.077,0.92695,0.9833775756135912
pop_normal,AST,NORMA_334f7e21,sepsis,window_any,binary,1492,39,abnormal,1.168,0.489,2.791,0.72737,0.9790585619851832
pop_normal,AST,NORMA_334f7e21,sepsis,window_any,z,1492,39,z,1.09,0.566,2.102,0.79582,0.9235339964488612
pop_normal,AST,NORMA_334f7e21,sepsis,window_any,category,1492,39,high,1.201,0.426,3.387,0.72846,0.9578646457474188
pop_normal,AST,NORMA_q_age,sepsis,window_any,binary,1492,39,abnormal,1.462,0.644,3.317,0.36378,0.9790585619851832
pop_normal,AST,NORMA_q_age,sepsis,window_any,z,1492,39,z,0.939,0.443,1.992,0.86989,0.9676320622531116
pop_normal,AST,NORMA_q_age,sepsis,window_any,category,1492,39,low,1.607,0.491,5.253,0.43275,0.9446832933905766
pop_normal,AST,NORMA_q_age,sepsis,window_any,category,1492,39,high,1.369,0.484,3.876,0.55409,0.9578646457474188
pop_normal,AST,NORMA_q_age_set_co,sepsis,window_any,binary,1492,39,abnormal,1.181,0.52,2.681,0.69027,0.9790585619851832
pop_normal,AST,NORMA_q_age_set_co,sepsis,window_any,z,1492,39,z,1.216,0.7,2.112,0.48815,0.86513331903138
pop_normal,AST,NORMA_q_age_set_co,sepsis,window_any,category,1492,39,low,1.263,0.445,3.582,0.66053,0.9578646457474188
pop_normal,AST,NORMA_q_age_set_co,sepsis,window_any,category,1492,39,high,1.088,0.333,3.557,0.88934,0.9769240112507414
pop_normal,BUN,PerRI,sepsis,window_any,binary,2242,23,abnormal,1.672,0.732,3.819,0.22286,0.9790585619851832
pop_normal,BUN,PerRI,sepsis,window_any,z,2242,23,z,1.061,0.863,1.303,0.57654,0.8989777289792433
pop_normal,BUN,PerRI,sepsis,window_any,category,2242,23,low,1.257,0.402,3.935,0.69384,0.9578646457474188
pop_normal,BUN,PerRI,sepsis,window_any,category,2242,23,high,2.065,0.801,5.324,0.13342,0.6763194559906817
pop_normal,BUN,Cohen_m2,sepsis,window_any,binary,2242,23,abnormal,1.448,0.626,3.351,0.38664,0.9790585619851832
pop_normal,BUN,Cohen_m2,sepsis,window_any,z,2242,23,z,1.75,0.806,3.8,0.15708,0.5655050389368785
pop_normal,BUN,Cohen_m2,sepsis,window_any,category,2242,23,low,1.644,0.674,4.011,0.2745,0.8333322857195417
pop_normal,BUN,Cohen_m3,sepsis,window_any,binary,2242,23,abnormal,1.369,0.58,3.233,0.47345,0.9790585619851832
pop_normal,BUN,Cohen_m3,sepsis,window_any,z,2242,23,z,1.823,0.723,4.598,0.20353,0.6373527949559865
pop_normal,BUN,Cohen_m3,sepsis,window_any,category,2242,23,low,1.552,0.611,3.941,0.3555,0.9378521298979466
pop_normal,BUN,Cohen_m4,sepsis,window_any,binary,2242,23,abnormal,0.704,0.261,1.897,0.4875,0.9790585619851832
pop_normal,BUN,Cohen_m4,sepsis,window_any,z,2242,23,z,1.07,0.425,2.69,0.88584,0.9712153284245664
pop_normal,BUN,Cohen_m4,sepsis,window_any,category,2242,23,low,0.864,0.32,2.327,0.7718,0.9578646457474188
pop_normal,BUN,Gaussian_mle,sepsis,window_any,binary,2224,23,abnormal,1.099,0.433,2.793,0.84246,0.9790585619851832
pop_normal,BUN,Gaussian_mle,sepsis,window_any,z,2224,23,z,1.093,0.657,1.818,0.73179,0.9206337356211102
pop_normal,BUN,Gaussian_mle,sepsis,window_any,category,2224,23,low,1.255,0.365,4.313,0.71867,0.9578646457474188
pop_normal,BUN,Gaussian_mle,sepsis,window_any,category,2224,23,high,0.977,0.284,3.361,0.97076,0.989948865875408
pop_normal,BUN,Gaussian_trunc,sepsis,window_any,binary,2224,23,abnormal,1.095,0.48,2.499,0.82944,0.9790585619851832
pop_normal,BUN,Gaussian_trunc,sepsis,window_any,z,2224,23,z,0.924,0.613,1.392,0.70459,0.9206337356211102
pop_normal,BUN,Gaussian_trunc,sepsis,window_any,category,2224,23,low,1.013,0.329,3.12,0.98156,0.989948865875408
pop_normal,BUN,Gaussian_trunc,sepsis,window_any,category,2224,23,high,1.158,0.437,3.07,0.76801,0.9578646457474188
pop_normal,BUN,Gaussian_eb,sepsis,window_any,binary,2242,23,abnormal,1.308,0.443,3.86,0.62637,0.9790585619851832
pop_normal,BUN,Gaussian_eb,sepsis,window_any,z,2242,23,z,2.38,0.813,6.967,0.11372,0.4559530630568643
pop_normal,BUN,NORMA_q_age_set,sepsis,window_any,binary,2242,23,abnormal,0.845,0.251,2.845,0.7854,0.9790585619851832
pop_normal,BUN,NORMA_q_age_set,sepsis,window_any,z,2242,23,z,0.796,0.299,2.119,0.64752,0.9106105070738556
pop_normal,BUN,NORMA_334f7e21,sepsis,window_any,binary,2242,23,abnormal,1.125,0.417,3.029,0.81634,0.9790585619851832
pop_normal,BUN,NORMA_334f7e21,sepsis,window_any,z,2242,23,z,0.799,0.324,1.97,0.62548,0.9046226038942288
pop_normal,BUN,NORMA_334f7e21,sepsis,window_any,category,2242,23,high,1.459,0.496,4.291,0.49271,0.9492357363420116
pop_normal,BUN,NORMA_q_age,sepsis,window_any,binary,2242,23,abnormal,1.025,0.349,3.016,0.96383,0.9853661795739784
pop_normal,BUN,NORMA_q_age,sepsis,window_any,z,2242,23,z,0.655,0.233,1.841,0.42193,0.8131222529285811
pop_normal,BUN,NORMA_q_age,sepsis,window_any,category,2242,23,high,1.421,0.422,4.793,0.57065,0.9578646457474188
pop_normal,BUN,NORMA_q_age_set_co,sepsis,window_any,z,2242,23,z,0.736,0.301,1.801,0.50248,0.86513331903138
pop_normal,CA,PerRI,sepsis,window_any,binary,2452,21,abnormal,1.451,0.611,3.447,0.39878,0.9790585619851832
pop_normal,CA,PerRI,sepsis,window_any,z,2452,21,z,1.081,0.742,1.573,0.68572,0.9206337356211102
pop_normal,CA,PerRI,sepsis,window_any,category,2452,21,high,1.371,0.568,3.31,0.48243,0.9492357363420116
pop_normal,CA,Cohen_m2,sepsis,window_any,binary,2452,21,abnormal,1.621,0.681,3.858,0.27454,0.9790585619851832
pop_normal,CA,Cohen_m2,sepsis,window_any,z,2452,21,z,1.615,0.794,3.287,0.18579,0.6145201115669411
pop_normal,CA,Cohen_m2,sepsis,window_any,category,2452,21,high,1.497,0.618,3.624,0.37144,0.9378521298979466
pop_normal,CA,Cohen_m3,sepsis,window_any,binary,2452,21,abnormal,1.834,0.671,5.014,0.23725,0.9790585619851832
pop_normal,CA,Cohen_m3,sepsis,window_any,z,2452,21,z,2.456,0.909,6.637,0.07647,0.3971317706722369
pop_normal,CA,Cohen_m3,sepsis,window_any,category,2452,21,high,1.565,0.525,4.666,0.42169,0.9446832933905766
pop_normal,CA,Cohen_m4,sepsis,window_any,binary,2452,21,abnormal,1.525,0.591,3.938,0.38286,0.9790585619851832
pop_normal,CA,Cohen_m4,sepsis,window_any,z,2452,21,z,2.083,0.948,4.575,0.06754,0.3971317706722369
pop_normal,CA,Cohen_m4,sepsis,window_any,category,2452,21,high,1.365,0.498,3.736,0.54513,0.9578646457474188
pop_normal,CA,Gaussian_mle,sepsis,window_any,binary,2421,21,abnormal,1.052,0.385,2.876,0.92146,0.9790585619851832
pop_normal,CA,Gaussian_mle,sepsis,window_any,z,2421,21,z,1.115,0.689,1.803,0.65874,0.9120967066093087
pop_normal,CA,Gaussian_mle,sepsis,window_any,category,2421,21,high,0.978,0.328,2.912,0.96793,0.989948865875408
pop_normal,CA,Gaussian_trunc,sepsis,window_any,binary,2421,21,abnormal,1.098,0.466,2.587,0.83049,0.9790585619851832
pop_normal,CA,Gaussian_trunc,sepsis,window_any,z,2421,21,z,1.216,0.978,1.513,0.07822,0.3971317706722369
pop_normal,CA,Gaussian_trunc,sepsis,window_any,category,2421,21,high,1.063,0.448,2.524,0.88979,0.9769240112507414
pop_normal,CA,Gaussian_eb,sepsis,window_any,binary,2452,21,abnormal,1.496,0.502,4.455,0.46955,0.9790585619851832
pop_normal,CA,Gaussian_eb,sepsis,window_any,z,2452,21,z,1.85,0.636,5.376,0.25862,0.6769907374026287
pop_normal,CA,Gaussian_eb,sepsis,window_any,category,2452,21,high,1.294,0.38,4.41,0.68064,0.9578646457474188
pop_normal,CA,NORMA_q_age_set,sepsis,window_any,binary,2452,21,abnormal,1.688,0.567,5.024,0.34679,0.9790585619851832
pop_normal,CA,NORMA_q_age_set,sepsis,window_any,z,2452,21,z,1.779,0.773,4.092,0.17563,0.6033678103805789
pop_normal,CA,NORMA_q_age_set,sepsis,window_any,category,2452,21,high,1.77,0.52,6.022,0.36097,0.9378521298979466
pop_normal,CA,NORMA_334f7e21,sepsis,window_any,binary,2452,21,abnormal,1.122,0.33,3.812,0.85397,0.9790585619851832
pop_normal,CA,NORMA_334f7e21,sepsis,window_any,z,2452,21,z,1.665,0.707,3.919,0.24335,0.6769907374026287
pop_normal,CA,NORMA_q_age,sepsis,window_any,binary,2452,21,abnormal,1.195,0.352,4.062,0.77517,0.9790585619851832
pop_normal,CA,NORMA_q_age,sepsis,window_any,z,2452,21,z,1.677,0.673,4.181,0.26699,0.6769907374026287
pop_normal,CA,NORMA_q_age_set_co,sepsis,window_any,binary,2452,21,abnormal,0.626,0.184,2.13,0.45387,0.9790585619851832
pop_normal,CA,NORMA_q_age_set_co,sepsis,window_any,z,2452,21,z,1.406,0.671,2.946,0.36707,0.7979121681801559
pop_normal,CL,PerRI,sepsis,window_any,binary,3302,29,abnormal,2.598,1.245,5.419,0.01093,0.6669525515737413
pop_normal,CL,PerRI,sepsis,window_any,z,3302,29,z,0.973,0.729,1.297,0.84967,0.95908531115279
pop_normal,CL,PerRI,sepsis,window_any,category,3302,29,low,1.472,0.564,3.842,0.42908,0.9446832933905766
pop_normal,CL,PerRI,sepsis,window_any,category,3302,29,high,5.575,2.359,13.177,9e-05,0.0225002238054841
pop_normal,CL,Cohen_m2,sepsis,window_any,binary,3302,29,abnormal,0.697,0.336,1.445,0.3316,0.9790585619851832
pop_normal,CL,Cohen_m2,sepsis,window_any,z,3302,29,z,0.731,0.427,1.251,0.25245,0.6769907374026287
pop_normal,CL,Cohen_m2,sepsis,window_any,category,3302,29,low,0.277,0.091,0.842,0.02358,0.3292616400306135
pop_normal,CL,Cohen_m2,sepsis,window_any,category,3302,29,high,1.561,0.706,3.449,0.27132,0.8333322857195417
pop_normal,CL,Cohen_m3,sepsis,window_any,binary,3302,29,abnormal,2.739,0.952,7.879,0.06158,0.876368917063531
pop_normal,CL,Cohen_m3,sepsis,window_any,z,3302,29,z,1.521,0.955,2.423,0.07711,0.3971317706722369
pop_normal,CL,Cohen_m3,sepsis,window_any,category,3302,29,high,5.145,2.093,12.649,0.00036,0.0446540575397189
pop_normal,CL,Cohen_m4,sepsis,window_any,binary,3302,29,abnormal,0.924,0.445,1.915,0.83062,0.9790585619851832
pop_normal,CL,Cohen_m4,sepsis,window_any,z,3302,29,z,1.245,0.658,2.357,0.49995,0.86513331903138
pop_normal,CL,Cohen_m4,sepsis,window_any,category,3302,29,high,2.339,1.122,4.877,0.02344,0.3292616400306135
pop_normal,CL,Gaussian_mle,sepsis,window_any,binary,3260,29,abnormal,1.215,0.492,3.0,0.67339,0.9790585619851832
pop_normal,CL,Gaussian_mle,sepsis,window_any,z,3260,29,z,1.567,0.963,2.549,0.07069,0.3971317706722369
pop_normal,CL,Gaussian_mle,sepsis,window_any,category,3260,29,high,3.044,1.149,8.062,0.02512,0.3292616400306135
pop_normal,CL,Gaussian_trunc,sepsis,window_any,binary,3260,29,abnormal,0.768,0.362,1.628,0.49041,0.9790585619851832
pop_normal,CL,Gaussian_trunc,sepsis,window_any,z,3260,29,z,1.075,0.792,1.461,0.6419,0.9106105070738556
pop_normal,CL,Gaussian_trunc,sepsis,window_any,category,3260,29,low,0.68,0.27,1.715,0.41405,0.9446832933905766
pop_normal,CL,Gaussian_trunc,sepsis,window_any,category,3260,29,high,0.908,0.337,2.449,0.84879,0.976376531764
pop_normal,CL,Gaussian_eb,sepsis,window_any,z,3302,29,z,1.774,0.467,6.729,0.39964,0.8024044274894353
pop_normal,CL,NORMA_q_age_set,sepsis,window_any,binary,3302,29,abnormal,1.248,0.434,3.59,0.68065,0.9790585619851832
pop_normal,CL,NORMA_q_age_set,sepsis,window_any,z,3302,29,z,2.717,1.278,5.78,0.00943,0.251184658091971
pop_normal,CL,NORMA_q_age_set,sepsis,window_any,category,3302,29,high,2.143,0.745,6.163,0.15715,0.6770646181392441
pop_normal,CL,NORMA_334f7e21,sepsis,window_any,binary,3302,29,abnormal,1.387,0.564,3.409,0.47575,0.9790585619851832
pop_normal,CL,NORMA_334f7e21,sepsis,window_any,z,3302,29,z,2.128,1.053,4.302,0.03539,0.3892447654319388
pop_normal,CL,NORMA_334f7e21,sepsis,window_any,category,3302,29,high,2.302,0.878,6.04,0.09011,0.5812682394374554
pop_normal,CL,NORMA_q_age,sepsis,window_any,binary,3302,29,abnormal,1.234,0.471,3.236,0.66923,0.9790585619851832
pop_normal,CL,NORMA_q_age,sepsis,window_any,z,3302,29,z,1.959,0.946,4.059,0.07027,0.3971317706722369
pop_normal,CL,NORMA_q_age,sepsis,window_any,category,3302,29,high,2.126,0.739,6.115,0.16153,0.6770646181392441
pop_normal,CL,NORMA_q_age_set_co,sepsis,window_any,binary,3302,29,abnormal,1.207,0.515,2.826,0.66508,0.9790585619851832
pop_normal,CL,NORMA_q_age_set_co,sepsis,window_any,z,3302,29,z,1.338,0.717,2.498,0.36044,0.7979121681801559
pop_normal,CL,NORMA_q_age_set_co,sepsis,window_any,category,3302,29,high,2.842,1.084,7.454,0.03371,0.3996480040828226
pop_normal,CO2,PerRI,sepsis,window_any,binary,3589,31,abnormal,0.8,0.367,1.743,0.57442,0.9790585619851832
pop_normal,CO2,PerRI,sepsis,window_any,z,3589,31,z,0.86,0.602,1.228,0.4053,0.8024938949689069
pop_normal,CO2,PerRI,sepsis,window_any,category,3589,31,high,1.039,0.463,2.332,0.92543,0.9833775756135912
pop_normal,CO2,Cohen_m2,sepsis,window_any,binary,3589,31,abnormal,1.715,0.787,3.733,0.17445,0.9790585619851832
pop_normal,CO2,Cohen_m2,sepsis,window_any,z,3589,31,z,1.272,0.726,2.228,0.40016,0.8024044274894353
pop_normal,CO2,Cohen_m2,sepsis,window_any,category,3589,31,low,1.862,0.654,5.297,0.24399,0.8096096556659597
pop_normal,CO2,Cohen_m2,sepsis,window_any,category,3589,31,high,1.661,0.727,3.797,0.22879,0.8023670950379364
pop_normal,CO2,Cohen_m3,sepsis,window_any,binary,3589,31,abnormal,2.341,1.008,5.433,0.0478,0.876368917063531
pop_normal,CO2,Cohen_m3,sepsis,window_any,z,3589,31,z,1.626,0.898,2.944,0.10861,0.4559530630568643
pop_normal,CO2,Cohen_m3,sepsis,window_any,category,3589,31,low,2.383,0.987,5.754,0.05346,0.4294352077665353
pop_normal,CO2,Cohen_m3,sepsis,window_any,category,3589,31,high,2.242,0.78,6.447,0.13409,0.6763194559906817
pop_normal,CO2,Cohen_m4,sepsis,window_any,binary,3589,31,abnormal,2.346,1.08,5.097,0.03118,0.876368917063531
pop_normal,CO2,Cohen_m4,sepsis,window_any,z,3589,31,z,1.909,0.919,3.967,0.08304,0.411030492440156
pop_normal,CO2,Cohen_m4,sepsis,window_any,category,3589,31,low,2.609,1.141,5.965,0.02302,0.3292616400306135
pop_normal,CO2,Cohen_m4,sepsis,window_any,category,3589,31,high,1.93,0.718,5.186,0.19215,0.7152451006652137
pop_normal,CO2,Gaussian_mle,sepsis,window_any,binary,3534,30,abnormal,0.965,0.413,2.254,0.93507,0.9790585619851832
pop_normal,CO2,Gaussian_mle,sepsis,window_any,z,3534,30,z,1.204,0.832,1.741,0.32479,0.7655746275152211
pop_normal,CO2,Gaussian_mle,sepsis,window_any,category,3534,30,high,0.934,0.357,2.445,0.88895,0.9769240112507414
pop_normal,CO2,Gaussian_trunc,sepsis,window_any,binary,3534,30,abnormal,0.974,0.475,1.997,0.94293,0.9790585619851832
pop_normal,CO2,Gaussian_trunc,sepsis,window_any,z,3534,30,z,1.058,0.849,1.319,0.61598,0.9034437416534784
pop_normal,CO2,Gaussian_trunc,sepsis,window_any,category,3534,30,low,0.87,0.286,2.644,0.80601,0.9602678844566556
pop_normal,CO2,Gaussian_trunc,sepsis,window_any,category,3534,30,high,1.015,0.469,2.196,0.97047,0.989948865875408
pop_normal,CO2,Gaussian_eb,sepsis,window_any,z,3589,31,z,2.491,0.505,12.284,0.2621,0.6769907374026287
pop_normal,CO2,NORMA_q_age_set,sepsis,window_any,binary,3589,31,abnormal,0.69,0.21,2.269,0.5409,0.9790585619851832
pop_normal,CO2,NORMA_q_age_set,sepsis,window_any,z,3589,31,z,1.134,0.402,3.193,0.81251,0.9299244881832736
pop_normal,CO2,NORMA_334f7e21,sepsis,window_any,binary,3589,31,abnormal,1.452,0.649,3.25,0.36392,0.9790585619851832
pop_normal,CO2,NORMA_334f7e21,sepsis,window_any,z,3589,31,z,1.454,0.653,3.238,0.35995,0.7979121681801559
pop_normal,CO2,NORMA_334f7e21,sepsis,window_any,category,3589,31,low,2.867,1.175,6.995,0.02063,0.3292616400306135
pop_normal,CO2,NORMA_q_age,sepsis,window_any,binary,3589,31,abnormal,1.411,0.607,3.28,0.42377,0.9790585619851832
pop_normal,CO2,NORMA_q_age,sepsis,window_any,z,3589,31,z,1.293,0.498,3.363,0.59759,0.8989777289792433
pop_normal,CO2,NORMA_q_age,sepsis,window_any,category,3589,31,low,2.337,0.895,6.1,0.08288,0.5720494962847973
pop_normal,CO2,NORMA_q_age_set_co,sepsis,window_any,binary,3589,31,abnormal,1.776,0.85,3.711,0.1266,0.9790585619851832
pop_normal,CO2,NORMA_q_age_set_co,sepsis,window_any,z,3589,31,z,1.464,0.681,3.151,0.32918,0.7668051306721486
pop_normal,CO2,NORMA_q_age_set_co,sepsis,window_any,category,3589,31,low,2.201,0.967,5.011,0.06009,0.467588801696925
pop_normal,CO2,NORMA_q_age_set_co,sepsis,window_any,category,3589,31,high,1.175,0.349,3.955,0.79492,0.9578646457474188
pop_normal,CRE,PerRI,sepsis,window_any,binary,3288,37,abnormal,0.837,0.367,1.908,0.67279,0.9790585619851832
pop_normal,CRE,PerRI,sepsis,window_any,z,3288,37,z,1.113,0.719,1.723,0.63056,0.9047216689202768
pop_normal,CRE,PerRI,sepsis,window_any,category,3288,37,low,0.825,0.29,2.346,0.71861,0.9578646457474188
pop_normal,CRE,PerRI,sepsis,window_any,category,3288,37,high,0.854,0.26,2.802,0.79472,0.9578646457474188
pop_normal,CRE,Cohen_m2,sepsis,window_any,binary,3290,37,abnormal,1.975,0.991,3.936,0.05298,0.876368917063531
pop_normal,CRE,Cohen_m2,sepsis,window_any,z,3290,37,z,1.619,1.075,2.436,0.02101,0.3550149099772582
pop_normal,CRE,Cohen_m2,sepsis,window_any,category,3290,37,low,1.66,0.802,3.436,0.17224,0.680767985803816
pop_normal,CRE,Cohen_m3,sepsis,window_any,binary,3290,37,abnormal,1.398,0.689,2.836,0.35304,0.9790585619851832
pop_normal,CRE,Cohen_m3,sepsis,window_any,z,3290,37,z,1.461,0.81,2.634,0.20755,0.6373527949559865
pop_normal,CRE,Cohen_m3,sepsis,window_any,category,3290,37,low,1.134,0.534,2.412,0.74325,0.9578646457474188
pop_normal,CRE,Cohen_m4,sepsis,window_any,binary,3290,37,abnormal,1.477,0.771,2.827,0.23932,0.9790585619851832
pop_normal,CRE,Cohen_m4,sepsis,window_any,z,3290,37,z,1.299,0.816,2.066,0.27011,0.6769907374026287
pop_normal,CRE,Cohen_m4,sepsis,window_any,category,3290,37,low,1.459,0.751,2.834,0.26521,0.8333322857195417
pop_normal,CRE,Gaussian_mle,sepsis,window_any,binary,3273,37,abnormal,0.868,0.362,2.082,0.75066,0.9790585619851832
pop_normal,CRE,Gaussian_mle,sepsis,window_any,z,3273,37,z,0.988,0.615,1.587,0.95934,0.9843850563980816
pop_normal,CRE,Gaussian_mle,sepsis,window_any,category,3273,37,low,0.927,0.328,2.621,0.88642,0.9769240112507414
pop_normal,CRE,Gaussian_trunc,sepsis,window_any,binary,3273,37,abnormal,0.76,0.381,1.515,0.43539,0.9790585619851832
pop_normal,CRE,Gaussian_trunc,sepsis,window_any,z,3273,37,z,0.912,0.703,1.184,0.49078,0.86513331903138
pop_normal,CRE,Gaussian_trunc,sepsis,window_any,category,3273,37,low,0.812,0.31,2.122,0.67024,0.9578646457474188
pop_normal,CRE,Gaussian_trunc,sepsis,window_any,category,3273,37,high,0.727,0.313,1.687,0.4575,0.9446832933905766
pop_normal,CRE,Gaussian_eb,sepsis,window_any,binary,3290,37,abnormal,0.851,0.331,2.185,0.73663,0.9790585619851832
pop_normal,CRE,Gaussian_eb,sepsis,window_any,z,3290,37,z,1.115,0.487,2.557,0.79648,0.9235339964488612
pop_normal,CRE,Gaussian_eb,sepsis,window_any,category,3290,37,low,0.785,0.241,2.558,0.68773,0.9578646457474188
pop_normal,CRE,NORMA_q_age_set,sepsis,window_any,binary,3290,37,abnormal,0.965,0.342,2.729,0.94696,0.9790585619851832
pop_normal,CRE,NORMA_q_age_set,sepsis,window_any,z,3290,37,z,1.208,0.643,2.27,0.5575,0.890196992516998
pop_normal,CRE,NORMA_q_age_set,sepsis,window_any,category,3290,37,high,1.419,0.435,4.627,0.56177,0.9578646457474188
pop_normal,CRE,NORMA_334f7e21,sepsis,window_any,binary,3290,37,abnormal,1.247,0.519,2.996,0.62143,0.9790585619851832
pop_normal,CRE,NORMA_334f7e21,sepsis,window_any,z,3290,37,z,1.299,0.777,2.171,0.31807,0.7591168085039904
pop_normal,CRE,NORMA_334f7e21,sepsis,window_any,category,3290,37,low,1.298,0.396,4.251,0.66705,0.9578646457474188
pop_normal,CRE,NORMA_334f7e21,sepsis,window_any,category,3290,37,high,1.2,0.366,3.935,0.76306,0.9578646457474188
pop_normal,CRE,NORMA_q_age,sepsis,window_any,binary,3290,37,abnormal,1.348,0.562,3.236,0.50344,0.9790585619851832
pop_normal,CRE,NORMA_q_age,sepsis,window_any,z,3290,37,z,1.233,0.693,2.194,0.47628,0.86513331903138
pop_normal,CRE,NORMA_q_age,sepsis,window_any,category,3290,37,high,1.868,0.661,5.28,0.23822,0.8094618101911459
pop_normal,CRE,NORMA_q_age_set_co,sepsis,window_any,binary,3290,37,abnormal,1.293,0.61,2.744,0.50265,0.9790585619851832
pop_normal,CRE,NORMA_q_age_set_co,sepsis,window_any,z,3290,37,z,1.233,0.767,1.981,0.38687,0.7979121681801559
pop_normal,CRE,NORMA_q_age_set_co,sepsis,window_any,category,3290,37,low,1.254,0.519,3.031,0.61543,0.9578646457474188
pop_normal,CRE,NORMA_q_age_set_co,sepsis,window_any,category,3290,37,high,1.381,0.419,4.554,0.59642,0.9578646457474188
pop_normal,K,PerRI,sepsis,window_any,binary,6847,71,abnormal,1.093,0.64,1.869,0.74392,0.9790585619851832
pop_normal,K,PerRI,sepsis,window_any,z,6847,71,z,1.135,0.908,1.419,0.26444,0.6769907374026287
pop_normal,K,PerRI,sepsis,window_any,category,6847,71,low,0.64,0.199,2.052,0.45266,0.9446832933905766
pop_normal,K,PerRI,sepsis,window_any,category,6847,71,high,1.273,0.717,2.261,0.41007,0.9446832933905766
pop_normal,K,Cohen_m2,sepsis,window_any,binary,6847,71,abnormal,1.615,1.01,2.582,0.04548,0.876368917063531
pop_normal,K,Cohen_m2,sepsis,window_any,z,6847,71,z,1.553,0.955,2.525,0.07589,0.3971317706722369
pop_normal,K,Cohen_m2,sepsis,window_any,category,6847,71,low,1.509,0.844,2.697,0.16562,0.6770646181392441
pop_normal,K,Cohen_m2,sepsis,window_any,category,6847,71,high,1.746,0.963,3.165,0.0665,0.4870184992142517
pop_normal,K,Cohen_m3,sepsis,window_any,binary,6847,71,abnormal,1.699,1.004,2.875,0.04812,0.876368917063531
pop_normal,K,Cohen_m3,sepsis,window_any,z,6847,71,z,2.335,1.223,4.456,0.01015,0.251184658091971
pop_normal,K,Cohen_m3,sepsis,window_any,category,6847,71,low,1.499,0.815,2.756,0.19246,0.7152451006652137
pop_normal,K,Cohen_m3,sepsis,window_any,category,6847,71,high,2.383,1.022,5.555,0.04439,0.413259498078108
pop_normal,K,Cohen_m4,sepsis,window_any,binary,6847,71,abnormal,1.392,0.874,2.218,0.16349,0.9790585619851832
pop_normal,K,Cohen_m4,sepsis,window_any,z,6847,71,z,2.06,1.264,3.358,0.00375,0.24771266271361
pop_normal,K,Cohen_m4,sepsis,window_any,category,6847,71,low,1.224,0.71,2.109,0.46693,0.9452564064585652
pop_normal,K,Cohen_m4,sepsis,window_any,category,6847,71,high,1.734,0.937,3.21,0.0798,0.5676859126450177
pop_normal,K,Gaussian_mle,sepsis,window_any,binary,6837,71,abnormal,1.65,0.965,2.819,0.06704,0.876368917063531
pop_normal,K,Gaussian_mle,sepsis,window_any,z,6837,71,z,1.386,1.007,1.908,0.04527,0.3971317706722369
pop_normal,K,Gaussian_mle,sepsis,window_any,category,6837,71,low,1.88,0.805,4.386,0.1444,0.6770646181392441
pop_normal,K,Gaussian_mle,sepsis,window_any,category,6837,71,high,1.555,0.831,2.912,0.16747,0.6770646181392441
pop_normal,K,Gaussian_trunc,sepsis,window_any,binary,6837,71,abnormal,1.069,0.653,1.751,0.79136,0.9790585619851832
pop_normal,K,Gaussian_trunc,sepsis,window_any,z,6837,71,z,0.994,0.822,1.202,0.94782,0.9843850563980816
pop_normal,K,Gaussian_trunc,sepsis,window_any,category,6837,71,low,0.737,0.229,2.377,0.6097,0.9578646457474188
pop_normal,K,Gaussian_trunc,sepsis,window_any,category,6837,71,high,1.142,0.682,1.912,0.61473,0.9578646457474188
pop_normal,K,Gaussian_eb,sepsis,window_any,binary,6847,71,abnormal,2.285,1.324,3.944,0.00299,0.2735463909335358
pop_normal,K,Gaussian_eb,sepsis,window_any,z,6847,71,z,2.554,1.305,4.998,0.00619,0.251184658091971
pop_normal,K,Gaussian_eb,sepsis,window_any,category,6847,71,low,2.639,1.132,6.149,0.02457,0.3292616400306135
pop_normal,K,Gaussian_eb,sepsis,window_any,category,6847,71,high,2.13,1.113,4.076,0.02247,0.3292616400306135
pop_normal,K,NORMA_q_age_set,sepsis,window_any,binary,6847,71,abnormal,1.571,0.861,2.867,0.14109,0.9790585619851832
