analyte,method,outcome,subset,n_patients,n_events,anchor,sensitivity,specificity,ppv,n_flagged
TBIL,PerRI,aki,pop_normal,10881.0,2083.0,native,0.3408545367258761,0.6781086610593317,0.2004517221908526,3542.0
TBIL,PerRI,aki,pop_normal,10881.0,2083.0,rate_of:PerRI,0.3413346135381661,0.6776540122755171,0.2004510854243022,3547.0
TBIL,NORMA_q_age_set,aki,pop_normal,10881.0,2083.0,native,0.170427268362938,0.849624914753353,0.2115613825983313,1678.0
TBIL,NORMA_q_age_set,aki,pop_normal,10881.0,2083.0,rate_of:PerRI,0.3662986077772444,0.6841327574448738,0.2154150197628458,3542.0
TC,PerRI,aki,pop_normal,24.0,4.0,native,0.75,0.25,0.1666666666666666,18.0
TC,PerRI,aki,pop_normal,24.0,4.0,rate_of:PerRI,0.75,0.25,0.1666666666666666,18.0
TC,NORMA_q_age_set,aki,pop_normal,24.0,4.0,native,0.0,0.85,0.0,3.0
TC,NORMA_q_age_set,aki,pop_normal,24.0,4.0,rate_of:PerRI,0.75,0.25,0.1666666666666666,18.0
TGL,PerRI,aki,pop_normal,221.0,58.0,native,0.5344827586206896,0.4049079754601227,0.2421875,128.0
TGL,PerRI,aki,pop_normal,221.0,58.0,rate_of:PerRI,0.5344827586206896,0.4049079754601227,0.2421875,128.0
TGL,NORMA_q_age_set,aki,pop_normal,221.0,58.0,native,0.2586206896551724,0.7668711656441718,0.2830188679245283,53.0
TGL,NORMA_q_age_set,aki,pop_normal,221.0,58.0,rate_of:PerRI,0.6206896551724138,0.4355828220858895,0.28125,128.0
TP,PerRI,aki,pop_normal,8338.0,1670.0,native,0.5029940119760479,0.544241151769646,0.2165506573859242,3879.0
TP,PerRI,aki,pop_normal,8338.0,1670.0,rate_of:PerRI,0.5029940119760479,0.544241151769646,0.2165506573859242,3879.0
TP,NORMA_q_age_set,aki,pop_normal,8338.0,1670.0,native,0.1700598802395209,0.8702759448110378,0.2471714534377719,1149.0
TP,NORMA_q_age_set,aki,pop_normal,8338.0,1670.0,rate_of:PerRI,0.4964071856287425,0.5425914817036592,0.2137148749677752,3879.0
WBC,PerRI,aki,pop_normal,40024.0,5824.0,native,0.4426510989010989,0.5319005847953217,0.1386990907623607,18587.0
WBC,PerRI,aki,pop_normal,40024.0,5824.0,rate_of:PerRI,0.4426510989010989,0.5319005847953217,0.1386990907623607,18587.0
WBC,NORMA_q_age_set,aki,pop_normal,40024.0,5824.0,native,0.1456043956043956,0.8709941520467837,0.1612167300380228,5260.0
WBC,NORMA_q_age_set,aki,pop_normal,40024.0,5824.0,rate_of:PerRI,0.4998282967032967,0.5416374269005848,0.1566148383278635,18587.0
ALB,PerRI,sepsis,pop_normal,2433.0,451.0,native,0.5476718403547672,0.5539858728557013,0.2183908045977011,1131.0
ALB,PerRI,sepsis,pop_normal,2433.0,451.0,rate_of:PerRI,0.5476718403547672,0.5539858728557013,0.2183908045977011,1131.0
ALB,NORMA_q_age_set,sepsis,pop_normal,2433.0,451.0,native,0.0753880266075388,0.9212916246215944,0.1789473684210526,190.0
ALB,NORMA_q_age_set,sepsis,pop_normal,2433.0,451.0,rate_of:PerRI,0.4611973392461197,0.5343087790110999,0.1839080459770115,1131.0
ALP,PerRI,sepsis,pop_normal,10995.0,2716.0,native,0.5743740795287187,0.3942505133470226,0.2372623574144486,6575.0
ALP,PerRI,sepsis,pop_normal,10995.0,2716.0,rate_of:PerRI,0.5743740795287187,0.3942505133470226,0.2372623574144486,6575.0
ALP,NORMA_q_age_set,sepsis,pop_normal,10995.0,2716.0,native,0.235640648011782,0.7673632081169224,0.2494154325798908,2566.0
ALP,NORMA_q_age_set,sepsis,pop_normal,10995.0,2716.0,rate_of:PerRI,0.6203976435935199,0.4093489551878246,0.2562737642585551,6575.0
ALT,PerRI,sepsis,pop_normal,9500.0,2517.0,native,0.5446960667461264,0.423456966919662,0.254030016675931,5397.0
ALT,PerRI,sepsis,pop_normal,9500.0,2517.0,rate_of:PerRI,0.5446960667461264,0.423456966919662,0.254030016675931,5397.0
ALT,NORMA_q_age_set,sepsis,pop_normal,9500.0,2517.0,native,0.2308303535955502,0.7767435199770872,0.2714953271028037,2140.0
ALT,NORMA_q_age_set,sepsis,pop_normal,9500.0,2517.0,rate_of:PerRI,0.577274533174414,0.435199770872118,0.2692236427644988,5397.0
AST,PerRI,sepsis,pop_normal,10311.0,2694.0,native,0.4821826280623608,0.4726270185112249,0.2443566591422122,5316.0
AST,PerRI,sepsis,pop_normal,10311.0,2694.0,rate_of:PerRI,0.4821826280623608,0.4726270185112249,0.2443566591422122,5316.0
AST,NORMA_q_age_set,sepsis,pop_normal,10311.0,2694.0,native,0.2100965107646622,0.7991335171327294,0.2700381679389313,2096.0
AST,NORMA_q_age_set,sepsis,pop_normal,10311.0,2694.0,rate_of:PerRI,0.5282108389012621,0.4889063935932782,0.2676824680210685,5316.0
BUN,PerRI,sepsis,pop_normal,33501.0,5550.0,native,0.492972972972973,0.4783728668026188,0.158004158004158,17316.0
BUN,PerRI,sepsis,pop_normal,33501.0,5550.0,rate_of:PerRI,0.492972972972973,0.4783728668026188,0.158004158004158,17316.0
BUN,NORMA_q_age_set,sepsis,pop_normal,33501.0,5550.0,native,0.1776576576576576,0.8312403849593932,0.1728914606347536,5703.0
BUN,NORMA_q_age_set,sepsis,pop_normal,33501.0,5550.0,rate_of:PerRI,0.5378378378378378,0.4872813137275947,0.1723839223839224,17316.0
CA,PerRI,sepsis,pop_normal,34893.0,5568.0,native,0.4879669540229885,0.5513384484228474,0.1711603880559405,15874.0
CA,PerRI,sepsis,pop_normal,34893.0,5568.0,rate_of:PerRI,0.4879669540229885,0.5513384484228474,0.1711603880559405,15874.0
CA,NORMA_q_age_set,sepsis,pop_normal,34893.0,5568.0,native,0.1203304597701149,0.883921568627451,0.1644575355915562,4074.0
CA,NORMA_q_age_set,sepsis,pop_normal,34893.0,5568.0,rate_of:PerRI,0.4727011494252873,0.5484398976982097,0.1658057200453571,15874.0
CL,PerRI,sepsis,pop_normal,44877.0,7564.0,native,0.4639079851930195,0.5089379036796827,0.1607273726639795,21832.0
CL,PerRI,sepsis,pop_normal,44877.0,7564.0,rate_of:PerRI,0.4639079851930195,0.5089379036796827,0.1607273726639795,21832.0
CL,NORMA_q_age_set,sepsis,pop_normal,44877.0,7564.0,native,0.1347170809095716,0.8767185699354112,0.1813489944830041,5619.0
CL,NORMA_q_age_set,sepsis,pop_normal,44877.0,7564.0,rate_of:PerRI,0.518244315177155,0.5199528314528449,0.1795529497984609,21832.0
CO2,PerRI,sepsis,pop_normal,51941.0,8613.0,native,0.4377104377104377,0.5420282496307238,0.1596578156100453,23613.0
CO2,PerRI,sepsis,pop_normal,51941.0,8613.0,rate_of:PerRI,0.4377104377104377,0.5420282496307238,0.1596578156100453,23613.0
CO2,NORMA_q_age_set,sepsis,pop_normal,51941.0,8613.0,native,0.1178451178451178,0.872899741506647,0.1556271082490033,6522.0
CO2,NORMA_q_age_set,sepsis,pop_normal,51941.0,8613.0,rate_of:PerRI,0.4450249622663416,0.5434822747415067,0.1623258374624147,23613.0
CRE,PerRI,sepsis,pop_normal,38126.0,6190.0,native,0.3038772213247173,0.7069451402805611,0.1673487544483985,11240.0
CRE,PerRI,sepsis,pop_normal,38126.0,6190.0,rate_of:PerRI,0.3038772213247173,0.7069451402805611,0.1673487544483985,11240.0
CRE,NORMA_q_age_set,sepsis,pop_normal,38126.0,6190.0,native,0.1623586429725363,0.8490731462925851,0.1725321888412017,5825.0
CRE,NORMA_q_age_set,sepsis,pop_normal,38126.0,6190.0,rate_of:PerRI,0.307108239095315,0.7075713927855711,0.1691281138790035,11240.0
DBIL,PerRI,sepsis,pop_normal,492.0,141.0,native,0.3191489361702128,0.7948717948717948,0.3846153846153846,117.0
DBIL,PerRI,sepsis,pop_normal,492.0,141.0,rate_of:PerRI,0.3191489361702128,0.7948717948717948,0.3846153846153846,117.0
DBIL,NORMA_q_age_set,sepsis,pop_normal,492.0,141.0,native,0.1985815602836879,0.8490028490028491,0.345679012345679,81.0
DBIL,NORMA_q_age_set,sepsis,pop_normal,492.0,141.0,rate_of:PerRI,0.2340425531914893,0.7606837606837606,0.282051282051282,117.0
GLU,PerRI,sepsis,pop_normal,52036.0,8390.0,native,0.3780691299165673,0.5928836548595519,0.1514731865717969,20941.0
GLU,PerRI,sepsis,pop_normal,52036.0,8390.0,rate_of:PerRI,0.3780691299165673,0.5928836548595519,0.1514731865717969,20941.0
GLU,NORMA_q_age_set,sepsis,pop_normal,52036.0,8390.0,native,0.2150178784266984,0.8184713375796179,0.1854631438264624,9727.0
GLU,NORMA_q_age_set,sepsis,pop_normal,52036.0,8390.0,rate_of:PerRI,0.4471990464839094,0.6061723869312193,0.1791700491858077,20941.0
HCT,PerRI,sepsis,pop_normal,6316.0,888.0,native,0.5777027027027027,0.4568901989683124,0.1482230569199653,3461.0
HCT,PerRI,sepsis,pop_normal,6316.0,888.0,rate_of:PerRI,0.5777027027027027,0.4568901989683124,0.1482230569199653,3461.0
HCT,NORMA_q_age_set,sepsis,pop_normal,6316.0,888.0,native,0.0765765765765765,0.9239130434782608,0.1413721413721413,481.0
HCT,NORMA_q_age_set,sepsis,pop_normal,6316.0,888.0,rate_of:PerRI,0.5484234234234234,0.4521002210759027,0.1407107772320138,3461.0
HGB,PerRI,sepsis,pop_normal,6849.0,932.0,native,0.5139484978540773,0.5234071319925638,0.1451955137920582,3299.0
HGB,PerRI,sepsis,pop_normal,6849.0,932.0,rate_of:PerRI,0.5139484978540773,0.5234071319925638,0.1451955137920582,3299.0
HGB,NORMA_q_age_set,sepsis,pop_normal,6849.0,932.0,native,0.0793991416309012,0.9227649146526956,0.1393596986817326,531.0
HGB,NORMA_q_age_set,sepsis,pop_normal,6849.0,932.0,rate_of:PerRI,0.4924892703862661,0.5200270407300998,0.1391330706274628,3299.0
K,PerRI,sepsis,pop_normal,64408.0,10727.0,native,0.3761536310245176,0.6263296138298466,0.1674690794388644,24094.0
K,PerRI,sepsis,pop_normal,64408.0,10727.0,rate_of:PerRI,0.3761536310245176,0.6263296138298466,0.1674690794388644,24094.0
K,NORMA_q_age_set,sepsis,pop_normal,64408.0,10727.0,native,0.1980982567353407,0.8244630316126749,0.184014547973675,11548.0
K,NORMA_q_age_set,sepsis,pop_normal,64408.0,10727.0,rate_of:PerRI,0.4209937540784935,0.6352899536148731,0.1874325558230264,24094.0
MCH,PerRI,sepsis,pop_normal,36980.0,6545.0,native,0.492436974789916,0.5153934614752752,0.1793345203650122,17972.0
MCH,PerRI,sepsis,pop_normal,36980.0,6545.0,rate_of:PerRI,0.492436974789916,0.5153934614752752,0.1793345203650122,17972.0
MCH,NORMA_q_age_set,sepsis,pop_normal,36980.0,6545.0,native,0.1231474407944996,0.8947921800558567,0.2010978043912175,4008.0
MCH,NORMA_q_age_set,sepsis,pop_normal,36980.0,6545.0,rate_of:PerRI,0.5249809014514897,0.5223919829144078,0.1911862897841086,17972.0
MCHC,PerRI,sepsis,pop_normal,31506.0,5351.0,native,0.4079611287609792,0.5783980118524182,0.1652535957607872,13210.0
MCHC,PerRI,sepsis,pop_normal,31506.0,5351.0,rate_of:PerRI,0.4079611287609792,0.5783980118524182,0.1652535957607872,13210.0
MCHC,NORMA_q_age_set,sepsis,pop_normal,31506.0,5351.0,native,0.0829751448327415,0.9179124450391896,0.1713624083365496,2591.0
MCHC,NORMA_q_age_set,sepsis,pop_normal,31506.0,5351.0,rate_of:PerRI,0.4444029153429265,0.5858535652838845,0.1800151400454201,13210.0
MCV,PerRI,sepsis,pop_normal,46506.0,8305.0,native,0.5760385310054185,0.4231826391979267,0.178380998545807,26819.0
MCV,PerRI,sepsis,pop_normal,46506.0,8305.0,rate_of:PerRI,0.5760385310054185,0.4231826391979267,0.178380998545807,26819.0
MCV,NORMA_q_age_set,sepsis,pop_normal,46506.0,8305.0,native,0.1697772426249247,0.8558938247689851,0.2039045553145336,6915.0
MCV,NORMA_q_age_set,sepsis,pop_normal,46506.0,8305.0,rate_of:PerRI,0.6099939795304034,0.4305646449045836,0.1888959319885156,26819.0
MPV,PerRI,sepsis,pop_normal,35566.0,5764.0,native,0.5268910478834143,0.4661432118649755,0.160289227846097,18947.0
MPV,PerRI,sepsis,pop_normal,35566.0,5764.0,rate_of:PerRI,0.5268910478834143,0.4661432118649755,0.160289227846097,18947.0
MPV,NORMA_q_age_set,sepsis,pop_normal,35566.0,5764.0,native,0.6151977793199167,0.4026239849674518,0.1660967726825612,21349.0
MPV,NORMA_q_age_set,sepsis,pop_normal,35566.0,5764.0,rate_of:PerRI,0.5506592643997225,0.4707402187772633,0.1675199239985222,18947.0
NA,PerRI,sepsis,pop_normal,53278.0,9302.0,native,0.4687164050741776,0.5129388757504093,0.1691299119438302,25779.0
NA,PerRI,sepsis,pop_normal,53278.0,9302.0,rate_of:PerRI,0.4687164050741776,0.5129388757504093,0.1691299119438302,25779.0
NA,NORMA_q_age_set,sepsis,pop_normal,53278.0,9302.0,native,0.1694259299075467,0.8488948517373113,0.1917041722418197,8221.0
NA,NORMA_q_age_set,sepsis,pop_normal,53278.0,9302.0,rate_of:PerRI,0.5099978499247474,0.5216709114062216,0.1840257573994336,25779.0
PLT,PerRI,sepsis,pop_normal,43751.0,7498.0,native,0.722859429181115,0.2586268722588475,0.1678174443446759,32297.0
PLT,PerRI,sepsis,pop_normal,43751.0,7498.0,rate_of:PerRI,0.722859429181115,0.2586268722588475,0.1678174443446759,32297.0
PLT,NORMA_q_age_set,sepsis,pop_normal,43751.0,7498.0,native,0.3438250200053347,0.6712547927068104,0.1778421633554084,14496.0
PLT,NORMA_q_age_set,sepsis,pop_normal,43751.0,7498.0,rate_of:PerRI,0.7473993064817285,0.2637023142912311,0.1735145679165247,32297.0
RBC,PerRI,sepsis,pop_normal,8523.0,1335.0,native,0.4112359550561797,0.6200612131329994,0.1673780487804878,3280.0
RBC,PerRI,sepsis,pop_normal,8523.0,1335.0,rate_of:PerRI,0.4112359550561797,0.6200612131329994,0.1673780487804878,3280.0
RBC,NORMA_q_age_set,sepsis,pop_normal,8523.0,1335.0,native,0.0846441947565543,0.9165275459098498,0.1584852734922861,713.0
RBC,NORMA_q_age_set,sepsis,pop_normal,8523.0,1335.0,rate_of:PerRI,0.4052434456928839,0.6189482470784641,0.1649390243902439,3280.0
RDW,PerRI,sepsis,pop_normal,19605.0,2625.0,native,0.4274285714285714,0.5632508833922262,0.1314125087842586,8538.0
RDW,PerRI,sepsis,pop_normal,19605.0,2625.0,rate_of:PerRI,0.4274285714285714,0.5632508833922262,0.1314125087842586,8538.0
RDW,NORMA_q_age_set,sepsis,pop_normal,19605.0,2625.0,native,0.1512380952380952,0.8586572438162544,0.1419377904898105,2797.0
RDW,NORMA_q_age_set,sepsis,pop_normal,19605.0,2625.0,rate_of:PerRI,0.4472380952380952,0.5663133097762073,0.1375029280862028,8538.0
TBIL,PerRI,sepsis,pop_normal,10881.0,2775.0,native,0.3246846846846847,0.6741919565753762,0.2543760587238848,3542.0
TBIL,PerRI,sepsis,pop_normal,10881.0,2775.0,rate_of:PerRI,0.325045045045045,0.6736984949420183,0.2542994079503806,3547.0
TBIL,NORMA_q_age_set,sepsis,pop_normal,10881.0,2775.0,native,0.1596396396396396,0.8476437207007155,0.2640047675804529,1678.0
TBIL,NORMA_q_age_set,sepsis,pop_normal,10881.0,2775.0,rate_of:PerRI,0.3416216216216216,0.6799901307673328,0.2676453980801807,3542.0
TC,PerRI,sepsis,pop_normal,24.0,6.0,native,0.8333333333333334,0.2777777777777778,0.2777777777777778,18.0
TC,PerRI,sepsis,pop_normal,24.0,6.0,rate_of:PerRI,0.8333333333333334,0.2777777777777778,0.2777777777777778,18.0
TC,NORMA_q_age_set,sepsis,pop_normal,24.0,6.0,native,0.0,0.8333333333333334,0.0,3.0
TC,NORMA_q_age_set,sepsis,pop_normal,24.0,6.0,rate_of:PerRI,0.6666666666666666,0.2222222222222222,0.2222222222222222,18.0
TGL,PerRI,sepsis,pop_normal,221.0,75.0,native,0.6133333333333333,0.4383561643835616,0.359375,128.0
TGL,PerRI,sepsis,pop_normal,221.0,75.0,rate_of:PerRI,0.6133333333333333,0.4383561643835616,0.359375,128.0
TGL,NORMA_q_age_set,sepsis,pop_normal,221.0,75.0,native,0.28,0.7808219178082192,0.3962264150943396,53.0
TGL,NORMA_q_age_set,sepsis,pop_normal,221.0,75.0,rate_of:PerRI,0.5866666666666667,0.4246575342465753,0.34375,128.0
TP,PerRI,sepsis,pop_normal,8338.0,2108.0,native,0.4995256166982922,0.5463884430176565,0.271461716937355,3879.0
TP,PerRI,sepsis,pop_normal,8338.0,2108.0,rate_of:PerRI,0.4995256166982922,0.5463884430176565,0.271461716937355,3879.0
TP,NORMA_q_age_set,sepsis,pop_normal,8338.0,2108.0,native,0.1631878557874762,0.8707865168539326,0.299390774586597,1149.0
TP,NORMA_q_age_set,sepsis,pop_normal,8338.0,2108.0,rate_of:PerRI,0.5028462998102466,0.5475120385232745,0.2732663057489043,3879.0
WBC,PerRI,sepsis,pop_normal,40024.0,6492.0,native,0.4399260628465804,0.53086603841107,0.1536557809221498,18587.0
WBC,PerRI,sepsis,pop_normal,40024.0,6492.0,rate_of:PerRI,0.4399260628465804,0.53086603841107,0.1536557809221498,18587.0
WBC,NORMA_q_age_set,sepsis,pop_normal,40024.0,6492.0,native,0.125385089340727,0.8674102349994035,0.1547528517110266,5260.0
WBC,NORMA_q_age_set,sepsis,pop_normal,40024.0,6492.0,rate_of:PerRI,0.4907578558225508,0.5407073839914112,0.1714101253564319,18587.0
ALB,PerRI,prolonged_los,pop_normal,2433.0,770.0,native,0.561038961038961,0.5796752856283824,0.3819628647214854,1131.0
ALB,PerRI,prolonged_los,pop_normal,2433.0,770.0,rate_of:PerRI,0.561038961038961,0.5796752856283824,0.3819628647214854,1131.0
ALB,NORMA_q_age_set,prolonged_los,pop_normal,2433.0,770.0,native,0.0987012987012987,0.931449188214071,0.4,190.0
ALB,NORMA_q_age_set,prolonged_los,pop_normal,2433.0,770.0,rate_of:PerRI,0.4896103896103896,0.5466025255562237,0.3333333333333333,1131.0
ALP,PerRI,prolonged_los,pop_normal,10995.0,3731.0,native,0.5797373358348968,0.3926211453744493,0.3289733840304182,6575.0
ALP,PerRI,prolonged_los,pop_normal,10995.0,3731.0,rate_of:PerRI,0.5797373358348968,0.3926211453744493,0.3289733840304182,6575.0
ALP,NORMA_q_age_set,prolonged_los,pop_normal,10995.0,3731.0,native,0.275797373358349,0.7884085903083701,0.4010132501948558,2566.0
ALP,NORMA_q_age_set,prolonged_los,pop_normal,10995.0,3731.0,rate_of:PerRI,0.6494237469847226,0.4284140969162995,0.3685171102661597,6575.0
ALT,PerRI,prolonged_los,pop_normal,9500.0,3225.0,native,0.5423255813953488,0.4186454183266932,0.3240689271817676,5397.0
ALT,PerRI,prolonged_los,pop_normal,9500.0,3225.0,rate_of:PerRI,0.5423255813953488,0.4186454183266932,0.3240689271817676,5397.0
ALT,NORMA_q_age_set,prolonged_los,pop_normal,9500.0,3225.0,native,0.253953488372093,0.7894820717131474,0.3827102803738317,2140.0
ALT,NORMA_q_age_set,prolonged_los,pop_normal,9500.0,3225.0,rate_of:PerRI,0.6052713178294573,0.450996015936255,0.3616824161571243,5397.0
AST,PerRI,prolonged_los,pop_normal,10311.0,3512.0,native,0.484624145785877,0.4684512428298279,0.3201655379984951,5316.0
AST,PerRI,prolonged_los,pop_normal,10311.0,3512.0,rate_of:PerRI,0.484624145785877,0.4684512428298279,0.3201655379984951,5316.0
AST,NORMA_q_age_set,prolonged_los,pop_normal,10311.0,3512.0,native,0.2257972665148064,0.8083541697308427,0.3783396946564885,2096.0
AST,NORMA_q_age_set,prolonged_los,pop_normal,10311.0,3512.0,rate_of:PerRI,0.5538154897494305,0.5041917929107221,0.3658765989465763,5316.0
BUN,PerRI,prolonged_los,pop_normal,33501.0,6202.0,native,0.4653337633021606,0.4714092091285395,0.1666666666666666,17316.0
BUN,PerRI,prolonged_los,pop_normal,33501.0,6202.0,rate_of:PerRI,0.4653337633021606,0.4714092091285395,0.1666666666666666,17316.0
BUN,NORMA_q_age_set,prolonged_los,pop_normal,33501.0,6202.0,native,0.2229925830377297,0.8417524451445108,0.2425039452919516,5703.0
BUN,NORMA_q_age_set,prolonged_los,pop_normal,33501.0,6202.0,rate_of:PerRI,0.6146404385682038,0.5053298655628411,0.2201432201432201,17316.0
CA,PerRI,prolonged_los,pop_normal,34893.0,7813.0,native,0.5021118648406502,0.5586779911373707,0.2471336777119818,15874.0
CA,PerRI,prolonged_los,pop_normal,34893.0,7813.0,rate_of:PerRI,0.5021118648406502,0.5586779911373707,0.2471336777119818,15874.0
CA,NORMA_q_age_set,prolonged_los,pop_normal,34893.0,7813.0,native,0.1663893510815307,0.8975627769571639,0.3190967108492881,4074.0
CA,NORMA_q_age_set,prolonged_los,pop_normal,34893.0,7813.0,rate_of:PerRI,0.5353897350569563,0.5682791728212703,0.2635126622149427,15874.0
CL,PerRI,prolonged_los,pop_normal,44877.0,9584.0,native,0.4208055091819699,0.4956790298359448,0.1847288384023452,21832.0
CL,PerRI,prolonged_los,pop_normal,44877.0,9584.0,rate_of:PerRI,0.4208055091819699,0.4956790298359448,0.1847288384023452,21832.0
CL,NORMA_q_age_set,prolonged_los,pop_normal,44877.0,9584.0,native,0.1780050083472454,0.8891281557249313,0.3036127424808685,5619.0
CL,NORMA_q_age_set,prolonged_los,pop_normal,44877.0,9584.0,rate_of:PerRI,0.5907762938230384,0.5418354914572295,0.2593440820813484,21832.0
CO2,PerRI,prolonged_los,pop_normal,51941.0,9831.0,native,0.3518462007934086,0.5213963429114225,0.1464871045610468,23613.0
CO2,PerRI,prolonged_los,pop_normal,51941.0,9831.0,rate_of:PerRI,0.3518462007934086,0.5213963429114225,0.1464871045610468,23613.0
CO2,NORMA_q_age_set,prolonged_los,pop_normal,51941.0,9831.0,native,0.1827891364052487,0.8877938731892662,0.2755289788408464,6522.0
CO2,NORMA_q_age_set,prolonged_los,pop_normal,51941.0,9831.0,rate_of:PerRI,0.5762384294578374,0.5737829494181904,0.2399102189471901,23613.0
CRE,PerRI,prolonged_los,pop_normal,38126.0,7507.0,native,0.3157053416810976,0.7103105914628172,0.2108540925266903,11240.0
CRE,PerRI,prolonged_los,pop_normal,38126.0,7507.0,rate_of:PerRI,0.3157053416810976,0.7103105914628172,0.2108540925266903,11240.0
CRE,NORMA_q_age_set,prolonged_los,pop_normal,38126.0,7507.0,native,0.1980817903290262,0.8583232633332245,0.2552789699570815,5825.0
CRE,NORMA_q_age_set,prolonged_los,pop_normal,38126.0,7507.0,rate_of:PerRI,0.3764486479286,0.725203305137333,0.2514234875444839,11240.0
DBIL,PerRI,prolonged_los,pop_normal,492.0,249.0,native,0.253012048192771,0.7777777777777778,0.5384615384615384,117.0
DBIL,PerRI,prolonged_los,pop_normal,492.0,249.0,rate_of:PerRI,0.253012048192771,0.7777777777777778,0.5384615384615384,117.0
DBIL,NORMA_q_age_set,prolonged_los,pop_normal,492.0,249.0,native,0.1686746987951807,0.8395061728395061,0.5185185185185185,81.0
DBIL,NORMA_q_age_set,prolonged_los,pop_normal,492.0,249.0,rate_of:PerRI,0.2409638554216867,0.7654320987654321,0.5128205128205128,117.0
GLU,PerRI,prolonged_los,pop_normal,52036.0,8422.0,native,0.4158157207314177,0.6001513275553721,0.167231746334941,20941.0
GLU,PerRI,prolonged_los,pop_normal,52036.0,8422.0,rate_of:PerRI,0.4158157207314177,0.6001513275553721,0.167231746334941,20941.0
GLU,NORMA_q_age_set,prolonged_los,pop_normal,52036.0,8422.0,native,0.2586084065542626,0.8269133764387582,0.223912819985607,9727.0
GLU,NORMA_q_age_set,prolonged_los,pop_normal,52036.0,8422.0,rate_of:PerRI,0.5092614580859653,0.6181959921126244,0.2048135237094694,20941.0
HCT,PerRI,prolonged_los,pop_normal,6316.0,1236.0,native,0.5752427184466019,0.4586614173228346,0.2054319560820572,3461.0
HCT,PerRI,prolonged_los,pop_normal,6316.0,1236.0,rate_of:PerRI,0.5752427184466019,0.4586614173228346,0.2054319560820572,3461.0
HCT,NORMA_q_age_set,prolonged_los,pop_normal,6316.0,1236.0,native,0.0898058252427184,0.9271653543307088,0.2307692307692307,481.0
HCT,NORMA_q_age_set,prolonged_los,pop_normal,6316.0,1236.0,rate_of:PerRI,0.5817152103559871,0.4602362204724409,0.207743426755273,3461.0
HGB,PerRI,prolonged_los,pop_normal,6849.0,1235.0,native,0.5068825910931174,0.5238688991806199,0.1897544710518338,3299.0
HGB,PerRI,prolonged_los,pop_normal,6849.0,1235.0,rate_of:PerRI,0.5068825910931174,0.5238688991806199,0.1897544710518338,3299.0
HGB,NORMA_q_age_set,prolonged_los,pop_normal,6849.0,1235.0,native,0.0866396761133603,0.9244745279657998,0.2015065913370998,531.0
HGB,NORMA_q_age_set,prolonged_los,pop_normal,6849.0,1235.0,rate_of:PerRI,0.5085020242914979,0.5242251514071963,0.1903607153682934,3299.0
K,PerRI,prolonged_los,pop_normal,64408.0,12185.0,native,0.3736561345917111,0.6258162112479175,0.1889682078525774,24094.0
K,PerRI,prolonged_los,pop_normal,64408.0,12185.0,rate_of:PerRI,0.3736561345917111,0.6258162112479175,0.1889682078525774,24094.0
K,NORMA_q_age_set,prolonged_los,pop_normal,64408.0,12185.0,native,0.2697578990562166,0.8418129942745534,0.2846380325597506,11548.0
K,NORMA_q_age_set,prolonged_los,pop_normal,64408.0,12185.0,rate_of:PerRI,0.5234304472712351,0.6607624992819255,0.2647132066074541,24094.0
MCH,PerRI,prolonged_los,pop_normal,36980.0,8580.0,native,0.5277389277389277,0.5266197183098592,0.2519474738482083,17972.0
MCH,PerRI,prolonged_los,pop_normal,36980.0,8580.0,rate_of:PerRI,0.5277389277389277,0.5266197183098592,0.2519474738482083,17972.0
MCH,NORMA_q_age_set,prolonged_los,pop_normal,36980.0,8580.0,native,0.1520979020979021,0.9048239436619718,0.3255988023952096,4008.0
MCH,NORMA_q_age_set,prolonged_los,pop_normal,36980.0,8580.0,rate_of:PerRI,0.5968531468531468,0.5475,0.2849432450478522,17972.0
MCHC,PerRI,prolonged_los,pop_normal,31506.0,6692.0,native,0.3892707710699342,0.572620294994761,0.1971990915972747,13210.0
MCHC,PerRI,prolonged_los,pop_normal,31506.0,6692.0,rate_of:PerRI,0.3892707710699342,0.572620294994761,0.1971990915972747,13210.0
MCHC,NORMA_q_age_set,prolonged_los,pop_normal,31506.0,6692.0,native,0.0911536162582187,0.9201660353026516,0.235430335777692,2591.0
MCHC,NORMA_q_age_set,prolonged_los,pop_normal,31506.0,6692.0,rate_of:PerRI,0.4916317991631799,0.600225679052148,0.2490537471612414,13210.0
MCV,PerRI,prolonged_los,pop_normal,46506.0,10520.0,native,0.5732889733840304,0.4223309064636247,0.224877885081472,26819.0
MCV,PerRI,prolonged_los,pop_normal,46506.0,10520.0,rate_of:PerRI,0.5732889733840304,0.4223309064636247,0.224877885081472,26819.0
MCV,NORMA_q_age_set,prolonged_los,pop_normal,46506.0,10520.0,native,0.2122623574144486,0.8698938476074028,0.3229211858279103,6915.0
MCV,NORMA_q_age_set,prolonged_los,pop_normal,46506.0,10520.0,rate_of:PerRI,0.6921102661596958,0.4570666370255099,0.2714866326112085,26819.0
MPV,PerRI,prolonged_los,pop_normal,35566.0,8227.0,native,0.5545156193022973,0.4738285965104795,0.2407769039953554,18947.0
MPV,PerRI,prolonged_los,pop_normal,35566.0,8227.0,rate_of:PerRI,0.5545156193022973,0.4738285965104795,0.2407769039953554,18947.0
MPV,NORMA_q_age_set,prolonged_los,pop_normal,35566.0,8227.0,native,0.660386532150237,0.417828011265957,0.2544849875872406,21349.0
