model_type,method,outcome,subset,panel,n_test,n_events_test,concordance_test,concordance_lower,concordance_upper,time_window
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,1
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,14
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,14
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,14
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,2
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,2
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,2
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,30
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,30
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,30
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,7
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,7
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,7
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,all
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,1
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,1
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,1
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,14
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,14
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,14
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,2
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,2
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,2
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,30
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,30
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,30
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,7
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,7
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,7
penalized_cox,NORMA_q_co,mortality,all,all,1660.0,207.0,0.694,0.6447,0.7312,all
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,1
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,1
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,1
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,14
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,14
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,14
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,2
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,2
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,2
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,30
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,30
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,30
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,7
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,7
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,7
penalized_cox,NORMA_q_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.694,0.6447,0.7312,all
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,1
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,1
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,1
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,14
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,14
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,14
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,2
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,2
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,2
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,30
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,30
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,30
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,7
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,7
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,7
penalized_cox,NORMA_q_co,prolonged_los,all,all,1657.0,292.0,0.5234,0.4818,0.5624,all
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,1
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,1
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,1
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,14
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,14
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,14
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,2
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,2
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,2
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,30
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,30
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,30
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,7
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,7
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,7
penalized_cox,NORMA_q_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5234,0.4818,0.5624,all
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,1
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,1
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,1
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,14
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,14
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,14
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,2
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,2
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,2
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,30
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,30
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,30
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,7
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,7
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,7
penalized_cox,NORMA_q_co,sepsis,all,all,1655.0,364.0,0.5448,0.5192,0.5703,all
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,1
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,1
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,1
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,14
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,14
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,14
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,2
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,2
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,2
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,30
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,30
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,30
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,7
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,7
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,7
penalized_cox,NORMA_q_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5192,0.5703,all
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,1
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,1
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,1
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,14
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,14
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,14
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,2
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,2
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,2
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,30
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,30
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,30
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,7
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,7
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,7
penalized_cox,NORMA_q_set,aki,all,all,1657.0,238.0,0.5487,0.5155,0.5771,all
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,1
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,1
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,1
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,14
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,14
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,14
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,2
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,2
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,2
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,30
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,30
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,30
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,7
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,7
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,7
penalized_cox,NORMA_q_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5487,0.5155,0.5771,all
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,1
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,1
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,1
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,14
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,14
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,14
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,2
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,2
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,2
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,30
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,30
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,30
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,7
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,7
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,7
penalized_cox,NORMA_q_set,mortality,all,all,1660.0,207.0,0.7044,0.6569,0.7407,all
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,1
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,1
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,1
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,14
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,14
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,14
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,2
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,2
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,2
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,30
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,30
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,30
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,7
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,7
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,7
penalized_cox,NORMA_q_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7044,0.6569,0.7407,all
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,1
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,1
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,1
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,14
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,14
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,14
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,2
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,2
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,2
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,30
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,30
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,30
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,7
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,7
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,7
penalized_cox,NORMA_q_set,prolonged_los,all,all,1657.0,292.0,0.5075,0.4675,0.5492,all
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,1
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,1
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,1
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,14
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,14
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,14
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,2
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,2
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,2
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,30
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,30
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,30
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,7
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,7
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,7
penalized_cox,NORMA_q_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5075,0.4675,0.5492,all
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,1
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,1
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,1
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,14
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,14
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,14
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,2
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,2
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,2
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,30
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,30
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,30
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,7
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,7
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,7
penalized_cox,NORMA_q_set,sepsis,all,all,1655.0,364.0,0.5476,0.5233,0.5771,all
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,1
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,1
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,1
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,14
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,14
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,14
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,2
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,2
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,2
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,30
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,30
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,30
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,7
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,7
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,7
penalized_cox,NORMA_q_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5476,0.5233,0.5771,all
penalized_cox,PerRI,aki,all,all,1657.0,238.0,0.5451,0.5046,0.5779,1
penalized_cox,PerRI,aki,all,all,1657.0,238.0,0.5451,0.5046,0.5779,14
penalized_cox,PerRI,aki,all,all,1657.0,238.0,0.5451,0.5046,0.5779,2
penalized_cox,PerRI,aki,all,all,1657.0,238.0,0.5451,0.5046,0.5779,30
penalized_cox,PerRI,aki,all,all,1657.0,238.0,0.5451,0.5046,0.5779,7
penalized_cox,PerRI,aki,all,all,1657.0,238.0,0.5451,0.5046,0.5779,all
penalized_cox,PerRI,aki,all_eval_pop_normal,all,1657.0,238.0,0.5451,0.5046,0.5779,1
penalized_cox,PerRI,aki,all_eval_pop_normal,all,1657.0,238.0,0.5451,0.5046,0.5779,14
penalized_cox,PerRI,aki,all_eval_pop_normal,all,1657.0,238.0,0.5451,0.5046,0.5779,2
penalized_cox,PerRI,aki,all_eval_pop_normal,all,1657.0,238.0,0.5451,0.5046,0.5779,30
penalized_cox,PerRI,aki,all_eval_pop_normal,all,1657.0,238.0,0.5451,0.5046,0.5779,7
penalized_cox,PerRI,aki,all_eval_pop_normal,all,1657.0,238.0,0.5451,0.5046,0.5779,all
penalized_cox,PerRI,mortality,all,all,1660.0,207.0,0.6593,0.598,0.6982,1
penalized_cox,PerRI,mortality,all,all,1660.0,207.0,0.6593,0.598,0.6982,14
penalized_cox,PerRI,mortality,all,all,1660.0,207.0,0.6593,0.598,0.6982,2
