model_type,method,outcome,subset,panel,n_test,n_events_test,concordance_test,concordance_lower,concordance_upper,time_window
penalized_cox,Gaussian_trunc,aki,all_eval_pop_normal,all,1657.0,238.0,0.527,0.4908,0.5554,all
penalized_cox,Gaussian_trunc,mortality,all,all,1660.0,207.0,0.6616,0.611,0.7038,1
penalized_cox,Gaussian_trunc,mortality,all,all,1660.0,207.0,0.6616,0.611,0.7038,14
penalized_cox,Gaussian_trunc,mortality,all,all,1660.0,207.0,0.6616,0.611,0.7038,2
penalized_cox,Gaussian_trunc,mortality,all,all,1660.0,207.0,0.6616,0.611,0.7038,30
penalized_cox,Gaussian_trunc,mortality,all,all,1660.0,207.0,0.6616,0.611,0.7038,7
penalized_cox,Gaussian_trunc,mortality,all,all,1660.0,207.0,0.6616,0.611,0.7038,all
penalized_cox,Gaussian_trunc,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6616,0.611,0.7038,1
penalized_cox,Gaussian_trunc,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6616,0.611,0.7038,14
penalized_cox,Gaussian_trunc,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6616,0.611,0.7038,2
penalized_cox,Gaussian_trunc,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6616,0.611,0.7038,30
penalized_cox,Gaussian_trunc,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6616,0.611,0.7038,7
penalized_cox,Gaussian_trunc,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6616,0.611,0.7038,all
penalized_cox,Gaussian_trunc,prolonged_los,all,all,1657.0,292.0,0.4981,0.4562,0.5391,1
penalized_cox,Gaussian_trunc,prolonged_los,all,all,1657.0,292.0,0.4981,0.4562,0.5391,14
penalized_cox,Gaussian_trunc,prolonged_los,all,all,1657.0,292.0,0.4981,0.4562,0.5391,2
penalized_cox,Gaussian_trunc,prolonged_los,all,all,1657.0,292.0,0.4981,0.4562,0.5391,30
penalized_cox,Gaussian_trunc,prolonged_los,all,all,1657.0,292.0,0.4981,0.4562,0.5391,7
penalized_cox,Gaussian_trunc,prolonged_los,all,all,1657.0,292.0,0.4981,0.4562,0.5391,all
penalized_cox,Gaussian_trunc,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.4981,0.4562,0.5391,1
penalized_cox,Gaussian_trunc,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.4981,0.4562,0.5391,14
penalized_cox,Gaussian_trunc,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.4981,0.4562,0.5391,2
penalized_cox,Gaussian_trunc,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.4981,0.4562,0.5391,30
penalized_cox,Gaussian_trunc,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.4981,0.4562,0.5391,7
penalized_cox,Gaussian_trunc,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.4981,0.4562,0.5391,all
penalized_cox,Gaussian_trunc,sepsis,all,all,1655.0,364.0,0.5467,0.5191,0.5738,1
penalized_cox,Gaussian_trunc,sepsis,all,all,1655.0,364.0,0.5467,0.5191,0.5738,14
penalized_cox,Gaussian_trunc,sepsis,all,all,1655.0,364.0,0.5467,0.5191,0.5738,2
penalized_cox,Gaussian_trunc,sepsis,all,all,1655.0,364.0,0.5467,0.5191,0.5738,30
penalized_cox,Gaussian_trunc,sepsis,all,all,1655.0,364.0,0.5467,0.5191,0.5738,7
penalized_cox,Gaussian_trunc,sepsis,all,all,1655.0,364.0,0.5467,0.5191,0.5738,all
penalized_cox,Gaussian_trunc,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5467,0.5191,0.5738,1
penalized_cox,Gaussian_trunc,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5467,0.5191,0.5738,14
penalized_cox,Gaussian_trunc,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5467,0.5191,0.5738,2
penalized_cox,Gaussian_trunc,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5467,0.5191,0.5738,30
penalized_cox,Gaussian_trunc,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5467,0.5191,0.5738,7
penalized_cox,Gaussian_trunc,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5467,0.5191,0.5738,all
penalized_cox,NORMA_334f7e21,aki,all,all,1657.0,238.0,0.5521,0.5177,0.5821,1
penalized_cox,NORMA_334f7e21,aki,all,all,1657.0,238.0,0.5521,0.5177,0.5821,14
penalized_cox,NORMA_334f7e21,aki,all,all,1657.0,238.0,0.5521,0.5177,0.5821,2
penalized_cox,NORMA_334f7e21,aki,all,all,1657.0,238.0,0.5521,0.5177,0.5821,30
penalized_cox,NORMA_334f7e21,aki,all,all,1657.0,238.0,0.5521,0.5177,0.5821,7
penalized_cox,NORMA_334f7e21,aki,all,all,1657.0,238.0,0.5521,0.5177,0.5821,all
penalized_cox,NORMA_334f7e21,aki,all_eval_pop_normal,all,1657.0,238.0,0.5521,0.5177,0.5821,1
penalized_cox,NORMA_334f7e21,aki,all_eval_pop_normal,all,1657.0,238.0,0.5521,0.5177,0.5821,14
penalized_cox,NORMA_334f7e21,aki,all_eval_pop_normal,all,1657.0,238.0,0.5521,0.5177,0.5821,2
penalized_cox,NORMA_334f7e21,aki,all_eval_pop_normal,all,1657.0,238.0,0.5521,0.5177,0.5821,30
penalized_cox,NORMA_334f7e21,aki,all_eval_pop_normal,all,1657.0,238.0,0.5521,0.5177,0.5821,7
penalized_cox,NORMA_334f7e21,aki,all_eval_pop_normal,all,1657.0,238.0,0.5521,0.5177,0.5821,all
penalized_cox,NORMA_334f7e21,mortality,all,all,1660.0,207.0,0.707,0.6579,0.742,1
penalized_cox,NORMA_334f7e21,mortality,all,all,1660.0,207.0,0.707,0.6579,0.742,14
penalized_cox,NORMA_334f7e21,mortality,all,all,1660.0,207.0,0.707,0.6579,0.742,2
penalized_cox,NORMA_334f7e21,mortality,all,all,1660.0,207.0,0.707,0.6579,0.742,30
penalized_cox,NORMA_334f7e21,mortality,all,all,1660.0,207.0,0.707,0.6579,0.742,7
penalized_cox,NORMA_334f7e21,mortality,all,all,1660.0,207.0,0.707,0.6579,0.742,all
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1660.0,207.0,0.707,0.6579,0.742,1
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1660.0,207.0,0.707,0.6579,0.742,14
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1660.0,207.0,0.707,0.6579,0.742,2
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1660.0,207.0,0.707,0.6579,0.742,30
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1660.0,207.0,0.707,0.6579,0.742,7
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1660.0,207.0,0.707,0.6579,0.742,all
penalized_cox,NORMA_334f7e21,prolonged_los,all,all,1657.0,292.0,0.5147,0.4705,0.5541,1
penalized_cox,NORMA_334f7e21,prolonged_los,all,all,1657.0,292.0,0.5147,0.4705,0.5541,14
penalized_cox,NORMA_334f7e21,prolonged_los,all,all,1657.0,292.0,0.5147,0.4705,0.5541,2
penalized_cox,NORMA_334f7e21,prolonged_los,all,all,1657.0,292.0,0.5147,0.4705,0.5541,30
penalized_cox,NORMA_334f7e21,prolonged_los,all,all,1657.0,292.0,0.5147,0.4705,0.5541,7
penalized_cox,NORMA_334f7e21,prolonged_los,all,all,1657.0,292.0,0.5147,0.4705,0.5541,all
penalized_cox,NORMA_334f7e21,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5147,0.4705,0.5541,1
penalized_cox,NORMA_334f7e21,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5147,0.4705,0.5541,14
penalized_cox,NORMA_334f7e21,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5147,0.4705,0.5541,2
penalized_cox,NORMA_334f7e21,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5147,0.4705,0.5541,30
penalized_cox,NORMA_334f7e21,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5147,0.4705,0.5541,7
penalized_cox,NORMA_334f7e21,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5147,0.4705,0.5541,all
penalized_cox,NORMA_334f7e21,sepsis,all,all,1655.0,364.0,0.5448,0.5209,0.5738,1
penalized_cox,NORMA_334f7e21,sepsis,all,all,1655.0,364.0,0.5448,0.5209,0.5738,14
penalized_cox,NORMA_334f7e21,sepsis,all,all,1655.0,364.0,0.5448,0.5209,0.5738,2
penalized_cox,NORMA_334f7e21,sepsis,all,all,1655.0,364.0,0.5448,0.5209,0.5738,30
penalized_cox,NORMA_334f7e21,sepsis,all,all,1655.0,364.0,0.5448,0.5209,0.5738,7
penalized_cox,NORMA_334f7e21,sepsis,all,all,1655.0,364.0,0.5448,0.5209,0.5738,all
penalized_cox,NORMA_334f7e21,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5209,0.5738,1
penalized_cox,NORMA_334f7e21,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5209,0.5738,14
penalized_cox,NORMA_334f7e21,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5209,0.5738,2
penalized_cox,NORMA_334f7e21,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5209,0.5738,30
penalized_cox,NORMA_334f7e21,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5209,0.5738,7
penalized_cox,NORMA_334f7e21,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5448,0.5209,0.5738,all
penalized_cox,NORMA_q_age,aki,all,all,1657.0,238.0,0.5431,0.5088,0.5726,1
penalized_cox,NORMA_q_age,aki,all,all,1657.0,238.0,0.5431,0.5088,0.5726,14
penalized_cox,NORMA_q_age,aki,all,all,1657.0,238.0,0.5431,0.5088,0.5726,2
penalized_cox,NORMA_q_age,aki,all,all,1657.0,238.0,0.5431,0.5088,0.5726,30
penalized_cox,NORMA_q_age,aki,all,all,1657.0,238.0,0.5431,0.5088,0.5726,7
penalized_cox,NORMA_q_age,aki,all,all,1657.0,238.0,0.5431,0.5088,0.5726,all
penalized_cox,NORMA_q_age,aki,all_eval_pop_normal,all,1657.0,238.0,0.5431,0.5088,0.5726,1
penalized_cox,NORMA_q_age,aki,all_eval_pop_normal,all,1657.0,238.0,0.5431,0.5088,0.5726,14
penalized_cox,NORMA_q_age,aki,all_eval_pop_normal,all,1657.0,238.0,0.5431,0.5088,0.5726,2
penalized_cox,NORMA_q_age,aki,all_eval_pop_normal,all,1657.0,238.0,0.5431,0.5088,0.5726,30
penalized_cox,NORMA_q_age,aki,all_eval_pop_normal,all,1657.0,238.0,0.5431,0.5088,0.5726,7
penalized_cox,NORMA_q_age,aki,all_eval_pop_normal,all,1657.0,238.0,0.5431,0.5088,0.5726,all
penalized_cox,NORMA_q_age,mortality,all,all,1660.0,207.0,0.7061,0.6588,0.7423,1
penalized_cox,NORMA_q_age,mortality,all,all,1660.0,207.0,0.7061,0.6588,0.7423,14
penalized_cox,NORMA_q_age,mortality,all,all,1660.0,207.0,0.7061,0.6588,0.7423,2
penalized_cox,NORMA_q_age,mortality,all,all,1660.0,207.0,0.7061,0.6588,0.7423,30
penalized_cox,NORMA_q_age,mortality,all,all,1660.0,207.0,0.7061,0.6588,0.7423,7
penalized_cox,NORMA_q_age,mortality,all,all,1660.0,207.0,0.7061,0.6588,0.7423,all
penalized_cox,NORMA_q_age,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7061,0.6588,0.7423,1
penalized_cox,NORMA_q_age,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7061,0.6588,0.7423,14
penalized_cox,NORMA_q_age,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7061,0.6588,0.7423,2
penalized_cox,NORMA_q_age,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7061,0.6588,0.7423,30
penalized_cox,NORMA_q_age,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7061,0.6588,0.7423,7
penalized_cox,NORMA_q_age,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7061,0.6588,0.7423,all
penalized_cox,NORMA_q_age,prolonged_los,all,all,1657.0,292.0,0.5102,0.467,0.5541,1
penalized_cox,NORMA_q_age,prolonged_los,all,all,1657.0,292.0,0.5102,0.467,0.5541,14
penalized_cox,NORMA_q_age,prolonged_los,all,all,1657.0,292.0,0.5102,0.467,0.5541,2
penalized_cox,NORMA_q_age,prolonged_los,all,all,1657.0,292.0,0.5102,0.467,0.5541,30
penalized_cox,NORMA_q_age,prolonged_los,all,all,1657.0,292.0,0.5102,0.467,0.5541,7
penalized_cox,NORMA_q_age,prolonged_los,all,all,1657.0,292.0,0.5102,0.467,0.5541,all
penalized_cox,NORMA_q_age,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5102,0.467,0.5541,1
penalized_cox,NORMA_q_age,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5102,0.467,0.5541,14
penalized_cox,NORMA_q_age,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5102,0.467,0.5541,2
penalized_cox,NORMA_q_age,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5102,0.467,0.5541,30
penalized_cox,NORMA_q_age,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5102,0.467,0.5541,7
penalized_cox,NORMA_q_age,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5102,0.467,0.5541,all
penalized_cox,NORMA_q_age,sepsis,all,all,1655.0,364.0,0.5482,0.5231,0.5771,1
penalized_cox,NORMA_q_age,sepsis,all,all,1655.0,364.0,0.5482,0.5231,0.5771,14
penalized_cox,NORMA_q_age,sepsis,all,all,1655.0,364.0,0.5482,0.5231,0.5771,2
penalized_cox,NORMA_q_age,sepsis,all,all,1655.0,364.0,0.5482,0.5231,0.5771,30
penalized_cox,NORMA_q_age,sepsis,all,all,1655.0,364.0,0.5482,0.5231,0.5771,7
penalized_cox,NORMA_q_age,sepsis,all,all,1655.0,364.0,0.5482,0.5231,0.5771,all
penalized_cox,NORMA_q_age,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5482,0.5231,0.5771,1
penalized_cox,NORMA_q_age,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5482,0.5231,0.5771,14
penalized_cox,NORMA_q_age,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5482,0.5231,0.5771,2
penalized_cox,NORMA_q_age,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5482,0.5231,0.5771,30
penalized_cox,NORMA_q_age,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5482,0.5231,0.5771,7
penalized_cox,NORMA_q_age,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5482,0.5231,0.5771,all
penalized_cox,NORMA_q_age_set,aki,all,all,1657.0,238.0,0.5538,0.517,0.5824,1
penalized_cox,NORMA_q_age_set,aki,all,all,1657.0,238.0,0.5538,0.517,0.5824,14
penalized_cox,NORMA_q_age_set,aki,all,all,1657.0,238.0,0.5538,0.517,0.5824,2
penalized_cox,NORMA_q_age_set,aki,all,all,1657.0,238.0,0.5538,0.517,0.5824,30
penalized_cox,NORMA_q_age_set,aki,all,all,1657.0,238.0,0.5538,0.517,0.5824,7
penalized_cox,NORMA_q_age_set,aki,all,all,1657.0,238.0,0.5538,0.517,0.5824,all
penalized_cox,NORMA_q_age_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5538,0.517,0.5824,1
penalized_cox,NORMA_q_age_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5538,0.517,0.5824,14
penalized_cox,NORMA_q_age_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5538,0.517,0.5824,2
penalized_cox,NORMA_q_age_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5538,0.517,0.5824,30
penalized_cox,NORMA_q_age_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5538,0.517,0.5824,7
penalized_cox,NORMA_q_age_set,aki,all_eval_pop_normal,all,1657.0,238.0,0.5538,0.517,0.5824,all
penalized_cox,NORMA_q_age_set,mortality,all,all,1660.0,207.0,0.7002,0.6542,0.7374,1
penalized_cox,NORMA_q_age_set,mortality,all,all,1660.0,207.0,0.7002,0.6542,0.7374,14
penalized_cox,NORMA_q_age_set,mortality,all,all,1660.0,207.0,0.7002,0.6542,0.7374,2
penalized_cox,NORMA_q_age_set,mortality,all,all,1660.0,207.0,0.7002,0.6542,0.7374,30
penalized_cox,NORMA_q_age_set,mortality,all,all,1660.0,207.0,0.7002,0.6542,0.7374,7
penalized_cox,NORMA_q_age_set,mortality,all,all,1660.0,207.0,0.7002,0.6542,0.7374,all
penalized_cox,NORMA_q_age_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7002,0.6542,0.7374,1
penalized_cox,NORMA_q_age_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7002,0.6542,0.7374,14
penalized_cox,NORMA_q_age_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7002,0.6542,0.7374,2
penalized_cox,NORMA_q_age_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7002,0.6542,0.7374,30
penalized_cox,NORMA_q_age_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7002,0.6542,0.7374,7
penalized_cox,NORMA_q_age_set,mortality,all_eval_pop_normal,all,1660.0,207.0,0.7002,0.6542,0.7374,all
penalized_cox,NORMA_q_age_set,prolonged_los,all,all,1657.0,292.0,0.5191,0.4762,0.5588,1
penalized_cox,NORMA_q_age_set,prolonged_los,all,all,1657.0,292.0,0.5191,0.4762,0.5588,14
penalized_cox,NORMA_q_age_set,prolonged_los,all,all,1657.0,292.0,0.5191,0.4762,0.5588,2
penalized_cox,NORMA_q_age_set,prolonged_los,all,all,1657.0,292.0,0.5191,0.4762,0.5588,30
penalized_cox,NORMA_q_age_set,prolonged_los,all,all,1657.0,292.0,0.5191,0.4762,0.5588,7
penalized_cox,NORMA_q_age_set,prolonged_los,all,all,1657.0,292.0,0.5191,0.4762,0.5588,all
penalized_cox,NORMA_q_age_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5191,0.4762,0.5588,1
penalized_cox,NORMA_q_age_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5191,0.4762,0.5588,14
penalized_cox,NORMA_q_age_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5191,0.4762,0.5588,2
penalized_cox,NORMA_q_age_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5191,0.4762,0.5588,30
penalized_cox,NORMA_q_age_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5191,0.4762,0.5588,7
penalized_cox,NORMA_q_age_set,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5191,0.4762,0.5588,all
penalized_cox,NORMA_q_age_set,sepsis,all,all,1655.0,364.0,0.5436,0.5178,0.5731,1
penalized_cox,NORMA_q_age_set,sepsis,all,all,1655.0,364.0,0.5436,0.5178,0.5731,14
penalized_cox,NORMA_q_age_set,sepsis,all,all,1655.0,364.0,0.5436,0.5178,0.5731,2
penalized_cox,NORMA_q_age_set,sepsis,all,all,1655.0,364.0,0.5436,0.5178,0.5731,30
penalized_cox,NORMA_q_age_set,sepsis,all,all,1655.0,364.0,0.5436,0.5178,0.5731,7
penalized_cox,NORMA_q_age_set,sepsis,all,all,1655.0,364.0,0.5436,0.5178,0.5731,all
penalized_cox,NORMA_q_age_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5436,0.5178,0.5731,1
penalized_cox,NORMA_q_age_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5436,0.5178,0.5731,14
penalized_cox,NORMA_q_age_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5436,0.5178,0.5731,2
penalized_cox,NORMA_q_age_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5436,0.5178,0.5731,30
penalized_cox,NORMA_q_age_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5436,0.5178,0.5731,7
penalized_cox,NORMA_q_age_set,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.5436,0.5178,0.5731,all
penalized_cox,NORMA_q_age_set_co,aki,all,all,1657.0,238.0,0.544,0.5109,0.5715,1
penalized_cox,NORMA_q_age_set_co,aki,all,all,1657.0,238.0,0.544,0.5109,0.5715,14
penalized_cox,NORMA_q_age_set_co,aki,all,all,1657.0,238.0,0.544,0.5109,0.5715,2
penalized_cox,NORMA_q_age_set_co,aki,all,all,1657.0,238.0,0.544,0.5109,0.5715,30
penalized_cox,NORMA_q_age_set_co,aki,all,all,1657.0,238.0,0.544,0.5109,0.5715,7
penalized_cox,NORMA_q_age_set_co,aki,all,all,1657.0,238.0,0.544,0.5109,0.5715,all
penalized_cox,NORMA_q_age_set_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.544,0.5109,0.5715,1
penalized_cox,NORMA_q_age_set_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.544,0.5109,0.5715,14
penalized_cox,NORMA_q_age_set_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.544,0.5109,0.5715,2
penalized_cox,NORMA_q_age_set_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.544,0.5109,0.5715,30
penalized_cox,NORMA_q_age_set_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.544,0.5109,0.5715,7
penalized_cox,NORMA_q_age_set_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.544,0.5109,0.5715,all
penalized_cox,NORMA_q_age_set_co,mortality,all,all,1660.0,207.0,0.6908,0.6444,0.7308,1
penalized_cox,NORMA_q_age_set_co,mortality,all,all,1660.0,207.0,0.6908,0.6444,0.7308,14
penalized_cox,NORMA_q_age_set_co,mortality,all,all,1660.0,207.0,0.6908,0.6444,0.7308,2
penalized_cox,NORMA_q_age_set_co,mortality,all,all,1660.0,207.0,0.6908,0.6444,0.7308,30
penalized_cox,NORMA_q_age_set_co,mortality,all,all,1660.0,207.0,0.6908,0.6444,0.7308,7
penalized_cox,NORMA_q_age_set_co,mortality,all,all,1660.0,207.0,0.6908,0.6444,0.7308,all
penalized_cox,NORMA_q_age_set_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6908,0.6444,0.7308,1
penalized_cox,NORMA_q_age_set_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6908,0.6444,0.7308,14
penalized_cox,NORMA_q_age_set_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6908,0.6444,0.7308,2
penalized_cox,NORMA_q_age_set_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6908,0.6444,0.7308,30
penalized_cox,NORMA_q_age_set_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6908,0.6444,0.7308,7
penalized_cox,NORMA_q_age_set_co,mortality,all_eval_pop_normal,all,1660.0,207.0,0.6908,0.6444,0.7308,all
penalized_cox,NORMA_q_age_set_co,prolonged_los,all,all,1657.0,292.0,0.5125,0.469,0.5538,1
penalized_cox,NORMA_q_age_set_co,prolonged_los,all,all,1657.0,292.0,0.5125,0.469,0.5538,14
penalized_cox,NORMA_q_age_set_co,prolonged_los,all,all,1657.0,292.0,0.5125,0.469,0.5538,2
penalized_cox,NORMA_q_age_set_co,prolonged_los,all,all,1657.0,292.0,0.5125,0.469,0.5538,30
penalized_cox,NORMA_q_age_set_co,prolonged_los,all,all,1657.0,292.0,0.5125,0.469,0.5538,7
penalized_cox,NORMA_q_age_set_co,prolonged_los,all,all,1657.0,292.0,0.5125,0.469,0.5538,all
penalized_cox,NORMA_q_age_set_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5125,0.469,0.5538,1
penalized_cox,NORMA_q_age_set_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5125,0.469,0.5538,14
penalized_cox,NORMA_q_age_set_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5125,0.469,0.5538,2
penalized_cox,NORMA_q_age_set_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5125,0.469,0.5538,30
penalized_cox,NORMA_q_age_set_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5125,0.469,0.5538,7
penalized_cox,NORMA_q_age_set_co,prolonged_los,all_eval_pop_normal,all,1657.0,292.0,0.5125,0.469,0.5538,all
penalized_cox,NORMA_q_age_set_co,sepsis,all,all,1655.0,364.0,0.541,0.5158,0.5693,1
penalized_cox,NORMA_q_age_set_co,sepsis,all,all,1655.0,364.0,0.541,0.5158,0.5693,14
penalized_cox,NORMA_q_age_set_co,sepsis,all,all,1655.0,364.0,0.541,0.5158,0.5693,2
penalized_cox,NORMA_q_age_set_co,sepsis,all,all,1655.0,364.0,0.541,0.5158,0.5693,30
penalized_cox,NORMA_q_age_set_co,sepsis,all,all,1655.0,364.0,0.541,0.5158,0.5693,7
penalized_cox,NORMA_q_age_set_co,sepsis,all,all,1655.0,364.0,0.541,0.5158,0.5693,all
penalized_cox,NORMA_q_age_set_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.541,0.5158,0.5693,1
penalized_cox,NORMA_q_age_set_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.541,0.5158,0.5693,14
penalized_cox,NORMA_q_age_set_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.541,0.5158,0.5693,2
penalized_cox,NORMA_q_age_set_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.541,0.5158,0.5693,30
penalized_cox,NORMA_q_age_set_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.541,0.5158,0.5693,7
penalized_cox,NORMA_q_age_set_co,sepsis,all_eval_pop_normal,all,1655.0,364.0,0.541,0.5158,0.5693,all
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,1
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,1
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,1
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,14
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,14
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,14
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,2
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,2
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,2
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,30
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,30
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,30
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,7
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,7
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,7
penalized_cox,NORMA_q_co,aki,all,all,1657.0,238.0,0.5544,0.5207,0.5819,all
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,1
penalized_cox,NORMA_q_co,aki,all_eval_pop_normal,all,1657.0,238.0,0.5544,0.5207,0.5819,1
