subset,outcome,analyte,method,n,n_events,auc,auc_lo,auc_hi,auc_base,auc_adj,auc_gain,prevalence,ap,ap_lift,delta_vs_norma,p_vs_norma
all,mortality,MCV,NORMA_q_age_set_co,50812,5250,0.5926,0.5842,0.601,0.5517,0.6034,0.0517,0.1033,0.1507,1.459,-0.0019,0.200322
all,mortality,MCV,PerRI,50716,5243,0.5386,0.5306,0.5467,0.5644,0.5667,0.0022,0.1034,0.1142,1.105,-0.0561,0.0
all,mortality,MCV,PopRI,50812,5250,0.5654,0.5572,0.5736,0.5517,0.5815,0.0298,0.1033,0.1312,1.27,-0.0291,0.0
all,mortality,MPV,Gaussian_eb,37059,3804,0.583,0.573,0.593,0.5686,0.6159,0.0473,0.1026,0.1535,1.495,0.0429,0.0
all,mortality,MPV,Gaussian_mle,36950,3792,0.562,0.5521,0.5719,0.5733,0.5964,0.023,0.1026,0.1285,1.252,0.0219,7e-06
all,mortality,MPV,Gaussian_trunc,36950,3792,0.5565,0.5466,0.5664,0.5733,0.5949,0.0215,0.1026,0.1251,1.219,0.0165,0.001196
all,mortality,MPV,NORMA_334f7e21,37059,3804,0.5535,0.5438,0.5631,0.5686,0.5832,0.0145,0.1026,0.1257,1.225,0.0134,0.000756
all,mortality,MPV,NORMA_q_age,37059,3804,0.5373,0.5273,0.5473,0.5686,0.5805,0.0119,0.1026,0.1241,1.209,-0.0028,0.601707
all,mortality,MPV,NORMA_q_age_set,37059,3804,0.5401,0.5301,0.55,0.5686,0.5869,0.0182,0.1026,0.1278,1.245,,
all,mortality,MPV,NORMA_q_age_set_co,37058,3804,0.5117,0.5016,0.5218,0.5664,0.5708,0.0044,0.1026,0.1157,1.127,-0.0284,0.0
all,mortality,MPV,PerRI,37056,3804,0.56,0.5502,0.5697,0.5673,0.5897,0.0224,0.1027,0.1257,1.224,0.0199,0.000386
all,mortality,MPV,PopRI,37059,3804,0.548,0.5385,0.5574,0.5686,0.5833,0.0147,0.1026,0.1148,1.118,0.0079,0.186938
all,mortality,NA,Cohen_m2,62253,6648,0.6237,0.6164,0.631,0.5712,0.646,0.0747,0.1068,0.1727,1.617,0.03,0.0
all,mortality,NA,Cohen_m3,62253,6648,0.6123,0.605,0.6196,0.5712,0.6358,0.0645,0.1068,0.1588,1.487,0.0186,0.0
all,mortality,NA,Cohen_m4,62253,6648,0.6107,0.6034,0.618,0.5712,0.6331,0.0619,0.1068,0.1571,1.472,0.017,0.0
all,mortality,NA,Gaussian_eb,62253,6648,0.6139,0.6066,0.6212,0.5712,0.6339,0.0627,0.1068,0.1567,1.467,0.0202,0.0
all,mortality,NA,Gaussian_mle,61164,6540,0.5863,0.5791,0.5936,0.5718,0.6154,0.0436,0.1069,0.1401,1.31,-0.0085,0.000366
all,mortality,NA,Gaussian_trunc,61164,6540,0.55,0.5427,0.5574,0.5718,0.594,0.0222,0.1069,0.1273,1.19,-0.0448,0.0
all,mortality,NA,NORMA_334f7e21,62253,6648,0.6013,0.5939,0.6086,0.5712,0.6242,0.053,0.1068,0.1559,1.459,0.0076,0.0
all,mortality,NA,NORMA_q_age,62253,6648,0.5949,0.5875,0.6023,0.5712,0.6201,0.0488,0.1068,0.1534,1.436,0.0012,0.042028
all,mortality,NA,NORMA_q_age_set,62253,6648,0.5937,0.5863,0.601,0.5712,0.6172,0.046,0.1068,0.1508,1.412,,
all,mortality,NA,NORMA_q_age_set_co,62253,6648,0.5798,0.5725,0.5871,0.5712,0.6054,0.0342,0.1068,0.14,1.311,-0.0139,0.0
all,mortality,NA,PerRI,62242,6648,0.537,0.5298,0.5441,0.5698,0.5717,0.0019,0.1068,0.1163,1.088,-0.0568,0.0
all,mortality,NA,PopRI,62253,6648,0.5951,0.5878,0.6025,0.5712,0.6202,0.0489,0.1068,0.1429,1.338,0.0015,0.534501
all,mortality,Overall,Cohen_m2,97614,9754,0.594,0.5887,0.5994,0.5803,0.6208,0.0406,0.0999,0.1224,1.225,0.0285,0.0
all,mortality,Overall,Cohen_m3,97614,9754,0.5848,0.5795,0.5901,0.5803,0.6261,0.0459,0.0999,0.1159,1.16,0.0193,0.0
all,mortality,Overall,Cohen_m4,97614,9754,0.5906,0.5853,0.5958,0.5803,0.6264,0.0461,0.0999,0.1198,1.199,0.0251,0.0
all,mortality,Overall,Gaussian_eb,97614,9754,0.5889,0.5834,0.5945,0.5803,0.6172,0.037,0.0999,0.1226,1.227,0.0234,0.0
all,mortality,Overall,Gaussian_mle,97434,9737,0.5793,0.5735,0.5851,0.5807,0.6048,0.024,0.0999,0.1231,1.231,0.0134,0.0
all,mortality,Overall,Gaussian_trunc,97434,9737,0.5746,0.5687,0.5804,0.5807,0.6045,0.0238,0.0999,0.1215,1.216,0.0087,0.002146
all,mortality,Overall,NORMA_334f7e21,97614,9754,0.5817,0.5756,0.5878,0.5803,0.6162,0.0359,0.0999,0.1388,1.389,0.0162,0.0
all,mortality,Overall,NORMA_q_age,97614,9754,0.5728,0.5666,0.579,0.5803,0.6084,0.0281,0.0999,0.1358,1.359,0.0073,0.0
all,mortality,Overall,NORMA_q_age_set,97614,9754,0.5655,0.5595,0.5715,0.5803,0.6013,0.021,0.0999,0.1247,1.248,,
all,mortality,Overall,NORMA_q_age_set_co,97614,9754,0.5739,0.5678,0.58,0.5803,0.6092,0.0289,0.0999,0.1341,1.342,0.0084,0.0
all,mortality,Overall,PerRI,97613,9754,0.546,0.5402,0.5519,0.5792,0.5939,0.0147,0.0999,0.1124,1.125,-0.0195,0.0
all,mortality,Overall,PopRI,97614,9754,0.5903,0.5848,0.5958,0.5803,0.6155,0.0352,0.0999,0.1213,1.214,0.0248,0.0
all,mortality,PLT,Cohen_m2,53263,5575,0.5675,0.56,0.5749,0.5533,0.5738,0.0205,0.1047,0.1159,1.107,-0.0697,0.0
all,mortality,PLT,Cohen_m3,53263,5575,0.6378,0.6299,0.6456,0.5533,0.6573,0.104,0.1047,0.1672,1.598,0.0006,0.860887
all,mortality,PLT,Cohen_m4,53263,5575,0.6644,0.6564,0.6723,0.5533,0.6838,0.1306,0.1047,0.2237,2.137,0.0272,0.0
all,mortality,PLT,Gaussian_eb,53263,5575,0.6101,0.6022,0.6179,0.5533,0.6204,0.0671,0.1047,0.1401,1.338,-0.0271,0.0
all,mortality,PLT,Gaussian_mle,53195,5565,0.5808,0.5731,0.5885,0.5524,0.5692,0.0168,0.1046,0.126,1.204,-0.0564,0.0
all,mortality,PLT,Gaussian_trunc,53195,5565,0.553,0.5452,0.5609,0.5524,0.5586,0.0061,0.1046,0.118,1.128,-0.0841,0.0
all,mortality,PLT,NORMA_334f7e21,53263,5575,0.6285,0.6208,0.6362,0.5533,0.6239,0.0707,0.1047,0.1493,1.426,-0.0086,0.0
all,mortality,PLT,NORMA_q_age,53263,5575,0.6358,0.6281,0.6435,0.5533,0.6336,0.0803,0.1047,0.1541,1.472,-0.0013,0.152582
all,mortality,PLT,NORMA_q_age_set,53263,5575,0.6371,0.6295,0.6448,0.5533,0.6352,0.0819,0.1047,0.1553,1.484,,
all,mortality,PLT,NORMA_q_age_set_co,53263,5575,0.624,0.6163,0.6317,0.5533,0.6227,0.0695,0.1047,0.1462,1.397,-0.0131,0.0
all,mortality,PLT,PerRI,53263,5575,0.4537,0.4459,0.4614,0.5533,0.5711,0.0178,0.1047,0.0914,0.873,-0.1835,0.0
all,mortality,PLT,PopRI,53263,5575,0.6701,0.6618,0.6784,0.5533,0.689,0.1357,0.1047,0.2526,2.413,0.033,0.0
all,mortality,RBC,Cohen_m2,53548,5606,0.6324,0.6245,0.6404,0.5584,0.6434,0.085,0.1047,0.1947,1.859,0.0185,1.1e-05
all,mortality,RBC,Cohen_m3,53548,5606,0.6224,0.6143,0.6304,0.5584,0.6358,0.0774,0.1047,0.1897,1.812,0.0085,0.051909
all,mortality,RBC,Cohen_m4,53548,5606,0.6271,0.6191,0.6351,0.5584,0.6408,0.0824,0.1047,0.1927,1.841,0.0132,0.001814
all,mortality,RBC,Gaussian_eb,53548,5606,0.6156,0.6077,0.6235,0.5584,0.6279,0.0695,0.1047,0.1571,1.501,0.0017,0.668599
all,mortality,RBC,Gaussian_mle,53464,5598,0.6053,0.5975,0.6131,0.5567,0.5981,0.0414,0.1047,0.1403,1.34,-0.0085,0.035705
all,mortality,RBC,Gaussian_trunc,53464,5598,0.5953,0.5874,0.6032,0.5567,0.5883,0.0316,0.1047,0.1359,1.298,-0.0185,2.7e-05
all,mortality,RBC,NORMA_334f7e21,53548,5606,0.6128,0.6049,0.6208,0.5584,0.6269,0.0685,0.1047,0.1623,1.55,-0.0011,0.272751
all,mortality,RBC,NORMA_q_age,53548,5606,0.6191,0.6112,0.6271,0.5584,0.6292,0.0708,0.1047,0.1674,1.599,0.0052,2.6e-05
all,mortality,RBC,NORMA_q_age_set,53548,5606,0.6139,0.606,0.6218,0.5584,0.624,0.0656,0.1047,0.1635,1.561,,
all,mortality,RBC,NORMA_q_age_set_co,53548,5606,0.6035,0.5955,0.6114,0.5584,0.6114,0.053,0.1047,0.1548,1.479,-0.0104,0.0
all,mortality,RBC,PerRI,53548,5606,0.5689,0.5612,0.5767,0.5584,0.5793,0.0209,0.1047,0.1263,1.206,-0.045,0.0
all,mortality,RBC,PopRI,53548,5606,0.6205,0.6125,0.6286,0.5584,0.6342,0.0758,0.1047,0.1876,1.792,0.0066,0.120735
all,mortality,RDW,Cohen_m2,48688,4960,0.6477,0.6399,0.6556,0.5536,0.6569,0.1033,0.1019,0.1638,1.608,0.0104,0.004593
all,mortality,RDW,Cohen_m3,48688,4960,0.6122,0.6036,0.6208,0.5536,0.6367,0.083,0.1019,0.1539,1.511,-0.0251,0.0
all,mortality,RDW,Cohen_m4,48688,4960,0.5748,0.5659,0.5837,0.5536,0.614,0.0603,0.1019,0.1422,1.396,-0.0625,0.0
all,mortality,RDW,Gaussian_eb,48688,4960,0.6408,0.6333,0.6483,0.5536,0.6303,0.0767,0.1019,0.1441,1.415,0.0035,0.286467
all,mortality,RDW,Gaussian_mle,48046,4894,0.6244,0.6168,0.632,0.572,0.6129,0.0409,0.1019,0.1353,1.329,-0.0138,3.7e-05
all,mortality,RDW,Gaussian_trunc,48046,4894,0.6109,0.6032,0.6185,0.572,0.6012,0.0292,0.1019,0.1293,1.269,-0.0273,0.0
all,mortality,RDW,NORMA_334f7e21,48688,4960,0.6368,0.629,0.6447,0.5536,0.6364,0.0828,0.1019,0.1542,1.513,-0.0005,0.639159
all,mortality,RDW,NORMA_q_age,48688,4960,0.6424,0.6345,0.6502,0.5536,0.6416,0.088,0.1019,0.1576,1.547,0.0051,1e-06
all,mortality,RDW,NORMA_q_age_set,48688,4960,0.6373,0.6295,0.6451,0.5536,0.6342,0.0806,0.1019,0.1535,1.506,,
all,mortality,RDW,NORMA_q_age_set_co,48688,4960,0.6339,0.6261,0.6418,0.5536,0.6342,0.0806,0.1019,0.1528,1.5,-0.0034,0.027912
all,mortality,RDW,PerRI,48636,4957,0.5725,0.5642,0.5808,0.5573,0.5831,0.0257,0.1019,0.126,1.236,-0.0647,0.0
all,mortality,RDW,PopRI,48688,4960,0.6487,0.641,0.6564,0.5536,0.6617,0.1081,0.1019,0.1606,1.577,0.0114,0.001409
all,mortality,TBIL,Cohen_m2,12694,1586,0.5943,0.5786,0.6101,0.5677,0.6052,0.0376,0.1249,0.2037,1.63,-0.0153,0.040612
all,mortality,TBIL,Cohen_m3,12694,1586,0.5873,0.571,0.6036,0.5677,0.6049,0.0372,0.1249,0.2048,1.64,-0.0223,0.000779
all,mortality,TBIL,Cohen_m4,12694,1586,0.5952,0.579,0.6114,0.5677,0.6077,0.04,0.1249,0.2082,1.666,-0.0144,0.027315
all,mortality,TBIL,Gaussian_eb,12694,1586,0.6043,0.5881,0.6206,0.5677,0.6211,0.0535,0.1249,0.2125,1.701,-0.0053,0.296574
all,mortality,TBIL,Gaussian_mle,12297,1538,0.6011,0.5848,0.6175,0.5815,0.644,0.0624,0.1251,0.1977,1.581,-0.009,0.068315
all,mortality,TBIL,Gaussian_trunc,12297,1538,0.5644,0.5488,0.58,0.5815,0.5998,0.0183,0.1251,0.156,1.247,-0.0457,0.0
all,mortality,TBIL,NORMA_334f7e21,12694,1586,0.6097,0.5939,0.6255,0.5677,0.6246,0.0569,0.1249,0.2168,1.735,0.0001,0.969589
all,mortality,TBIL,NORMA_q_age,12694,1586,0.6087,0.5929,0.6246,0.5677,0.6253,0.0576,0.1249,0.2192,1.755,-0.0009,0.57451
all,mortality,TBIL,NORMA_q_age_set,12694,1586,0.6096,0.5937,0.6255,0.5677,0.6249,0.0572,0.1249,0.2205,1.765,,
all,mortality,TBIL,NORMA_q_age_set_co,12694,1586,0.6049,0.5891,0.6206,0.5677,0.6206,0.053,0.1249,0.2134,1.708,-0.0047,0.071801
all,mortality,TBIL,PerRI,12655,1582,0.5628,0.5466,0.579,0.5795,0.6059,0.0264,0.125,0.1753,1.402,-0.0472,0.0
all,mortality,TBIL,PopRI,12694,1586,0.58,0.5636,0.5964,0.5677,0.5911,0.0235,0.1249,0.1944,1.556,-0.0296,1e-06
all,mortality,TGL,Cohen_m2,305,60,0.5218,0.4408,0.6028,0.5974,0.5761,-0.0213,0.1967,0.2057,1.046,-0.0389,0.174161
all,mortality,TGL,Cohen_m3,305,60,0.5165,0.435,0.598,0.5974,0.5774,-0.02,0.1967,0.2025,1.029,-0.0441,0.198812
all,mortality,TGL,Cohen_m4,305,60,0.5175,0.4343,0.6007,0.5974,0.6076,0.0102,0.1967,0.2067,1.051,-0.0432,0.255969
all,mortality,TGL,Gaussian_eb,305,60,0.5346,0.4523,0.6168,0.5974,0.5914,-0.006,0.1967,0.2232,1.135,-0.0261,0.221195
all,mortality,TGL,Gaussian_mle,305,60,0.5367,0.458,0.6154,0.5974,0.5663,-0.031,0.1967,0.2133,1.084,-0.024,0.333024
all,mortality,TGL,Gaussian_trunc,305,60,0.5481,0.4685,0.6277,0.5974,0.5774,-0.02,0.1967,0.2267,1.152,-0.0126,0.689273
all,mortality,TGL,NORMA_334f7e21,305,60,0.542,0.4616,0.6225,0.5974,0.5923,-0.0051,0.1967,0.2201,1.119,-0.0186,0.030094
all,mortality,TGL,NORMA_q_age,305,60,0.546,0.4663,0.6257,0.5974,0.5893,-0.0081,0.1967,0.2148,1.092,-0.0147,0.131416
all,mortality,TGL,NORMA_q_age_set,305,60,0.5607,0.4816,0.6397,0.5974,0.6012,0.0038,0.1967,0.2232,1.134,,
all,mortality,TGL,NORMA_q_age_set_co,305,60,0.5189,0.4382,0.5996,0.5974,0.594,-0.0034,0.1967,0.207,1.052,-0.0418,0.002969
all,mortality,TGL,PerRI,305,60,0.5201,0.4301,0.6101,0.5974,0.5595,-0.0378,0.1967,0.2625,1.334,-0.0406,0.442827
all,mortality,TGL,PopRI,305,60,0.5201,0.4387,0.6016,0.5974,0.5808,-0.0166,0.1967,0.2068,1.051,-0.0405,0.056095
all,mortality,TP,Cohen_m2,15062,2220,0.6267,0.6136,0.6398,0.5416,0.6456,0.104,0.1474,0.2533,1.719,0.0088,0.093671
all,mortality,TP,Cohen_m3,15062,2220,0.6203,0.6072,0.6334,0.5416,0.6321,0.0905,0.1474,0.2427,1.647,0.0024,0.642097
all,mortality,TP,Cohen_m4,15062,2220,0.615,0.6019,0.6282,0.5416,0.623,0.0814,0.1474,0.2366,1.605,-0.0029,0.593536
all,mortality,TP,Gaussian_eb,15062,2220,0.6377,0.6248,0.6505,0.5416,0.6479,0.1063,0.1474,0.2457,1.667,0.0198,2.9e-05
all,mortality,TP,Gaussian_mle,14890,2195,0.6266,0.6138,0.6393,0.5494,0.6148,0.0654,0.1474,0.2138,1.45,0.0076,0.128331
all,mortality,TP,Gaussian_trunc,14890,2195,0.5968,0.5841,0.6096,0.5494,0.5895,0.0402,0.1474,0.1907,1.293,-0.0222,0.00077
all,mortality,TP,NORMA_334f7e21,15062,2220,0.6193,0.6065,0.6322,0.5416,0.6254,0.0838,0.1474,0.2231,1.513,0.0014,0.245447
all,mortality,TP,NORMA_q_age,15062,2220,0.6206,0.6078,0.6334,0.5416,0.6228,0.0813,0.1474,0.2224,1.509,0.0027,0.026729
all,mortality,TP,NORMA_q_age_set,15062,2220,0.6179,0.605,0.6308,0.5416,0.6229,0.0813,0.1474,0.2224,1.509,,
all,mortality,TP,NORMA_q_age_set_co,15062,2220,0.6124,0.5996,0.6252,0.5416,0.622,0.0804,0.1474,0.2156,1.463,-0.0055,0.011624
all,mortality,TP,PerRI,15062,2220,0.5225,0.5097,0.5352,0.5416,0.5424,0.0008,0.1474,0.1521,1.032,-0.0955,0.0
all,mortality,TP,PopRI,15062,2220,0.6448,0.6319,0.6577,0.5416,0.6574,0.1158,0.1474,0.259,1.757,0.0269,0.0
all,mortality,WBC,Cohen_m2,52112,5078,0.6666,0.6584,0.6748,0.5672,0.6821,0.115,0.0974,0.1908,1.958,-0.0202,0.0
all,mortality,WBC,Cohen_m3,52112,5078,0.6952,0.6873,0.703,0.5672,0.7073,0.1401,0.0974,0.2012,2.064,0.0083,0.003879
all,mortality,WBC,Cohen_m4,52112,5078,0.6936,0.6859,0.7014,0.5672,0.7029,0.1357,0.0974,0.1969,2.02,0.0068,0.014457
all,mortality,WBC,Gaussian_eb,52112,5078,0.7056,0.698,0.7133,0.5672,0.7167,0.1495,0.0974,0.209,2.145,0.0188,0.0
all,mortality,WBC,Gaussian_mle,51972,5067,0.6757,0.6682,0.6833,0.5528,0.6718,0.119,0.0975,0.1648,1.691,-0.0113,2e-06
all,mortality,WBC,Gaussian_trunc,51972,5067,0.645,0.6371,0.653,0.5528,0.6414,0.0886,0.0975,0.1523,1.562,-0.042,0.0
all,mortality,WBC,NORMA_334f7e21,52112,5078,0.6843,0.6766,0.692,0.5672,0.6918,0.1246,0.0974,0.1925,1.976,-0.0025,0.000385
all,mortality,WBC,NORMA_q_age,52112,5078,0.6835,0.6758,0.6913,0.5672,0.6914,0.1243,0.0974,0.1931,1.982,-0.0033,2e-06
all,mortality,WBC,NORMA_q_age_set,52112,5078,0.6868,0.6792,0.6945,0.5672,0.6952,0.128,0.0974,0.1949,2.0,,
all,mortality,WBC,NORMA_q_age_set_co,52112,5078,0.6821,0.6744,0.6898,0.5672,0.6887,0.1215,0.0974,0.1857,1.906,-0.0047,5.3e-05
all,mortality,WBC,PerRI,52112,5078,0.5771,0.5688,0.5854,0.5672,0.6002,0.0331,0.0974,0.1288,1.322,-0.1097,0.0
all,mortality,WBC,PopRI,52112,5078,0.7025,0.6948,0.7103,0.5672,0.7146,0.1474,0.0974,0.2108,2.164,0.0157,0.0
all,prolonged_los,ALB,Cohen_m2,18907,6041,0.5666,0.558,0.5753,0.5232,0.5709,0.0477,0.3195,0.366,1.146,0.0144,0.004861
all,prolonged_los,ALB,Cohen_m3,18907,6041,0.5615,0.5528,0.5702,0.5232,0.5651,0.0419,0.3195,0.3634,1.137,0.0092,0.067837
all,prolonged_los,ALB,Cohen_m4,18907,6041,0.565,0.5563,0.5737,0.5232,0.567,0.0438,0.3195,0.3653,1.143,0.0128,0.010764
all,prolonged_los,ALB,Gaussian_eb,18907,6041,0.5732,0.5645,0.5819,0.5232,0.5756,0.0524,0.3195,0.3807,1.191,0.021,5e-06
all,prolonged_los,ALB,Gaussian_mle,18665,5969,0.5643,0.5556,0.573,0.5378,0.5729,0.0351,0.3198,0.3607,1.128,0.0123,0.009904
all,prolonged_los,ALB,Gaussian_trunc,18665,5969,0.5517,0.543,0.5605,0.5378,0.5587,0.0208,0.3198,0.3496,1.093,-0.0003,0.952513
all,prolonged_los,ALB,NORMA_334f7e21,18907,6041,0.5577,0.549,0.5665,0.5232,0.5604,0.0372,0.3195,0.3628,1.136,0.0055,5.5e-05
all,prolonged_los,ALB,NORMA_q_age,18907,6041,0.5461,0.5373,0.5549,0.5232,0.5529,0.0297,0.3195,0.3534,1.106,-0.0061,8.8e-05
all,prolonged_los,ALB,NORMA_q_age_set,18907,6041,0.5522,0.5434,0.561,0.5232,0.5587,0.0355,0.3195,0.3579,1.12,,
all,prolonged_los,ALB,NORMA_q_age_set_co,18907,6041,0.529,0.5203,0.5378,0.5232,0.5438,0.0206,0.3195,0.3397,1.063,-0.0232,0.0
all,prolonged_los,ALB,PerRI,18907,6041,0.5275,0.5187,0.5363,0.5232,0.5298,0.0065,0.3195,0.3388,1.06,-0.0247,5.8e-05
all,prolonged_los,ALB,PopRI,18907,6041,0.568,0.5593,0.5767,0.5232,0.5703,0.0471,0.3195,0.3654,1.144,0.0158,0.00165
all,prolonged_los,ALP,Cohen_m2,13536,4754,0.5939,0.584,0.6039,0.5188,0.5864,0.0675,0.3512,0.4318,1.229,0.0046,0.222895
all,prolonged_los,ALP,Cohen_m3,13536,4754,0.5734,0.5632,0.5835,0.5188,0.574,0.0551,0.3512,0.4137,1.178,-0.0159,0.004763
all,prolonged_los,ALP,Cohen_m4,13536,4754,0.586,0.5759,0.5961,0.5188,0.5844,0.0656,0.3512,0.427,1.216,-0.0033,0.559282
all,prolonged_los,ALP,Gaussian_eb,13536,4754,0.5915,0.5815,0.6015,0.5188,0.5825,0.0637,0.3512,0.4322,1.231,0.0022,0.513826
all,prolonged_los,ALP,Gaussian_mle,13519,4748,0.5656,0.5555,0.5757,0.5279,0.5631,0.0352,0.3512,0.4019,1.144,-0.0237,0.0
all,prolonged_los,ALP,Gaussian_trunc,13519,4748,0.553,0.5428,0.5631,0.5279,0.5529,0.025,0.3512,0.3933,1.12,-0.0363,0.0
all,prolonged_los,ALP,NORMA_334f7e21,13536,4754,0.5901,0.58,0.6001,0.5188,0.5806,0.0618,0.3512,0.4294,1.223,0.0008,0.455179
all,prolonged_los,ALP,NORMA_q_age,13536,4754,0.5908,0.5808,0.6008,0.5188,0.5817,0.0628,0.3512,0.4287,1.221,0.0015,0.171948
all,prolonged_los,ALP,NORMA_q_age_set,13536,4754,0.5893,0.5793,0.5993,0.5188,0.5795,0.0606,0.3512,0.4283,1.22,,
all,prolonged_los,ALP,NORMA_q_age_set_co,13536,4754,0.5737,0.5636,0.5838,0.5188,0.567,0.0482,0.3512,0.4116,1.172,-0.0156,0.0
all,prolonged_los,ALP,PerRI,13536,4754,0.4989,0.4888,0.5091,0.5188,0.5192,0.0003,0.3512,0.3477,0.99,-0.0904,0.0
all,prolonged_los,ALP,PopRI,13536,4754,0.5788,0.5686,0.5889,0.5188,0.5794,0.0606,0.3512,0.4242,1.208,-0.0105,0.007421
all,prolonged_los,ALT,Cohen_m2,12377,4371,0.6001,0.5898,0.6105,0.5402,0.5941,0.0539,0.3532,0.4301,1.218,0.0116,0.013839
all,prolonged_los,ALT,Cohen_m3,12377,4371,0.6001,0.5897,0.6105,0.5402,0.6034,0.0632,0.3532,0.4319,1.223,0.0116,0.033677
all,prolonged_los,ALT,Cohen_m4,12377,4371,0.6012,0.5909,0.6116,0.5402,0.5984,0.0582,0.3532,0.4323,1.224,0.0127,0.016127
all,prolonged_los,ALT,Gaussian_eb,12377,4371,0.5917,0.5812,0.6021,0.5402,0.5907,0.0505,0.3532,0.4295,1.216,0.0032,0.381626
all,prolonged_los,ALT,Gaussian_mle,12278,4349,0.564,0.5533,0.5746,0.5366,0.5695,0.033,0.3542,0.4058,1.146,-0.0251,0.0
all,prolonged_los,ALT,Gaussian_trunc,12278,4349,0.5527,0.542,0.5633,0.5366,0.5577,0.0211,0.3542,0.3956,1.117,-0.0364,0.0
all,prolonged_los,ALT,NORMA_334f7e21,12377,4371,0.5891,0.5786,0.5997,0.5402,0.5943,0.0541,0.3532,0.432,1.223,0.0007,0.549778
all,prolonged_los,ALT,NORMA_q_age,12377,4371,0.5848,0.5742,0.5954,0.5402,0.5912,0.051,0.3532,0.4298,1.217,-0.0037,0.002571
all,prolonged_los,ALT,NORMA_q_age_set,12377,4371,0.5885,0.5779,0.599,0.5402,0.5936,0.0534,0.3532,0.4302,1.218,,
all,prolonged_los,ALT,NORMA_q_age_set_co,12377,4371,0.5742,0.5636,0.5848,0.5402,0.5826,0.0424,0.3532,0.4167,1.18,-0.0143,0.0
all,prolonged_los,ALT,PerRI,12377,4371,0.4981,0.4875,0.5087,0.5402,0.5405,0.0003,0.3532,0.3446,0.976,-0.0904,0.0
all,prolonged_los,ALT,PopRI,12377,4371,0.5773,0.5667,0.588,0.5402,0.5879,0.0477,0.3532,0.4251,1.204,-0.0112,0.004378
all,prolonged_los,AST,Cohen_m2,12651,4475,0.5868,0.5766,0.597,0.5316,0.5793,0.0478,0.3537,0.4188,1.184,0.012,0.000913
all,prolonged_los,AST,Cohen_m3,12651,4475,0.5578,0.5473,0.5683,0.5316,0.5644,0.0328,0.3537,0.4026,1.138,-0.017,9.1e-05
all,prolonged_los,AST,Cohen_m4,12651,4475,0.578,0.5677,0.5883,0.5316,0.5741,0.0425,0.3537,0.4074,1.152,0.0032,0.503584
all,prolonged_los,AST,Gaussian_eb,12651,4475,0.5718,0.5614,0.5822,0.5316,0.5688,0.0372,0.3537,0.4075,1.152,-0.003,0.328229
all,prolonged_los,AST,Gaussian_mle,12582,4450,0.5533,0.5428,0.5637,0.5352,0.5585,0.0233,0.3537,0.3914,1.107,-0.0211,0.0
all,prolonged_los,AST,Gaussian_trunc,12582,4450,0.5397,0.5292,0.5502,0.5352,0.5483,0.0132,0.3537,0.3818,1.079,-0.0346,0.0
all,prolonged_los,AST,NORMA_334f7e21,12651,4475,0.5727,0.5623,0.5831,0.5316,0.571,0.0394,0.3537,0.4099,1.159,-0.0021,0.029009
all,prolonged_los,AST,NORMA_q_age,12651,4475,0.572,0.5616,0.5824,0.5316,0.5712,0.0396,0.3537,0.4094,1.157,-0.0028,0.005678
all,prolonged_los,AST,NORMA_q_age_set,12651,4475,0.5748,0.5644,0.5852,0.5316,0.5723,0.0407,0.3537,0.4107,1.161,,
all,prolonged_los,AST,NORMA_q_age_set_co,12651,4475,0.5657,0.5553,0.5761,0.5316,0.5651,0.0335,0.3537,0.4028,1.139,-0.0091,3e-06
all,prolonged_los,AST,PerRI,12651,4475,0.4854,0.475,0.4959,0.5316,0.5347,0.0031,0.3537,0.3376,0.954,-0.0894,0.0
all,prolonged_los,AST,PopRI,12651,4475,0.5634,0.5529,0.574,0.5316,0.5686,0.037,0.3537,0.409,1.156,-0.0114,0.001234
all,prolonged_los,BUN,Cohen_m2,57430,11933,0.6469,0.6413,0.6525,0.5352,0.6511,0.1159,0.2078,0.331,1.593,-0.0169,0.0
all,prolonged_los,BUN,Cohen_m3,57430,11933,0.6438,0.6381,0.6494,0.5352,0.6516,0.1164,0.2078,0.3276,1.577,-0.02,0.0
all,prolonged_los,BUN,Cohen_m4,57430,11933,0.6408,0.6351,0.6464,0.5352,0.6477,0.1125,0.2078,0.3252,1.565,-0.023,0.0
all,prolonged_los,BUN,Gaussian_eb,57430,11933,0.6461,0.6405,0.6517,0.5352,0.6541,0.1189,0.2078,0.3371,1.622,-0.0177,0.0
all,prolonged_los,BUN,Gaussian_mle,56485,11773,0.6306,0.6249,0.6363,0.535,0.6434,0.1083,0.2084,0.3133,1.503,-0.0338,0.0
all,prolonged_los,BUN,Gaussian_trunc,56485,11773,0.5844,0.5784,0.5903,0.535,0.6031,0.0681,0.2084,0.2797,1.342,-0.0801,0.0
all,prolonged_los,BUN,NORMA_334f7e21,57430,11933,0.6678,0.6623,0.6733,0.5352,0.674,0.1388,0.2078,0.3508,1.688,0.004,0.0
all,prolonged_los,BUN,NORMA_q_age,57430,11933,0.6715,0.666,0.677,0.5352,0.6782,0.143,0.2078,0.3591,1.728,0.0077,0.0
all,prolonged_los,BUN,NORMA_q_age_set,57430,11933,0.6638,0.6583,0.6693,0.5352,0.6712,0.136,0.2078,0.3443,1.657,,
