subset,outcome,analyte,method,n,n_events,auc,auc_lo,auc_hi,auc_base,auc_adj,auc_gain,prevalence,ap,ap_lift,delta_vs_norma,p_vs_norma
pop_normal,aki,CA,Cohen_m4,35603,5377,0.5135,0.5049,0.5221,0.5219,0.5373,0.0154,0.151,0.1666,1.103,-0.0043,0.343983
pop_normal,aki,CA,Gaussian_eb,35603,5377,0.5318,0.5233,0.5402,0.5219,0.545,0.0231,0.151,0.168,1.112,0.014,0.000875
pop_normal,aki,CA,Gaussian_mle,34893,5268,0.514,0.5056,0.5223,0.5232,0.5243,0.0011,0.151,0.1551,1.027,-0.0039,0.404479
pop_normal,aki,CA,Gaussian_trunc,34893,5268,0.5177,0.5093,0.5261,0.5232,0.5273,0.0042,0.151,0.1574,1.043,-0.0001,0.978122
pop_normal,aki,CA,NORMA_334f7e21,35603,5377,0.531,0.5227,0.5394,0.5219,0.5335,0.0116,0.151,0.1626,1.076,0.0133,0.0
pop_normal,aki,CA,NORMA_q_age,35603,5377,0.5283,0.5199,0.5366,0.5219,0.5326,0.0107,0.151,0.1613,1.068,0.0105,0.0
pop_normal,aki,CA,NORMA_q_age_set,35603,5377,0.5177,0.5094,0.526,0.5219,0.5267,0.0048,0.151,0.157,1.04,,
pop_normal,aki,CA,NORMA_q_age_set_co,35603,5377,0.5176,0.5093,0.5259,0.5219,0.5253,0.0034,0.151,0.1559,1.032,-0.0001,0.957213
pop_normal,aki,CA,PerRI,35603,5377,0.5192,0.511,0.5273,0.5219,0.5244,0.0025,0.151,0.155,1.026,0.0015,0.800637
pop_normal,aki,CA,PopRI,35603,5377,0.5376,0.5296,0.5457,0.5219,0.5361,0.0142,0.151,0.1645,1.089,0.0199,1.4e-05
pop_normal,aki,CL,Cohen_m2,45892,7008,0.5207,0.5133,0.5282,0.5332,0.5397,0.0064,0.1527,0.1644,1.077,-0.006,0.186658
pop_normal,aki,CL,Cohen_m3,45892,7008,0.5397,0.5325,0.547,0.5332,0.5491,0.0158,0.1527,0.1649,1.08,0.0129,0.001326
pop_normal,aki,CL,Cohen_m4,45892,7008,0.5317,0.5244,0.5389,0.5332,0.5489,0.0157,0.1527,0.1634,1.07,0.0049,0.207226
pop_normal,aki,CL,Gaussian_eb,45892,7008,0.5331,0.5258,0.5404,0.5332,0.5507,0.0175,0.1527,0.1714,1.123,0.0063,0.081766
pop_normal,aki,CL,Gaussian_mle,44877,6855,0.5151,0.5077,0.5225,0.5257,0.526,0.0003,0.1528,0.1566,1.025,-0.0116,0.002926
pop_normal,aki,CL,Gaussian_trunc,44877,6855,0.4961,0.4888,0.5034,0.5257,0.5265,0.0008,0.1528,0.15,0.982,-0.0306,0.0
pop_normal,aki,CL,NORMA_334f7e21,45892,7008,0.5315,0.5241,0.5389,0.5332,0.5533,0.0201,0.1527,0.1687,1.105,0.0047,0.000236
pop_normal,aki,CL,NORMA_q_age,45892,7008,0.5276,0.5202,0.535,0.5332,0.5479,0.0147,0.1527,0.1658,1.085,0.0008,0.557894
pop_normal,aki,CL,NORMA_q_age_set,45892,7008,0.5268,0.5194,0.5342,0.5332,0.5494,0.0162,0.1527,0.1658,1.086,,
pop_normal,aki,CL,NORMA_q_age_set_co,45892,7008,0.5233,0.5159,0.5307,0.5332,0.5456,0.0124,0.1527,0.1651,1.081,-0.0035,0.163905
pop_normal,aki,CL,PerRI,45890,7007,0.483,0.4758,0.4902,0.5361,0.5456,0.0095,0.1527,0.1438,0.942,-0.0437,0.0
pop_normal,aki,CL,PopRI,45892,7008,0.533,0.5262,0.5398,0.5332,0.5492,0.016,0.1527,0.1631,1.068,0.0062,0.089682
pop_normal,aki,CO2,Cohen_m2,53373,8092,0.5381,0.5312,0.5451,0.5253,0.5521,0.0268,0.1516,0.1726,1.138,0.0343,0.0
pop_normal,aki,CO2,Cohen_m3,53373,8092,0.5363,0.5296,0.5429,0.5253,0.5464,0.0211,0.1516,0.1635,1.078,0.0324,0.0
pop_normal,aki,CO2,Cohen_m4,53373,8092,0.5393,0.5326,0.546,0.5253,0.5545,0.0292,0.1516,0.1654,1.091,0.0354,0.0
pop_normal,aki,CO2,Gaussian_eb,53373,8092,0.5386,0.5318,0.5454,0.5253,0.5515,0.0262,0.1516,0.1745,1.151,0.0348,0.0
pop_normal,aki,CO2,Gaussian_mle,51942,7845,0.5167,0.51,0.5234,0.5224,0.5223,-0.0001,0.151,0.1526,1.01,0.0125,0.000574
pop_normal,aki,CO2,Gaussian_trunc,51942,7845,0.501,0.4941,0.5078,0.5224,0.5229,0.0004,0.151,0.1514,1.003,-0.0033,0.469416
pop_normal,aki,CO2,NORMA_334f7e21,53373,8092,0.5212,0.5145,0.528,0.5253,0.5321,0.0068,0.1516,0.1577,1.04,0.0174,0.0
pop_normal,aki,CO2,NORMA_q_age,53373,8092,0.5132,0.5064,0.5199,0.5253,0.5286,0.0033,0.1516,0.1547,1.02,0.0093,0.0
pop_normal,aki,CO2,NORMA_q_age_set,53373,8092,0.5038,0.4971,0.5105,0.5253,0.5254,0.0,0.1516,0.1502,0.991,,
pop_normal,aki,CO2,NORMA_q_age_set_co,53373,8092,0.5149,0.5082,0.5216,0.5253,0.5265,0.0012,0.1516,0.1537,1.014,0.0111,0.0
pop_normal,aki,CO2,PerRI,53369,8091,0.4836,0.4769,0.4902,0.5261,0.5327,0.0067,0.1516,0.1419,0.936,-0.0202,2.1e-05
pop_normal,aki,CO2,PopRI,53373,8092,0.5326,0.5269,0.5384,0.5253,0.5495,0.0241,0.1516,0.1612,1.063,0.0288,0.0
pop_normal,aki,CRE,Cohen_m2,38533,4441,0.7225,0.7141,0.7309,0.5286,0.7219,0.1933,0.1153,0.2609,2.264,0.2316,0.0
pop_normal,aki,CRE,Cohen_m3,38533,4441,0.7313,0.7231,0.7395,0.5286,0.7284,0.1997,0.1153,0.2722,2.362,0.2405,0.0
pop_normal,aki,CRE,Cohen_m4,38533,4441,0.7083,0.6999,0.7168,0.5286,0.7091,0.1804,0.1153,0.2534,2.199,0.2175,0.0
pop_normal,aki,CRE,Gaussian_eb,38533,4441,0.5688,0.5599,0.5777,0.5286,0.573,0.0444,0.1153,0.1395,1.21,0.0779,0.0
pop_normal,aki,CRE,Gaussian_mle,38128,4383,0.5419,0.533,0.5507,0.5156,0.5331,0.0175,0.115,0.1283,1.116,0.0512,0.0
pop_normal,aki,CRE,Gaussian_trunc,38128,4383,0.4967,0.4881,0.5054,0.5156,0.5187,0.0031,0.115,0.11,0.957,0.006,0.278548
pop_normal,aki,CRE,NORMA_334f7e21,38533,4441,0.5026,0.4934,0.5118,0.5286,0.5281,-0.0005,0.1153,0.1173,1.018,0.0118,0.0
pop_normal,aki,CRE,NORMA_q_age,38533,4441,0.4926,0.4835,0.5018,0.5286,0.5267,-0.002,0.1153,0.113,0.981,0.0018,0.227786
pop_normal,aki,CRE,NORMA_q_age_set,38533,4441,0.4908,0.4817,0.4999,0.5286,0.5258,-0.0029,0.1153,0.1128,0.978,,
pop_normal,aki,CRE,NORMA_q_age_set_co,38533,4441,0.4855,0.4763,0.4947,0.5286,0.5302,0.0016,0.1153,0.1124,0.975,-0.0053,0.114047
pop_normal,aki,CRE,PerRI,38510,4441,0.54,0.5314,0.5486,0.5225,0.5412,0.0187,0.1153,0.1287,1.116,0.0495,0.0
pop_normal,aki,CRE,PopRI,38533,4441,0.5054,0.4965,0.5143,0.5286,0.5274,-0.0013,0.1153,0.1162,1.008,0.0145,0.006973
pop_normal,aki,DBIL,Cohen_m2,580,173,0.5364,0.4861,0.5867,0.4624,0.4655,0.0031,0.2983,0.3041,1.02,-0.0348,0.243037
pop_normal,aki,DBIL,Cohen_m3,580,173,0.5465,0.4954,0.5977,0.4624,0.4655,0.0031,0.2983,0.3377,1.132,-0.0247,0.41687
pop_normal,aki,DBIL,Cohen_m4,580,173,0.5668,0.5179,0.6156,0.4624,0.5284,0.066,0.2983,0.3372,1.13,-0.0044,0.871608
pop_normal,aki,DBIL,Gaussian_eb,580,173,0.5506,0.4998,0.6014,0.4624,0.5011,0.0387,0.2983,0.3249,1.089,-0.0206,0.396278
pop_normal,aki,DBIL,Gaussian_mle,492,144,0.5394,0.4836,0.5952,0.4206,0.4185,-0.0021,0.2927,0.3102,1.06,-0.0273,0.360592
pop_normal,aki,DBIL,Gaussian_trunc,492,144,0.4901,0.436,0.5441,0.4206,0.4214,0.0008,0.2927,0.2892,0.988,-0.0767,0.036123
pop_normal,aki,DBIL,NORMA_334f7e21,580,173,0.5592,0.5086,0.6098,0.4624,0.4946,0.0322,0.2983,0.3428,1.149,-0.012,0.447061
pop_normal,aki,DBIL,NORMA_q_age,580,173,0.5708,0.5198,0.6219,0.4624,0.5019,0.0395,0.2983,0.3517,1.179,-0.0004,0.980477
pop_normal,aki,DBIL,NORMA_q_age_set,580,173,0.5712,0.5203,0.6221,0.4624,0.4739,0.0115,0.2983,0.355,1.19,,
pop_normal,aki,DBIL,NORMA_q_age_set_co,580,173,0.5759,0.5252,0.6265,0.4624,0.5085,0.0462,0.2983,0.3528,1.183,0.0047,0.829121
pop_normal,aki,DBIL,PerRI,556,164,0.5327,0.4803,0.5852,0.4759,0.4546,-0.0213,0.295,0.3185,1.08,-0.0353,0.260791
pop_normal,aki,DBIL,PopRI,580,173,0.5206,0.4745,0.5667,0.4624,0.5228,0.0604,0.2983,0.3065,1.027,-0.0506,0.087013
pop_normal,aki,GLU,Cohen_m2,52405,7381,0.5468,0.5398,0.5538,0.5262,0.5474,0.0212,0.1408,0.1565,1.111,0.0093,0.017324
pop_normal,aki,GLU,Cohen_m3,52405,7381,0.5926,0.5853,0.5998,0.5262,0.5957,0.0696,0.1408,0.1958,1.39,0.0551,0.0
pop_normal,aki,GLU,Cohen_m4,52405,7381,0.6167,0.6099,0.6235,0.5262,0.6192,0.093,0.1408,0.1935,1.374,0.0792,0.0
pop_normal,aki,GLU,Gaussian_eb,52405,7381,0.5466,0.5394,0.5538,0.5262,0.5497,0.0235,0.1408,0.1657,1.176,0.0092,0.004205
pop_normal,aki,GLU,Gaussian_mle,52036,7341,0.5198,0.5128,0.5269,0.5245,0.5236,-0.0009,0.1411,0.146,1.035,-0.0179,3e-06
pop_normal,aki,GLU,Gaussian_trunc,52036,7341,0.5133,0.5062,0.5203,0.5245,0.5238,-0.0008,0.1411,0.1445,1.024,-0.0245,0.0
pop_normal,aki,GLU,NORMA_334f7e21,52405,7381,0.5315,0.5245,0.5386,0.5262,0.5393,0.0132,0.1408,0.1535,1.09,-0.0059,0.004989
pop_normal,aki,GLU,NORMA_q_age,52405,7381,0.5381,0.531,0.5452,0.5262,0.5385,0.0123,0.1408,0.1538,1.092,0.0006,0.759378
pop_normal,aki,GLU,NORMA_q_age_set,52405,7381,0.5374,0.5303,0.5445,0.5262,0.5417,0.0156,0.1408,0.1564,1.11,,
pop_normal,aki,GLU,NORMA_q_age_set_co,52405,7381,0.5281,0.521,0.5352,0.5262,0.5338,0.0076,0.1408,0.1505,1.069,-0.0093,0.006765
pop_normal,aki,GLU,PerRI,52405,7381,0.4798,0.4728,0.4867,0.5262,0.5383,0.0121,0.1408,0.1309,0.929,-0.0577,0.0
pop_normal,aki,GLU,PopRI,52405,7381,0.5369,0.5298,0.5439,0.5262,0.5396,0.0134,0.1408,0.1547,1.099,-0.0006,0.864321
pop_normal,aki,HCT,Cohen_m2,6345,633,0.5282,0.5045,0.5519,0.5289,0.5405,0.0116,0.0998,0.1084,1.086,0.0058,0.705266
pop_normal,aki,HCT,Cohen_m3,6345,633,0.5204,0.4961,0.5446,0.5289,0.5352,0.0063,0.0998,0.1092,1.095,-0.0021,0.892176
pop_normal,aki,HCT,Cohen_m4,6345,633,0.5469,0.5227,0.5712,0.5289,0.5448,0.0158,0.0998,0.1169,1.172,0.0244,0.138249
pop_normal,aki,HCT,Gaussian_eb,6345,633,0.5332,0.5099,0.5565,0.5289,0.5433,0.0144,0.0998,0.1098,1.1,0.0107,0.394198
pop_normal,aki,HCT,Gaussian_mle,6316,629,0.5046,0.4812,0.5281,0.5324,0.532,-0.0004,0.0996,0.099,0.994,-0.0169,0.214685
pop_normal,aki,HCT,Gaussian_trunc,6316,629,0.5279,0.5046,0.5512,0.5324,0.532,-0.0003,0.0996,0.1044,1.049,0.0064,0.673095
pop_normal,aki,HCT,NORMA_334f7e21,6345,633,0.5313,0.508,0.5546,0.5289,0.5415,0.0126,0.0998,0.1087,1.089,0.0088,0.037008
pop_normal,aki,HCT,NORMA_q_age,6345,633,0.5269,0.5035,0.5503,0.5289,0.5395,0.0106,0.0998,0.1075,1.078,0.0044,0.299576
pop_normal,aki,HCT,NORMA_q_age_set,6345,633,0.5225,0.4989,0.546,0.5289,0.5388,0.0099,0.0998,0.1075,1.077,,
pop_normal,aki,HCT,NORMA_q_age_set_co,6345,633,0.5167,0.4933,0.5401,0.5289,0.5341,0.0052,0.0998,0.104,1.043,-0.0058,0.442693
pop_normal,aki,HCT,PerRI,6345,633,0.5238,0.4999,0.5477,0.5289,0.536,0.0071,0.0998,0.1089,1.091,0.0013,0.938168
pop_normal,aki,HCT,PopRI,6345,633,0.5283,0.5049,0.5517,0.5289,0.5448,0.0159,0.0998,0.107,1.073,0.0058,0.670637
pop_normal,aki,HGB,Cohen_m2,6895,629,0.5145,0.49,0.5389,0.5482,0.5537,0.0055,0.0912,0.0989,1.084,-0.008,0.615093
pop_normal,aki,HGB,Cohen_m3,6895,629,0.5058,0.4811,0.5305,0.5482,0.552,0.0038,0.0912,0.0991,1.086,-0.0166,0.299786
pop_normal,aki,HGB,Cohen_m4,6895,629,0.4909,0.4656,0.5162,0.5482,0.5491,0.0009,0.0912,0.0963,1.056,-0.0315,0.055513
pop_normal,aki,HGB,Gaussian_eb,6895,629,0.5097,0.4858,0.5335,0.5482,0.5487,0.0004,0.0912,0.0952,1.044,-0.0128,0.323201
pop_normal,aki,HGB,Gaussian_mle,6849,626,0.4894,0.4656,0.5132,0.5237,0.5241,0.0004,0.0914,0.0889,0.973,-0.0335,0.014711
pop_normal,aki,HGB,Gaussian_trunc,6849,626,0.506,0.4824,0.5295,0.5237,0.5235,-0.0003,0.0914,0.0922,1.008,-0.0169,0.263005
pop_normal,aki,HGB,NORMA_334f7e21,6895,629,0.5341,0.5105,0.5578,0.5482,0.5528,0.0046,0.0912,0.1034,1.133,0.0117,0.003606
pop_normal,aki,HGB,NORMA_q_age,6895,629,0.5265,0.5029,0.5501,0.5482,0.5495,0.0013,0.0912,0.1005,1.102,0.0041,0.357765
pop_normal,aki,HGB,NORMA_q_age_set,6895,629,0.5224,0.4992,0.5457,0.5482,0.5493,0.0011,0.0912,0.0993,1.088,,
pop_normal,aki,HGB,NORMA_q_age_set_co,6895,629,0.5087,0.4855,0.5319,0.5482,0.5478,-0.0004,0.0912,0.0948,1.04,-0.0138,0.048807
pop_normal,aki,HGB,PerRI,6895,629,0.5124,0.4893,0.5354,0.5482,0.5307,-0.0175,0.0912,0.092,1.008,-0.01,0.537276
pop_normal,aki,HGB,PopRI,6895,629,0.531,0.5078,0.5543,0.5482,0.5333,-0.015,0.0912,0.098,1.075,0.0086,0.536952
pop_normal,aki,K,Cohen_m2,64642,9559,0.566,0.5597,0.5723,0.5157,0.5709,0.0552,0.1479,0.1811,1.224,0.0133,8.5e-05
pop_normal,aki,K,Cohen_m3,64642,9559,0.5742,0.5679,0.5805,0.5157,0.5765,0.0607,0.1479,0.1892,1.28,0.0216,0.0
pop_normal,aki,K,Cohen_m4,64642,9559,0.5718,0.5655,0.5781,0.5157,0.5761,0.0603,0.1479,0.1856,1.255,0.0192,0.0
pop_normal,aki,K,Gaussian_eb,64642,9559,0.5642,0.558,0.5704,0.5157,0.5654,0.0497,0.1479,0.1775,1.2,0.0115,8e-06
pop_normal,aki,K,Gaussian_mle,64408,9524,0.5222,0.516,0.5284,0.5187,0.5221,0.0034,0.1479,0.1537,1.039,-0.0305,0.0
pop_normal,aki,K,Gaussian_trunc,64408,9524,0.5176,0.5114,0.5238,0.5187,0.5208,0.0021,0.1479,0.1532,1.036,-0.0352,0.0
pop_normal,aki,K,NORMA_334f7e21,64642,9559,0.5576,0.5513,0.5639,0.5157,0.5562,0.0405,0.1479,0.176,1.19,0.0049,0.0
pop_normal,aki,K,NORMA_q_age,64642,9559,0.5521,0.5458,0.5584,0.5157,0.5497,0.034,0.1479,0.1717,1.161,-0.0006,0.525468
pop_normal,aki,K,NORMA_q_age_set,64642,9559,0.5527,0.5464,0.5589,0.5157,0.5494,0.0337,0.1479,0.1724,1.166,,
pop_normal,aki,K,NORMA_q_age_set_co,64642,9559,0.5492,0.5429,0.5555,0.5157,0.5494,0.0337,0.1479,0.1707,1.154,-0.0034,0.010753
pop_normal,aki,K,PerRI,64642,9559,0.5051,0.4989,0.5114,0.5157,0.5164,0.0007,0.1479,0.15,1.015,-0.0475,0.0
pop_normal,aki,K,PopRI,64642,9559,0.5539,0.5477,0.5601,0.5157,0.5524,0.0367,0.1479,0.1686,1.14,0.0012,0.690271
pop_normal,aki,MCH,Cohen_m2,37895,5911,0.5396,0.5314,0.5477,0.5253,0.5463,0.0209,0.156,0.1782,1.142,0.0067,0.140921
pop_normal,aki,MCH,Cohen_m3,37895,5911,0.5595,0.5515,0.5676,0.5253,0.5605,0.0352,0.156,0.1921,1.232,0.0267,0.0
pop_normal,aki,MCH,Cohen_m4,37895,5911,0.5539,0.5458,0.5621,0.5253,0.5613,0.0359,0.156,0.1877,1.203,0.021,8e-06
pop_normal,aki,MCH,Gaussian_eb,37895,5911,0.5422,0.534,0.5503,0.5253,0.545,0.0197,0.156,0.1807,1.158,0.0093,0.007762
pop_normal,aki,MCH,Gaussian_mle,37001,5732,0.5178,0.5097,0.5259,0.5161,0.5186,0.0025,0.1549,0.1617,1.044,-0.0175,0.0
pop_normal,aki,MCH,Gaussian_trunc,37001,5732,0.5167,0.5085,0.5248,0.5161,0.5175,0.0014,0.1549,0.1614,1.042,-0.0187,2e-06
pop_normal,aki,MCH,NORMA_334f7e21,37895,5911,0.5319,0.5238,0.5399,0.5253,0.5311,0.0058,0.156,0.1709,1.096,-0.001,0.426462
pop_normal,aki,MCH,NORMA_q_age,37895,5911,0.5312,0.5232,0.5393,0.5253,0.5298,0.0044,0.156,0.1704,1.093,-0.0017,0.121164
pop_normal,aki,MCH,NORMA_q_age_set,37895,5911,0.5329,0.5248,0.541,0.5253,0.5311,0.0058,0.156,0.1711,1.097,,
pop_normal,aki,MCH,NORMA_q_age_set_co,37895,5911,0.536,0.5279,0.544,0.5253,0.5374,0.0121,0.156,0.1731,1.109,0.0031,0.147312
pop_normal,aki,MCH,PerRI,37541,5847,0.5156,0.5075,0.5238,0.5171,0.5296,0.0125,0.1557,0.1681,1.079,-0.0174,0.000129
pop_normal,aki,MCH,PopRI,37895,5911,0.5387,0.5307,0.5467,0.5253,0.5391,0.0137,0.156,0.1747,1.12,0.0058,0.229901
pop_normal,aki,MCHC,Cohen_m2,32469,5055,0.5321,0.5233,0.5408,0.5204,0.5312,0.0108,0.1557,0.1765,1.134,0.0155,0.003576
pop_normal,aki,MCHC,Cohen_m3,32469,5055,0.5199,0.511,0.5288,0.5204,0.5218,0.0014,0.1557,0.1719,1.104,0.0033,0.529015
pop_normal,aki,MCHC,Cohen_m4,32469,5055,0.5204,0.5115,0.5293,0.5204,0.5273,0.0069,0.1557,0.1718,1.104,0.0038,0.467717
pop_normal,aki,MCHC,Gaussian_eb,32469,5055,0.5313,0.5226,0.54,0.5204,0.5352,0.0148,0.1557,0.173,1.111,0.0147,0.000152
pop_normal,aki,MCHC,Gaussian_mle,31523,4849,0.4993,0.4906,0.5079,0.5171,0.5191,0.002,0.1538,0.1506,0.979,-0.0188,2e-06
pop_normal,aki,MCHC,Gaussian_trunc,31523,4849,0.5158,0.5069,0.5247,0.5171,0.5247,0.0076,0.1538,0.1618,1.052,-0.0022,0.675725
pop_normal,aki,MCHC,NORMA_334f7e21,32469,5055,0.5194,0.5109,0.528,0.5204,0.5218,0.0014,0.1557,0.1601,1.028,0.0028,0.013621
pop_normal,aki,MCHC,NORMA_q_age,32469,5055,0.5142,0.5057,0.5227,0.5204,0.5201,-0.0003,0.1557,0.1576,1.012,-0.0024,0.030075
pop_normal,aki,MCHC,NORMA_q_age_set,32469,5055,0.5166,0.5081,0.5251,0.5204,0.5232,0.0028,0.1557,0.1585,1.018,,
pop_normal,aki,MCHC,NORMA_q_age_set_co,32469,5055,0.5214,0.5129,0.5299,0.5204,0.5241,0.0037,0.1557,0.1612,1.036,0.0048,0.005833
pop_normal,aki,MCHC,PerRI,32324,5035,0.4979,0.4891,0.5068,0.5222,0.5211,-0.0011,0.1558,0.1641,1.054,-0.0182,0.000976
pop_normal,aki,MCHC,PopRI,32469,5055,0.552,0.5435,0.5606,0.5204,0.5556,0.0352,0.1557,0.1775,1.14,0.0354,0.0
pop_normal,aki,MCV,Cohen_m2,46787,7296,0.5722,0.565,0.5794,0.5196,0.5727,0.0531,0.1559,0.1976,1.267,0.0463,0.0
pop_normal,aki,MCV,Cohen_m3,46787,7296,0.5574,0.5502,0.5647,0.5196,0.5627,0.0431,0.1559,0.1895,1.215,0.0316,0.0
pop_normal,aki,MCV,Cohen_m4,46787,7296,0.5584,0.5511,0.5657,0.5196,0.5649,0.0453,0.1559,0.1897,1.216,0.0325,0.0
pop_normal,aki,MCV,Gaussian_eb,46787,7296,0.5567,0.5495,0.5639,0.5196,0.5621,0.0425,0.1559,0.1855,1.189,0.0308,0.0
pop_normal,aki,MCV,Gaussian_mle,46511,7241,0.5157,0.5085,0.5229,0.5274,0.533,0.0056,0.1557,0.1613,1.036,-0.0102,0.000353
pop_normal,aki,MCV,Gaussian_trunc,46511,7241,0.5082,0.501,0.5154,0.5274,0.528,0.0006,0.1557,0.1581,1.015,-0.0177,0.0
pop_normal,aki,MCV,NORMA_334f7e21,46787,7296,0.5261,0.5189,0.5333,0.5196,0.5329,0.0134,0.1559,0.169,1.083,0.0002,0.842158
pop_normal,aki,MCV,NORMA_q_age,46787,7296,0.5204,0.5132,0.5276,0.5196,0.5284,0.0088,0.1559,0.1658,1.063,-0.0055,1e-06
pop_normal,aki,MCV,NORMA_q_age_set,46787,7296,0.5259,0.5187,0.5331,0.5196,0.5322,0.0126,0.1559,0.1689,1.083,,
pop_normal,aki,MCV,NORMA_q_age_set_co,46787,7296,0.5276,0.5203,0.5348,0.5196,0.5321,0.0125,0.1559,0.1697,1.089,0.0017,0.334776
pop_normal,aki,MCV,PerRI,46704,7285,0.4938,0.4867,0.5008,0.5207,0.5273,0.0066,0.156,0.1508,0.967,-0.0321,0.0
pop_normal,aki,MCV,PopRI,46787,7296,0.5297,0.5225,0.5369,0.5196,0.5374,0.0178,0.1559,0.1706,1.094,0.0038,0.400193
pop_normal,aki,MPV,Gaussian_eb,35632,5261,0.5452,0.5368,0.5536,0.5321,0.5629,0.0307,0.1476,0.1699,1.151,0.0283,0.0
pop_normal,aki,MPV,Gaussian_mle,35567,5250,0.5149,0.5065,0.5233,0.5255,0.5291,0.0036,0.1476,0.1535,1.04,-0.0017,0.693159
pop_normal,aki,MPV,Gaussian_trunc,35567,5250,0.5112,0.5027,0.5196,0.5255,0.5267,0.0012,0.1476,0.1526,1.034,-0.0054,0.23856
pop_normal,aki,MPV,NORMA_334f7e21,35632,5261,0.508,0.4998,0.5162,0.5321,0.5284,-0.0037,0.1476,0.1467,0.993,-0.0089,0.011388
pop_normal,aki,MPV,NORMA_q_age,35632,5261,0.483,0.4748,0.4913,0.5321,0.5344,0.0022,0.1476,0.1399,0.947,-0.0338,0.0
pop_normal,aki,MPV,NORMA_q_age_set,35632,5261,0.5169,0.5085,0.5253,0.5321,0.538,0.0059,0.1476,0.1544,1.046,,
pop_normal,aki,MPV,NORMA_q_age_set_co,35631,5261,0.5082,0.4997,0.5167,0.5322,0.5364,0.0042,0.1477,0.1549,1.049,-0.0087,0.025772
pop_normal,aki,MPV,PerRI,35631,5260,0.5047,0.4963,0.5131,0.5211,0.5224,0.0013,0.1476,0.1499,1.016,-0.0121,0.012906
pop_normal,aki,MPV,PopRI,35632,5261,0.5671,0.5588,0.5754,0.5321,0.5688,0.0367,0.1476,0.1747,1.183,0.0502,0.0
pop_normal,aki,NA,Cohen_m2,54049,8572,0.548,0.5413,0.5548,0.5226,0.5573,0.0347,0.1586,0.1855,1.17,0.0163,1.3e-05
pop_normal,aki,NA,Cohen_m3,54049,8572,0.5445,0.5378,0.5513,0.5226,0.552,0.0294,0.1586,0.1859,1.172,0.0128,0.000439
pop_normal,aki,NA,Cohen_m4,54049,8572,0.557,0.5503,0.5636,0.5226,0.5604,0.0378,0.1586,0.1887,1.19,0.0253,0.0
pop_normal,aki,NA,Gaussian_eb,54049,8572,0.5453,0.5386,0.552,0.5226,0.5535,0.0309,0.1586,0.1831,1.155,0.0135,4e-06
pop_normal,aki,NA,Gaussian_mle,53279,8437,0.5205,0.5139,0.5272,0.5274,0.5337,0.0063,0.1584,0.1661,1.049,-0.012,0.000172
pop_normal,aki,NA,Gaussian_trunc,53279,8437,0.5102,0.5036,0.5169,0.5274,0.5298,0.0024,0.1584,0.1627,1.027,-0.0223,0.0
pop_normal,aki,NA,NORMA_334f7e21,54049,8572,0.5419,0.5352,0.5486,0.5226,0.5429,0.0203,0.1586,0.1788,1.127,0.0102,0.0
pop_normal,aki,NA,NORMA_q_age,54049,8572,0.5325,0.5258,0.5392,0.5226,0.5358,0.0132,0.1586,0.1739,1.096,0.0008,0.40823
pop_normal,aki,NA,NORMA_q_age_set,54049,8572,0.5317,0.5251,0.5384,0.5226,0.5361,0.0135,0.1586,0.1733,1.093,,
pop_normal,aki,NA,NORMA_q_age_set_co,54049,8572,0.5317,0.525,0.5384,0.5226,0.5364,0.0138,0.1586,0.1744,1.099,-0.0,0.999917
pop_normal,aki,NA,PerRI,54040,8572,0.489,0.4825,0.4956,0.5261,0.5327,0.0067,0.1586,0.1512,0.953,-0.0428,0.0
pop_normal,aki,NA,PopRI,54049,8572,0.5241,0.5178,0.5304,0.5226,0.5371,0.0145,0.1586,0.1665,1.05,-0.0077,0.021236
pop_normal,aki,Overall,Cohen_m2,82913,11272,0.5909,0.5853,0.5964,0.5271,0.5993,0.0722,0.1359,0.1755,1.291,0.0429,0.0
pop_normal,aki,Overall,Cohen_m3,82913,11272,0.6039,0.5983,0.6094,0.5271,0.614,0.0869,0.1359,0.1845,1.357,0.0558,0.0
pop_normal,aki,Overall,Cohen_m4,82913,11272,0.6132,0.6077,0.6188,0.5271,0.6203,0.0932,0.1359,0.1887,1.388,0.0652,0.0
pop_normal,aki,Overall,Gaussian_eb,82928,11272,0.5736,0.5681,0.5792,0.5324,0.5761,0.0437,0.1359,0.1623,1.194,0.0256,0.0
pop_normal,aki,Overall,Gaussian_mle,82726,11250,0.5351,0.5296,0.5406,0.5267,0.536,0.0093,0.136,0.146,1.073,-0.0128,1e-06
pop_normal,aki,Overall,Gaussian_trunc,82726,11250,0.5368,0.5312,0.5424,0.5267,0.5427,0.016,0.136,0.1473,1.083,-0.011,0.000156
pop_normal,aki,Overall,NORMA_334f7e21,82928,11272,0.5461,0.5406,0.5516,0.5324,0.543,0.0106,0.1359,0.1496,1.101,-0.002,0.118346
pop_normal,aki,Overall,NORMA_q_age,82928,11272,0.5359,0.5304,0.5414,0.5324,0.5332,0.0008,0.1359,0.1441,1.06,-0.0122,0.0
pop_normal,aki,Overall,NORMA_q_age_set,82928,11272,0.5481,0.5425,0.5537,0.5324,0.5489,0.0165,0.1359,0.1533,1.128,,
pop_normal,aki,Overall,NORMA_q_age_set_co,82928,11272,0.5447,0.5391,0.5502,0.5324,0.5455,0.0131,0.1359,0.1523,1.12,-0.0034,0.040969
