method,analyte,decile,z_median,mortality_pct,ci_lo,ci_hi,n
Gaussian_eb,ALP,3,0.31,11.7,10.8,12.6,4854
Gaussian_eb,ALP,4,0.45,12.7,11.8,13.6,4853
Gaussian_eb,ALP,5,0.6,12.6,11.7,13.6,4854
Gaussian_eb,ALP,6,0.8,14.9,13.9,15.9,4853
Gaussian_eb,HGB,10,4.7,17.6,17.2,18.1,25967
Gaussian_eb,AST,5,0.6,9.6,8.7,10.4,4607
Gaussian_eb,AST,6,0.77,10.3,9.4,11.2,4606
Gaussian_eb,AST,7,1.02,12.3,11.4,13.3,4606
Gaussian_eb,CA,6,1.12,9.8,9.4,10.1,26954
Gaussian_eb,CA,7,1.37,10.8,10.4,11.2,24142
Gaussian_eb,CA,8,1.64,12.8,12.3,13.2,24126
Gaussian_eb,CA,9,2.0,15.5,15.0,15.9,26430
Gaussian_eb,CA,10,2.65,25.5,24.9,26.0,24065
Gaussian_eb,CL,1,0.08,8.6,8.3,9.0,26218
Gaussian_eb,CA,5,0.88,9.2,8.9,9.6,25813
Gaussian_eb,CL,2,0.25,9.4,9.1,9.8,26179
Gaussian_eb,CL,4,0.61,9.3,9.0,9.7,26199
Gaussian_eb,CL,5,0.8,9.7,9.4,10.1,26200
Gaussian_eb,CL,6,1.01,10.2,9.9,10.6,26196
Gaussian_eb,CL,7,1.27,11.2,10.8,11.6,26201
Gaussian_eb,CL,8,1.63,11.9,11.5,12.3,26196
Gaussian_eb,CL,9,2.07,13.7,13.3,14.1,26198
Gaussian_eb,CL,3,0.42,9.2,8.9,9.6,26198
Gaussian_eb,CO2,1,0.12,11.4,11.1,11.7,38351
Gaussian_eb,CA,4,0.68,8.7,8.3,9.0,24972
Gaussian_eb,CA,2,0.28,8.1,7.7,8.4,25375
Gaussian_eb,AST,8,1.53,14.5,13.6,15.6,4607
Gaussian_eb,AST,9,2.6,19.0,17.9,20.2,4606
Gaussian_eb,AST,10,5.05,23.6,22.3,24.8,4607
Gaussian_eb,BUN,1,0.11,6.0,5.7,6.3,24733
Gaussian_eb,BUN,2,0.34,5.7,5.4,6.0,24730
Gaussian_eb,BUN,3,0.59,6.1,5.8,6.4,24728
Gaussian_eb,CA,3,0.47,8.1,7.8,8.4,25418
Gaussian_eb,BUN,4,0.85,6.3,6.0,6.6,25078
Gaussian_eb,BUN,6,1.58,8.2,7.9,8.6,24736
Gaussian_eb,BUN,7,2.24,11.8,11.4,12.2,24725
Gaussian_eb,BUN,8,3.33,14.9,14.4,15.3,25814
Gaussian_eb,BUN,9,4.83,18.2,17.7,18.6,23646
Gaussian_eb,BUN,10,7.39,24.5,24.0,25.1,24731
Gaussian_eb,CA,1,0.09,7.7,7.4,8.1,25256
Gaussian_eb,BUN,5,1.17,6.5,6.2,6.9,24383
Gaussian_eb,K,1,0.05,10.0,9.6,10.3,32423
Gaussian_eb,PLT,3,0.35,7.5,7.1,7.8,21969
Gaussian_eb,K,3,0.23,10.2,9.9,10.5,32422
Gaussian_eb,TC,5,0.8,0.0,0.0,27.8,10
Gaussian_eb,TC,4,0.6,0.0,0.0,27.8,10
Gaussian_eb,TC,3,0.45,20.0,5.7,51.0,10
Gaussian_eb,TC,2,0.23,30.0,10.8,60.3,10
Gaussian_eb,TC,1,0.1,10.0,1.8,40.4,10
Gaussian_eb,TBIL,10,2.86,28.8,27.5,30.1,4508
Gaussian_eb,TBIL,9,1.41,15.9,14.9,17.0,4507
Gaussian_eb,TBIL,8,1.01,9.4,8.6,10.3,4507
Gaussian_eb,TBIL,7,0.82,9.4,8.5,10.2,4508
Gaussian_eb,TBIL,6,0.68,10.0,9.2,10.9,4507
Gaussian_eb,TBIL,5,0.54,9.2,8.4,10.0,4506
Gaussian_eb,TBIL,4,0.42,10.4,9.6,11.4,4505
Gaussian_eb,TBIL,3,0.3,10.4,9.5,11.3,4510
Gaussian_eb,TBIL,2,0.18,10.7,9.8,11.6,4508
Gaussian_eb,TBIL,1,0.07,11.5,10.6,12.5,4508
Gaussian_eb,RDW,10,4.68,15.0,14.5,15.5,19982
Gaussian_eb,RDW,9,2.98,18.1,17.6,18.7,19678
Gaussian_eb,RBC,5,2.58,10.4,10.0,10.8,23018
Gaussian_eb,RBC,6,2.84,10.9,10.5,11.3,22222
Gaussian_eb,RBC,7,3.09,12.3,11.8,12.7,22472
Gaussian_eb,RBC,8,3.35,13.6,13.2,14.0,22482
Gaussian_eb,RBC,9,3.66,15.2,14.8,15.7,22548
Gaussian_eb,RBC,10,4.24,18.7,18.2,19.2,22549
Gaussian_eb,TC,6,0.89,0.0,0.0,27.8,10
Gaussian_eb,RDW,1,0.13,4.1,3.8,4.4,19982
Gaussian_eb,RDW,3,0.78,6.7,6.3,7.0,19980
Gaussian_eb,RDW,4,1.2,8.2,7.8,8.6,19982
Gaussian_eb,RDW,5,1.49,10.3,9.9,10.8,21234
Gaussian_eb,RDW,6,1.76,11.5,11.0,11.9,20723
Gaussian_eb,RDW,7,2.08,13.9,13.4,14.4,19101
Gaussian_eb,RDW,8,2.45,15.4,14.9,16.0,19170
Gaussian_eb,RDW,2,0.41,4.6,4.3,4.9,19982
Gaussian_eb,RBC,4,2.29,9.4,9.0,9.7,22548
Gaussian_eb,TC,7,1.05,0.0,0.0,29.9,9
Gaussian_eb,TC,9,1.43,10.0,1.8,40.4,10
Gaussian_eb,TP,2,0.32,10.0,9.3,10.8,5620
Gaussian_eb,TP,3,0.55,11.7,10.8,12.5,5620
Gaussian_eb,TP,4,0.78,11.2,10.4,12.1,5633
Gaussian_eb,TP,5,1.03,12.6,11.8,13.5,5606
Gaussian_eb,ALB,2,1.25,11.8,11.1,12.5,7469
Gaussian_eb,TP,6,1.3,13.9,13.0,14.8,5621
Gaussian_eb,TP,7,1.6,15.6,14.7,16.6,5618
Gaussian_eb,TP,8,1.9,17.4,16.4,18.4,5633
Gaussian_eb,TP,9,2.3,21.8,20.8,22.9,5614
Gaussian_eb,TP,10,2.9,30.1,28.9,31.3,5613
Gaussian_eb,WBC,1,0.07,6.2,5.9,6.5,21453
Gaussian_eb,WBC,2,0.22,6.3,6.0,6.6,21452
Gaussian_eb,WBC,3,0.36,6.3,6.0,6.7,21452
Gaussian_eb,WBC,4,0.52,6.8,6.5,7.2,21452
Gaussian_eb,WBC,5,0.7,6.9,6.6,7.3,21453
Gaussian_eb,WBC,6,0.91,8.0,7.6,8.4,21452
Gaussian_eb,WBC,7,1.18,9.9,9.5,10.3,21452
Gaussian_eb,TC,10,1.76,20.0,5.7,51.0,10
Gaussian_eb,TGL,1,0.07,12.8,7.3,21.5,86
Gaussian_eb,TGL,2,0.2,28.2,19.8,38.6,85
Gaussian_eb,TGL,3,0.36,14.1,8.3,23.1,85
Gaussian_eb,TGL,4,0.5,14.1,8.3,23.1,85
Gaussian_eb,TGL,5,0.65,12.8,7.3,21.5,86
Gaussian_eb,TC,8,1.26,10.0,1.8,40.4,10
Gaussian_eb,TGL,6,0.88,18.8,11.9,28.4,85
Gaussian_eb,TGL,8,1.65,21.2,13.8,31.0,85
Gaussian_eb,TGL,9,2.33,20.0,12.9,29.7,85
Gaussian_eb,TGL,10,3.55,20.9,13.7,30.7,86
Gaussian_eb,WBC,10,3.52,24.9,24.3,25.4,21453
Gaussian_eb,WBC,9,2.22,17.1,16.6,17.6,21452
Gaussian_eb,WBC,8,1.58,12.3,11.8,12.7,21452
Gaussian_eb,TGL,7,1.18,17.6,11.0,27.1,85
Gaussian_eb,RBC,3,1.93,8.6,8.3,9.0,22549
Gaussian_eb,RBC,2,1.42,7.7,7.4,8.1,22546
Gaussian_eb,RBC,1,0.56,6.6,6.3,6.9,22551
Gaussian_eb,MCV,4,0.29,9.8,9.5,10.3,21310
Gaussian_eb,MCV,3,0.2,9.6,9.2,10.0,21309
Gaussian_eb,MCV,2,0.12,9.2,8.8,9.6,21313
Gaussian_eb,MCV,1,0.04,8.9,8.6,9.3,21311
Gaussian_eb,MCHC,10,2.8,14.9,14.5,15.4,20845
Gaussian_eb,MCHC,9,2.16,12.2,11.8,12.7,22271
Gaussian_eb,MCHC,8,1.74,11.6,11.1,12.0,21730
Gaussian_eb,MCHC,7,1.42,11.8,11.4,12.2,21648
Gaussian_eb,MCHC,6,1.17,10.9,10.5,11.3,21623
Gaussian_eb,MCHC,5,0.9,10.3,9.9,10.7,21623
Gaussian_eb,MCHC,4,0.67,10.0,9.7,10.5,21594
Gaussian_eb,MCHC,3,0.47,9.9,9.5,10.3,21653
Gaussian_eb,MCHC,2,0.28,10.4,10.0,10.8,21623
Gaussian_eb,MCHC,1,0.1,9.8,9.4,10.2,21624
Gaussian_eb,MCH,10,2.25,12.3,11.8,12.8,20302
Gaussian_eb,MCH,9,1.55,11.8,11.3,12.2,20358
Gaussian_eb,MCH,8,1.15,12.1,11.7,12.6,20338
Gaussian_eb,K,4,0.33,10.3,10.0,10.7,32423
Gaussian_eb,K,5,0.43,10.5,10.2,10.8,32422
Gaussian_eb,K,6,0.55,10.8,10.4,11.1,32422
Gaussian_eb,K,7,0.68,11.3,11.0,11.7,32422
Gaussian_eb,K,8,0.84,11.9,11.5,12.2,32422
Gaussian_eb,K,9,1.06,13.0,12.6,13.3,32422
Gaussian_eb,MCV,5,0.39,9.7,9.3,10.1,21311
Gaussian_eb,K,10,1.47,17.8,17.4,18.3,32423
Gaussian_eb,MCH,2,0.15,11.2,10.7,11.6,20333
Gaussian_eb,MCH,3,0.25,10.8,10.4,11.3,20333
Gaussian_eb,MCH,4,0.37,10.6,10.2,11.0,20332
Gaussian_eb,MCH,5,0.5,11.0,10.6,11.5,20333
Gaussian_eb,MCH,6,0.65,11.2,10.8,11.6,20334
Gaussian_eb,MCH,7,0.86,11.6,11.2,12.0,20332
Gaussian_eb,MCH,1,0.05,10.6,10.2,11.0,20333
Gaussian_eb,MCV,6,0.49,10.5,10.0,10.9,21310
Gaussian_eb,MCV,7,0.62,11.0,10.6,11.4,21311
Gaussian_eb,MCV,8,0.79,12.3,11.9,12.8,21310
Gaussian_eb,NA,7,0.98,11.7,11.4,12.1,29064
Gaussian_eb,NA,8,1.22,13.1,12.7,13.4,29064
Gaussian_eb,NA,9,1.57,14.7,14.3,15.1,29066
Gaussian_eb,NA,10,2.21,18.4,18.0,18.9,29064
Gaussian_eb,PLT,1,0.07,7.1,6.8,7.5,21970
Gaussian_eb,PLT,2,0.21,7.6,7.2,7.9,21969
Gaussian_eb,NA,6,0.78,11.4,11.1,11.8,29063
Gaussian_eb,TP,1,0.11,10.5,9.8,11.4,5620
Gaussian_eb,PLT,5,0.66,8.8,8.5,9.2,21970
Gaussian_eb,PLT,6,0.84,9.1,8.7,9.4,21969
Gaussian_eb,PLT,7,1.05,10.8,10.4,11.2,21969
Gaussian_eb,PLT,8,1.29,12.9,12.4,13.3,21969
Gaussian_eb,PLT,9,1.58,19.8,19.2,20.3,21969
Gaussian_eb,PLT,10,2.06,24.3,23.7,24.9,21970
Gaussian_eb,PLT,4,0.5,8.3,7.9,8.7,21969
Gaussian_eb,K,2,0.14,10.5,10.1,10.8,32422
Gaussian_eb,NA,5,0.61,10.7,10.3,11.1,29066
Gaussian_eb,NA,3,0.32,10.0,9.7,10.3,29064
Gaussian_eb,MCV,9,1.05,14.0,13.5,14.5,21311
Gaussian_eb,MCV,10,1.54,17.1,16.6,17.7,21311
Gaussian_eb,MPV,1,0.04,9.5,9.1,10.0,15337
Gaussian_eb,MPV,2,0.13,9.9,9.4,10.4,15338
Gaussian_eb,MPV,3,0.23,9.6,9.1,10.1,15335
Gaussian_eb,MPV,4,0.32,9.4,9.0,9.9,15337
Gaussian_eb,NA,4,0.46,10.3,10.0,10.7,29066
Gaussian_eb,MPV,5,0.42,9.8,9.3,10.2,15338
Gaussian_eb,MPV,7,0.66,10.8,10.3,11.3,15337
Gaussian_eb,MPV,8,0.82,11.1,10.6,11.6,15337
Gaussian_eb,MPV,9,1.04,12.1,11.6,12.6,15336
Gaussian_eb,MPV,10,1.46,15.8,15.2,16.4,15337
Gaussian_eb,NA,1,0.06,9.6,9.3,10.0,29065
Gaussian_eb,NA,2,0.19,9.8,9.4,10.1,29065
Gaussian_eb,MPV,6,0.53,9.8,9.4,10.3,15335
Gaussian_eb,ALB,3,1.6,11.0,10.4,11.7,8496
Gaussian_mle,ALP,10,4.48,19.7,18.6,20.8,4847
Gaussian_mle,WBC,9,2.68,17.6,17.1,18.1,21408
Gaussian_mle,GLU,2,0.79,8.9,8.7,9.1,103550
Gaussian_mle,GLU,1,0.26,8.6,8.4,8.8,106390
Gaussian_mle,DBIL,10,15.0,36.8,31.5,42.4,299
Gaussian_mle,DBIL,9,8.02,23.2,19.1,27.7,367
Gaussian_mle,DBIL,8,5.0,19.2,15.2,23.9,308
Gaussian_mle,DBIL,7,3.0,14.3,11.0,18.3,357
Gaussian_mle,DBIL,6,2.35,36.5,24.8,50.1,52
Gaussian_mle,DBIL,5,2.0,17.2,14.4,20.4,606
Gaussian_mle,DBIL,4,1.0,8.5,6.0,11.9,341
Gaussian_mle,DBIL,3,0.57,19.4,15.5,24.0,330
Gaussian_mle,DBIL,2,0.37,12.5,9.4,16.5,336
Gaussian_mle,DBIL,1,0.13,14.4,11.0,18.5,334
Gaussian_mle,CRE,10,5.77,23.6,23.1,24.1,23150
Gaussian_mle,CRE,9,3.0,16.6,16.2,17.1,22924
Gaussian_mle,GLU,3,1.34,9.6,9.4,9.8,104970
Gaussian_mle,CRE,8,1.93,12.2,11.8,12.7,23375
Gaussian_mle,CRE,6,1.07,8.9,8.6,9.3,23149
Gaussian_mle,CRE,5,0.81,8.4,8.1,8.8,23150
Gaussian_mle,CRE,4,0.6,8.0,7.7,8.4,23149
Gaussian_mle,CRE,3,0.43,7.4,7.1,7.8,23150
Gaussian_mle,CRE,2,0.26,7.0,6.7,7.4,23149
Gaussian_mle,CRE,1,0.09,7.5,7.1,7.8,23150
Gaussian_mle,CO2,10,3.92,24.2,23.7,24.6,37605
Gaussian_mle,CO2,9,2.6,18.9,18.5,19.3,37606
Gaussian_mle,CO2,8,1.97,15.9,15.6,16.3,37423
Gaussian_mle,CO2,7,1.53,14.0,13.6,14.3,37790
Gaussian_mle,CO2,6,1.21,12.9,12.5,13.2,37606
Gaussian_mle,CO2,5,0.95,12.5,12.1,12.8,37595
Gaussian_mle,CO2,4,0.69,12.1,11.7,12.4,37613
Gaussian_mle,CO2,3,0.49,11.4,11.1,11.8,37610
Gaussian_mle,CRE,7,1.4,10.1,9.7,10.5,23149
Gaussian_mle,GLU,4,1.97,10.4,10.2,10.6,104969
Gaussian_mle,GLU,5,2.65,11.4,11.2,11.6,104972
Gaussian_mle,GLU,6,3.44,12.5,12.3,12.7,106919
Gaussian_mle,HGB,7,3.35,13.3,12.8,13.7,23907
Gaussian_mle,HGB,6,3.05,11.6,11.3,12.0,30178
Gaussian_mle,HGB,5,2.8,11.1,10.7,11.5,25533
Gaussian_mle,HGB,4,2.55,10.1,9.7,10.5,27719
Gaussian_mle,HGB,3,2.2,9.5,9.2,9.9,26887
Gaussian_mle,HGB,2,1.75,8.9,8.5,9.2,29822
Gaussian_mle,HGB,1,0.89,8.1,7.8,8.4,27495
Gaussian_mle,HDL,10,3.04,0.0,0.0,56.2,3
Gaussian_mle,HDL,9,2.53,0.0,0.0,56.2,3
Gaussian_mle,HDL,8,2.0,0.0,0.0,65.8,2
Gaussian_mle,HDL,7,1.9,0.0,0.0,49.0,4
Gaussian_mle,HDL,6,1.75,0.0,0.0,65.8,2
Gaussian_mle,HDL,5,1.65,0.0,0.0,49.0,4
Gaussian_mle,HDL,4,1.5,0.0,0.0,56.2,3
Gaussian_mle,HDL,3,1.4,0.0,0.0,65.8,2
Gaussian_mle,HDL,2,1.33,0.0,0.0,49.0,4
Gaussian_mle,HDL,1,1.16,0.0,0.0,49.0,4
Gaussian_mle,GLU,7,4.42,13.3,13.1,13.5,104406
Gaussian_mle,GLU,8,5.69,13.6,13.4,13.8,103586
Gaussian_mle,GLU,9,7.62,13.7,13.4,13.9,104967
Gaussian_mle,GLU,10,11.58,12.6,12.4,12.8,104968
Gaussian_mle,HCT,1,0.95,7.9,7.6,8.3,26870
Gaussian_mle,HCT,2,1.94,8.3,8.0,8.6,26954
Gaussian_mle,CO2,2,0.29,11.2,10.9,11.6,34551
Gaussian_mle,HCT,3,2.48,9.3,8.9,9.6,27435
Gaussian_mle,HCT,5,3.28,11.1,10.7,11.5,27140
Gaussian_mle,HCT,6,3.68,11.7,11.3,12.0,26781
Gaussian_mle,HCT,7,4.15,12.3,11.9,12.7,26962
Gaussian_mle,HCT,8,4.68,12.2,11.8,12.6,26666
Gaussian_mle,HCT,9,5.22,13.2,12.8,13.6,26709
Gaussian_mle,HCT,10,6.25,16.7,16.3,17.2,26822
Gaussian_mle,HCT,4,2.9,10.1,9.7,10.4,26358
Gaussian_mle,CO2,1,0.11,11.3,11.0,11.6,40662
Gaussian_mle,CL,10,3.32,19.3,18.8,19.8,25726
Gaussian_mle,CL,9,2.24,14.4,14.0,14.8,25725
Gaussian_mle,AST,3,0.33,9.4,8.6,10.3,4585
Gaussian_mle,AST,2,0.2,8.8,8.0,9.7,4587
Gaussian_mle,AST,1,0.07,10.7,9.8,11.6,4586
Gaussian_mle,ALT,10,6.11,16.3,15.3,17.5,4453
Gaussian_mle,ALT,9,3.17,18.1,16.9,19.2,4421
Gaussian_mle,ALT,8,1.96,15.9,14.9,17.0,4483
Gaussian_mle,ALT,7,1.32,13.6,12.7,14.7,4451
Gaussian_mle,ALT,6,0.97,12.8,11.9,13.8,4453
Gaussian_mle,ALT,5,0.73,12.4,11.5,13.4,4453
Gaussian_mle,ALT,4,0.55,12.4,11.4,13.4,4453
Gaussian_mle,ALT,3,0.4,13.5,12.5,14.5,4452
Gaussian_mle,ALT,2,0.24,12.8,11.8,13.8,4452
Gaussian_mle,ALB,1,0.64,10.8,10.1,11.5,7376
Gaussian_mle,ALB,2,1.4,11.4,10.7,12.1,8965
Gaussian_mle,ALB,3,1.62,11.0,10.2,11.7,6764
Gaussian_mle,ALB,4,1.81,12.0,11.3,12.7,7980
Gaussian_mle,ALB,5,2.04,13.1,12.4,13.8,8756
Gaussian_mle,ALP,9,2.44,17.1,16.1,18.2,4846
Gaussian_mle,ALP,8,1.66,16.5,15.5,17.6,4846
Gaussian_mle,ALP,7,1.19,15.1,14.1,16.1,4846
Gaussian_mle,ALP,6,0.88,14.3,13.3,15.3,4846
Gaussian_mle,ALP,5,0.66,13.4,12.5,14.4,4846
Gaussian_mle,ALP,4,0.49,12.2,11.3,13.2,4846
Gaussian_mle,AST,4,0.46,10.6,9.7,11.5,4604
Gaussian_mle,ALP,3,0.34,12.3,11.4,13.2,4846
Gaussian_mle,ALP,1,0.07,12.1,11.2,13.1,4847
Gaussian_mle,ALB,10,3.61,21.8,20.9,22.8,6811
Gaussian_mle,ALB,9,2.8,20.7,19.8,21.6,7929
Gaussian_mle,ALB,8,2.5,17.1,16.2,18.0,6819
Gaussian_mle,ALB,7,2.3,15.9,15.1,16.7,7910
Gaussian_mle,ALB,6,2.2,14.4,13.4,15.4,4395
Gaussian_mle,ALP,2,0.2,12.3,11.4,13.3,4846
Gaussian_mle,HGB,8,3.65,13.1,12.7,13.5,28720
Gaussian_mle,AST,5,0.61,9.8,8.9,10.7,4566
Gaussian_mle,AST,7,1.12,11.9,11.0,12.9,4586
Gaussian_mle,CL,8,1.67,12.2,11.8,12.6,25631
Gaussian_mle,CL,7,1.28,11.6,11.2,12.0,25820
Gaussian_mle,CL,6,1.0,10.5,10.2,10.9,25709
Gaussian_mle,CL,5,0.77,9.9,9.5,10.3,25728
Gaussian_mle,CL,4,0.59,9.5,9.2,9.9,24226
Gaussian_mle,CL,3,0.41,9.6,9.3,10.0,27238
Gaussian_mle,CL,2,0.25,9.2,8.8,9.5,25682
Gaussian_mle,CL,1,0.08,8.6,8.2,8.9,25771
Gaussian_mle,CA,10,3.44,22.2,21.7,22.7,24561
Gaussian_mle,CA,9,2.29,16.1,15.6,16.5,25003
Gaussian_mle,CA,8,1.87,13.2,12.8,13.6,24806
Gaussian_mle,CA,7,1.52,11.5,11.1,11.9,24451
Gaussian_mle,CA,6,1.25,9.7,9.3,10.1,23409
Gaussian_mle,CA,5,1.01,9.5,9.2,9.9,25802
Gaussian_mle,CA,4,0.75,8.6,8.2,8.9,25498
Gaussian_mle,CA,3,0.52,8.3,8.0,8.7,24792
Gaussian_mle,CA,2,0.31,8.3,8.0,8.6,24789
Gaussian_mle,AST,8,1.73,14.7,13.7,15.8,4585
Gaussian_mle,AST,9,2.89,19.0,17.9,20.2,4585
Gaussian_mle,AST,10,5.7,22.6,21.4,23.8,4586
Gaussian_mle,BUN,1,0.12,5.5,5.2,5.8,24381
Gaussian_mle,BUN,2,0.37,5.9,5.6,6.2,25545
Gaussian_mle,BUN,3,0.64,6.2,5.9,6.5,23219
Gaussian_mle,AST,6,0.8,11.7,10.8,12.7,4586
Gaussian_mle,BUN,4,0.92,6.4,6.1,6.7,25001
Gaussian_mle,BUN,6,1.8,9.1,8.8,9.5,22816
Gaussian_mle,BUN,7,2.53,11.9,11.5,12.3,24379
Gaussian_mle,BUN,8,3.71,15.1,14.7,15.6,25671
Gaussian_mle,BUN,9,5.5,18.0,17.5,18.5,23919
Gaussian_mle,BUN,10,8.5,23.1,22.5,23.6,23552
Gaussian_mle,CA,1,0.11,7.9,7.6,8.2,24792
Gaussian_mle,BUN,5,1.3,7.2,6.9,7.6,25327
Gaussian_mle,HGB,9,4.0,15.0,14.5,15.4,26584
Gaussian_mle,HGB,10,5.4,17.0,16.6,17.5,26785
Gaussian_mle,K,1,0.05,10.4,10.0,10.7,32353
Gaussian_mle,TC,3,0.5,0.0,0.0,27.8,10
Gaussian_mle,TC,2,0.27,10.0,1.8,40.4,10
Gaussian_mle,TC,1,0.05,10.0,1.8,40.4,10
Gaussian_mle,TBIL,10,3.05,26.5,25.2,27.8,4385
Gaussian_mle,TBIL,9,1.53,17.1,16.0,18.3,4396
Gaussian_mle,TBIL,8,1.11,10.8,9.9,11.7,4388
Gaussian_mle,TBIL,7,0.85,9.9,9.0,10.8,4393
Gaussian_mle,TBIL,6,0.68,9.3,8.5,10.2,4380
Gaussian_mle,TBIL,5,0.54,9.3,8.5,10.2,4399
Gaussian_mle,TBIL,4,0.42,10.2,9.4,11.2,4383
Gaussian_mle,TBIL,3,0.3,10.7,9.8,11.7,4399
Gaussian_mle,TBIL,2,0.19,9.9,9.0,10.8,4390
Gaussian_mle,TBIL,1,0.06,11.6,10.7,12.6,4392
Gaussian_mle,RDW,10,7.51,12.7,12.3,13.2,19724
Gaussian_mle,RDW,9,3.18,17.9,17.4,18.4,19489
Gaussian_mle,RDW,8,2.56,16.2,15.7,16.7,19958
Gaussian_mle,RDW,7,2.16,13.9,13.4,14.4,18658
Gaussian_mle,RBC,3,1.93,8.4,8.1,8.8,22683
Gaussian_mle,RBC,4,2.28,9.5,9.1,9.9,22186
Gaussian_mle,RBC,5,2.57,10.4,10.1,10.9,22681
Gaussian_mle,RBC,6,2.83,11.0,10.6,11.4,22288
Gaussian_mle,RBC,7,3.09,12.5,12.1,13.0,22733
Gaussian_mle,RBC,8,3.36,13.9,13.4,14.3,22443
Gaussian_mle,TC,4,0.76,0.0,0.0,27.8,10
Gaussian_mle,RBC,9,3.71,16.5,16.1,17.0,22643
Gaussian_mle,RDW,1,0.18,4.1,3.9,4.4,19743
Gaussian_mle,RDW,2,0.56,4.8,4.5,5.1,19708
Gaussian_mle,RDW,3,1.04,6.9,6.5,7.2,19956
Gaussian_mle,RDW,4,1.33,8.7,8.3,9.1,19494
Gaussian_mle,RDW,5,1.58,10.6,10.2,11.0,19825
Gaussian_mle,RDW,6,1.84,11.9,11.5,12.3,20697
Gaussian_mle,RBC,10,5.36,16.6,16.1,17.1,22187
Gaussian_mle,RBC,2,1.44,8.1,7.7,8.4,22745
Gaussian_mle,TC,5,0.9,0.0,0.0,27.8,10
Gaussian_mle,TC,7,1.24,10.0,1.8,40.4,10
Gaussian_mle,WBC,8,1.86,12.9,12.4,13.3,21408
Gaussian_mle,WBC,7,1.37,10.7,10.3,11.2,21312
Gaussian_mle,WBC,6,1.03,8.8,8.4,9.2,21504
Gaussian_mle,WBC,5,0.78,7.3,6.9,7.6,21408
Gaussian_mle,WBC,4,0.58,7.0,6.7,7.4,21408
Gaussian_mle,WBC,3,0.4,6.6,6.3,7.0,21408
Gaussian_mle,WBC,2,0.24,6.5,6.2,6.8,21408
Gaussian_mle,WBC,1,0.08,6.3,6.0,6.7,21409
Gaussian_mle,TP,10,3.4,26.9,25.8,28.1,5386
Gaussian_mle,TP,9,2.4,22.3,21.3,23.4,5726
Gaussian_mle,TP,8,2.0,19.4,18.3,20.5,4818
Gaussian_mle,TP,7,1.64,16.3,15.4,17.2,6305
Gaussian_mle,TP,6,1.3,14.1,13.2,15.0,5558
Gaussian_mle,TP,5,1.04,12.9,12.1,13.9,5394
Gaussian_mle,TP,4,0.78,12.2,11.4,13.1,5725
Gaussian_mle,TP,3,0.54,11.0,10.2,11.8,5559
Gaussian_mle,TP,2,0.32,10.4,9.6,11.2,5559
Gaussian_mle,TC,8,1.44,10.0,1.8,40.4,10
Gaussian_mle,TC,9,1.63,20.0,5.7,51.0,10
Gaussian_mle,TC,10,2.31,30.0,10.8,60.3,10
Gaussian_mle,TGL,1,0.07,18.6,11.8,28.1,86
Gaussian_mle,TGL,2,0.24,17.6,11.0,27.1,85
Gaussian_mle,TGL,3,0.4,14.1,8.3,23.1,85
Gaussian_mle,TC,6,1.11,11.1,2.0,43.5,9
Gaussian_mle,TGL,4,0.57,14.1,8.3,23.1,85
Gaussian_mle,TGL,6,1.06,18.8,11.9,28.4,85
Gaussian_mle,TGL,7,1.47,22.4,14.8,32.3,85
Gaussian_mle,TGL,8,2.02,20.9,13.7,30.7,86
Gaussian_mle,TGL,9,2.71,22.6,15.0,32.6,84
Gaussian_mle,TGL,10,3.94,16.3,10.0,25.5,86
Gaussian_mle,TP,1,0.11,9.6,8.9,10.4,5559
Gaussian_mle,TGL,5,0.78,15.1,9.1,24.2,86
Gaussian_mle,WBC,10,4.69,20.9,20.4,21.5,21409
Gaussian_mle,RBC,1,0.59,6.5,6.2,6.8,22513
Gaussian_mle,PLT,9,1.8,23.1,22.5,23.7,21944
Gaussian_mle,MCV,3,0.26,9.9,9.5,10.3,21190
Gaussian_mle,MCV,2,0.15,10.0,9.6,10.4,21178
Gaussian_mle,MCV,1,0.05,9.6,9.3,10.0,21202
Gaussian_mle,MCHC,10,3.9,13.2,12.8,13.7,21068
Gaussian_mle,MCHC,9,2.54,12.3,11.9,12.8,21074
Gaussian_mle,MCHC,8,2.07,11.1,10.7,11.6,20350
Gaussian_mle,MCHC,7,1.7,11.4,11.0,11.8,20861
Gaussian_mle,MCHC,6,1.4,11.4,11.0,11.8,21999
Gaussian_mle,MCHC,5,1.08,10.6,10.2,11.0,20700
Gaussian_mle,MCHC,4,0.79,10.5,10.1,10.9,21445
Gaussian_mle,MCHC,3,0.54,10.0,9.6,10.4,21071
Gaussian_mle,MCHC,2,0.32,10.6,10.2,11.0,21070
Gaussian_mle,MCHC,1,0.11,10.3,9.9,10.7,21073
Gaussian_mle,MCH,10,2.6,11.5,11.1,12.0,19950
Gaussian_mle,MCH,9,1.8,12.0,11.6,12.5,19406
Gaussian_mle,MCH,8,1.4,11.6,11.2,12.1,20490
Gaussian_mle,MCH,7,1.07,11.3,10.9,11.8,19949
Gaussian_mle,K,2,0.14,10.4,10.0,10.7,32351
Gaussian_mle,K,3,0.24,10.7,10.4,11.1,32351
Gaussian_mle,K,5,0.45,10.9,10.5,11.2,32352
Gaussian_mle,K,6,0.58,10.8,10.5,11.1,32351
