method,analyte,decile,z_median,mortality_pct,ci_lo,ci_hi,n
Cohen_m4,HDL,2,0.32,25.0,4.6,69.9,4
Cohen_m4,HDL,3,0.41,66.7,20.8,93.9,3
Cohen_m4,HDL,4,0.62,0.0,0.0,49.0,4
Cohen_m4,HDL,5,0.72,0.0,0.0,49.0,4
Cohen_m4,HDL,6,0.93,33.3,6.1,79.2,3
Cohen_m4,HDL,7,1.07,25.0,4.6,69.9,4
Cohen_m4,HDL,8,1.33,33.3,6.1,79.2,3
Cohen_m4,HDL,9,1.54,0.0,0.0,49.0,4
Cohen_m4,HDL,10,1.92,25.0,4.6,69.9,4
Cohen_m4,HGB,1,0.13,0.0,0.0,56.2,3
Cohen_m4,HGB,2,0.34,33.3,6.1,79.2,3
Cohen_m4,HGB,3,0.74,33.3,6.1,79.2,3
Cohen_m4,HGB,4,1.15,33.3,6.1,79.2,3
Cohen_m4,HGB,5,1.26,33.3,6.1,79.2,3
Cohen_m4,HGB,6,1.47,100.0,34.2,100.0,2
Cohen_m4,HGB,7,1.61,33.3,6.1,79.2,3
Cohen_m4,HGB,8,1.82,33.3,6.1,79.2,3
Cohen_m4,HGB,9,1.94,33.3,6.1,79.2,3
Cohen_m4,HGB,10,2.35,33.3,6.1,79.2,3
Cohen_m4,K,1,0.14,25.0,4.6,69.9,4
Cohen_m4,K,2,0.29,0.0,0.0,56.2,3
Cohen_m4,K,3,0.35,0.0,0.0,56.2,3
Cohen_m4,K,4,0.41,0.0,0.0,56.2,3
Cohen_m4,K,5,0.65,33.3,6.1,79.2,3
Cohen_m4,K,6,0.82,33.3,6.1,79.2,3
Cohen_m4,K,7,1.16,33.3,6.1,79.2,3
Cohen_m4,K,8,1.39,33.3,6.1,79.2,3
Cohen_m4,K,9,1.48,33.3,6.1,79.2,3
Cohen_m4,K,10,1.57,33.3,6.1,79.2,3
Cohen_m4,LDL,1,0.1,50.0,15.0,85.0,4
Cohen_m4,LDL,2,0.31,25.0,4.6,69.9,4
Cohen_m4,LDL,3,0.44,33.3,6.1,79.2,3
Cohen_m4,LDL,4,0.49,0.0,0.0,49.0,4
Cohen_m4,LDL,5,0.6,0.0,0.0,49.0,4
Cohen_m4,LDL,6,0.73,0.0,0.0,56.2,3
Cohen_m4,LDL,7,0.78,25.0,4.6,69.9,4
Cohen_m4,LDL,8,0.98,33.3,6.1,79.2,3
Cohen_m4,LDL,9,1.26,25.0,4.6,69.9,4
Cohen_m4,LDL,10,2.02,25.0,4.6,69.9,4
Cohen_m4,MCH,1,0.13,0.0,0.0,49.0,4
Cohen_m4,MCH,2,0.43,0.0,0.0,56.2,3
Cohen_m4,MCH,3,0.63,50.0,15.0,85.0,4
Cohen_m4,MCH,4,0.84,0.0,0.0,56.2,3
Cohen_m4,MCH,5,1.09,0.0,0.0,49.0,4
Cohen_m4,MCH,6,1.22,0.0,0.0,56.2,3
Cohen_m4,MCH,7,1.68,33.3,6.1,79.2,3
Cohen_m4,MCH,8,2.13,0.0,0.0,49.0,4
Cohen_m4,MCH,9,2.43,33.3,6.1,79.2,3
Cohen_m4,MCH,10,2.86,25.0,4.6,69.9,4
Cohen_m4,MCHC,1,0.08,20.0,3.6,62.4,5
Cohen_m4,MCHC,2,0.18,0.0,0.0,49.0,4
Cohen_m4,MCHC,3,0.31,0.0,0.0,49.0,4
Cohen_m4,MCHC,4,0.41,0.0,0.0,43.4,5
Cohen_m4,MCHC,5,0.53,25.0,4.6,69.9,4
Cohen_m4,MCHC,6,0.72,0.0,0.0,49.0,4
Cohen_m4,MCHC,7,0.95,0.0,0.0,43.4,5
Cohen_m4,MCHC,8,1.02,0.0,0.0,49.0,4
Cohen_m4,MCHC,9,1.22,25.0,4.6,69.9,4
Cohen_m4,MCHC,10,1.51,20.0,3.6,62.4,5
Cohen_m4,MCV,1,0.2,0.0,0.0,56.2,3
Cohen_m4,MCV,2,0.61,33.3,6.1,79.2,3
Cohen_m4,MCV,3,1.01,33.3,6.1,79.2,3
Cohen_m4,MCV,4,1.17,50.0,9.5,90.5,2
Cohen_m4,MCV,5,1.56,33.3,6.1,79.2,3
Cohen_m4,MCV,6,1.68,33.3,6.1,79.2,3
Cohen_m4,MCV,7,1.81,50.0,9.5,90.5,2
Cohen_m4,MCV,8,1.92,0.0,0.0,56.2,3
Cohen_m4,MCV,9,2.4,33.3,6.1,79.2,3
Cohen_m4,MCV,10,2.99,0.0,0.0,56.2,3
Cohen_m4,NA,1,0.16,0.0,0.0,56.2,3
Cohen_m4,NA,2,0.19,0.0,0.0,65.8,2
Cohen_m4,NA,3,0.25,0.0,0.0,56.2,3
Cohen_m4,NA,4,0.36,0.0,0.0,65.8,2
Cohen_m4,NA,5,0.39,0.0,0.0,56.2,3
Cohen_m4,NA,6,0.53,0.0,0.0,65.8,2
Cohen_m4,NA,7,0.64,0.0,0.0,65.8,2
Cohen_m4,NA,8,1.27,0.0,0.0,56.2,3
Cohen_m4,NA,9,1.57,0.0,0.0,65.8,2
Cohen_m4,NA,10,1.95,0.0,0.0,56.2,3
Cohen_m4,PLT,1,0.04,0.0,0.0,49.0,4
Cohen_m4,PLT,2,0.37,25.0,4.6,69.9,4
Cohen_m4,PLT,3,0.54,0.0,0.0,49.0,4
Cohen_m4,PLT,4,0.84,0.0,0.0,56.2,3
Cohen_m4,PLT,5,1.0,25.0,4.6,69.9,4
Cohen_m4,PLT,6,1.23,0.0,0.0,49.0,4
Cohen_m4,PLT,7,1.27,33.3,6.1,79.2,3
Cohen_m4,PLT,8,1.56,0.0,0.0,49.0,4
Cohen_m4,PLT,9,1.87,25.0,4.6,69.9,4
Cohen_m4,PLT,10,2.11,0.0,0.0,49.0,4
Cohen_m4,RBC,1,0.21,16.7,3.0,56.4,6
Cohen_m4,RBC,2,0.44,20.0,3.6,62.4,5
Cohen_m4,RBC,3,0.7,60.0,23.1,88.2,5
Cohen_m4,RBC,4,1.0,40.0,11.8,76.9,5
Cohen_m4,RBC,5,1.14,40.0,11.8,76.9,5
Cohen_m4,RBC,6,1.3,0.0,0.0,43.4,5
Cohen_m4,RBC,7,1.79,20.0,3.6,62.4,5
Cohen_m4,RBC,8,2.05,20.0,3.6,62.4,5
Cohen_m4,RBC,9,2.35,0.0,0.0,43.4,5
Cohen_m4,RBC,10,2.7,60.0,23.1,88.2,5
Cohen_m4,RDW,1,0.29,0.0,0.0,43.4,5
Cohen_m4,RDW,2,0.5,50.0,15.0,85.0,4
Cohen_m4,RDW,3,0.66,25.0,4.6,69.9,4
Cohen_m4,RDW,4,0.79,50.0,15.0,85.0,4
Cohen_m4,RDW,5,1.04,60.0,23.1,88.2,5
Cohen_m4,RDW,6,1.2,50.0,15.0,85.0,4
Cohen_m4,RDW,7,1.38,0.0,0.0,49.0,4
Cohen_m4,RDW,8,1.69,0.0,0.0,49.0,4
Cohen_m4,RDW,9,1.84,25.0,4.6,69.9,4
Cohen_m4,RDW,10,2.01,0.0,0.0,43.4,5
Cohen_m4,TBIL,1,0.13,66.7,30.0,90.3,6
Cohen_m4,TBIL,2,0.35,20.0,3.6,62.4,5
Cohen_m4,TBIL,3,0.44,80.0,37.6,96.4,5
Cohen_m4,TBIL,4,0.72,16.7,3.0,56.4,6
Cohen_m4,TBIL,5,0.83,20.0,3.6,62.4,5
Cohen_m4,TBIL,6,0.95,20.0,3.6,62.4,5
Cohen_m4,TBIL,7,1.11,33.3,9.7,70.0,6
Cohen_m4,TBIL,8,1.27,20.0,3.6,62.4,5
Cohen_m4,TBIL,9,1.51,20.0,3.6,62.4,5
Cohen_m4,TBIL,10,1.84,33.3,9.7,70.0,6
Cohen_m4,TC,1,0.13,0.0,0.0,56.2,3
Cohen_m4,TC,2,0.2,0.0,0.0,65.8,2
Cohen_m4,TC,3,0.28,50.0,9.5,90.5,2
Cohen_m4,TC,4,0.43,0.0,0.0,56.2,3
Cohen_m4,TC,5,0.55,0.0,0.0,65.8,2
Cohen_m4,TC,6,0.63,0.0,0.0,65.8,2
Cohen_m4,TC,7,1.11,0.0,0.0,56.2,3
Cohen_m4,TC,8,1.21,50.0,9.5,90.5,2
Cohen_m4,TC,9,1.29,50.0,9.5,90.5,2
Cohen_m4,TC,10,2.51,33.3,6.1,79.2,3
Cohen_m4,TGL,1,0.08,33.3,6.1,79.2,3
Cohen_m4,TGL,2,0.16,0.0,0.0,56.2,3
Cohen_m4,TGL,3,0.22,0.0,0.0,56.2,3
Cohen_m4,TGL,4,0.49,100.0,34.2,100.0,2
Cohen_m4,TGL,5,0.59,0.0,0.0,56.2,3
Cohen_m4,TGL,6,0.79,0.0,0.0,56.2,3
Cohen_m4,TGL,7,0.95,50.0,9.5,90.5,2
Cohen_m4,TGL,8,0.97,33.3,6.1,79.2,3
Cohen_m4,TGL,9,1.1,33.3,6.1,79.2,3
Cohen_m4,TGL,10,1.34,0.0,0.0,56.2,3
Cohen_m4,TP,1,0.18,0.0,0.0,56.2,3
Cohen_m4,TP,2,0.48,50.0,9.5,90.5,2
Cohen_m4,TP,3,0.7,50.0,9.5,90.5,2
Cohen_m4,TP,4,1.03,0.0,0.0,56.2,3
Cohen_m4,TP,5,1.29,50.0,9.5,90.5,2
Cohen_m4,TP,6,1.44,50.0,9.5,90.5,2
Cohen_m4,TP,7,1.63,66.7,20.8,93.9,3
Cohen_m4,TP,8,1.89,50.0,9.5,90.5,2
Cohen_m4,TP,9,2.34,50.0,9.5,90.5,2
Cohen_m4,TP,10,2.53,33.3,6.1,79.2,3
Cohen_m4,WBC,1,0.05,0.0,0.0,39.0,6
Cohen_m4,WBC,2,0.1,33.3,9.7,70.0,6
Cohen_m4,WBC,3,0.19,16.7,3.0,56.4,6
Cohen_m4,WBC,4,0.33,0.0,0.0,39.0,6
Cohen_m4,WBC,5,0.42,50.0,18.8,81.2,6
Cohen_m4,WBC,6,0.5,0.0,0.0,43.4,5
Cohen_m4,WBC,7,0.57,16.7,3.0,56.4,6
Cohen_m4,WBC,8,0.61,16.7,3.0,56.4,6
Cohen_m4,WBC,9,0.77,33.3,9.7,70.0,6
Cohen_m4,WBC,10,1.01,50.0,18.8,81.2,6
Gaussian_mle,A1C,1,0.12,0.0,0.0,43.4,5
Gaussian_mle,A1C,2,0.39,60.0,23.1,88.2,5
Gaussian_mle,A1C,3,0.64,25.0,4.6,69.9,4
Gaussian_mle,A1C,4,0.91,60.0,23.1,88.2,5
Gaussian_mle,A1C,5,1.3,25.0,4.6,69.9,4
Gaussian_mle,A1C,6,1.8,0.0,0.0,43.4,5
Gaussian_mle,A1C,7,2.55,0.0,0.0,49.0,4
Gaussian_mle,A1C,8,4.16,40.0,11.8,76.9,5
Gaussian_mle,A1C,9,5.12,0.0,0.0,49.0,4
Gaussian_mle,A1C,10,7.05,40.0,11.8,76.9,5
Gaussian_mle,ALB,1,0.09,0.0,0.0,49.0,4
Gaussian_mle,ALB,2,0.15,0.0,0.0,49.0,4
Gaussian_mle,ALB,3,0.3,25.0,4.6,69.9,4
Gaussian_mle,ALB,4,0.45,0.0,0.0,49.0,4
Gaussian_mle,ALB,5,0.51,0.0,0.0,49.0,4
Gaussian_mle,ALB,6,0.68,0.0,0.0,56.2,3
Gaussian_mle,ALB,7,0.8,0.0,0.0,49.0,4
Gaussian_mle,ALB,8,0.88,0.0,0.0,49.0,4
Gaussian_mle,ALB,9,1.27,0.0,0.0,49.0,4
Gaussian_mle,ALB,10,1.7,0.0,0.0,49.0,4
Gaussian_mle,ALP,1,0.05,25.0,4.6,69.9,4
Gaussian_mle,ALP,2,0.17,0.0,0.0,56.2,3
Gaussian_mle,ALP,3,0.24,0.0,0.0,56.2,3
Gaussian_mle,ALP,4,0.43,50.0,15.0,85.0,4
Gaussian_mle,ALP,5,0.53,0.0,0.0,56.2,3
Gaussian_mle,ALP,6,0.61,66.7,20.8,93.9,3
Gaussian_mle,ALP,7,0.73,25.0,4.6,69.9,4
Gaussian_mle,ALP,8,0.79,33.3,6.1,79.2,3
Gaussian_mle,ALP,9,0.8,66.7,20.8,93.9,3
Gaussian_mle,ALP,10,0.83,0.0,0.0,49.0,4
Gaussian_mle,ALT,1,0.09,20.0,3.6,62.4,5
Gaussian_mle,ALT,2,0.18,25.0,4.6,69.9,4
Gaussian_mle,ALT,3,0.27,20.0,3.6,62.4,5
Gaussian_mle,ALT,4,0.52,0.0,0.0,49.0,4
Gaussian_mle,ALT,5,0.7,20.0,3.6,62.4,5
Gaussian_mle,ALT,6,0.85,25.0,4.6,69.9,4
Gaussian_mle,ALT,7,1.14,50.0,15.0,85.0,4
Gaussian_mle,ALT,8,1.45,40.0,11.8,76.9,5
Gaussian_mle,ALT,9,1.56,25.0,4.6,69.9,4
Gaussian_mle,ALT,10,3.28,20.0,3.6,62.4,5
Gaussian_mle,AST,1,0.04,0.0,0.0,56.2,3
Gaussian_mle,AST,2,0.24,33.3,6.1,79.2,3
Gaussian_mle,AST,3,0.29,50.0,9.5,90.5,2
Gaussian_mle,AST,4,0.6,33.3,6.1,79.2,3
Gaussian_mle,AST,5,0.76,0.0,0.0,65.8,2
Gaussian_mle,AST,6,0.93,66.7,20.8,93.9,3
Gaussian_mle,AST,7,1.3,50.0,9.5,90.5,2
Gaussian_mle,AST,8,1.75,0.0,0.0,56.2,3
Gaussian_mle,AST,9,2.54,0.0,0.0,65.8,2
Gaussian_mle,AST,10,3.89,0.0,0.0,56.2,3
Gaussian_mle,BUN,1,0.1,50.0,15.0,85.0,4
Gaussian_mle,BUN,2,0.35,0.0,0.0,56.2,3
Gaussian_mle,BUN,3,0.47,0.0,0.0,56.2,3
Gaussian_mle,BUN,4,0.54,33.3,6.1,79.2,3
Gaussian_mle,BUN,5,0.64,0.0,0.0,56.2,3
Gaussian_mle,BUN,6,0.68,33.3,6.1,79.2,3
Gaussian_mle,BUN,7,0.96,0.0,0.0,56.2,3
Gaussian_mle,BUN,8,1.3,33.3,6.1,79.2,3
Gaussian_mle,BUN,9,1.53,0.0,0.0,56.2,3
Gaussian_mle,BUN,10,2.08,0.0,0.0,56.2,3
Gaussian_mle,CA,1,0.05,66.7,20.8,93.9,3
Gaussian_mle,CA,2,0.11,33.3,6.1,79.2,3
Gaussian_mle,CA,3,0.23,0.0,0.0,65.8,2
Gaussian_mle,CA,4,0.63,0.0,0.0,56.2,3
Gaussian_mle,CA,5,0.81,0.0,0.0,56.2,3
Gaussian_mle,CA,6,0.89,0.0,0.0,65.8,2
Gaussian_mle,CA,7,0.99,0.0,0.0,56.2,3
Gaussian_mle,CA,8,1.15,0.0,0.0,65.8,2
Gaussian_mle,CA,9,1.68,0.0,0.0,56.2,3
Gaussian_mle,CA,10,2.82,0.0,0.0,56.2,3
Gaussian_mle,CL,1,0.19,25.0,4.6,69.9,4
Gaussian_mle,CL,2,0.34,33.3,6.1,79.2,3
Gaussian_mle,CL,3,0.39,100.0,43.8,100.0,3
Gaussian_mle,CL,4,0.68,0.0,0.0,56.2,3
Gaussian_mle,CL,5,0.98,50.0,15.0,85.0,4
Gaussian_mle,CL,6,1.27,0.0,0.0,56.2,3
Gaussian_mle,CL,7,1.5,33.3,6.1,79.2,3
Gaussian_mle,CL,8,1.59,0.0,0.0,56.2,3
Gaussian_mle,CL,9,1.85,33.3,6.1,79.2,3
Gaussian_mle,CL,10,2.39,50.0,15.0,85.0,4
Gaussian_mle,CO2,1,0.07,50.0,15.0,85.0,4
Gaussian_mle,CO2,2,0.24,25.0,4.6,69.9,4
Gaussian_mle,CO2,3,0.34,25.0,4.6,69.9,4
Gaussian_mle,CO2,4,0.62,33.3,6.1,79.2,3
Gaussian_mle,CO2,5,0.93,50.0,15.0,85.0,4
Gaussian_mle,CO2,6,1.25,25.0,4.6,69.9,4
Gaussian_mle,CO2,7,1.42,33.3,6.1,79.2,3
Gaussian_mle,CO2,8,1.84,0.0,0.0,49.0,4
Gaussian_mle,CO2,9,2.47,25.0,4.6,69.9,4
Gaussian_mle,CO2,10,11.9,0.0,0.0,49.0,4
Gaussian_mle,CRE,1,0.09,33.3,6.1,79.2,3
Gaussian_mle,CRE,2,0.19,33.3,6.1,79.2,3
Gaussian_mle,CRE,3,0.3,0.0,0.0,65.8,2
Gaussian_mle,CRE,4,0.6,0.0,0.0,56.2,3
Gaussian_mle,CRE,5,0.76,66.7,20.8,93.9,3
Gaussian_mle,CRE,6,0.9,50.0,9.5,90.5,2
Gaussian_mle,CRE,7,1.19,33.3,6.1,79.2,3
Gaussian_mle,CRE,8,1.37,0.0,0.0,65.8,2
Gaussian_mle,CRE,9,2.3,0.0,0.0,56.2,3
Gaussian_mle,CRE,10,4.42,0.0,0.0,56.2,3
Gaussian_mle,CRP,1,0.14,0.0,0.0,49.0,4
Gaussian_mle,CRP,2,0.23,0.0,0.0,49.0,4
Gaussian_mle,CRP,3,0.3,50.0,15.0,85.0,4
Gaussian_mle,CRP,4,0.44,0.0,0.0,56.2,3
Gaussian_mle,CRP,5,0.51,25.0,4.6,69.9,4
Gaussian_mle,CRP,6,0.64,0.0,0.0,49.0,4
Gaussian_mle,CRP,7,1.03,33.3,6.1,79.2,3
Gaussian_mle,CRP,8,1.29,0.0,0.0,49.0,4
Gaussian_mle,CRP,9,1.56,0.0,0.0,49.0,4
Gaussian_mle,CRP,10,2.32,0.0,0.0,49.0,4
Gaussian_mle,DBIL,1,0.12,0.0,0.0,56.2,3
Gaussian_mle,DBIL,2,0.21,0.0,0.0,65.8,2
Gaussian_mle,DBIL,3,0.29,0.0,0.0,56.2,3
Gaussian_mle,DBIL,4,0.4,0.0,0.0,65.8,2
Gaussian_mle,DBIL,5,0.47,0.0,0.0,56.2,3
Gaussian_mle,DBIL,6,1.05,0.0,0.0,65.8,2
Gaussian_mle,DBIL,7,1.09,50.0,9.5,90.5,2
Gaussian_mle,DBIL,8,1.35,0.0,0.0,56.2,3
Gaussian_mle,DBIL,9,1.62,0.0,0.0,65.8,2
Gaussian_mle,DBIL,10,1.86,33.3,6.1,79.2,3
Gaussian_mle,GGT,1,0.17,0.0,0.0,56.2,3
Gaussian_mle,GGT,2,0.55,0.0,0.0,65.8,2
Gaussian_mle,GGT,3,0.8,0.0,0.0,65.8,2
Gaussian_mle,GGT,4,0.9,0.0,0.0,56.2,3
Gaussian_mle,GGT,5,1.03,0.0,0.0,65.8,2
Gaussian_mle,GGT,6,1.16,0.0,0.0,65.8,2
Gaussian_mle,GGT,7,1.34,0.0,0.0,56.2,3
Gaussian_mle,GGT,8,1.42,0.0,0.0,65.8,2
Gaussian_mle,GGT,9,1.64,0.0,0.0,65.8,2
Gaussian_mle,GGT,10,2.62,0.0,0.0,56.2,3
Gaussian_mle,GLU,1,0.29,50.0,15.0,85.0,4
Gaussian_mle,GLU,2,1.34,25.0,4.6,69.9,4
Gaussian_mle,GLU,3,2.35,25.0,4.6,69.9,4
Gaussian_mle,GLU,4,3.11,0.0,0.0,49.0,4
Gaussian_mle,GLU,5,5.46,0.0,0.0,49.0,4
Gaussian_mle,GLU,6,6.42,33.3,6.1,79.2,3
Gaussian_mle,GLU,7,7.06,25.0,4.6,69.9,4
Gaussian_mle,GLU,8,7.94,25.0,4.6,69.9,4
Gaussian_mle,GLU,9,9.15,50.0,15.0,85.0,4
Gaussian_mle,GLU,10,10.27,50.0,15.0,85.0,4
Gaussian_mle,HCT,1,0.18,0.0,0.0,56.2,3
Gaussian_mle,HCT,2,0.36,50.0,9.5,90.5,2
Gaussian_mle,HCT,3,0.8,0.0,0.0,65.8,2
Gaussian_mle,HCT,4,0.88,50.0,9.5,90.5,2
Gaussian_mle,HCT,5,0.91,50.0,9.5,90.5,2
Gaussian_mle,HCT,6,0.97,0.0,0.0,65.8,2
Gaussian_mle,HCT,7,1.19,0.0,0.0,65.8,2
Gaussian_mle,HCT,8,1.52,0.0,0.0,65.8,2
Gaussian_mle,HCT,9,2.13,0.0,0.0,65.8,2
Gaussian_mle,HCT,10,6.15,0.0,0.0,56.2,3
Gaussian_mle,HDL,1,0.03,50.0,15.0,85.0,4
Gaussian_mle,HDL,2,0.16,0.0,0.0,49.0,4
Gaussian_mle,HDL,3,0.36,0.0,0.0,56.2,3
Gaussian_mle,HDL,4,0.43,25.0,4.6,69.9,4
Gaussian_mle,HDL,5,0.55,0.0,0.0,49.0,4
Gaussian_mle,HDL,6,0.64,33.3,6.1,79.2,3
Gaussian_mle,HDL,7,0.67,25.0,4.6,69.9,4
Gaussian_mle,HDL,8,0.74,0.0,0.0,56.2,3
Gaussian_mle,HDL,9,0.89,25.0,4.6,69.9,4
Gaussian_mle,HDL,10,1.16,25.0,4.6,69.9,4
Gaussian_mle,HGB,1,0.13,0.0,0.0,56.2,3
Gaussian_mle,HGB,2,0.27,33.3,6.1,79.2,3
Gaussian_mle,HGB,3,0.41,33.3,6.1,79.2,3
Gaussian_mle,HGB,4,0.58,0.0,0.0,56.2,3
Gaussian_mle,HGB,5,0.73,33.3,6.1,79.2,3
Gaussian_mle,HGB,6,0.96,50.0,9.5,90.5,2
Gaussian_mle,HGB,7,1.36,0.0,0.0,56.2,3
Gaussian_mle,HGB,8,1.78,66.7,20.8,93.9,3
Gaussian_mle,HGB,9,2.2,66.7,20.8,93.9,3
Gaussian_mle,HGB,10,7.18,66.7,20.8,93.9,3
Gaussian_mle,K,1,0.04,0.0,0.0,49.0,4
Gaussian_mle,K,2,0.15,33.3,6.1,79.2,3
Gaussian_mle,K,3,0.36,0.0,0.0,56.2,3
Gaussian_mle,K,4,0.42,0.0,0.0,56.2,3
Gaussian_mle,K,5,0.5,0.0,0.0,56.2,3
Gaussian_mle,K,6,0.72,0.0,0.0,56.2,3
Gaussian_mle,K,7,1.0,66.7,20.8,93.9,3
Gaussian_mle,K,8,1.2,0.0,0.0,56.2,3
Gaussian_mle,K,9,1.8,66.7,20.8,93.9,3
Gaussian_mle,K,10,3.7,66.7,20.8,93.9,3
Gaussian_mle,LDH,1,0.02,60.0,23.1,88.2,5
Gaussian_mle,LDH,2,0.07,50.0,15.0,85.0,4
Gaussian_mle,LDH,3,0.21,25.0,4.6,69.9,4
Gaussian_mle,LDH,4,0.35,0.0,0.0,49.0,4
Gaussian_mle,LDH,5,0.54,0.0,0.0,49.0,4
Gaussian_mle,LDH,6,0.65,25.0,4.6,69.9,4
Gaussian_mle,LDH,7,0.87,0.0,0.0,49.0,4
Gaussian_mle,LDH,8,1.04,0.0,0.0,49.0,4
Gaussian_mle,LDH,9,1.2,0.0,0.0,49.0,4
Gaussian_mle,LDH,10,1.8,25.0,4.6,69.9,4
Gaussian_mle,LDL,1,0.09,0.0,0.0,49.0,4
Gaussian_mle,LDL,2,0.21,25.0,4.6,69.9,4
Gaussian_mle,LDL,3,0.3,33.3,6.1,79.2,3
Gaussian_mle,LDL,4,0.42,25.0,4.6,69.9,4
Gaussian_mle,LDL,5,0.57,0.0,0.0,49.0,4
Gaussian_mle,LDL,6,0.73,33.3,6.1,79.2,3
Gaussian_mle,LDL,7,0.94,25.0,4.6,69.9,4
Gaussian_mle,LDL,8,1.2,66.7,20.8,93.9,3
Gaussian_mle,LDL,9,1.56,25.0,4.6,69.9,4
Gaussian_mle,LDL,10,2.29,0.0,0.0,49.0,4
Gaussian_mle,MCH,1,0.1,25.0,4.6,69.9,4
Gaussian_mle,MCH,2,0.26,0.0,0.0,56.2,3
Gaussian_mle,MCH,3,0.38,0.0,0.0,49.0,4
Gaussian_mle,MCH,4,0.46,0.0,0.0,56.2,3
Gaussian_mle,MCH,5,0.99,25.0,4.6,69.9,4
Gaussian_mle,MCH,6,1.21,33.3,6.1,79.2,3
Gaussian_mle,MCH,7,1.3,0.0,0.0,56.2,3
Gaussian_mle,MCH,8,1.74,25.0,4.6,69.9,4
Gaussian_mle,MCH,9,2.15,33.3,6.1,79.2,3
Gaussian_mle,MCH,10,3.34,0.0,0.0,49.0,4
Gaussian_mle,MCHC,1,0.06,20.0,3.6,62.4,5
Gaussian_mle,MCHC,2,0.28,0.0,0.0,43.4,5
Gaussian_mle,MCHC,3,0.43,0.0,0.0,49.0,4
Gaussian_mle,MCHC,4,0.52,40.0,11.8,76.9,5
Gaussian_mle,MCHC,5,0.79,0.0,0.0,49.0,4
Gaussian_mle,MCHC,6,0.97,0.0,0.0,43.4,5
Gaussian_mle,MCHC,7,1.61,0.0,0.0,49.0,4
Gaussian_mle,MCHC,8,1.78,0.0,0.0,43.4,5
Gaussian_mle,MCHC,9,1.97,25.0,4.6,69.9,4
Gaussian_mle,MCHC,10,3.32,0.0,0.0,43.4,5
Gaussian_mle,MCV,1,0.22,33.3,6.1,79.2,3
Gaussian_mle,MCV,2,0.45,0.0,0.0,56.2,3
Gaussian_mle,MCV,3,0.5,33.3,6.1,79.2,3
Gaussian_mle,MCV,4,0.62,50.0,9.5,90.5,2
Gaussian_mle,MCV,5,0.66,33.3,6.1,79.2,3
Gaussian_mle,MCV,6,0.8,66.7,20.8,93.9,3
Gaussian_mle,MCV,7,0.97,0.0,0.0,65.8,2
Gaussian_mle,MCV,8,1.11,0.0,0.0,56.2,3
Gaussian_mle,MCV,9,1.5,33.3,6.1,79.2,3
Gaussian_mle,MCV,10,1.88,0.0,0.0,56.2,3
Gaussian_mle,MPV,1,0.04,0.0,0.0,56.2,3
Gaussian_mle,MPV,2,0.13,0.0,0.0,56.2,3
Gaussian_mle,MPV,3,0.25,0.0,0.0,56.2,3
Gaussian_mle,MPV,4,0.44,0.0,0.0,65.8,2
Gaussian_mle,MPV,5,0.58,0.0,0.0,56.2,3
Gaussian_mle,MPV,6,0.66,33.3,6.1,79.2,3
Gaussian_mle,MPV,7,0.73,50.0,9.5,90.5,2
Gaussian_mle,MPV,8,0.81,0.0,0.0,56.2,3
Gaussian_mle,MPV,9,1.05,0.0,0.0,56.2,3
Gaussian_mle,MPV,10,1.14,0.0,0.0,56.2,3
Gaussian_mle,NA,1,0.08,0.0,0.0,56.2,3
Gaussian_mle,NA,2,0.11,0.0,0.0,65.8,2
Gaussian_mle,NA,3,0.22,0.0,0.0,56.2,3
Gaussian_mle,NA,4,0.26,0.0,0.0,65.8,2
Gaussian_mle,NA,5,0.31,0.0,0.0,56.2,3
Gaussian_mle,NA,6,0.47,0.0,0.0,65.8,2
Gaussian_mle,NA,7,0.74,0.0,0.0,65.8,2
Gaussian_mle,NA,8,1.13,0.0,0.0,56.2,3
Gaussian_mle,NA,9,1.54,0.0,0.0,65.8,2
Gaussian_mle,NA,10,2.35,0.0,0.0,56.2,3
Gaussian_mle,PLT,1,0.02,0.0,0.0,49.0,4
Gaussian_mle,PLT,2,0.2,0.0,0.0,49.0,4
Gaussian_mle,PLT,3,0.38,0.0,0.0,49.0,4
Gaussian_mle,PLT,4,0.5,0.0,0.0,56.2,3
Gaussian_mle,PLT,5,0.58,50.0,15.0,85.0,4
Gaussian_mle,PLT,6,0.73,0.0,0.0,49.0,4
Gaussian_mle,PLT,7,0.76,33.3,6.1,79.2,3
Gaussian_mle,PLT,8,0.83,25.0,4.6,69.9,4
Gaussian_mle,PLT,9,0.92,0.0,0.0,49.0,4
Gaussian_mle,PLT,10,1.23,0.0,0.0,49.0,4
Gaussian_mle,PT,1,0.11,33.3,6.1,79.2,3
Gaussian_mle,PT,2,0.31,0.0,0.0,56.2,3
Gaussian_mle,PT,3,0.46,0.0,0.0,65.8,2
Gaussian_mle,PT,4,0.55,0.0,0.0,56.2,3
Gaussian_mle,PT,5,0.75,0.0,0.0,56.2,3
Gaussian_mle,PT,6,1.03,50.0,9.5,90.5,2
Gaussian_mle,PT,7,1.27,0.0,0.0,56.2,3
Gaussian_mle,PT,8,1.57,0.0,0.0,65.8,2
Gaussian_mle,PT,9,2.42,66.7,20.8,93.9,3
Gaussian_mle,PT,10,4.69,33.3,6.1,79.2,3
Gaussian_mle,RBC,1,0.25,50.0,18.8,81.2,6
