subset,analyte,n,n_patients,PopRI_pct,PopRI_valid,PopRI_abn,PopRI_pct_lo,PopRI_pct_hi,PerRI_pct,PerRI_valid,PerRI_abn,PerRI_pct_lo,PerRI_pct_hi,PerRI_reclass_pct,PerRI_reclass_valid,PerRI_reclass_abn,PerRI_reclass_pct_lo,PerRI_reclass_pct_hi,Cohen_m2_pct,Cohen_m2_valid,Cohen_m2_abn,Cohen_m2_pct_lo,Cohen_m2_pct_hi,Cohen_m2_reclass_pct,Cohen_m2_reclass_valid,Cohen_m2_reclass_abn,Cohen_m2_reclass_pct_lo,Cohen_m2_reclass_pct_hi,Cohen_m3_pct,Cohen_m3_valid,Cohen_m3_abn,Cohen_m3_pct_lo,Cohen_m3_pct_hi,Cohen_m3_reclass_pct,Cohen_m3_reclass_valid,Cohen_m3_reclass_abn,Cohen_m3_reclass_pct_lo,Cohen_m3_reclass_pct_hi,Cohen_m4_pct,Cohen_m4_valid,Cohen_m4_abn,Cohen_m4_pct_lo,Cohen_m4_pct_hi,Cohen_m4_reclass_pct,Cohen_m4_reclass_valid,Cohen_m4_reclass_abn,Cohen_m4_reclass_pct_lo,Cohen_m4_reclass_pct_hi,Gaussian_mle_pct,Gaussian_mle_valid,Gaussian_mle_abn,Gaussian_mle_pct_lo,Gaussian_mle_pct_hi,Gaussian_mle_reclass_pct,Gaussian_mle_reclass_valid,Gaussian_mle_reclass_abn,Gaussian_mle_reclass_pct_lo,Gaussian_mle_reclass_pct_hi,Gaussian_trunc_pct,Gaussian_trunc_valid,Gaussian_trunc_abn,Gaussian_trunc_pct_lo,Gaussian_trunc_pct_hi,Gaussian_trunc_reclass_pct,Gaussian_trunc_reclass_valid,Gaussian_trunc_reclass_abn,Gaussian_trunc_reclass_pct_lo,Gaussian_trunc_reclass_pct_hi,Gaussian_eb_pct,Gaussian_eb_valid,Gaussian_eb_abn,Gaussian_eb_pct_lo,Gaussian_eb_pct_hi,Gaussian_eb_reclass_pct,Gaussian_eb_reclass_valid,Gaussian_eb_reclass_abn,Gaussian_eb_reclass_pct_lo,Gaussian_eb_reclass_pct_hi,NORMA_q_age_set_pct,NORMA_q_age_set_valid,NORMA_q_age_set_abn,NORMA_q_age_set_pct_lo,NORMA_q_age_set_pct_hi,NORMA_q_age_set_reclass_pct,NORMA_q_age_set_reclass_valid,NORMA_q_age_set_reclass_abn,NORMA_q_age_set_reclass_pct_lo,NORMA_q_age_set_reclass_pct_hi,n_popri_normal,PopRI_per_1000,PerRI_per_1000,Cohen_m2_per_1000,Cohen_m3_per_1000,Cohen_m4_per_1000,Gaussian_mle_per_1000,Gaussian_trunc_per_1000,Gaussian_eb_per_1000,NORMA_q_age_set_per_1000,PopRI_pct_median,PopRI_pct_q25,PopRI_pct_q75,PerRI_pct_median,PerRI_pct_q25,PerRI_pct_q75,PerRI_reclass_pct_median,PerRI_reclass_pct_q25,PerRI_reclass_pct_q75,Cohen_m2_pct_median,Cohen_m2_pct_q25,Cohen_m2_pct_q75,Cohen_m2_reclass_pct_median,Cohen_m2_reclass_pct_q25,Cohen_m2_reclass_pct_q75,Cohen_m3_pct_median,Cohen_m3_pct_q25,Cohen_m3_pct_q75,Cohen_m3_reclass_pct_median,Cohen_m3_reclass_pct_q25,Cohen_m3_reclass_pct_q75,Cohen_m4_pct_median,Cohen_m4_pct_q25,Cohen_m4_pct_q75,Cohen_m4_reclass_pct_median,Cohen_m4_reclass_pct_q25,Cohen_m4_reclass_pct_q75,Gaussian_mle_pct_median,Gaussian_mle_pct_q25,Gaussian_mle_pct_q75,Gaussian_mle_reclass_pct_median,Gaussian_mle_reclass_pct_q25,Gaussian_mle_reclass_pct_q75,Gaussian_trunc_pct_median,Gaussian_trunc_pct_q25,Gaussian_trunc_pct_q75,Gaussian_trunc_reclass_pct_median,Gaussian_trunc_reclass_pct_q25,Gaussian_trunc_reclass_pct_q75,Gaussian_eb_pct_median,Gaussian_eb_pct_q25,Gaussian_eb_pct_q75,Gaussian_eb_reclass_pct_median,Gaussian_eb_reclass_pct_q25,Gaussian_eb_reclass_pct_q75,NORMA_q_age_set_pct_median,NORMA_q_age_set_pct_q25,NORMA_q_age_set_pct_q75,NORMA_q_age_set_reclass_pct_median,NORMA_q_age_set_reclass_pct_q25,NORMA_q_age_set_reclass_pct_q75
all,MPV,28,12,14.29,28,4,5.7,31.49,17.86,28,5,7.88,35.59,4.17,24,1,0.74,20.24,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,21.43,28,6,10.21,39.54,8.33,24,2,2.32,25.85,57.14,28,16,39.07,73.49,50.0,24,12,31.43,68.57,14.29,28,4,5.7,31.49,0.0,24,0,0.0,13.8,75.0,28,21,56.64,87.32,70.83,24,17,50.83,85.09,24,143.0,179.0,0.0,0.0,0.0,214.0,571.0,143.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,NA,25,12,32.0,25,8,17.2,51.59,32.0,25,8,17.2,51.59,0.0,17,0,0.0,18.43,32.0,25,8,17.2,51.59,0.0,17.0,0.0,0.0,18.43,32.0,25,8,17.2,51.59,0.0,17.0,0.0,0.0,18.43,32.0,25,8,17.2,51.59,0.0,17.0,0.0,0.0,18.43,32.0,25,8,17.2,51.59,0.0,17,0,0.0,18.43,52.0,25,13,33.5,69.97,29.41,17,5,13.28,53.13,32.0,25,8,17.2,51.59,0.0,17,0,0.0,18.43,32.0,25,8,17.2,51.59,0.0,17,0,0.0,18.43,17,320.0,320.0,320.0,320.0,320.0,320.0,520.0,320.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,PLT,38,16,13.16,38,5,5.75,27.33,15.79,38,6,7.44,30.42,3.03,33,1,0.54,15.32,52.63,38,20,37.26,67.52,45.45,33.0,15.0,29.84,62.01,50.0,38,19,34.85,65.15,42.42,33.0,14.0,27.24,59.19,55.26,38,21,39.71,69.85,48.48,33.0,16.0,32.5,64.78,15.79,38,6,7.44,30.42,3.03,33,1,0.54,15.32,47.37,38,18,32.48,62.74,39.39,33,13,24.68,56.32,13.16,38,5,5.75,27.33,0.0,33,0,0.0,10.43,23.68,38,9,12.99,39.21,12.12,33,4,4.82,27.33,33,132.0,158.0,526.0,500.0,553.0,158.0,474.0,132.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,RBC,51,18,50.98,51,26,37.68,64.14,100.0,51,51,93.0,100.0,100.0,25,25,86.68,100.0,66.67,51,34,52.97,78.03,32.0,25.0,8.0,17.2,51.59,66.67,51,34,52.97,78.03,32.0,25.0,8.0,17.2,51.59,70.59,51,36,57.0,81.29,40.0,25.0,10.0,23.4,59.26,62.75,51,32,49.02,74.68,24.0,25,6,11.5,43.43,68.63,51,35,54.97,79.67,36.0,25,9,20.25,55.48,50.98,51,26,37.68,64.14,0.0,25,0,0.0,13.32,56.86,51,29,43.27,69.5,12.0,25,3,4.17,29.96,25,510.0,1000.0,667.0,667.0,706.0,627.0,686.0,510.0,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,RDW,43,20,34.88,43,15,22.42,49.83,34.88,43,15,22.42,49.83,0.0,28,0,0.0,12.06,58.14,43,25,43.33,71.62,35.71,28.0,10.0,20.71,54.17,69.77,43,30,54.89,81.4,53.57,28.0,15.0,35.81,70.47,65.12,43,28,50.17,77.58,46.43,28.0,13.0,29.53,64.19,41.86,43,18,28.38,56.67,10.71,28,3,3.71,27.2,41.86,43,18,28.38,56.67,10.71,28,3,3.71,27.2,34.88,43,15,22.42,49.83,0.0,28,0,0.0,12.06,34.88,43,15,22.42,49.83,0.0,28,0,0.0,12.06,28,349.0,349.0,581.0,698.0,651.0,419.0,419.0,349.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,TBIL,54,22,40.74,54,22,28.68,54.03,42.59,54,23,30.33,55.84,3.12,32,1,0.55,15.74,57.41,54,31,44.16,69.67,28.12,32.0,9.0,15.56,45.37,50.0,54,27,37.11,62.89,15.62,32.0,5.0,6.86,31.75,50.0,54,27,37.11,62.89,15.62,32.0,5.0,6.86,31.75,51.85,54,28,38.85,64.61,18.75,32,6,8.89,35.31,68.52,54,37,55.26,79.32,46.88,32,15,30.87,63.55,40.74,54,22,28.68,54.03,0.0,32,0,0.0,10.72,44.44,54,24,32.0,57.62,6.25,32,2,1.73,20.15,32,407.0,426.0,574.0,500.0,500.0,519.0,685.0,407.0,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,TC,24,13,54.17,24,13,35.07,72.11,54.17,24,13,35.07,72.11,0.0,11,0,0.0,25.88,62.5,24,15,42.71,78.84,18.18,11.0,2.0,5.14,47.7,58.33,24,14,38.83,75.53,9.09,11.0,1.0,1.62,37.74,58.33,24,14,38.83,75.53,9.09,11.0,1.0,1.62,37.74,58.33,24,14,38.83,75.53,9.09,11,1,1.62,37.74,66.67,24,16,46.71,82.03,27.27,11,3,9.75,56.57,54.17,24,13,35.07,72.11,0.0,11,0,0.0,25.88,58.33,24,14,38.83,75.53,9.09,11,1,1.62,37.74,11,542.0,542.0,625.0,583.0,583.0,583.0,667.0,542.0,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,TGL,28,14,57.14,28,16,39.07,73.49,57.14,28,16,39.07,73.49,0.0,12,0,0.0,24.25,57.14,28,16,39.07,73.49,0.0,12.0,0.0,0.0,24.25,57.14,28,16,39.07,73.49,0.0,12.0,0.0,0.0,24.25,57.14,28,16,39.07,73.49,0.0,12.0,0.0,0.0,24.25,78.57,28,22,60.46,89.79,50.0,12,6,25.38,74.62,85.71,28,24,68.51,94.3,66.67,12,8,39.06,86.19,57.14,28,16,39.07,73.49,0.0,12,0,0.0,24.25,67.86,28,19,49.34,82.07,25.0,12,3,8.89,53.23,12,571.0,571.0,571.0,571.0,571.0,786.0,857.0,571.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,TP,24,14,37.5,24,9,21.16,57.29,41.67,24,10,24.47,61.17,6.67,15,1,1.19,29.82,62.5,24,15,42.71,78.84,40.0,15.0,6.0,19.82,64.25,66.67,24,16,46.71,82.03,46.67,15.0,7.0,24.81,69.88,66.67,24,16,46.71,82.03,46.67,15.0,7.0,24.81,69.88,45.83,24,11,27.89,64.93,13.33,15,2,3.74,37.88,62.5,24,15,42.71,78.84,40.0,15,6,19.82,64.25,37.5,24,9,21.16,57.29,0.0,15,0,-0.0,20.39,41.67,24,10,24.47,61.17,6.67,15,1,1.19,29.82,15,375.0,417.0,625.0,667.0,667.0,458.0,625.0,375.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,WBC,59,23,20.34,59,12,12.04,32.27,25.42,59,15,16.06,37.8,6.38,47,3,2.19,17.16,20.34,59,12,12.04,32.27,0.0,47.0,0.0,0.0,7.56,22.03,59,13,13.35,34.13,2.13,47.0,1.0,0.38,11.11,23.73,59,14,14.69,35.98,4.26,47.0,2.0,1.17,14.25,27.12,59,16,17.44,39.6,8.51,47,4,3.36,19.93,52.54,59,31,40.04,64.73,40.43,47,19,27.64,54.66,20.34,59,12,12.04,32.27,0.0,47,0,0.0,7.56,28.81,59,17,18.84,41.38,10.64,47,5,4.63,22.59,47,203.0,254.0,203.0,220.0,237.0,271.0,525.0,203.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,Overall,1052,468,39.44,1052,418,,,43.27,1052,467,,,7.45,634,49,,,55.13,1018,564,,,23.8,607.0,153.0,,,54.73,1018,560,,,22.71,607.0,149.0,,,56.7,1018,580,,,26.62,607.0,169.0,,,47.78,1052,501,,,14.41,634,83,,,59.98,1052,629,,,33.11,634,211,,,39.44,1052,418,,,0.0,634,0,,,45.81,1046,477,,,9.51,631,62,,,634,394.0,433.0,533.0,529.0,548.0,478.0,600.0,394.0,458.0,38.1,31.08,50.74,40.74,32.85,51.14,3.65,0.0,5.88,54.55,48.15,61.54,22.22,0.0,40.0,55.26,48.65,60.71,15.62,2.13,42.11,55.56,50.0,65.71,20.0,5.56,40.0,48.33,38.56,59.03,11.44,6.03,21.93,61.68,52.14,68.56,33.44,22.19,40.32,38.1,31.08,50.74,0.0,0.0,0.0,44.44,35.09,55.48,6.46,0.0,12.09
per_normal,ALB,39,18,28.21,39,11,16.54,43.78,28.21,39,11,16.54,43.78,0.0,28,0,0.0,12.06,61.54,39,24,45.9,75.11,46.43,28.0,13.0,29.53,64.19,64.1,39,25,48.42,77.26,50.0,28.0,14.0,32.63,67.37,56.41,39,22,40.98,70.7,39.29,28.0,11.0,23.57,57.59,30.77,39,12,18.57,46.42,3.57,28,1,0.63,17.71,41.03,39,16,27.08,56.58,17.86,28,5,7.88,35.59,28.21,39,11,16.54,43.78,0.0,28,0,0.0,12.06,28.21,39,11,16.54,43.78,0.0,28,0,0.0,12.06,28,282.0,282.0,615.0,641.0,564.0,308.0,410.0,282.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,ALP,34,12,8.82,34,3,3.05,22.96,8.82,34,3,3.05,22.96,0.0,31,0,-0.0,11.03,50.0,34,17,34.07,65.93,45.16,31.0,14.0,29.16,62.23,55.88,34,19,39.45,71.12,51.61,31.0,16.0,34.84,68.03,58.82,34,20,42.22,73.63,54.84,31.0,17.0,37.77,70.84,8.82,34,3,3.05,22.96,0.0,31,0,-0.0,11.03,23.53,34,8,12.44,40.0,16.13,31,5,7.09,32.63,8.82,34,3,3.05,22.96,0.0,31,0,-0.0,11.03,20.59,34,7,10.35,36.8,12.9,31,4,5.13,28.85,31,88.0,88.0,500.0,559.0,588.0,88.0,235.0,88.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,ALT,39,18,43.59,39,17,29.3,59.02,43.59,39,17,29.3,59.02,0.0,22,0,0.0,14.87,48.72,39,19,33.86,63.8,9.09,22.0,2.0,2.53,27.82,51.28,39,20,36.2,66.14,13.64,22.0,3.0,4.75,33.34,64.1,39,25,48.42,77.26,36.36,22.0,8.0,19.73,57.05,46.15,39,18,31.57,61.43,4.55,22,1,0.81,21.8,69.23,39,27,53.58,81.43,45.45,22,10,26.92,65.34,43.59,39,17,29.3,59.02,0.0,22,0,0.0,14.87,48.72,39,19,33.86,63.8,9.09,22,2,2.53,27.82,22,436.0,436.0,487.0,513.0,641.0,462.0,692.0,436.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,AST,25,9,32.0,25,8,17.2,51.59,36.0,25,9,20.25,55.48,5.88,17,1,1.05,26.98,44.0,25,11,26.67,62.93,17.65,17.0,3.0,6.19,41.03,40.0,25,10,23.4,59.26,11.76,17.0,2.0,3.29,34.34,36.0,25,9,20.25,55.48,5.88,17.0,1.0,1.05,26.98,48.0,25,12,30.03,66.5,23.53,17,4,9.55,47.26,60.0,25,15,40.74,76.6,41.18,17,7,21.61,63.99,32.0,25,8,17.2,51.59,0.0,17,0,0.0,18.43,48.0,25,12,30.03,66.5,23.53,17,4,9.55,47.26,17,320.0,360.0,440.0,400.0,360.0,480.0,600.0,320.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,BUN,31,16,38.71,31,12,23.73,56.18,38.71,31,12,23.73,56.18,0.0,19,0,0.0,16.82,39.29,28,11,23.57,57.59,0.0,17.0,0.0,0.0,18.43,46.43,28,13,29.53,64.19,11.76,17.0,2.0,3.29,34.34,50.0,28,14,32.63,67.37,17.65,17.0,3.0,6.19,41.03,41.94,31,13,26.42,59.23,5.26,19,1,0.94,24.64,48.39,31,15,31.97,65.16,15.79,19,3,5.52,37.57,38.71,31,12,23.73,56.18,0.0,19,0,0.0,16.82,39.29,28,11,23.57,57.59,0.0,17,0,0.0,18.43,19,387.0,387.0,393.0,464.0,500.0,419.0,484.0,387.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,CA,27,10,33.33,27,9,18.64,52.18,40.74,27,11,24.51,59.27,11.11,18,2,3.1,32.8,48.15,27,13,30.74,66.01,22.22,18.0,4.0,9.0,45.22,51.85,27,14,33.99,69.26,27.78,18.0,5.0,12.5,50.87,55.56,27,15,37.31,72.41,33.33,18.0,6.0,16.28,56.25,40.74,27,11,24.51,59.27,11.11,18,2,3.1,32.8,59.26,27,16,40.73,75.49,38.89,18,7,20.3,61.38,33.33,27,9,18.64,52.18,0.0,18,0,0.0,17.59,44.44,27,12,27.59,62.69,16.67,18,3,5.84,39.22,18,333.0,407.0,481.0,519.0,556.0,407.0,593.0,333.0,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,CL,33,15,51.52,33,17,35.22,67.5,51.52,33,17,35.22,67.5,0.0,16,0,0.0,19.36,54.55,33,18,37.99,70.16,6.25,16.0,1.0,1.11,28.33,51.52,33,17,35.22,67.5,0.0,16.0,0.0,0.0,19.36,51.52,33,17,35.22,67.5,0.0,16.0,0.0,0.0,19.36,57.58,33,19,40.81,72.76,12.5,16,2,3.5,36.02,66.67,33,22,49.61,80.25,31.25,16,5,14.16,55.6,51.52,33,17,35.22,67.5,0.0,16,0,0.0,19.36,57.58,33,19,40.81,72.76,12.5,16,2,3.5,36.02,16,515.0,515.0,545.0,515.0,515.0,576.0,667.0,515.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,CO2,33,17,54.55,33,18,37.99,70.16,54.55,33,18,37.99,70.16,0.0,15,0,-0.0,20.39,54.55,33,18,37.99,70.16,0.0,15.0,0.0,-0.0,20.39,54.55,33,18,37.99,70.16,0.0,15.0,0.0,-0.0,20.39,54.55,33,18,37.99,70.16,0.0,15.0,0.0,-0.0,20.39,60.61,33,20,43.68,75.32,13.33,15,2,3.74,37.88,60.61,33,20,43.68,75.32,13.33,15,2,3.74,37.88,54.55,33,18,37.99,70.16,0.0,15,0,-0.0,20.39,54.55,33,18,37.99,70.16,0.0,15,0,-0.0,20.39,15,545.0,545.0,545.0,545.0,545.0,606.0,606.0,545.0,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,CRE,22,11,45.45,22,10,26.92,65.34,45.45,22,10,26.92,65.34,0.0,12,0,0.0,24.25,68.18,22,15,47.32,83.64,41.67,12.0,5.0,19.33,68.05,59.09,22,13,38.73,76.74,25.0,12.0,3.0,8.89,53.23,59.09,22,13,38.73,76.74,25.0,12.0,3.0,8.89,53.23,63.64,22,14,42.95,80.27,33.33,12,4,13.81,60.94,68.18,22,15,47.32,83.64,41.67,12,5,19.33,68.05,45.45,22,10,26.92,65.34,0.0,12,0,0.0,24.25,45.45,22,10,26.92,65.34,0.0,12,0,0.0,24.25,12,455.0,455.0,682.0,591.0,591.0,636.0,682.0,455.0,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,DBIL,27,10,33.33,27,9,18.64,52.18,33.33,27,9,18.64,52.18,0.0,18,0,0.0,17.59,33.33,27,9,18.64,52.18,0.0,18.0,0.0,0.0,17.59,33.33,27,9,18.64,52.18,0.0,18.0,0.0,0.0,17.59,33.33,27,9,18.64,52.18,0.0,18.0,0.0,0.0,17.59,55.56,27,15,37.31,72.41,33.33,18,6,16.28,56.25,51.85,27,14,33.99,69.26,27.78,18,5,12.5,50.87,33.33,27,9,18.64,52.18,0.0,18,0,0.0,17.59,40.74,27,11,24.51,59.27,11.11,18,2,3.1,32.8,18,333.0,333.0,333.0,333.0,333.0,556.0,519.0,333.0,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,HCT,22,11,50.0,22,11,30.72,69.28,50.0,22,11,30.72,69.28,0.0,11,0,0.0,25.88,54.55,22,12,34.66,73.08,9.09,11.0,1.0,1.62,37.74,54.55,22,12,34.66,73.08,9.09,11.0,1.0,1.62,37.74,54.55,22,12,34.66,73.08,9.09,11.0,1.0,1.62,37.74,63.64,22,14,42.95,80.27,27.27,11,3,9.75,56.57,77.27,22,17,56.56,89.88,54.55,11,6,28.01,78.73,50.0,22,11,30.72,69.28,0.0,11,0,0.0,25.88,54.55,22,12,34.66,73.08,9.09,11,1,1.62,37.74,11,500.0,500.0,545.0,545.0,545.0,636.0,773.0,500.0,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,HDL,37,18,18.92,37,7,9.48,34.21,27.03,37,10,15.4,42.98,10.0,30,3,3.46,25.62,43.24,37,16,28.67,59.09,30.0,30.0,9.0,16.66,47.88,48.65,37,18,33.45,64.11,36.67,30.0,11.0,21.87,54.49,48.65,37,18,33.45,64.11,36.67,30.0,11.0,21.87,54.49,27.03,37,10,15.4,42.98,10.0,30,3,3.46,25.62,43.24,37,16,28.67,59.09,30.0,30,9,16.66,47.88,18.92,37,7,9.48,34.21,0.0,30,0,-0.0,11.35,18.92,37,7,9.48,34.21,0.0,30,0,-0.0,11.35,30,189.0,270.0,432.0,486.0,486.0,270.0,432.0,189.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,HGB,23,9,43.48,23,10,25.63,63.19,43.48,23,10,25.63,63.19,0.0,13,0,0.0,22.81,69.57,23,16,49.13,84.4,46.15,13.0,6.0,23.21,70.86,65.22,23,15,44.89,81.19,38.46,13.0,5.0,17.71,64.48,78.26,23,18,58.1,90.34,61.54,13.0,8.0,35.52,82.29,47.83,23,11,29.24,67.04,7.69,13,1,1.37,33.31,65.22,23,15,44.89,81.19,38.46,13,5,17.71,64.48,43.48,23,10,25.63,63.19,0.0,13,0,0.0,22.81,52.17,23,12,32.96,70.76,15.38,13,2,4.33,42.24,13,435.0,435.0,696.0,652.0,783.0,478.0,652.0,435.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,K,31,13,29.03,31,9,16.1,46.59,32.26,31,10,18.57,49.86,4.55,22,1,0.81,21.8,45.16,31,14,29.16,62.23,22.73,22.0,5.0,10.12,43.44,38.71,31,12,23.73,56.18,13.64,22.0,3.0,4.75,33.34,38.71,31,12,23.73,56.18,13.64,22.0,3.0,4.75,33.34,48.39,31,15,31.97,65.16,27.27,22,6,13.15,48.15,80.65,31,25,63.72,90.81,72.73,22,16,51.85,86.85,29.03,31,9,16.1,46.59,0.0,22,0,0.0,14.87,32.26,31,10,18.57,49.86,4.55,22,1,0.81,21.8,22,290.0,323.0,452.0,387.0,387.0,484.0,806.0,290.0,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,LDL,33,17,36.36,33,12,22.19,53.38,39.39,33,13,24.68,56.32,4.76,21,1,0.85,22.67,54.55,33,18,37.99,70.16,28.57,21.0,6.0,13.81,49.96,42.42,33,14,27.24,59.19,9.52,21.0,2.0,2.65,28.91,42.42,33,14,27.24,59.19,9.52,21.0,2.0,2.65,28.91,39.39,33,13,24.68,56.32,4.76,21,1,0.85,22.67,42.42,33,14,27.24,59.19,9.52,21,2,2.65,28.91,36.36,33,12,22.19,53.38,0.0,21,0,0.0,15.46,39.39,33,13,24.68,56.32,4.76,21,1,0.85,22.67,21,364.0,394.0,545.0,424.0,424.0,394.0,424.0,364.0,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,MCH,23,13,47.83,23,11,29.24,67.04,47.83,23,11,29.24,67.04,0.0,12,0,0.0,24.25,56.52,23,13,36.81,74.37,16.67,12.0,2.0,4.7,44.8,56.52,23,13,36.81,74.37,16.67,12.0,2.0,4.7,44.8,60.87,23,14,40.79,77.84,25.0,12.0,3.0,8.89,53.23,60.87,23,14,40.79,77.84,25.0,12,3,8.89,53.23,60.87,23,14,40.79,77.84,25.0,12,3,8.89,53.23,47.83,23,11,29.24,67.04,0.0,12,0,0.0,24.25,52.17,23,12,32.96,70.76,8.33,12,1,1.49,35.39,12,478.0,478.0,565.0,565.0,609.0,609.0,609.0,478.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,MCHC,46,20,50.0,46,23,36.12,63.88,50.0,46,23,36.12,63.88,0.0,23,0,-0.0,14.31,50.0,44,22,35.83,64.17,0.0,22.0,0.0,0.0,14.87,50.0,44,22,35.83,64.17,0.0,22.0,0.0,0.0,14.87,52.27,44,23,37.94,66.25,4.55,22.0,1.0,0.81,21.8,52.17,46,24,38.14,65.88,4.35,23,1,0.77,20.99,60.87,46,28,46.46,73.61,21.74,23,5,9.66,41.9,50.0,46,23,36.12,63.88,0.0,23,0,-0.0,14.31,50.0,44,22,35.83,64.17,0.0,22,0,0.0,14.87,23,500.0,500.0,500.0,500.0,523.0,522.0,609.0,500.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,MCV,28,15,32.14,28,9,17.93,50.66,35.71,28,10,20.71,54.17,5.26,19,1,0.94,24.64,60.71,28,17,42.41,76.43,42.11,19.0,8.0,23.14,63.72,60.71,28,17,42.41,76.43,42.11,19.0,8.0,23.14,63.72,75.0,28,21,56.64,87.32,63.16,19.0,12.0,41.04,80.85,46.43,28,13,29.53,64.19,21.05,19,4,8.51,43.33,53.57,28,15,35.81,70.47,31.58,19,6,15.36,53.99,32.14,28,9,17.93,50.66,0.0,19,0,0.0,16.82,35.71,28,10,20.71,54.17,5.26,19,1,0.94,24.64,19,321.0,357.0,607.0,607.0,750.0,464.0,536.0,321.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,MPV,28,12,14.29,28,4,5.7,31.49,17.86,28,5,7.88,35.59,4.17,24,1,0.74,20.24,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,21.43,28,6,10.21,39.54,8.33,24,2,2.32,25.85,57.14,28,16,39.07,73.49,50.0,24,12,31.43,68.57,14.29,28,4,5.7,31.49,0.0,24,0,0.0,13.8,75.0,28,21,56.64,87.32,70.83,24,17,50.83,85.09,24,143.0,179.0,0.0,0.0,0.0,214.0,571.0,143.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
